Family,3oxoDCA,3oxoLCA,7oxoDCA,Ala_CA,Ala_CDCA,Ala_DCA,Arg_CA,Arg_DCA,Asn_CA,Asn_CDCA,Asn_DCA,Asp_CA,Asp_CDCA,Asp_DCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GLCA,GUDCA,Gln_CA,Gln_CDCA,Gln_UDCA,Glu_CA,Glu_CDCA,Glu_DCA,His_CA,His_CDCA,His_DCA,IleLeu_CA,LCA,Lys_CA,Lys_CDCA,Lys_DCA,Met_CA,Met_CDCA,Phe_CA,Phe_CDCA,Phe_DCA,TCA,TCDCA,TDCA,TLCA,TUDCA,Thr_CA,Thr_CDCA,Thr_DCA,Trp_CA,Trp_CDCA,Trp_DCA,Tyr_CA,Tyr_CDCA,Tyr_UDCA,UDCA,Val_CA,Val_CDCA,Val_DCA,isoCA_aMCA,isoDCA_isoCDCA,isoLCA,isoUDCA,isoalloLCA
3aHSDH%NBI02399_1_3-oxoacyl-ACP_reductase_FabG__Lachnospiraceae_bacterium_,1.0,-1.0,1.0,1.0,1.0,0.3337393,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.009267698,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.20357522,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.85681003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.02897861,-1.0,1.0,-1.0
3aHSDH%WP_044950032_1_SDR_family_NAD(P)-dependent_oxidoreductase__Mediterraneibacter_gnavus_,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.6118292,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.7802723,1.0,1.0,0.7579165,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
3aHSDH%WP_104968339_1_3-oxoacyl-ACP_reductase__Streptococcus_pluranimalium_,-0.28267616,-1.0,0.7104341,1.0,1.0,1.0,0.70083696,-1.0,1.0,1.0,1.0,1.0,0.72835124,-0.96658576,0.4983955,1.0,-1.0,-0.58657235,-0.31317782,-1.0,0.315899,-0.45741534,1.0,-0.19147922,-0.32669857,1.0,1.0,-0.47780773,0.7871253,1.0,1.0,1.0,-1.0,-0.6833764,-0.6675182,-1.0,0.70119864,-1.0,1.0,1.0,0.78398633,-0.8526373,-0.41184112,-1.0,-1.0,0.7008331,0.84600246,1.0,-0.17888328,1.0,1.0,1.0,1.0,1.0,0.9197291,-0.26012194,1.0,0.44127077,-1.0,0.4784265,-0.86674625,-1.0,0.026238827,1.0
3aHSDH%WP_109137584_1_SDR_family_oxidoreductase__Bifidobacterium_catulorum_,1.0,0.7935176,1.0,1.0,1.0,0.08540141,0.52003574,1.0,0.9139736,0.6078681,1.0,0.4567354,0.85802335,-0.56406754,1.0,1.0,1.0,1.0,1.0,1.0,-0.57811105,1.0,-0.50796664,-0.5060715,0.8168805,-0.72454226,-0.37505403,-0.6754492,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.9721437,-0.5005993,0.8274578,-0.03500695,-0.27772737,-1.0,-0.81652987,1.0,1.0,1.0,-0.1943825,-1.0,0.5563176,1.0,1.0,-1.0,-1.0,0.6553737,-1.0,-1.0,-1.0,1.0,-0.2953732,1.0,0.07019766,1.0,1.0,0.93059003,1.0,-1.0
3aHSDH%WP_117562420_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enterocloster_aldenensis_,1.0,-1.0,1.0,1.0,1.0,0.66313344,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.24689512,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5463222,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.8087822,1.0,1.0,1.0,1.0,1.0,-0.9740217,0.61240077,1.0,1.0,1.0,-0.7522779,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
3aHSDH%WP_182279434_1_SDR_family_NAD(P)-dependent_oxidoreductase__Collinsella_intestinalis_,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.8155308,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.6013473,1.0,1.0,-0.8776849,1.0,1.0,-0.70220935,1.0,1.0,0.26451182,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21779251,1.0,1.0,1.0,1.0,0.28109792,1.0,1.0,-1.0,1.0,1.0,1.0,-0.3817795,1.0,1.0,-0.3975145,1.0,-1.0,-1.0,1.0,-1.0
3aHSDH%WP_377204125_1_MULTISPECIES__SDR_family_oxidoreductase__unclassified_Pseudarthrobacter_,0.6325334,-1.0,1.0,1.0,1.0,0.47544795,1.0,-0.5707626,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.40532574,-1.0,1.0,1.0,-1.0,0.7466022,1.0,1.0,-1.0,1.0,0.24269812,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.21402912,1.0,1.0,0.14774269,1.0,1.0,1.0,0.76241904,1.0,1.0,1.0,0.082557276,1.0,1.0,0.52039,1.0,1.0,0.6911398,1.0,1.0,1.0,-1.0,1.0,-0.97787696,-1.0,1.0,-1.0
3aHSDH%WP_427737837_1_SDR_family_NAD(P)-dependent_oxidoreductase__Bariatricus_sp__SGI_154_,1.0,-0.25955203,1.0,-1.0,0.38497663,-0.50467527,-0.04357862,-1.0,1.0,0.6852466,0.19497165,1.0,-0.07576559,-1.0,0.11914171,-0.26196048,-0.8794787,-1.0,-1.0,-1.0,-1.0,-0.6793506,0.89352447,-0.6946424,1.0,1.0,-0.22656932,-0.62266034,1.0,1.0,-0.11747526,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.2482248,-0.8580844,-0.74495524,-0.24115738,1.0,-0.078793526,-1.0,-0.98811054,0.5130261,1.0,0.015919149,1.0,1.0,1.0,1.0,1.0,0.16433811,0.61851126,1.0,1.0,0.11035996,1.0,-1.0
3bHSDH%GENOME124823_1686,1.0,0.5312039,1.0,1.0,1.0,1.0,1.0,-0.67868596,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.39883184,1.0,0.815289,1.0,1.0,1.0,0.43387204,1.0,1.0,0.48808047,-0.13069606,1.0,1.0,1.0,1.0,-1.0,-0.101906285,1.0,1.0,-0.5005877,-1.0,1.0,1.0,1.0,0.6816445,0.86839753,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.31473872,1.0,1.0
3bHSDH%MBS6646402_1_glucose_1-dehydrogenase__Clostridiaceae_bacterium_,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.4520859,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.26928034,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.9136681,1.0,1.0,-1.0,1.0,1.0,0.56299937,1.0,-1.0,1.0,-1.0,1.0,0.90061927,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.459167,1.0,1.0,0.9747419,-1.0,1.0,1.0,0.6495051,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
3bHSDH%WP_100933575_1_SDR_family_NAD(P)-dependent_oxidoreductase___Clostridium__innocuum_,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.69094515,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.7380013,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
5AR%GENOME006039_2690,-1.0,-0.5082584,1.0,-0.18998311,1.0,-1.0,1.0,1.0,-0.46169594,-0.20334865,1.0,0.37334773,1.0,1.0,1.0,1.0,-0.13847266,1.0,1.0,1.0,-1.0,1.0,-1.0,0.2948235,-1.0,1.0,0.70052814,0.6264122,0.82105917,-1.0,-0.97574925,1.0,0.13444823,1.0,0.76640946,1.0,0.6349092,1.0,1.0,-1.0,-0.29480785,1.0,1.0,1.0,1.0,1.0,0.82506835,1.0,0.530363,-0.29696333,1.0,-1.0,1.0,1.0,-0.0046801046,-0.88661253,-0.6633655,1.0,1.0,1.0,-0.67831576,-1.0,1.0,-1.0
5AR%GENOME012336_2253,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.62909734,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
5AR%GENOME013886_753,1.0,-0.20061766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16664454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2664321,1.0,1.0,0.9547782,1.0,1.0,0.76805294,1.0,1.0,0.0641913,-0.0930676,1.0,1.0,1.0,-0.161162,1.0,1.0,1.0,1.0,1.0,1.0,0.15706833,0.18215074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.36260843,1.0,1.0,1.0,0.25830927,1.0,1.0,-0.1362918,1.0,-0.20946294
5AR%GENOME021742_2120,1.0,-0.19804658,0.28060788,1.0,1.0,-1.0,-0.2821362,-1.0,1.0,0.7763214,1.0,0.04247057,0.80118185,-1.0,0.6037817,0.7981068,1.0,1.0,1.0,1.0,-1.0,-0.5555732,0.5416828,0.18808687,0.14875102,-1.0,0.16145688,-1.0,-1.0,-1.0,-1.0,-1.0,0.86609834,-1.0,-1.0,-1.0,1.0,-0.74833065,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.51938814,1.0,-0.17084858,-1.0,-1.0,-0.6777728,-1.0,-1.0,-1.0,0.104659714,-0.27244955,1.0,-1.0,-1.0,1.0,0.82161725,-1.0,0.5652924
5AR%GENOME078645_81,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.31582105,-1.0,-1.0,-1.0,-1.0,-1.0,0.48430368,-1.0,-1.0,0.8831175,-1.0,-1.0,1.0,0.22112134,-1.0,-1.0,0.5006398,-1.0,-1.0,-0.616365,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.016996758,-1.0,-0.2708063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17109697,1.0,-1.0,1.0
5AR%GENOME084343_2181,-1.0,-0.60992724,-1.0,-0.34230044,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8617136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.48379824,0.538422,-0.3940332,-1.0,1.0,-1.0,-1.0,0.71130484,-0.21270841,-1.0,-1.0,-0.7008739,-1.0,-0.47739497,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.21740702,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.42275304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4789968,-1.0,1.0
5AR%GENOME086572_2986,1.0,-1.0,1.0,-0.06840426,1.0,1.0,1.0,1.0,1.0,0.7143957,0.39843222,1.0,0.39468324,-0.77571607,1.0,1.0,1.0,1.0,1.0,-0.15847571,-0.2620222,1.0,0.35117233,-1.0,0.69813156,1.0,-0.7895457,0.70002234,1.0,0.63625926,1.0,1.0,-1.0,1.0,0.42472646,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977657,0.9404536,-1.0,0.73941183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85858434,-1.0,1.0,-1.0
5AR%GENOME107567_81,1.0,0.9440798,-0.2623165,0.22789624,0.7719069,0.63828737,-0.85920244,0.66776055,1.0,1.0,1.0,1.0,-0.4769468,-0.8745507,0.032454964,0.6534385,1.0,1.0,1.0,1.0,1.0,0.09229583,1.0,1.0,1.0,-0.11753822,0.13228434,0.2404795,-0.731355,0.61660296,0.6401697,-0.44145316,1.0,-1.0,-0.13751441,-1.0,0.13852748,-1.0,1.0,1.0,0.7624188,0.38455403,0.3414901,1.0,0.62629026,-0.46653467,-0.352067,-0.7812203,-0.03089176,-0.553065,-0.28834742,1.0,-0.10187166,0.64029527,-0.37257534,1.0,0.21677521,-0.24326763,-1.0,-0.60959,1.0,1.0,-0.1651248,1.0
5AR%GENOME140582_2251,1.0,0.10692529,1.0,1.0,1.0,-1.0,1.0,0.882518,1.0,1.0,1.0,0.605268,1.0,-0.4972272,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.35940617,1.0,1.0,0.823366,1.0,-1.0,-0.35062915,-1.0,-1.0,0.54121464,1.0,-0.025472337,-0.8209348,-0.03017589,1.0,-1.0,1.0,-0.5839454,0.45561886,1.0,1.0,1.0,0.16514383,-0.6460776,1.0,1.0,0.29990742,-0.5939587,-0.27509773,0.4184112,0.99479187,0.49422866,0.30903685,1.0,0.806059,1.0,-0.523335,1.0,1.0,-0.035099186,1.0,-1.0
5AR%GENOME142018_414,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6261933,-1.0,-1.0,1.0,-1.0,-1.0,0.1569386,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5676635,-1.0,-1.0,0.53672606,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.98550826,0.48671848,-1.0,-1.0,-1.0,0.33577317,-1.0,-1.0,-0.6918785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.27160484,1.0,-1.0,1.0
5AR%GENOME170052_106,1.0,1.0,-1.0,-1.0,-1.0,-0.29556262,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.18432859,-0.037323594,-1.0,-1.0,0.53906447,-1.0,-1.0,-0.29536158,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9023073,-1.0,-1.0,0.42201632,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
5AR%GENOME179594_130,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.38394135,1.0,1.0,1.0,1.0,1.0,-0.5335983,1.0,1.0,1.0,1.0,1.0,1.0,-0.1553991,1.0,1.0,1.0,0.9535849,1.0,1.0,-1.0,1.0,1.0,-0.90908945,1.0,-1.0,1.0,-0.39796203,0.8238058,1.0,-0.9464672,1.0,1.0,0.28040832,1.0,1.0,1.0,-0.197413,1.0,1.0,1.0,0.6457215,1.0,1.0,1.0,1.0,1.0,0.10640489,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
5AR%GENOME179896_434,-0.6997724,-1.0,1.0,1.0,1.0,1.0,1.0,-0.88503486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.30072978,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.06883817,1.0,1.0,-0.005637801,1.0,-1.0,1.0,-0.04320632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7410049,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
5AR%HIU55603_1_DUF1295_domain-containing_protein__Candidatus_Gallibacteroides_avistercoris_,-1.0,-1.0,1.0,0.14662074,-0.46414927,-1.0,1.0,0.7352024,0.8847434,0.119484894,0.4843273,1.0,1.0,0.64968497,1.0,1.0,-0.5182886,1.0,1.0,0.5045339,-0.5495371,1.0,0.4803547,-0.44261768,-1.0,0.92280126,0.13953015,0.32467547,1.0,-0.5193855,-0.7569902,1.0,-0.71834236,1.0,0.21457773,1.0,-0.39398706,1.0,1.0,-0.7267595,-0.71039385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60318136,1.0,1.0,0.007829568,1.0,0.26194823,-0.84985185,-0.7147145,0.3802922,1.0,-0.34612933,1.0,-1.0,-1.0,0.5348806,-1.0
5AR%MBD5276024_1_DUF1295_domain-containing_protein__Bacteroides_sp__,1.0,0.692909,0.064307846,1.0,1.0,1.0,0.09688538,-1.0,1.0,1.0,1.0,0.57516557,-1.0,-0.9110329,0.043532595,1.0,1.0,-0.47294283,-0.5758932,-0.11253674,1.0,-0.8918538,1.0,1.0,1.0,0.10354554,1.0,-1.0,-1.0,1.0,1.0,-0.42543957,0.50839627,-1.0,-0.5934698,-1.0,1.0,-1.0,-0.3079866,1.0,-0.23096089,-0.87723535,-1.0,-1.0,-1.0,-0.6618473,1.0,0.62035465,-1.0,1.0,-1.0,1.0,0.84687173,1.0,1.0,1.0,0.4435782,-1.0,-1.0,-1.0,0.39678508,0.99680763,-1.0,1.0
5AR%MBP3601379_1_DUF1295_domain-containing_protein__Alistipes_sp__,1.0,1.0,-1.0,-1.0,-1.0,-0.22878061,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2873969,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.7890659,-1.0,-1.0,-1.0,0.69412136,-1.0,-1.0,0.8578116,-1.0,-1.0,0.954388,-1.0,1.0,-1.0,0.9248962,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5291294,-1.0,-1.0,0.60257596,0.137727,-1.0,-1.0,-1.0,-0.26292118,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.18736249,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
5AR%MBQ1253485_1_DUF1295_domain-containing_protein__Alistipes_sp__,1.0,1.0,-0.60874695,1.0,0.8734737,-1.0,-1.0,1.0,1.0,0.8573923,1.0,-0.87763613,-0.9329448,-1.0,-0.2219377,1.0,1.0,1.0,1.0,1.0,-0.086206056,0.042521816,0.94870627,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.02234596,-1.0,0.7505192,-1.0,-1.0,-1.0,-1.0,0.3862656,-0.14925809,-0.4479324,-1.0,-1.0,-1.0,0.9708599,-0.6127968,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.31109244,-1.0,-1.0,1.0,1.0,-0.5833437,1.0
5AR%MBR4740186_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,-0.13664445,-1.0,1.0,1.0,1.0,1.0,1.0,-0.40984976,1.0,1.0,1.0,1.0,1.0,-0.081618555,1.0,1.0,-0.6117138,0.7670871,0.9058431,0.11188288,1.0,0.48736507,1.0,0.9816406,0.5951781,1.0,0.96184903,0.48623404,0.6385985,1.0,0.3349772,1.0,-0.8464989,0.42617136,-0.18903348,0.518511,1.0,0.73605597,1.0,1.0,1.0,0.8032992,0.42533508,-1.0,-0.122287154,1.0,1.0,0.7358321,0.538945,1.0,1.0,-1.0,1.0,1.0,1.0,0.51109874,0.5084591,0.88083357,-0.44741672,1.0,-0.58297366,-0.7990625,1.0,0.01102323
5AR%MCH5217706_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,0.14369985,1.0,-0.4168929,1.0,0.42278126,-0.56228733,-0.6089456,0.8077944,-0.71234894,-0.3335403,-0.10166263,-1.0,0.4131145,0.7830113,-0.34289536,0.67910916,1.0,1.0,1.0,1.0,0.73995763,1.0,-1.0,0.3390531,-0.39880458,-1.0,-0.5897234,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.74058414,-1.0,1.0,0.67610466,-1.0,-1.0,-1.0,1.0,1.0,0.92452884,-1.0,-1.0,-0.21783319,1.0,0.70761824,-1.0,-1.0,-0.6168135,-1.0,-1.0,-1.0,1.0,-1.0,0.5667066,-1.0,-1.0,1.0,1.0,-0.30123875,1.0
5AR%MCQ2341803_1_DUF1295_domain-containing_protein__Paludibacteraceae_bacterium_,-1.0,-1.0,-0.00049379905,1.0,-0.7196134,-1.0,0.05965795,-1.0,0.023021046,0.7061595,-0.20368814,-1.0,-0.6286489,-1.0,-0.3094347,0.21888687,-1.0,0.69577163,0.21252981,-1.0,-1.0,1.0,0.14053816,-0.06382429,-0.09966549,-0.34491065,0.15898344,-1.0,-1.0,-0.3329677,-1.0,-0.44171447,-1.0,-0.21709372,-1.0,-0.63119525,1.0,-0.25519207,-1.0,0.21495646,-1.0,0.8273664,0.93816787,-1.0,-1.0,1.0,0.27416924,0.12542,-1.0,0.058027457,-0.2295877,-1.0,-0.045551423,0.6442104,0.6809073,0.44213256,-0.038299076,1.0,-1.0,-1.0,-1.0,-0.91878366,-0.2390441,0.9835025
5AR%MCR5660240_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0880902,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5545347,1.0,-0.73017526,-1.0,0.6182712,-1.0,-1.0,-0.8178953,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.46522036,-1.0,-1.0,0.23126917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.46292883,1.0,-1.0,-0.057762258
5AR%WP_005657188_1_DUF1295_domain-containing_protein__Bacteroides_stercoris_,-1.0,0.07185179,-1.0,-1.0,-1.0,-1.0,-0.1554312,0.13436198,-0.6069562,-1.0,-0.6894555,1.0,-0.9444401,1.0,-1.0,-1.0,-0.52283895,1.0,0.13240248,-0.29880816,-0.6651171,-1.0,-0.22580834,0.122901894,-1.0,-0.7084256,-0.27563512,0.56456435,-0.12662162,-0.85864884,-0.09143868,-1.0,0.7756059,1.0,0.34592667,1.0,-0.6315419,1.0,-1.0,-1.0,-1.0,0.80539405,0.75757056,-0.023407755,-0.15497103,-0.55123603,-0.4193391,-1.0,-0.7320859,0.46455285,-0.7641883,-1.0,0.05144103,-1.0,-0.99429244,-1.0,-0.69625705,-1.0,-0.056244887,-1.0,-1.0,-0.113881126,-1.0,-1.0
5AR%WP_149192684_1_MULTISPECIES__DUF1295_domain-containing_protein__Bacteroidaceae_,-1.0,-1.0,1.0,1.0,0.2453949,-0.66621053,1.0,-1.0,1.0,1.0,0.5343856,-0.46424612,1.0,-1.0,1.0,1.0,-1.0,-0.1007448,0.7810194,-1.0,-0.79240227,1.0,1.0,0.12626457,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.84559476,1.0,1.0,-0.4403407,1.0,1.0,-1.0,0.0011685827,1.0,1.0,0.32842875,-0.934866,1.0,1.0,-0.9058955,1.0,1.0,1.0,0.33209154,0.99582076,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
5AR%WP_300108487_1_DUF1295_domain-containing_protein__uncultured_Alistipes_sp__,-1.0,1.0,-1.0,-0.04693048,-1.0,-1.0,-1.0,0.14714399,-1.0,-1.0,-1.0,-1.0,-1.0,0.3587777,-1.0,-1.0,0.6199373,-0.30167103,-1.0,1.0,-0.48862755,-1.0,-1.0,1.0,-1.0,-1.0,0.4012252,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.077060096,-1.0,1.0,-0.32209292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.24432902,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.76658124,1.0,-1.0,1.0
5AR%WP_302729833_1_DUF1295_domain-containing_protein__Bacteroides_sp__ET489_,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75515705,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.3291748,-0.73983485,-1.0,-1.0,0.22923669,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5616367,-1.0,-1.0,-1.0,0.36008838,-1.0,-1.0,0.64917886,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
5AR%WP_346709278_1_DUF1295_domain-containing_protein__Phocaeicola_salanitronis_,-0.78713685,-0.49486315,1.0,-0.33485883,1.0,-1.0,1.0,1.0,-0.24523325,-0.018699119,1.0,0.7950861,1.0,1.0,1.0,1.0,0.039666016,1.0,1.0,1.0,-1.0,1.0,-1.0,0.6387009,-0.98813224,1.0,0.8114314,0.86229616,1.0,-1.0,-0.7797493,1.0,0.30406642,1.0,0.98493564,1.0,0.45679927,1.0,1.0,-1.0,0.20301335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55378306,0.063765496,1.0,-1.0,1.0,1.0,0.56115186,-0.46128547,-0.46832123,1.0,1.0,1.0,-0.41261125,-1.0,1.0,-1.0
5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,-1.0,-1.0,1.0,0.9499742,1.0,-0.97229713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.7987536,-1.0,1.0,-0.72568786,0.49662417,-0.22648339,1.0,1.0,0.61624277,1.0,-0.96747,-0.34309718,1.0,-1.0,1.0,0.8018404,1.0,0.6415767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.4411631,1.0,1.0,1.0,0.78151625,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
