Family,3oxoDCA,3oxoLCA,7oxoDCA,Ala_DCA,Asn_CA,Asn_DCA,Asp_CA,Asp_DCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GLCA,GUDCA,Gln_CA,Glu_CA,Glu_CDCA,Glu_DCA,His_DCA,LCA,Lys_CDCA,Met_CA,Met_CDCA,Phe_CA,Phe_CDCA,Phe_DCA,TCA,TCDCA,TDCA,TLCA,Thr_CA,Thr_CDCA,Thr_DCA,Trp_CA,Trp_CDCA,Trp_DCA,Tyr_CA,Tyr_UDCA,UDCA,isoCA_aMCA,isoLCA,isoalloLCA
BSH2%UPI0006C45BC8,1.0,-0.17217441,0.9163632,0.4623708,-0.9730838,-0.941554,-1.0,-0.8274699,0.7097197,0.4328895,0.024259983,-0.069674686,0.28396383,-0.11411096,-0.0853585,0.5208707,-1.0,-0.29955268,-1.0,0.21835724,-0.90935224,-0.33028507,0.7229861,-0.028740259,-0.1548915,1.0,-0.12920064,-0.46654242,0.25651586,-0.64005077,-0.89632016,-0.03388182,-0.30761948,-0.29474685,0.22234526,1.0,0.014563639,-0.4845688,0.5437606,0.2780168,1.0,0.7395627,0.07380889,0.055082962
BSH2%UPI0006C4A6B6,-0.37119934,-0.33951265,1.0,-1.0,1.0,0.39294362,1.0,-0.49511272,1.0,1.0,-0.34230512,1.0,1.0,0.5348475,-0.9204213,1.0,1.0,0.49767008,0.3481346,-1.0,-1.0,-0.018545628,-1.0,1.0,0.19791858,-1.0,-0.64363045,-1.0,1.0,1.0,0.078071296,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.06401246,-0.6953722,-0.6974946,1.0,0.3971913,0.30467921,0.89543295
BSH2%UPI0006C706B0,-0.06643156,0.30712587,-0.2950858,1.0,-1.0,0.5222243,-0.8926121,-0.066384904,-0.27731106,-0.2577601,0.8049238,0.49215192,0.6546067,0.681084,1.0,0.3821512,-0.6062914,-0.6224736,-1.0,0.49130628,-0.4186902,0.5757864,0.90137357,-1.0,0.7804141,1.0,0.09708978,0.8435619,0.6725648,0.85081875,1.0,1.0,-0.68541014,-1.0,0.87766135,0.7412579,0.92757696,-0.08307653,-0.20101021,0.2484337,-0.50881344,-0.1888364,0.6390021,-1.0
BSH2%UPI0006CAB5AD,0.43666098,1.0,-0.4214402,0.17530759,-1.0,-1.0,-1.0,0.7870601,-0.6467062,0.37749672,0.36536226,0.2735041,0.045376074,0.15822811,1.0,0.8646306,-1.0,-0.9614835,-0.26601437,0.88984054,-1.0,0.7280994,1.0,-1.0,1.0,0.2393259,-0.08414405,1.0,0.7451084,0.9208715,1.0,1.0,-0.61155576,-0.98448014,-0.35965243,-1.0,-0.15677494,-0.4165534,-0.37899542,1.0,1.0,-0.776133,0.49362043,-0.63586426
BSH2%UPI0006CABDF6,-1.0,-0.131822,-0.1515302,0.4088095,0.9942283,1.0,1.0,-0.27787265,-0.17521845,-0.45187622,-0.7384789,-0.740813,-0.70053846,-0.67296314,-1.0,-1.0,1.0,0.5331853,1.0,-0.29544157,-0.27520686,-0.3708663,-0.12738152,0.88428843,1.0,-1.0,-0.5854874,-0.6543353,0.018042278,-0.11769806,-0.21378018,-0.9769206,0.886794,1.0,1.0,0.21726346,-0.35449246,-0.41816103,-0.064505525,-1.0,-1.0,-1.0,-0.6792178,-0.8359161
BSH2%UPI0006CABE2C,0.6050008,0.06496067,0.2338303,0.077665485,-0.67198014,-0.29693508,0.44374,0.8232483,0.1695164,-0.43177572,-0.4243873,-1.0,-1.0,-0.68826646,-0.29755723,-0.2952194,0.43796232,0.6657992,-0.4213223,1.0,1.0,-0.1844947,1.0,-1.0,0.25018275,0.32939887,-0.7774422,-0.4483839,-1.0,-1.0,-1.0,-1.0,-0.0360039,-0.6340965,0.48443723,1.0,0.67527604,-0.15653822,0.22928517,-0.11621186,0.793712,1.0,-0.24526286,-0.7822665
BSH2%UPI00082051E1,-1.0,-1.0,-0.29576898,-1.0,0.44316906,0.5825364,1.0,-0.1897695,0.1238796,0.14676975,-1.0,0.5000163,-0.057920557,-0.6703071,-0.3104155,0.21651405,0.14985254,1.0,0.60864466,-0.97869,0.010609411,-1.0,-0.39986768,0.94125,-0.09594829,-0.62251365,-1.0,0.31243682,0.48296085,0.33126706,0.38326982,0.0365235,0.48664945,1.0,0.057420805,0.19300841,0.54725164,0.2586655,-0.23368435,-0.4192847,-0.9696141,0.21347123,-1.0,-0.1004523
BSH2%UPI000820857A,-1.0,0.27119163,-1.0,0.7279511,-0.522538,-1.0,0.42143133,1.0,-1.0,-1.0,0.23483579,-1.0,-1.0,0.23249477,0.27413312,-1.0,0.08154356,-0.8460841,-0.61788464,1.0,1.0,0.85120416,1.0,0.4261087,0.70337856,-0.04774188,-0.78417003,1.0,-1.0,-1.0,0.21804461,-0.22007014,-0.12156748,0.0012552923,1.0,-0.31002715,0.3955432,1.0,-0.038847994,-1.0,-1.0,-0.97412026,0.14327724,-0.1223338
BSH2%UPI000820B778,0.30149198,0.20654601,-0.9505236,-0.47573853,-0.40761328,-0.19208674,-0.827748,-0.023853337,-0.72676855,-0.19198707,-0.092382625,-0.37121508,-0.07983301,0.6388036,0.9736025,0.22327249,0.5303947,-1.0,-0.27836573,-0.10151486,0.19328408,0.37364963,0.2885876,0.30564368,-1.0,-0.32244518,0.39748567,0.61820555,-1.0,-1.0,-0.42798766,0.26637164,-0.38868648,0.38793188,0.087825,-0.5278087,-0.42254487,0.23083189,-1.0,0.31808984,0.343153,0.22053824,0.5901314,1.0
BSH2%UPI000820F666,1.0,0.56183136,0.24826868,0.31809947,-0.69739026,-0.8430109,-0.5635841,-0.32973728,0.3644448,0.14017446,0.7991984,0.6866602,0.852725,1.0,0.467652,1.0,-0.7049863,-0.58004117,-0.58478916,0.48306158,-0.29221362,0.18180837,0.50120556,-1.0,-0.8568563,-0.55803037,-0.7986765,-1.0,0.57117754,0.790213,1.0,0.39068732,-0.7508074,-1.0,-0.6478482,0.6310065,-0.07355776,0.16890833,-1.0,-0.47039944,0.9832285,0.36715326,0.33433238,0.23259407
BSH2%UPI000821232B,0.7691248,0.20046057,-0.12934007,0.026601532,1.0,1.0,-1.0,-0.35189846,-0.34256437,0.1055891,-0.5913016,-1.0,-0.56188995,-1.0,0.88606775,0.3229805,1.0,-0.14289331,0.4220051,-0.16470559,-0.0026591443,-0.2934461,-1.0,-0.222579,0.7176826,0.54981774,1.0,1.0,-0.43903464,-0.01789388,-1.0,-1.0,0.06998867,-0.8417914,-1.0,0.66667056,0.23596466,-1.0,0.84461653,1.0,0.6934344,0.12928213,0.111617915,1.0
BSH2%UPI0008219BA0,-1.0,-1.0,1.0,-1.0,1.0,-0.7984294,-0.7642266,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.5315811,-1.0,-1.0,-0.84597784,-1.0,1.0,1.0,0.37121144,0.6111252,-0.1780154,1.0,1.0,-0.8080316,-0.74803585,1.0,1.0,-0.01618577,0.060893282,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0
BSH2%UPI0008222B5A,-1.0,-1.0,1.0,-1.0,1.0,-0.8610077,1.0,-1.0,1.0,1.0,-1.0,1.0,0.8413704,-1.0,-1.0,0.978737,0.4721044,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.90229225,0.19634001,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.3383142,-0.42400914,1.0,-1.0,-0.044391003
BSH2%UPI00082257EE,0.19931604,1.0,-1.0,-0.17792961,-0.3944392,-0.5462431,0.13678163,0.51528054,-0.6985938,-0.43793723,0.23220886,-0.9736627,-1.0,0.6751789,-0.07388677,-1.0,-0.13756926,-0.65170485,-0.1472105,1.0,1.0,0.886553,0.024070846,-0.56629527,1.0,-1.0,-0.79035395,0.49344492,-0.86137605,-1.0,0.1650832,0.20218298,-0.6354543,-1.0,0.60189164,-1.0,-0.77501893,1.0,-1.0,-0.53718865,-0.4886227,-0.9409665,1.0,1.0
BSH2%UPI00082332C0,1.0,0.7615684,0.9172197,-1.0,0.9771989,0.22160175,1.0,-0.62519664,0.37001923,-0.5490622,-0.100041315,-1.0,-1.0,-1.0,-0.997432,-0.37353882,1.0,1.0,1.0,-0.10692238,1.0,-0.20076974,-1.0,1.0,-0.8115361,0.18547164,1.0,0.86265826,-1.0,-1.0,-1.0,-1.0,0.8034288,-0.09256655,-1.0,-0.305905,0.187942,0.19727556,1.0,1.0,1.0,0.4004242,0.4347697,1.0
BSH2%UPI00095B7069,0.029892517,-0.6500756,0.5999113,1.0,0.74024045,0.14481466,0.974029,-0.939628,1.0,0.68128896,0.13826574,0.84020686,0.2619709,0.27314118,-0.10144869,0.26027203,0.9282428,0.9750776,0.5123088,-0.44032815,0.92396086,-0.73771876,0.37650123,0.029337434,-1.0,0.734877,0.27950108,-1.0,-0.018295893,-0.5846441,-0.73577625,-1.0,0.46718273,0.12705787,-0.35423478,-0.50132513,-0.17468053,1.0,0.39412904,-1.0,-0.39068598,0.35713437,-1.0,-0.020430356
BSH2%UPI000960BD65,0.5787306,0.20166726,0.63956547,-0.7474186,1.0,-1.0,0.85725945,-1.0,-0.19638853,-0.059929144,0.214886,0.8407003,0.21788222,-0.31167874,-0.3205968,-0.6796705,0.9977921,-0.3997038,0.27599633,-1.0,-1.0,0.3931661,-0.3928441,0.89701223,-0.17186224,-1.0,0.59660435,-1.0,1.0,1.0,-0.46553794,0.11293312,0.15726295,-0.04332239,-0.39692003,0.31702566,0.23516893,-0.4263058,-0.27836156,0.1540455,0.14968993,-0.4522101,0.48569825,0.7679803
BSH2%UPI000965B48B,-1.0,-1.0,1.0,-1.0,1.0,-0.12380899,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.28957522,1.0,0.9525551,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.47517082,1.0,-1.0,-1.0
BSH2%UPI00096829BD,0.7363506,0.97761667,-0.88174045,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.5453989,1.0,-1.0,-1.0,-0.5482677,1.0,-0.6385005,-0.79926264,-0.9179918,-0.60623103,1.0,1.0,0.8817284,1.0,-1.0,0.07050658,-0.5765949,-1.0,1.0,-1.0,-1.0,-0.83261865,0.1480033,-0.77269787,-0.5740252,1.0,0.24525118,-0.4138017,0.75014037,-1.0,-0.70713353,0.6592837,-0.70548147,1.0,0.87763625
BSH2%UPI000D1261F9,-0.34883165,0.13500102,-1.0,1.0,-1.0,0.0807962,-0.12594469,1.0,-1.0,-1.0,0.5011982,-0.43445113,-0.5976871,1.0,0.8572929,-0.39736363,-1.0,-1.0,-1.0,1.0,1.0,0.17967851,1.0,-1.0,-0.95720357,0.88534904,0.21428677,0.5005061,-0.5500179,-0.39574385,1.0,1.0,-1.0,-1.0,0.9420271,1.0,0.75627327,1.0,-1.0,-1.0,-1.0,-0.4698436,-0.16858014,0.41105562
BSH2%UPI000E40484B,-1.0,-0.22788262,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.49265993,-0.25706598,0.7829198,-0.75286114,-0.73154515,0.67347294,0.9569919,0.20734978,-1.0,-1.0,-0.558289,0.8055997,1.0,0.52915585,1.0,-1.0,-0.2828049,-1.0,-1.0,1.0,-0.82198983,0.10596221,1.0,1.0,-1.0,0.0707925,0.86160415,-0.8552903,-1.0,1.0,-1.0,-0.79755193,0.31286657,-0.02790247,0.7558628,0.1212466
BSH2%UPI000E4418E2,1.0,0.9788818,-0.74715054,-0.7094677,-0.5721187,-0.765583,-1.0,0.6258296,-0.501254,-0.5470129,0.4116516,0.4229123,0.48917776,0.6281098,1.0,0.15257996,-0.45545787,-0.8014569,-0.81147224,0.84885365,-0.42109612,-0.13202421,0.6745066,-0.88351303,0.9125865,-0.58303773,-0.5464598,-0.49703115,-0.07177231,0.060083818,0.27289054,-0.29553866,-1.0,0.054625396,-0.2139148,-1.0,-1.0,-0.25283802,-1.0,0.01070379,1.0,0.43115175,1.0,1.0
BSH2%UPI000E4BF981,0.23723827,0.5034712,0.50302106,-0.49915573,-0.618559,0.029363498,0.1422914,1.0,0.27181506,0.034746103,-0.7179176,-1.0,-1.0,0.045553766,-0.45834312,-0.656257,-1.0,0.80199784,0.91511106,1.0,-0.2193518,-0.06412348,-1.0,1.0,1.0,0.3435392,-0.8446562,1.0,-0.6185142,-0.9474545,-0.9473465,-0.9929637,0.64800286,1.0,0.55685276,-0.44059563,0.52997375,-1.0,0.022719912,0.34759432,0.6526008,1.0,-0.43443134,-0.6701526
BSH2%UPI000E4E4D64,-1.0,-0.36401483,-0.05768362,-0.72653955,-0.23244977,1.0,-1.0,-0.65042406,-0.48196194,0.26472488,-1.0,0.7269169,0.77204955,0.09000718,0.11411224,1.0,0.44854686,0.43649718,1.0,-0.74970853,-1.0,-0.6930052,0.27286774,-0.47712982,0.5397576,0.39939028,1.0,0.016984597,0.47271305,1.0,-0.8749353,-0.04731164,0.27302337,-0.60735893,-1.0,0.24286152,1.0,-0.7898694,0.6629876,1.0,-0.54630053,-0.056980055,-0.48668736,-0.5234466
BSH2%UPI000E53DAEE,-1.0,-1.0,-0.8859422,1.0,-1.0,-0.13815674,0.8178203,1.0,-0.5228549,-0.21288693,-1.0,-1.0,-0.46378148,0.8554974,0.70430094,-0.84398043,-1.0,0.55084956,-0.70240265,1.0,0.37559804,-1.0,0.9732201,-0.881962,-0.39274657,0.7768584,-1.0,-0.04016829,-0.8617827,-0.80352867,-0.34459358,-0.86885625,0.12130819,1.0,1.0,1.0,1.0,0.9335123,0.91304076,-1.0,-1.0,-0.043885656,-1.0,-0.99254096
BSH2%UPI000E7D8CB5,-1.0,0.31419504,-1.0,1.0,-0.4516447,1.0,-0.71084,0.93668866,-1.0,-1.0,0.8122914,-0.40107626,-0.2236592,1.0,1.0,0.10151299,0.62900513,-0.97139674,-0.93443495,1.0,0.67998546,1.0,-0.22780149,-1.0,1.0,-0.29221505,0.43318537,1.0,-0.9622188,-0.6200255,-0.07893699,1.0,-1.0,-1.0,0.7055473,-0.09262575,-1.0,0.62332416,-0.9931213,0.7852722,-0.51905847,-0.37873864,1.0,0.51569784
BSH2%UPI000E80FD85,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.24095789,1.0,-0.9812821,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.36756587,0.9015681,-0.87192065,1.0,-1.0,-1.0,0.386384,0.8153904,-1.0,-1.0,1.0,-0.699723,1.0,0.59132546,-0.47163743,0.76534384,0.33276284,0.27251223,1.0,1.0
BSH2%UPI000E92006C,-1.0,-0.87867874,0.107000835,1.0,-0.9812207,-1.0,1.0,0.8897692,-0.6100062,-0.5690466,-1.0,-1.0,-0.90615,-0.38758206,-0.21163796,-1.0,-0.6497362,0.5662272,0.28930724,1.0,1.0,-1.0,-0.00839127,-0.78378475,-1.0,0.3368296,-0.73962146,0.057772513,-1.0,-1.0,-1.0,-1.0,0.30005035,0.32373923,0.4169661,1.0,1.0,0.38358936,0.48735526,-1.0,-0.68609256,0.69413835,-0.6216145,0.6649274
BSH2%UPI000EC98B2C,0.9304103,-0.26743168,1.0,-0.9070515,1.0,-0.33289206,0.7429745,-1.0,0.9772602,0.92476565,-0.27885228,0.27920344,0.2469186,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.85698736,-1.0,0.7555289,-0.39303702,0.96558446,1.0,-1.0,-0.2696372,-0.12720495,-1.0,-1.0,1.0,0.5151335,-0.546099,0.1428289,-0.09195176,-0.9403623,1.0,1.0,1.0,0.4636913,-0.52499616,-0.780682
BSH2%UPI000ECC9F84,0.27742088,0.6282674,0.08912449,0.2502863,0.49939546,-0.70619756,-0.8123556,0.2752027,-0.68380183,0.33985826,0.57593846,-0.3340052,-0.0056261695,0.26031077,0.71627253,-0.9355697,0.28437734,0.054214194,0.037199907,0.0026296352,0.12273382,0.53331286,-0.09654067,0.26120883,0.35446283,-0.3773251,1.0,0.40228364,-0.4834377,-0.37761423,0.51561356,1.0,0.46689433,0.4188139,0.099104695,-1.0,-0.80146,-0.670982,-0.4482178,1.0,1.0,-1.0,0.5486906,0.47350672
BSH2%UPI000EE4CDBB,0.049678978,-0.58507526,0.037949793,-0.36038068,1.0,1.0,0.6139325,-0.7391882,0.38404256,0.3143365,-0.21357419,0.86922705,-0.1635195,-0.3137387,-1.0,-0.8898649,1.0,1.0,1.0,-0.3606504,-0.038134694,-0.4275487,-1.0,0.7066455,-0.80562955,-0.14593537,0.35064623,-0.7011204,0.5670965,0.013744317,-0.84310746,-1.0,1.0,0.6524067,-1.0,-0.3137532,-1.0,1.0,0.15184411,0.61286974,-0.33177096,-1.0,-0.29344487,0.5708479
BSH3%UPI000156F498,0.013184426,-0.8078512,1.0,-1.0,1.0,0.6836442,0.19481762,-1.0,1.0,1.0,-1.0,-0.0035057894,-0.054755777,-1.0,-1.0,0.28836343,1.0,1.0,1.0,-1.0,-0.71500015,-1.0,-1.0,1.0,1.0,-0.08353409,1.0,-0.48635927,-0.39442506,0.07494422,-1.0,-0.67078465,1.0,1.0,-1.0,0.9102727,0.8371413,-1.0,1.0,1.0,0.5060179,1.0,-0.8118038,-0.61121583
BSH3%UPI00016547A5,0.026767857,0.22452082,-0.4010591,1.0,-1.0,-1.0,-1.0,0.313543,-0.5919555,0.18804821,-0.11453217,0.5178453,0.917767,0.79496837,-0.08710344,0.54431695,-0.3721413,-0.037971985,-0.7207858,-0.2562178,-0.36115697,-0.23285495,0.60067785,-0.5215165,-0.13843983,0.13707519,0.30243805,-0.34624344,0.10214702,0.9413063,0.08374717,-0.66522425,-1.0,-0.92775816,-0.36113143,1.0,-0.025997857,-0.14535363,-0.5610266,-0.22249721,-0.29278997,-0.70877326,-0.21272756,1.0
BSH3%UPI00017EF3F1,0.13177688,0.87976426,-0.06703117,-0.46824193,-0.48371366,0.20666331,0.17237468,0.0010217145,-0.23639849,-0.47335947,-0.5247788,-0.685978,-0.34385294,0.21568997,-0.10524468,0.7457913,-1.0,0.08454267,-0.9653359,1.0,0.6647779,0.64625007,-0.22439632,-1.0,0.6705316,-0.43596208,-0.24821955,1.0,-0.123870045,-0.0516931,0.86055064,1.0,-0.35180312,-0.36857864,0.07229039,-0.9054655,-0.07612643,-0.56807137,-0.9967407,1.0,0.9292748,1.0,1.0,0.27918568
BSH3%UPI0001A5F983,-1.0,-1.0,-0.12975283,-0.2306413,-1.0,0.937433,1.0,0.21378054,0.9777443,0.57006335,-0.47080928,1.0,1.0,1.0,-0.5305304,1.0,-1.0,0.39791384,0.9247949,-1.0,-1.0,-0.82010335,-1.0,0.7227829,1.0,-0.36988202,0.36031425,-1.0,1.0,1.0,1.0,0.17184016,-0.013739554,1.0,-0.64135134,1.0,0.61693615,-0.67682827,1.0,-1.0,-1.0,0.8278965,-1.0,-1.0
BSH3%UPI0002132A6C,-1.0,-0.6907123,0.47667575,-0.07202647,0.28173363,1.0,1.0,0.22476208,-0.9094274,0.3032827,-1.0,-0.49242488,0.6045746,-0.86160344,0.7230729,0.7933194,-0.18299578,1.0,0.22685285,0.5613525,-0.09512412,-0.49900454,-0.86655813,-0.97748166,-0.13030635,-0.10545246,0.9457537,0.50931746,0.85894465,0.6629053,1.0,1.0,0.94951975,-0.28439635,-0.6633641,0.82953435,1.0,-0.52124554,-0.80025476,0.7148807,-0.6255635,-0.8253674,-0.7539577,-0.22670509
BSH3%UPI00033CE23D,0.081845954,0.7977744,-0.41340613,0.59818774,-1.0,-0.69696546,-1.0,0.93410635,-0.6849083,0.5781954,0.66080195,-0.06904705,0.17690402,0.9452791,1.0,1.0,-0.8378781,-1.0,-0.24876498,0.27777144,-0.52069294,0.68537664,0.70167077,0.0035436796,-0.08705262,-1.0,-1.0,-1.0,-0.47973505,-0.28772947,-0.19223751,-0.7161449,-0.93604153,-0.17619917,0.50552815,-0.2422282,-1.0,0.44105282,-1.0,-0.86385953,0.9936747,-1.0,0.48955983,1.0
BSH3%UPI00035F5DCE,-0.9704144,-1.0,1.0,-0.8931482,0.8529592,0.24647216,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.033217784,-1.0,1.0,-0.35060126,0.9386112,1.0,-1.0,-0.8648575,-1.0,-1.0,0.9377413,-1.0,0.67919636,-0.0758352,-0.8641276,1.0,1.0,-0.12277694,-0.988544,1.0,1.0,-0.8504255,0.69676626,1.0,-0.022655092,1.0,-1.0,-0.57655627,0.93115073,-1.0,-1.0
BSH3%UPI0004DA32C0,-0.5236727,0.083115205,0.10542388,-0.15685442,-0.17780644,-0.19865207,0.10601074,0.562018,0.24176185,-0.7518965,-0.17516293,0.16403808,-0.45686007,-0.055267397,0.25563726,-0.2868372,0.34973344,0.36408445,0.26839408,0.38258985,0.15217902,-0.15226418,-0.025849652,0.87652755,0.2797197,-0.14081539,-0.14342462,-0.21214932,-0.3388348,-0.2571467,-0.77335554,-0.6522232,0.721311,0.35711575,0.21666223,0.30377063,-0.07481595,-0.82105035,0.103985496,-0.35657564,-0.60190547,0.5305263,-0.08323389,-0.25731376
BSH3%UPI00080CB216,-0.8591726,0.60814226,-1.0,1.0,-0.920523,-1.0,0.630806,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.26734576,0.7374856,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.6849512,-0.31110212,-0.1277839,-0.74858063,0.43660188,-1.0,-1.0,0.27235523,0.4566765,-0.87198186,-0.5417758,1.0,-0.4618068,0.22020334,1.0,-0.56213456,-1.0,-1.0,-1.0,0.9882954,0.2641491
BSH3%UPI00092A5378,-0.722882,1.0,-1.0,1.0,-1.0,0.672835,-1.0,1.0,-1.0,-1.0,0.9541478,-1.0,-1.0,1.0,1.0,-0.3343771,-1.0,-1.0,-0.90012544,1.0,1.0,1.0,1.0,-1.0,0.11103188,-0.93424314,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.64992434,1.0,-0.5950161,0.08658902,1.0,-1.0,-0.55460155,-0.5559504,-1.0,1.0,0.11859714
BSH3%UPI0009648BEC,-0.86098903,0.61303264,-0.10302872,1.0,-0.73187095,-0.29514694,0.06760648,-0.5259333,-0.20111996,-0.6664681,0.3182806,0.23537466,-0.54968286,1.0,0.7639851,-0.12060873,-1.0,-1.0,-0.24499576,0.20486514,0.82247,0.88764024,1.0,-0.12410284,0.5934998,-1.0,-1.0,0.6512195,-1.0,-0.6735619,-0.1724164,-0.5116928,-0.36620253,0.6499689,0.8603275,-0.63318366,-1.0,-0.16729546,-0.83306,-0.9898366,-0.5332451,0.59788316,0.5571739,0.4663031
BSH3%UPI000E3F1C35,0.28744674,-0.013172556,1.0,-0.9342174,0.095624514,-1.0,-1.0,-0.91076064,0.6265453,0.9677821,0.04354606,0.04509776,0.9327504,-0.3437518,-1.0,1.0,-0.01124799,0.21812458,0.55124295,0.02256314,-1.0,-0.5661011,-0.48860973,-0.24959293,0.948262,0.6432511,0.84075296,-0.7524604,-0.040150043,0.5054669,-0.87057817,-1.0,0.7814511,-0.19407289,-0.07435041,0.96061736,0.29612353,0.09266711,0.833878,1.0,1.0,0.28392494,-0.37800568,-0.49661997
BSH3%UPI000E4DFA31,-0.13226368,-1.0,1.0,-1.0,1.0,0.47879195,1.0,-0.42442048,0.7013979,0.38165215,-0.7906241,0.014544082,-0.5928674,-1.0,-1.0,-0.95921725,1.0,1.0,0.9614733,-1.0,-0.13134502,-1.0,-0.41540152,1.0,-0.94047683,0.7034113,1.0,-1.0,0.7351805,0.21067971,-0.690508,-1.0,0.84927064,-0.068513,-1.0,1.0,1.0,0.5584227,1.0,0.528201,-1.0,0.818771,-1.0,-0.20548777
BSH3%UPI000E5302B4,0.39321887,-0.3664407,-0.009814636,-0.66662306,1.0,0.42514348,0.59107107,-1.0,-0.24055824,-0.015677776,-0.83679783,-0.4348369,0.2030243,-0.8009762,-1.0,0.102068305,0.872705,0.097925395,0.36515787,-1.0,-0.25482777,-0.5796567,-0.6466597,0.47878796,-0.22198471,-0.028374262,0.62596476,0.049306776,-0.7070545,0.50751376,0.108146064,0.13671334,0.17830192,0.702906,-0.64802986,0.4166922,0.1550699,0.19410306,0.2390951,0.7186123,0.010990935,-0.03674205,-0.32109684,0.22920765
BSH3%UPI000E555DC1,1.0,0.84234494,0.95039046,-0.45310366,-1.0,-0.40894482,-1.0,-0.6578213,1.0,0.79256266,0.73079956,1.0,1.0,0.25351804,0.12008334,1.0,-1.0,-1.0,-0.73775387,-0.10884419,-0.5839644,0.53723145,-0.23182303,-0.43782732,-0.09697359,-0.64201975,0.018188812,-1.0,0.47733128,1.0,-0.33347195,-0.35341316,-1.0,0.03267946,-0.3699583,0.8257984,-0.8278555,-1.0,-0.9624277,0.17538317,1.0,0.8197138,0.99351144,0.28876
BSH3%UPI000E902C94,-1.0,-1.0,1.0,0.71524197,0.17392679,0.3651456,1.0,0.03374379,1.0,1.0,-0.49879232,1.0,1.0,1.0,0.13886732,0.24961272,-0.5064654,-0.052265853,-0.45006362,-0.92529815,-0.6931844,-0.79993284,-0.4806879,-0.49566868,-0.35740542,-1.0,0.3804805,-1.0,1.0,1.0,1.0,0.19558081,-0.19420585,1.0,0.67231166,-0.67625415,-0.14579594,-0.46176895,-0.39573705,-1.0,-1.0,0.5860539,-1.0,-0.7411916
BSH3%UPI000ED2B3A0,0.79586977,0.17478563,0.36290473,0.57934713,0.35017335,0.37678337,0.4921988,-0.6478761,-0.5487734,-0.5209916,-0.04852914,0.49064633,-0.04992177,-0.18430366,0.40096983,-0.4187142,0.819445,0.63121843,-0.22738065,-0.70277405,-0.13299565,-0.038634557,-1.0,-0.97849905,0.6324545,1.0,1.0,0.47509006,0.18464585,0.38632748,0.249578,0.6889223,-0.1286965,-0.9287557,-0.42775756,0.43089887,0.3130443,0.45560986,0.39804453,0.9934871,0.023178166,0.25505534,0.16354817,-0.31759366
BSH3%UPI000EF23C17,-1.0,-0.14533894,-1.0,0.48231998,0.90394056,1.0,1.0,0.90369433,-1.0,-1.0,0.19885764,-0.9802056,-1.0,-1.0,-1.0,-0.7494075,0.40088674,-0.030031485,1.0,0.5065981,1.0,0.33110243,1.0,1.0,-0.97251695,0.2422991,0.14062591,-0.5158972,-1.0,-1.0,0.073704794,0.039111923,0.72516,0.48155284,0.44450113,0.34656337,-0.44229582,1.0,0.23423761,-0.7152164,-1.0,-1.0,-0.19051188,-0.6500851
BSH4%UPI0001FAB233,0.6977348,-0.08112516,1.0,-1.0,1.0,-0.4327851,-0.49277985,-1.0,0.98733616,0.47506857,-0.93110025,0.5160578,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.7427871,-0.41488603,-0.32371208,-0.42618534,-1.0,-0.45189774,1.0,0.2227178,1.0,0.5475886,1.0,1.0,0.33965558,1.0,0.73841965,-1.0,-1.0,-0.2053807,0.9106855,-0.39246988,1.0,1.0,1.0,1.0,0.1124614,-0.7938147
BSH4%UPI0006BEFACE,1.0,1.0,-0.55064285,1.0,-1.0,0.8566662,-0.49235266,0.8714894,-1.0,-0.49826565,1.0,-1.0,-1.0,0.5689206,0.8956276,-0.43568817,-1.0,0.082999155,-1.0,0.75423753,1.0,0.63686836,1.0,-1.0,-0.9325718,0.40845183,-1.0,0.30531427,-1.0,-1.0,-0.056133986,0.114584915,-0.5792218,-1.0,1.0,0.18877117,-0.13565698,1.0,-0.1426501,-0.67852074,-0.19500767,0.23738636,0.8126649,-0.13293773
