Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GDCA,GUDCA,LCA,TCDCA,TDCA,TUDCA,UDCA
BSH1%UPI00076E9CCB,0.02918592,-0.054136597,-0.035208073,-0.027715271,-0.064466886,0.019658918,0.0764819,0.03664507,-0.035294995,-0.04248926,0.008308145,0.003048419,0.051459927
BSH1%UPI0007933BD5,-0.0048633316,0.009705885,0.047850408,0.019578574,0.003619679,0.002833146,0.01528951,-0.032313667,-0.028095262,0.018188316,-0.008463508,-0.06340083,0.0042811055
BSH1%UPI00095B1DAC,0.03965318,0.021073233,-0.05325357,-0.015685374,-0.053249974,0.020175599,0.093652494,0.05754445,-0.009520151,-0.013327783,0.04584335,-0.056692448,-0.006130438
BSH1%UPI000BCCCB22,0.023612948,0.005302157,-0.010467409,-0.059216905,-0.039266042,0.020445714,0.08427401,0.01882715,0.010009245,0.033466417,-0.011468258,-0.019243749,-0.0630003
BSH1%UPI000BD3EFD5,-0.004922996,-0.035486337,-0.0079192575,0.01839355,0.01666857,0.008650828,0.010263542,-0.031547457,0.018673217,0.031465594,-0.03762527,-0.027685873,-0.06608461
BSH1%UPI000CF9C992,0.013392752,-0.03422188,0.039514493,0.01718839,0.032490566,-0.004000909,-0.037349783,-0.0075795623,0.0113917,0.016274424,-0.11415081,0.01628,0.08277287
BSH1%UPI000EF45382,-0.029537072,-0.025832655,-0.054259107,-0.02814096,0.02815923,0.005551934,-0.069299825,-0.047202792,-0.0063356482,0.02896806,0.10032627,0.097007915,-0.039655194
BSH2%UPI0000382136,-0.04010972,0.013784273,0.05867816,0.08145946,0.050992865,-0.052614406,-0.07050416,0.0030338431,-0.055678412,0.08183432,-0.008796263,0.002509926,0.003368526
BSH2%UPI0001971EB2,-0.03245847,0.023390677,0.019383922,0.06699083,0.03749569,-0.023340652,-0.00069932133,0.0181725,-0.0068361517,0.025431758,-0.018770969,-0.09644414,0.07797938
BSH2%UPI0001C1C05D,-0.039841153,-0.04172301,0.024143333,0.03897078,0.055066336,-0.04832981,-0.008266635,-0.026532905,-0.078381605,-0.015438995,-0.012135127,0.069611475,0.010528462
BSH2%UPI0001CF4F1D,0.04302763,0.0143057285,0.04565681,0.0087769125,-0.043852493,0.024890937,0.076103576,-0.05137928,0.012851776,-0.082348116,0.0016361878,-0.034369703,0.03097226
BSH2%UPI00038B932A,0.019604184,0.06816555,-0.007178224,0.007806567,0.013567578,0.0075295065,-0.026759712,0.0012706311,0.03694273,-0.017643673,-0.067690656,-0.04234075,-0.008445686
BSH2%UPI000396CDDF,0.018401552,-0.057815213,0.015865639,-0.0011421398,-0.03486271,0.0381637,0.011541745,-0.0049522957,0.020674098,-0.03763594,0.014984602,-0.016903989,-0.012360892
BSH2%UPI000508CF7A,-0.027315091,-0.017055927,0.07355076,0.08744278,0.025304908,-0.047719482,-0.028172873,0.08831953,-0.060228724,0.051047314,-0.14763775,-0.05972769,0.08592313
BSH2%UPI00050FFCF5,0.06381603,0.009857849,-0.057261743,-0.046832558,-0.039283946,0.071291916,0.016277032,-0.029929454,0.064150974,-0.057011653,0.049753767,-0.010312151,-0.024473691
BSH2%UPI0005D317A6,-0.069574915,-0.053110313,0.08140253,0.08686288,0.04452534,-0.060587727,-0.0040672156,0.04357378,-0.111073054,-0.048960697,0.025395514,-0.009406831,0.03834873
BSH2%UPI0006649122,-0.048830442,-0.035709385,0.019600052,0.014359542,0.0677397,-0.034160104,-0.032819577,-0.0073620463,-0.045080103,0.007368681,0.0615658,0.053390626,-0.032512143
BSH2%UPI0006BFFEB7,-0.00019318733,0.039648008,0.025622267,0.03303474,0.035412595,0.013603369,-0.022541283,0.07050216,0.04124725,0.026105614,-0.07575872,-0.041517876,-0.0699692
BSH2%UPI0006C0EB58,-0.041562963,-0.038107134,-0.04010191,-0.008113415,0.032165848,-0.0315672,-0.030247808,0.008421173,-0.014066182,0.07815234,0.010067389,0.01957451,0.036311768
BSH2%UPI0006C1ADDE,-0.0040432233,0.007837871,0.051575214,0.05431558,0.028534207,-0.008626311,0.006937236,-0.008617925,-0.020792017,-0.06110295,-0.047560602,-0.05853695,0.059792414
BSH2%UPI0006C23C60,-0.027804026,0.010206455,0.02246058,0.033248212,0.0107983295,-0.022956185,0.025650138,0.11771171,-0.018795634,0.03821951,-0.034554973,-0.017921548,-0.058548745
BSH2%UPI0006C45BC8,-0.027567022,-0.07204813,0.0065260516,-0.028193038,0.027333632,-0.010970668,0.0053078844,0.002488625,-0.08890333,0.02244929,0.090460606,0.06106206,-0.04337664
BSH2%UPI0006C52F45,-0.04210704,-0.055795997,0.08340515,0.034860723,0.022616863,-0.032362834,-0.0402165,-0.0108435545,-0.05830795,-0.0023437673,-0.029081667,0.08464065,0.016747035
BSH2%UPI0006C5C844,-0.0016309894,-0.016587608,-0.017844668,-0.029587839,0.005569007,0.009490361,0.02682555,-0.03549233,-0.026075782,-0.025732532,0.051085595,0.07735171,-0.07728209
BSH2%UPI0006C706B0,-0.000100902806,0.00529891,-0.02248992,-0.0021269522,0.02486389,-0.02012987,-0.0552166,-0.03726524,-0.0028319422,0.012241308,-0.027011309,0.11455791,0.030820012
BSH2%UPI0006CAB5AD,-0.0059598465,0.0366114,-0.020459093,-0.007021074,-0.0034261215,0.010927525,-0.06908511,-0.0064840526,0.03379319,0.04196632,0.055282403,0.015641501,-0.026668511
BSH2%UPI0006CABDF6,-0.04063382,0.027030494,0.037295423,0.027380986,-0.012068719,-0.012718023,-0.056124035,-0.049032208,0.044631135,0.015845636,0.009428423,0.0057425923,0.025046133
BSH2%UPI0006CABE2C,0.06485721,0.0053207623,-0.048885874,-0.055694237,-0.094748534,0.057951536,0.14196862,-0.06138413,-0.0033183692,-0.055675093,0.03873738,0.04099754,-0.019131927
BSH2%UPI00082062C1,0.033946298,-0.016231317,-0.045855127,-0.040441144,-0.035424765,0.017836308,-0.028880449,-0.024534015,0.020368405,0.016075168,0.017055955,0.06989378,-0.022584345
BSH2%UPI000820857A,-0.022703521,-0.042317767,-0.023428544,0.002560854,-0.016316159,-0.027911475,0.030212639,-0.0046172724,-0.03146593,0.061442804,0.015834242,-0.012572544,-0.0039418563
BSH2%UPI0008219BA0,-0.04965249,0.009417177,0.074888356,0.048941713,0.054243937,-0.039037045,-0.054841172,-0.06527503,-0.053362284,-0.022975953,-0.053843807,0.023846343,0.030744879
BSH2%UPI000821B1D8,0.0438188,-0.010844306,0.008940087,-0.052739844,-0.05042975,0.060681418,-0.0021522464,-0.098037,0.06802894,-0.059310153,0.039765466,0.040438622,-0.019247526
BSH2%UPI000821B9AC,0.012346357,0.06326583,-0.0024783954,-0.019764658,0.00038310702,0.00400337,-0.031684205,-0.00088454015,0.033975173,0.031723283,0.0015513874,-0.019258434,-0.027564902
BSH2%UPI000821FD65,-0.013113212,-0.03661658,0.052778464,0.046014443,0.036725048,-0.013940987,-0.013019055,-0.045249816,-0.039516885,-0.00040192978,0.058831,0.02522505,0.0015402026
BSH2%UPI0008222B5A,0.01594733,-0.08745458,0.08905311,0.06787948,-0.00542004,0.0049900142,-0.04992975,0.034141988,0.02857898,0.095107615,-0.09024553,-0.07445524,0.0038919905
BSH2%UPI00082257EE,0.032439873,-0.044122543,-0.015089321,-0.009504879,-0.02074077,0.038331803,0.08721375,0.028138995,-0.03710598,-0.045216188,0.008544165,-0.044982336,0.004464629
BSH2%UPI000822F9A5,-0.018336447,0.036187086,0.07115765,0.044423595,0.05718795,-0.032645494,-0.06318862,0.02149168,-0.018403364,0.035150625,-0.08044489,-0.07289559,0.037473634
BSH2%UPI0008E59C2D,0.02413645,0.012675183,-0.04596169,-0.03034135,0.007479348,0.03723366,-0.027236564,-0.1162447,0.04207165,0.012560563,0.085949354,-0.013611213,-0.030003095
BSH2%UPI00095B7069,0.04154849,-0.030050687,0.017416958,-0.02139127,-0.025372732,0.023215465,0.075892836,-0.0072844937,0.049371883,-0.026410233,-0.08695154,-0.058235988,0.015070936
BSH2%UPI000961A2BF,0.036427423,0.04536237,-0.08116835,-0.029647103,-0.0066997237,0.029364059,0.04827213,-0.025826894,0.022364823,-0.043945603,0.048777994,-0.01911581,0.039553806
BSH2%UPI000965B48B,-0.06124283,-0.01790659,0.06399093,0.043007493,0.060799837,-0.06461057,-0.03336586,0.08124034,-0.095957816,0.04925973,0.015439652,-0.017237911,0.0626312
BSH2%UPI00096829BD,-0.0043529095,-0.012525591,0.06347483,0.048560705,0.014460088,-0.01035609,-0.0035255267,0.026245942,-0.061903905,0.015740091,-0.010430175,-0.046510424,-0.024051499
BSH2%UPI0009698BA7,0.045315143,0.07601587,-0.013891207,-0.03282975,-0.062467426,0.02040435,-0.023803964,0.03984755,0.037466206,-0.03775052,-0.055839863,0.030557204,-0.008616212
BSH2%UPI000B38AD3B,0.021836964,0.03639148,-0.048218027,-0.058234897,-0.0030129708,0.009494472,0.017839184,0.063890584,0.014786852,-0.0019316728,-0.05483477,-0.007066024,-0.042433538
BSH2%UPI000D6581CE,0.036062304,-0.06010609,-0.04260819,-0.05990617,-0.031684335,0.011597436,0.045389853,-0.026507389,-0.011411604,-0.033323888,0.12033794,0.051548548,-0.08384838
BSH2%UPI000D7A6AEA,-0.028444918,-0.021500316,-0.018655606,0.018957667,0.0629348,-0.018261993,-0.07189053,0.03751755,-0.05229615,-0.034820177,0.058016434,0.018111356,0.059388857
BSH2%UPI000D7AF0AB,-0.033319756,0.06600278,-0.024377923,-0.017710028,0.007042035,-0.017061602,0.013674633,-0.009326187,-0.0315701,0.024085954,0.042716604,0.017383574,-0.036704123
BSH2%UPI000DF74F5E,0.025592603,-0.12618159,0.0020301333,0.00073043833,-0.032196768,0.014633346,0.033704076,0.053587135,-0.001488515,-0.05042694,0.013581098,0.044937253,-0.019042812
BSH2%UPI000E466DA6,-0.019206135,0.07621122,0.0015568364,0.0014989941,0.034810968,-0.013961494,-0.005059557,0.082511835,0.0006472106,0.028855378,-0.043574076,-0.1032926,0.042568937
BSH2%UPI000E4E4D64,-0.018829897,0.03868173,0.024436371,0.038817078,0.054699846,-0.034428827,-0.042208377,-0.0060946285,0.018042784,0.0076093953,-0.044207603,-0.02003824,0.008724793
BSH2%UPI000E53BC4B,-0.020779885,0.0607948,0.029149007,0.02608721,0.060039133,-0.024484148,0.009583397,-0.089762256,-0.0040712613,-0.014385734,-0.072402574,0.041745733,0.036837626
BSH2%UPI000E53DAEE,-0.038817298,-0.098533064,0.0049643554,0.018435737,0.049265847,-0.05099451,-0.05242815,0.03626606,-0.071964696,0.07480307,0.009329955,0.0011981449,0.037724294
BSH2%UPI000E80FD85,-0.043252602,-0.052650217,0.059103232,0.052647382,0.05167517,-0.060295347,-0.040697128,-0.017979454,-0.09473359,0.026286868,-0.05313497,-0.020887477,0.102743626
BSH2%UPI000E91045C,0.0022085817,0.004824358,-0.017895395,-0.036480278,-0.008498997,0.018613238,0.028784558,0.055127725,0.016892482,-0.025363844,0.051445566,-0.014966863,-0.01281338
BSH2%UPI000EE4CDBB,-0.035604905,-0.028874721,-0.08376984,-0.05307918,0.0021021902,-0.013259386,-0.003255319,-0.003812228,-0.011790626,0.046286836,0.04878071,0.09685883,-0.04728855
BSH3%UPI00016547A5,0.12291537,0.025546847,-0.031706322,-0.035038415,-0.0932985,0.103195526,0.1069404,-0.06050226,0.11530481,-0.049268182,-0.013653167,-0.10923212,-0.001566102
BSH3%UPI00017EF3F1,0.022642476,-0.010529613,0.016985252,0.0014069643,-0.010662773,0.026518514,-0.010609819,-0.0014363325,0.07807056,-0.023651235,-0.067421764,-0.064869024,-0.017727654
BSH3%UPI0001A5F983,-0.09143929,-0.045858417,0.008977078,-0.011100962,0.056706857,-0.09829584,-0.035480328,0.09137739,-0.0850416,0.04378407,0.021099748,0.08736155,-0.024597693
BSH3%UPI00033CE23D,0.0013609772,0.041323375,0.0400502,0.07457248,0.029388608,-0.022039859,-0.108888954,0.009057692,0.011661047,0.03966416,-0.051740523,-0.04909612,0.037267417
BSH3%UPI00035F5DCE,-0.06915503,-0.05271343,0.030068744,0.03894482,0.035322137,-0.07254919,-0.040488005,0.04113487,-0.054225154,0.062572464,0.018123655,0.03593518,0.023564951
BSH3%UPI0004DA32C0,-0.011189815,-0.04320331,0.042793583,0.049050692,0.03297218,-0.023205424,-0.019950945,0.027475892,-0.042098824,0.014247991,-0.019519547,0.00211804,0.027672723
BSH3%UPI00080CB216,0.026978739,0.062373668,-0.016235387,0.031229403,-0.037830837,-0.000102114376,-0.028327022,0.05346586,-0.014964279,0.0065152575,-0.050643757,-0.03800507,0.037769392
BSH3%UPI00092A5378,-0.011956052,-0.0595278,-0.0021161726,-0.0004463274,-0.021854978,-0.014266185,0.021851294,-0.0026292014,-0.02904598,-0.034979705,0.076125175,0.037363824,0.032940652
BSH3%UPI000CF406F5,-0.011795539,-0.072357595,-0.021437254,-0.032963533,0.03891894,-0.019825049,-0.032306354,0.02695539,-0.039138928,-0.025791882,0.071258366,0.10882753,-0.06466946
BSH3%UPI000E4DFA31,0.049499236,0.031529516,-0.019205742,-0.070685685,-0.07209695,0.04959846,0.03302274,-0.055829033,0.06214117,-0.005148262,0.044389926,0.025467789,-0.051384795
BSH3%UPI000E555DC1,-0.04361612,-0.018435452,0.017370421,0.005910421,0.0148017015,-0.0024499798,-0.04221983,0.0150591675,-0.041834213,0.028128173,0.034578726,0.07117848,-0.04035933
BSH3%UPI000EF23C17,-0.09922154,-0.05657831,0.00925689,0.02447755,0.02304982,-0.071091026,-0.028869843,0.052256364,-0.07951395,-0.016150523,0.028350793,0.07137848,0.061850566
BSH4%UPI00033C4A83,-0.009019638,0.006542101,-0.04217909,0.00024871784,-0.026678186,0.010974664,-0.0009663591,-0.02689485,-0.0010076443,0.01952977,0.06295867,0.056091927,-0.06893418
BSH4%UPI000463D8BF,0.011216582,-0.038474888,-0.016819082,-0.01632383,0.017066931,0.0012282848,-0.041263558,0.011048663,0.037423097,-0.038455565,0.07000225,0.020664303,-0.015652437
BSH4%UPI000D27EFA9,-0.010451053,0.019280244,-0.020668589,-0.016331207,-0.025681257,-0.0056160297,-0.01784387,-0.0037369863,-0.015244914,0.054461528,0.08044137,0.015558231,-0.046013936
BSH4%UPI000E54B9B5,-0.012203983,0.04091883,-0.033296637,0.010032474,0.0015245044,-0.015759444,0.015900591,0.010663808,0.017691338,0.066608675,-0.04652452,-0.07209174,0.055384327
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,0.025256211,0.019602872,0.0036189503,-0.032508913,-0.032240223,0.03526998,-0.013072356,-0.002637282,0.014301425,-0.04920772,-0.008378614,0.0014497794,0.016245874
BaiA%SRR3992974_bin_8_EOPEKEED_01051__3-oxoacyl-_acyl-carrier-protein__reductase_FabG,-0.021733785,0.0503008,0.009829875,-0.00091811887,0.021374052,-0.022971554,-0.025797522,-0.026169937,-0.012919554,-0.040587325,0.0068534757,0.09956025,0.05990427
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,0.054141488,-0.012518117,-0.050669454,-0.08402202,-0.07061055,0.054556828,0.057273626,0.019686814,0.031905584,-0.0654591,-0.005894435,0.043826252,-0.011577389
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,0.019260226,0.022051835,-0.028276969,-0.04290872,2.837684e-05,0.025567597,-0.0025107774,-0.0532781,-0.0011340637,-0.0455184,0.051350337,0.034143757,-0.03239089
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,-0.010888669,-0.036189917,0.057570085,0.08147271,0.05711981,-0.008858654,-0.012401754,0.01569389,-0.021374263,-0.0017658084,-0.044126034,-0.075730294,-0.011166096
BaiB%MDY5565236_1_bile_acid--CoA_ligase_BaiB__Candidatus_Limivicinus_sp__,-0.027575016,-0.053864237,-0.019556371,-0.019420486,0.009388994,-0.014167669,0.015575426,0.0528831,-0.05010131,-0.0099692475,0.021810517,-0.0029688445,-0.032492097
BaiB%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01958__Bile_acid-coenzyme_A_ligase,0.03984124,0.057854496,-0.040851425,-0.035215016,-0.035309814,0.033754885,0.040225774,0.032267403,0.027677316,-0.016800296,-0.037677113,-0.05339117,-0.029368365
BaiB%WP_286151641_1_bile_acid--CoA_ligase_BaiB__Sporofaciens_musculi_,0.0053981035,0.038917232,-0.032971397,-0.020052033,-0.038099553,0.0025382584,0.069523744,0.034117833,-0.013390026,0.031762116,0.019496802,-0.066855334,0.0030976415
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,0.05581047,-0.008725742,-0.027113654,-0.04051385,-0.05443793,0.056444835,0.039756898,-0.027855363,0.031486973,-0.084387824,0.0360023,0.008513667,-0.015311709
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,0.020619016,0.06560534,-0.06665857,-0.085105665,-0.0399927,0.05859624,0.035001844,-0.11273752,0.049996104,-0.030790627,0.11612239,0.051301405,-0.045165602
BaiCD%MCI8583944_1_FAD-dependent_oxidoreductase__Dorea_sp__,-0.040485725,0.0024184224,-0.026836617,0.0016285484,0.03591013,-0.03634239,0.012723722,0.021772915,-0.031446848,0.00089079613,-0.020295262,0.013649637,-0.032307487
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,0.054817308,0.042332888,-0.04908851,-0.06366681,-0.086423576,0.06757109,0.07184157,-0.04086947,0.044763513,-0.020014362,-0.017228672,-0.017656477,-0.0505664
BaiCD%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00368__NADH_oxidase,0.020877112,0.012531791,0.03265493,0.049502052,0.036264148,-0.004241645,-0.03372337,0.02177679,0.010806709,-0.01829235,-0.065513864,-0.04907708,0.014539855
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,-0.0009062625,-0.04471547,0.01829844,0.016945824,0.016956622,0.0044826274,-0.043267217,0.0893737,0.04410101,0.049496714,-0.052455455,-0.06445622,0.049239144
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,-0.0078102686,-0.020351846,0.0065662377,-0.003543067,0.011149964,0.008194524,-0.007827602,-0.04975139,-0.006597746,-0.019007422,0.048641995,0.019182887,-0.018286102
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,0.04932128,0.0015889353,-0.013048277,-0.03213267,-0.03880211,0.051385555,0.06297923,-0.021197567,0.021833189,-0.032616634,0.032529462,-0.057625495,-0.02075087
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,0.020462805,0.029620428,0.046581324,0.0011578305,-0.029924486,0.03685461,0.025385583,-0.056324147,0.01897769,0.044488497,-0.06481884,-0.0744504,-0.012568466
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,-0.02354791,-0.018773753,0.026978998,0.065843605,0.029006254,-0.018914154,-0.04039667,0.014005417,0.008824694,0.052310668,-0.07585625,-0.081273295,0.06320237
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,0.019516522,-0.03023735,0.043573655,0.058985215,-0.012899777,0.017451558,0.063454516,0.042838253,0.012943718,-0.08606274,-0.020604704,-0.02083269,0.018536186
BaiE%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_166,0.03384931,0.0003498487,-0.007946686,-0.04426558,-0.0016989746,0.0417726,0.024364114,-0.07495091,0.028343057,-0.062475704,0.0976581,-0.0014253494,0.0110834865
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,-0.0049485415,-0.018199505,-0.018910633,-0.013841106,0.00197536,0.017215168,0.020206146,-0.02092892,0.009725449,-0.05610931,0.060812876,0.061598964,-0.07139755
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,0.013458215,0.04285638,-0.017617796,-0.039862502,-0.05717092,0.01850147,0.047695685,-0.050018568,0.017663086,-0.08320222,0.025497958,0.0142896,0.048100367
BaiF%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00373__Bile_acid-CoA_transferase,0.054051794,0.032121077,-0.022813693,0.05165761,0.030760841,0.027013686,0.035068873,0.027777815,0.0227553,-0.0113809705,-0.026626801,-0.12635647,-0.06666094
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,0.044503625,0.012425313,-0.06380531,-0.04045449,-0.039961245,0.045950238,0.025984026,-0.061412096,0.05328183,-0.00812656,0.04463899,0.02776416,-0.06810838
BaiF%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_911,0.019877445,-0.032868925,-0.050890908,-0.016807156,0.002708357,0.03158743,0.036045246,-0.032463335,0.037731104,-0.0429866,-0.033242747,0.008641685,0.021130333
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,0.042756263,0.07173626,-0.08957091,-0.06214417,-0.048581433,0.056336287,0.02664886,-0.07019269,0.03943675,-0.009175778,0.047455773,0.0023225774,-0.023242125
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,0.02887509,-0.0092387935,-0.012925228,-0.012455635,-0.003553074,0.035372943,0.00274435,-0.049367953,0.011099389,-0.022573369,0.02843569,-0.0023011237,-0.05035716
BaiF%fig|1950825_3_peg_1464|__L-carnitine_dehydratase_(EC_4_2_1_89)____Clostridiales_bacterium_UBA1701_|_1950825_3_,0.048279393,0.023434475,0.014152901,-0.003475093,-0.02150941,0.050881147,0.016437339,-0.055286985,0.056646112,-0.07481234,-0.007897023,-0.003963075,-0.034710992
BaiG%LeChatelierE_2013__MH0251__bin_10_fa_BOBEKBFD_00006__Multidrug_resistance_protein_3,-0.018442268,-0.046783365,-0.0063514477,0.034396216,0.0039504007,-0.019099383,0.0054273354,0.03312886,-0.022206675,0.040793847,-0.023358574,0.023563394,-0.0015958775
BaiG%MBE6987074_1_MFS_transporter__Oscillospiraceae_bacterium_,0.021658128,0.012506407,-0.023042517,0.0065295766,-0.020837171,0.02841672,-0.004069919,-0.010522613,0.02663387,0.062050458,-0.012065742,-0.09281841,0.07607323
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,-0.06310636,-0.045569018,0.06359176,0.06857224,0.07817478,-0.059588913,-0.04066939,0.049098272,-0.102333196,0.033833504,-0.040895678,-0.041536395,0.0632168
BaiG%MDY4488523_1_MFS_transporter__Candidatus_Limivicinus_sp__,0.013734522,0.011988984,-0.04593243,0.00633928,0.005470326,0.007236837,0.004490605,-0.069516055,0.031466495,0.057575997,-0.044265624,-0.01030816,-0.017888015
BaiG%MEE1256339_1_MFS_transporter__Lachnospiraceae_bacterium_,0.0045369286,0.011745377,-0.0356962,-0.05793238,-0.003907868,0.032791372,-0.00011996509,-0.056438304,0.012105346,-0.0660322,0.06056569,0.08852113,-0.048257902
BaiG%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3097,0.037872862,0.011911717,-0.027915103,-0.035801303,-0.04778203,0.047020335,0.020793531,-0.03735243,0.01412023,-0.058581367,0.05774592,0.03001763,-0.009764275
BaiH%MEE0204071_1_FAD-dependent_oxidoreductase__Oscillospiraceae_bacterium_,-0.04325277,-0.0016269487,0.003328868,-0.019629894,-0.023416383,-0.044744257,0.030250235,-0.011538523,-0.0976229,0.023994608,0.010310598,0.1165724,0.015502701
BaiH%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01962__NADH_oxidase,0.060964208,0.037039116,-0.08654076,-0.07681305,-0.06423636,0.05270766,0.076909594,0.012612687,0.02551363,-0.09361172,0.0054637613,0.056747686,-0.09141295
BaiH%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_308,-0.00796898,-0.04562302,0.021537386,0.03573797,0.035594333,0.007655174,0.016276188,0.004352382,-0.013255618,-0.0020749983,-0.030041458,-0.0494029,0.015545701
BaiH%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_310,-0.074507564,-0.0014459821,0.031198543,0.008055848,-0.0174078,-0.04561107,-0.041014984,0.03839813,-0.0644733,-0.0107910605,0.08980728,0.07506394,0.06059059
BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836,0.073439315,0.052846298,-0.058342684,-0.059221152,-0.06766744,0.09234391,0.07056777,-0.08508736,0.06419387,-0.07029052,0.07544351,-0.027683409,-0.025522558
BaiI%LiJ_2014__MH0370__bin_37_fa_CDDPILMH_01838__hypothetical_protein,0.005952893,-0.06499264,0.0652708,0.049197525,0.020101624,0.008937698,-0.0007158031,0.008620433,0.022034502,-0.021495225,-0.07661318,-0.01384683,-0.026084678
BaiI%QinJ_2012__CON-070__bin_41_fa_AAAKDJOM_00400__hypothetical_protein,0.015868168,0.024695044,-0.015073513,-0.028192021,0.0029736802,0.022915047,0.02485123,-0.047600582,0.019007474,-0.006184297,0.038526002,-0.0041699023,-0.07377726
BaiI%WP_279004450_1_nuclear_transport_factor_2_family_protein__partial___Clostridium__scindens_,-0.0048436406,-0.0043295785,-0.042360555,-0.06290371,-0.028809302,0.030623121,0.013972275,-0.040821914,0.0036758613,-0.013182139,0.063500986,0.05868788,-0.014336088
BaiI%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000003_2059,-0.01653734,0.021034183,-0.0018695025,-0.045108274,-0.02389842,0.025103848,0.029597515,-0.072785534,-0.0050690873,-0.037024748,0.08813418,0.04614182,-0.00042757843
