Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GDCA,GUDCA,LCA,TCDCA,TDCA,TUDCA,UDCA
BSH1%UPI000CF9C992,0.14744692,-0.3767643,0.4350331,0.18923484,0.35770348,-0.044047836,-0.41120082,-0.08344686,0.12541643,0.17917258,-1.0,0.17923394,0.9112844
BSH1%UPI000EF45382,-0.32518712,-0.2844035,-0.5973633,-0.3098167,0.31001782,0.061123773,-0.7629534,-0.5196771,-0.069752045,0.3189226,1.0,1.0,-0.43658215
BSH2%UPI0000382136,-0.44158623,0.15175734,0.6460147,0.8968244,0.56140375,-0.579256,-0.77621245,0.033400964,-0.61298907,0.90095145,-0.09684207,0.027632922,0.03708564
BSH2%UPI0001971EB2,-0.3573501,0.25751865,0.21340644,0.7375326,0.4128072,-0.2569679,-0.007699148,0.20006935,-0.075262316,0.27998984,-0.20665817,-1.0,0.8585106
BSH2%UPI0001C1C05D,-0.43862945,-0.45934767,0.26580498,0.4290471,0.60625046,-0.53208494,-0.09101116,-0.29211286,-0.8629389,-0.16997495,-0.13360114,0.76638454,0.115912646
BSH2%UPI0001CF4F1D,0.4737108,0.1574983,0.5026567,0.09662904,-0.4827921,0.2740357,0.83785903,-0.5656579,0.14149107,-0.906608,0.018013539,-0.37839177,0.34098774
BSH2%UPI00038B932A,0.21583141,0.75046563,-0.079028346,0.08594606,0.14937167,0.08289578,-0.29460987,0.013988958,0.4067194,-0.19424726,-0.74523735,-0.46614867,-0.09298241
BSH2%UPI000396CDDF,0.20259109,-0.63651407,0.17467207,-0.012574338,-0.38381946,0.4201616,0.12706834,-0.054522086,0.22761059,-0.41435125,0.16497232,-0.18610373,-0.1360867
BSH2%UPI000508CF7A,-0.30072433,-0.18777649,0.8097539,0.96269745,0.27859327,-0.5253656,-0.31016803,0.97235006,-0.6630855,0.5620032,-1.0,-0.6575694,0.94596696
BSH2%UPI00050FFCF5,0.70257986,0.10852956,-0.6304207,-0.51560104,-0.4324949,0.7848853,0.17920128,-0.32950702,0.70626736,-0.6276673,0.5477619,-0.11353118,-0.26944205
BSH2%UPI0005D317A6,-0.76598203,-0.58471566,0.8961977,0.9563131,0.4901998,-0.66703796,-0.044777833,0.47972366,-1.0,-0.5390307,0.27959082,-0.1035641,0.42219868
BSH2%UPI0006649122,-0.53759664,-0.3931409,0.21578592,0.15809076,0.7457773,-0.37608418,-0.3613257,-0.08105213,-0.49630743,0.08112518,0.677806,0.58780175,-0.35794103
BSH2%UPI0006BFFEB7,-0.0021268874,0.43650302,0.28208724,0.36369452,0.38987342,0.1497657,-0.24816728,0.7761905,0.4541098,0.28740862,-0.83406234,-0.45708925,-0.77032286
BSH2%UPI0006C0EB58,-0.45758563,-0.41953886,-0.44150022,-0.08932429,0.3541285,-0.34753773,-0.33301193,0.092712544,-0.15486102,0.86041486,0.11083648,0.21550472,0.39977282
BSH2%UPI0006C1ADDE,-0.04451369,0.0862907,0.56781507,0.597985,0.31414613,-0.094971,0.0763752,-0.09487867,-0.2289088,-0.67271024,-0.5236164,-0.64446,0.658282
BSH2%UPI0006C23C60,-0.30610722,0.112367526,0.24727878,0.36604476,0.11888374,-0.25273514,0.28239408,1.0,-0.20692971,0.42077607,-0.38043147,-0.19730651,-0.64458984
BSH2%UPI0006C45BC8,-0.30349794,-0.79321074,0.07184828,-0.31039003,0.30092844,-0.120781094,0.058436923,0.02739841,-0.97877735,0.24715449,0.9959221,0.6722601,-0.47755322
BSH2%UPI0006C52F45,-0.4635756,-0.6142836,0.9182454,0.38379762,0.24899937,-0.35629722,-0.44276184,-0.119381644,-0.64193887,-0.025803605,-0.32017335,0.9318476,0.18437576
BSH2%UPI0006C5C844,-0.017956307,-0.18262054,-0.1964601,-0.32574603,0.06131174,0.10448372,0.29533473,-0.39075127,-0.2870802,-0.2833012,0.56242466,0.8516003,-0.85083383
BSH2%UPI0006C706B0,-0.0011108851,0.05833812,-0.2476018,-0.023416588,0.2737379,-0.22161894,-0.60790473,-0.41027007,-0.031178145,0.13477014,-0.29737982,1.0,0.3393116
BSH2%UPI0006CAB5AD,-0.06561467,0.4030716,-0.2252435,-0.07729821,-0.037719738,0.12030612,-0.76058954,-0.0713859,0.37204465,0.46202636,0.6086292,0.17220443,-0.2936058
BSH2%UPI0006CABDF6,-0.44735628,0.29759106,0.41060236,0.30144978,-0.13287003,-0.14001852,-0.6178951,-0.539818,0.49136454,0.17445184,0.10380181,0.06322282,0.27574432
BSH2%UPI0006CABE2C,0.7140426,0.0585787,-0.53820693,-0.6131633,-1.0,0.6380149,1.0,-0.6758059,-0.03653344,-0.61295253,0.4264775,0.4513606,-0.21063212
BSH2%UPI00082062C1,0.3737303,-0.17869799,-0.50484,-0.445235,-0.3900074,0.19636805,-0.31795806,-0.27010617,0.22424507,0.17697886,0.18777679,0.7694925,-0.24864137
BSH2%UPI000820857A,-0.24995343,-0.46589562,-0.25793555,0.02819361,-0.17963204,-0.30729017,0.33262473,-0.05083366,-0.3464228,0.67645186,0.1743264,-0.13841687,-0.043397695
BSH2%UPI0008219BA0,-0.54664695,0.103678,0.8244801,0.53882164,0.5971963,-0.42977667,-0.6037715,-0.7186426,-0.5874897,-0.25295275,-0.5927911,0.26253527,0.3384844
BSH2%UPI000821B1D8,0.4824212,-0.119389914,0.0984255,-0.58063704,-0.55520415,0.6680694,-0.023695063,-1.0,0.7489617,-0.6529726,0.43779618,0.44520727,-0.21190481
BSH2%UPI000821B9AC,0.13592668,0.6965224,-0.027285786,-0.21759814,0.0042178,0.04407493,-0.34882587,-0.0097383065,0.3740482,0.3492561,0.017079933,-0.2120249,-0.3034746
BSH2%UPI000821FD65,-0.14436933,-0.40312862,0.5810622,0.506594,0.40432283,-0.15348269,-0.14333272,-0.4981759,-0.43505943,-0.0044250283,0.6476973,0.2777141,0.016956795
BSH2%UPI0008222B5A,0.17557144,-0.9628274,0.9804264,0.74731624,-0.059671693,0.054937344,-0.5496994,0.37588474,0.31463903,1.0,-0.99355423,-0.81971174,0.042848703
BSH2%UPI00082257EE,0.35714537,-0.48576522,-0.16612522,-0.10464355,-0.2283446,0.42201233,0.960176,0.30979505,-0.4085167,-0.49780566,0.09406661,-0.4952311,0.04915314
BSH2%UPI000822F9A5,-0.20187432,0.39840016,0.78340703,0.48907965,0.6296082,-0.35940915,-0.6956724,0.23661172,-0.20261104,0.38698927,-0.8856545,-0.8025408,0.41256434
BSH2%UPI0008E59C2D,0.2657292,0.13954687,-0.5060132,-0.33404177,0.08234356,0.4099224,-0.29985976,-1.0,0.46318603,0.13828498,0.9462557,-0.14985207,-0.33031777
BSH2%UPI00095B7069,0.4574263,-0.33084175,0.19175124,-0.23550627,-0.27934,0.25558966,0.83553886,-0.08019832,0.5435576,-0.2907623,-0.9572892,-0.6411466,0.1659228
BSH2%UPI000961A2BF,0.40104613,0.49941504,-0.8936195,-0.3263985,-0.073760316,0.32328233,0.5314499,-0.28434005,0.24622455,-0.48381722,0.5370192,-0.21045467,0.4354659
BSH2%UPI000965B48B,-0.6742503,-0.19714183,0.7045053,0.47348914,0.66937315,-0.71132725,-0.36734,0.89441204,-1.0,0.5423229,0.16998218,-0.18978003,0.68953544
BSH2%UPI00096829BD,-0.04792317,-0.13789995,0.69882333,0.53462696,0.1591977,-0.11401492,-0.038814135,0.28895357,-0.68152833,0.17328985,-0.11483056,-0.5120545,-0.26479393
BSH2%UPI0009698BA7,0.4988951,0.8368934,-0.15293464,-0.3614377,-0.6877324,0.2246408,-0.26206872,0.43869987,0.41248256,-0.4156127,-0.61476654,0.3364182,-0.09485981
BSH2%UPI000B38AD3B,0.24041311,0.40065044,-0.5308543,-0.64113456,-0.03317117,0.10452898,0.19639972,0.7034006,0.1627952,-0.021266667,-0.603701,-0.077793084,-0.46717018
BSH2%UPI000D6581CE,0.39702636,-0.6617354,-0.46909302,-0.6595344,-0.3488273,0.12768146,0.49971762,-0.29183194,-0.12563555,-0.36687788,1.0,0.5675215,-0.9231251
BSH2%UPI000D7A6AEA,-0.3131631,-0.2367068,-0.20538808,0.2087136,0.69287795,-0.20105462,-0.7914757,0.41304785,-0.5757522,-0.38335124,0.6387294,0.19939618,0.65383905
BSH2%UPI000D7AF0AB,-0.3668324,0.7266547,-0.2683877,-0.19497779,0.077528976,-0.18783897,0.15055028,-0.10267625,-0.34756964,0.26517326,0.4702866,0.1913837,-0.40409246
BSH2%UPI000DF74F5E,0.28176066,-1.0,0.022350663,0.008041729,-0.3544689,0.16110519,0.37106356,0.5899652,-0.01638774,-0.5551732,0.14952052,0.49473473,-0.20965102
BSH2%UPI000E466DA6,-0.2114491,0.83904415,0.017139923,0.01650311,0.38324985,-0.15370846,-0.055702973,0.9084105,0.007125437,0.31768203,-0.4797269,-1.0,0.46866086
BSH2%UPI000E4E4D64,-0.20730694,0.42586485,0.26903117,0.42735493,0.6022156,-0.37904269,-0.4646913,-0.06709855,0.19864126,0.083775304,-0.4867017,-0.22061013,0.09605523
BSH2%UPI000E53BC4B,-0.22877525,0.6693177,0.32091472,0.287206,0.6609982,-0.26955718,0.10550799,-0.9882337,-0.044822372,-0.15837911,-0.797113,0.45959786,0.40556225
BSH2%UPI000E53DAEE,-0.42735735,-1.0,0.054654855,0.20296745,0.5423902,-0.5614219,-0.5772054,0.3992696,-0.7922922,0.82354116,0.102717735,0.013190924,0.41532397
BSH2%UPI000E80FD85,-0.47618765,-0.5796503,0.6506945,0.57961905,0.56891555,-0.663819,-0.44805327,-0.19794402,-1.0,0.28940412,-0.58498716,-0.22995977,1.0
BSH2%UPI000E91045C,0.024315285,0.05311356,-0.19701858,-0.40162805,-0.093569346,0.20492163,0.31690234,0.6069263,0.18597704,-0.27924213,0.5663877,-0.16477703,-0.14106835
BSH2%UPI000EE4CDBB,-0.39199066,-0.317895,-0.92226046,-0.58437294,0.023143971,-0.14597863,-0.035839293,-0.04197056,-0.12980838,0.5095929,0.5370491,1.0,-0.52062124
BSH3%UPI00016547A5,1.0,0.2812569,-0.3490694,-0.3857539,-1.0,1.0,1.0,-0.66609704,1.0,-0.5424159,-0.15031394,-1.0,-0.017241932
BSH3%UPI00017EF3F1,0.24928136,-0.11592532,0.1869984,0.015489912,-0.11739133,0.29195443,-0.11680834,-0.01581324,0.8595144,-0.26038724,-0.74227697,-0.7141727,-0.19517185
BSH3%UPI0001A5F983,-1.0,-0.50487626,0.09883275,-0.122215554,0.6243117,-1.0,-0.39061913,1.0,-0.9362618,0.48203883,0.23229676,0.9618032,-0.27080724
BSH3%UPI00033CE23D,0.01498362,0.45494792,0.44093096,0.8210025,0.3235526,-0.24264687,-1.0,0.09972027,0.12838179,0.43668085,-0.56963503,-0.54052156,0.410294
BSH3%UPI00035F5DCE,-0.7613593,-0.5803462,0.33104053,0.42876133,0.38887754,-0.7987271,-0.44575092,0.45287257,-0.5969895,0.68888885,0.19953158,0.39562678,0.25943732
BSH3%UPI0004DA32C0,-0.12319378,-0.47564495,0.4711341,0.5400215,0.3630058,-0.2554791,-0.21964906,0.30249465,-0.46348518,0.15686265,-0.2148996,0.023318471,0.30466163
BSH3%UPI00080CB216,0.29702124,0.68670017,-0.17874278,0.34381875,-0.41649696,-0.0011242238,-0.31186512,0.5886301,-0.16474858,0.071729444,-0.55756027,-0.41841516,0.41582048
BSH3%UPI00092A5378,-0.13162963,-0.65536875,-0.02329791,-0.0049138223,-0.24061143,-0.15706295,0.24057087,-0.02894608,-0.31978047,-0.38510755,0.8380968,0.4113554,0.36265868
BSH3%UPI000CF406F5,-0.12986247,-0.7966178,-0.23601252,-0.3629106,0.42847636,-0.21826302,-0.3556754,0.2967642,-0.43089834,-0.2839546,0.7845159,1.0,-0.71197563
BSH3%UPI000E4DFA31,0.54495966,0.34712285,-0.21144478,-0.778211,-0.79374826,0.5460521,0.3635624,-0.6146473,0.6841405,-0.056679565,0.48870897,0.2803865,-0.56571865
BSH3%UPI000E555DC1,-0.48018977,-0.2029643,0.1912389,0.065070525,0.1629587,-0.026972946,-0.46481737,0.16579325,-0.46057194,0.3096759,0.380693,0.7836364,-0.4443343
BSH3%UPI000EF23C17,-1.0,-0.62289643,0.10191333,0.26948452,0.253766,-0.7826736,-0.3178413,0.57531416,-0.87540543,-0.17780848,0.31212682,0.78583825,0.6809411
BSH4%UPI00033C4A83,-0.099301316,0.07202498,-0.46436885,0.0027382483,-0.29371232,0.12082509,-0.010639088,-0.2960977,-0.0110936165,0.21501215,0.6931408,0.6175416,-0.7589279
BSH4%UPI000463D8BF,0.12348847,-0.42358762,-0.18516895,-0.17971648,0.18789764,0.013522748,-0.45428935,0.12163978,0.41200796,-0.42337486,0.77068675,0.22750275,-0.17232482
BSH4%UPI000D27EFA9,-0.11506042,0.212265,-0.22754993,-0.17979771,-0.2827367,-0.061829437,-0.19645132,-0.041142188,-0.16783822,0.59959185,0.88561577,0.17128767,-0.50658846
BSH4%UPI000E54B9B5,-0.13435923,0.45049408,-0.3665779,0.110452086,0.016783966,-0.1735029,0.17505687,0.11740273,0.19477202,0.7333253,-0.5122097,-0.7936909,0.60975134
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,0.27805716,0.21581697,0.039842676,-0.35790548,-0.35494733,0.3883033,-0.14391953,-0.029035041,0.15745091,-0.54175025,-0.092243984,0.015961284,0.17885824
BaiA%SRR3992974_bin_8_EOPEKEED_01051__3-oxoacyl-_acyl-carrier-protein__reductase_FabG,-0.23927717,0.5537845,0.10822158,-0.010107989,0.23531671,-0.25290433,-0.2840167,-0.28811678,-0.14223726,-0.4468444,0.07545304,1.0,0.6595135
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,0.5960684,-0.13781767,-0.55784315,-0.9250368,-0.7773838,0.600641,0.6305515,0.21674113,0.35126314,-0.72066915,-0.06489453,0.48250324,-0.12746076
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,0.21204463,0.24277872,-0.31131405,-0.4724017,0.00031241358,0.28148535,-0.027642295,-0.58656293,-0.012485425,-0.50113285,0.5653393,0.3759042,-0.3566061
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,-0.11987833,-0.39843133,0.63381535,0.8969703,0.6288581,-0.097528964,-0.13653657,0.1727812,-0.23531902,-0.019440591,-0.48580366,-0.8337494,-0.12293265
BaiB%MDY5565236_1_bile_acid--CoA_ligase_BaiB__Candidatus_Limivicinus_sp__,-0.30358595,-0.59301597,-0.21530503,-0.213809,0.10336772,-0.15597834,0.17147698,0.5822142,-0.5515882,-0.109756,0.24012193,-0.032685366,-0.35772035
BaiB%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01958__Bile_acid-coenzyme_A_ligase,0.43863037,0.63694656,-0.449752,-0.3876982,-0.38874185,0.37162295,0.4428639,0.35524657,0.3047122,-0.18496212,-0.41480455,-0.5878078,-0.32332975
BaiB%WP_286151641_1_bile_acid--CoA_ligase_BaiB__Sporofaciens_musculi_,0.059430186,0.4284576,-0.36299717,-0.22076198,-0.41945538,0.027944846,0.76541865,0.3756188,-0.1474169,0.34968364,0.2146492,-0.7360409,0.03410335
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,0.61444294,-0.09606568,-0.2985066,-0.44603547,-0.59933203,0.62142694,0.43770185,-0.3066724,0.34665447,-0.9290641,0.39636576,0.093730845,-0.16857359
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,0.22700417,0.7222792,-0.7338747,-0.93696713,-0.4402979,0.64511275,0.38535127,-1.0,0.55042994,-0.33898807,1.0,0.5648006,-0.49724874
BaiCD%MCI8583944_1_FAD-dependent_oxidoreductase__Dorea_sp__,-0.44572583,0.026625516,-0.29545656,0.017929433,0.39535102,-0.40010998,0.14008126,0.23970796,-0.34621271,0.009807182,-0.22343981,0.15027508,-0.3556879
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,0.6035088,0.4660621,-0.5404378,-0.70093703,-0.95147663,0.743921,0.79093665,-0.44995067,0.49282196,-0.22034726,-0.18967833,-0.19438823,-0.5567086
BaiCD%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00368__NADH_oxidase,0.22984566,0.13796821,0.35951304,0.5449907,0.39924857,-0.046698205,-0.37127596,0.23975062,0.11897599,-0.20138884,-0.72127205,-0.540312,0.1600759
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,-0.009977457,-0.49229303,0.20145588,0.18656431,0.1866832,0.04935129,-0.47634855,0.98395586,0.48552817,0.54493195,-0.57750607,-0.7096279,0.5420962
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,-0.085986815,-0.22406277,0.07229071,-0.039007243,0.12275505,0.090217255,-0.08617765,-0.54773575,-0.0726376,-0.20926139,0.5355219,0.21119316,-0.20132004
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,0.54300046,0.017493313,-0.14365444,-0.35376325,-0.42719015,0.56572706,0.69336706,-0.23337369,0.24037154,-0.35909143,0.3581317,-0.6344254,-0.22845581
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,0.22528437,0.32610482,0.5128351,0.012747085,-0.32945234,0.40574923,0.27948147,-0.62009823,0.20893405,0.48979416,-0.7136202,-0.81965846,-0.13837199
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,-0.2592497,-0.20668882,0.2970241,0.72490233,0.3193431,-0.20823455,-0.4447454,0.15419203,0.09715509,0.57591206,-0.8351361,-0.8947748,0.6958238
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,0.21486631,-0.3328968,0.47972226,0.64939517,-0.14201954,0.19213217,0.69859976,0.4716259,0.14250329,-0.947504,-0.22684659,-0.22935659,0.20407334
BaiE%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_166,0.3726625,0.0038516442,-0.087488696,-0.48733997,-0.018704787,0.45989364,0.26823565,-0.8251688,0.31204167,-0.68782353,1.0,-0.015692322,0.122023165
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,-0.054480754,-0.20036666,-0.2081958,-0.15238306,0.021747641,0.18952964,0.22245869,-0.23041603,0.10707191,-0.617733,0.66951674,0.6781711,-0.78604823
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,0.14816763,0.47182545,-0.19396235,-0.4388645,-0.62942076,0.20369112,0.52510357,-0.55067724,0.19446097,-0.9160112,0.28071865,0.15732072,0.5295589
BaiF%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00373__Bile_acid-CoA_transferase,0.5950809,0.3536356,-0.25116637,0.5687222,0.33866015,0.297406,0.38608924,0.30581865,0.2505235,-0.1252983,-0.2931466,-1.0,-0.7339007
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,0.48996073,0.13679594,-0.70246184,-0.44538194,-0.4399516,0.50588715,0.28607002,-0.6761138,0.586604,-0.08946901,0.49145103,0.30566832,-0.74983627
BaiF%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_911,0.21883987,-0.361869,-0.5602812,-0.18503766,0.02981754,0.34776044,0.39683858,-0.35740367,0.41539896,-0.47325912,-0.3659846,0.09514026,0.23263349
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,0.4707232,0.7897773,-0.986127,-0.6841736,-0.5348552,0.6202319,0.29338947,-0.77278334,0.4341772,-0.101020336,0.52246225,0.025570314,-0.25588316
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,0.31789905,-0.1017141,-0.14229974,-0.13712977,-0.039117415,0.38943687,0.030213801,-0.5435143,0.12219824,-0.24852052,0.3130615,-0.025334122,-0.554405
BaiF%fig|1950825_3_peg_1464|__L-carnitine_dehydratase_(EC_4_2_1_89)____Clostridiales_bacterium_UBA1701_|_1950825_3_,0.5315299,0.25800085,0.15581575,-0.038258888,-0.23680693,0.5601738,0.18096617,-0.60867965,0.6236429,-0.8236432,-0.086941935,-0.043631304,-0.38214916
BaiG%LeChatelierE_2013__MH0251__bin_10_fa_BOBEKBFD_00006__Multidrug_resistance_protein_3,-0.20303935,-0.5150594,-0.069925986,0.37868366,0.043491766,-0.21027383,0.059752014,0.36473078,-0.24448343,0.44911808,-0.25716522,0.25942016,-0.017569743
BaiG%MBE6987074_1_MFS_transporter__Oscillospiraceae_bacterium_,0.23844422,0.13768874,-0.2536856,0.07188709,-0.22940592,0.31285265,-0.044807598,-0.11584826,0.29322442,0.6831418,-0.13283727,-1.0,0.8375249
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,-0.6947667,-0.50169015,0.70011073,0.7549431,0.8606618,-0.65604156,-0.4477479,0.5405453,-1.0,0.3724885,-0.45023918,-0.45729312,0.6959826
BaiG%MDY4488523_1_MFS_transporter__Candidatus_Limivicinus_sp__,0.15120962,0.1319922,-0.5056911,0.069792025,0.06022532,0.07967364,0.04943912,-0.765334,0.34642902,0.63388044,-0.48734048,-0.11348724,-0.19693732
BaiG%MEE1256339_1_MFS_transporter__Lachnospiraceae_bacterium_,0.049949117,0.12931022,-0.39299577,-0.63780403,-0.043023504,0.3610152,-0.0013207505,-0.62135506,0.13327327,-0.72697866,0.6667954,0.97456956,-0.5312933
BaiG%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3097,0.41695964,0.13114153,-0.30733013,-0.39415288,-0.5260542,0.5176683,0.22892548,-0.41122997,0.15545607,-0.644949,0.6357512,0.33047777,-0.10749936
BaiH%MEE0204071_1_FAD-dependent_oxidoreductase__Oscillospiraceae_bacterium_,-0.4761895,-0.017911822,0.036649026,-0.21611446,-0.25780165,-0.49260995,0.33303866,-0.12703288,-1.0,0.2641676,0.11351408,1.0,0.1706763
BaiH%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01962__NADH_oxidase,0.6711828,0.40778053,-0.9527667,-0.8456699,-0.7072074,0.5802827,0.84673285,0.13885884,0.2808912,-1.0,0.06015304,0.62476116,-1.0
BaiH%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_308,-0.08773414,-0.50228465,0.23711492,0.39345562,0.39187425,0.084279306,0.17919199,0.04791736,-0.14593714,-0.022844603,-0.33074012,-0.54389906,0.17114972
BaiH%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_310,-0.8202878,-0.015919477,0.343479,0.08869051,-0.1916504,-0.5021531,-0.4515527,0.42274258,-0.70981604,-0.11880371,0.98872936,0.82641315,0.6670695
BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836,0.80852693,0.58180904,-0.6423212,-0.6519927,-0.74498177,1.0,0.7769128,-0.9367656,0.7067396,-0.77386045,0.8305921,-0.3047793,-0.2809895
BaiI%LiJ_2014__MH0370__bin_37_fa_CDDPILMH_01838__hypothetical_protein,0.065538116,-0.7155336,0.718596,0.541638,0.22130795,0.0983992,-0.007880603,0.09490628,0.2425879,-0.23665075,-0.8434695,-0.15244608,-0.28717813
BaiI%QinJ_2012__CON-070__bin_41_fa_AAAKDJOM_00400__hypothetical_protein,0.17469992,0.27187902,-0.16595118,-0.31037882,0.032738604,0.2522822,0.27359855,-0.52405655,0.20926197,-0.06808575,0.42415035,-0.045908358,-0.8122475
BaiI%WP_279004450_1_nuclear_transport_factor_2_family_protein__partial___Clostridium__scindens_,-0.05332585,-0.047666308,-0.4663667,-0.69253564,-0.31717476,0.33714393,0.15382716,-0.4494271,0.040469237,-0.14512819,0.69911134,0.6461217,-0.15783253
BaiI%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000003_2059,-0.18206713,0.23157492,-0.020582207,-0.4966176,-0.26310864,0.27637973,0.32585257,-0.8013292,-0.055807896,-0.40762237,0.9703094,0.5079963,-0.0047074063
