Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GUDCA,LCA,TCA,TCDCA,TDCA,UDCA
BSH1%UPI0004D6A0E9,-0.33089796,-0.89485323,0.45862466,0.36682853,-0.19185513,-0.14709774,0.71656567,-0.12459243,-0.07234959,0.96201783,-0.42358628,-0.3045894,-1.0,0.64374244,0.05023613
BSH1%UPI0004F8D610,-0.31465206,-0.18522462,0.42063633,-0.6974046,-0.31270966,0.21337885,-1.0,-1.0,0.17543244,-0.71054906,0.63193643,-1.0,0.29843947,0.76826096,0.36576515
BSH1%UPI00070D1B8F,0.103758976,-1.0,-0.6545158,0.08877451,0.63662976,0.2974994,-1.0,-1.0,0.3737126,-0.28410748,-0.3171715,0.3885901,-0.00011594139,0.67996436,-0.049515363
BSH1%UPI00073AFD00,-1.0,-0.96118015,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.99995047,1.0
BSH1%UPI00076E9CCB,0.57491434,-1.0,-0.6186223,-0.5760013,-1.0,0.392649,-0.08236818,-0.3132129,1.0,0.77756476,-0.6302004,-0.20166002,-0.8759858,0.1801196,1.0
BSH1%UPI000801FF16,-0.27239898,1.0,-0.51401466,0.02191561,-0.15031517,-0.26441655,0.26620445,-0.6894872,-0.183715,-0.3055876,-0.05862558,-0.48249364,-0.92580044,0.71132654,1.0
BSH1%UPI000949473C,-0.69200075,-0.495494,1.0,1.0,0.39806637,-0.7065759,1.0,1.0,-0.60965776,0.56050545,-0.51924145,0.44627717,1.0,-1.0,0.5169636
BSH1%UPI00095B1DAC,0.8864223,0.691904,-0.92691314,-0.22959875,-1.0,0.62914264,-1.0,-0.8962103,1.0,1.0,0.043752875,-1.0,-0.30372885,1.0,0.11076446
BSH1%UPI00095C7CBB,-0.114873335,0.46213424,-0.2042712,-0.33761185,-0.74877316,-0.09301625,-0.07675132,-1.0,0.6916749,1.0,0.104133345,0.2748844,-0.82335186,-0.56620705,0.7091576
BSH1%UPI000BCCCB22,0.46223503,0.112707525,-0.21740238,-1.0,-0.88875383,0.4777207,0.047731012,0.3078824,1.0,0.41717365,0.3252612,-0.3010834,0.7058849,-0.25714555,-1.0
BSH1%UPI000EF45382,-0.4872118,-0.48160952,-1.0,-0.59145445,0.49532452,0.18092003,-0.4568063,-0.9014915,-1.0,-1.0,-0.046108413,0.4498095,0.579951,1.0,-0.7612789
BSH2%UPI0000382136,-0.9769284,0.09020867,1.0,1.0,1.0,-1.0,0.86015475,1.0,-1.0,-0.11914829,-1.0,0.64423966,1.0,-0.33064508,-0.043346528
BSH2%UPI0001534663,0.5699146,0.9057788,-0.69354844,-0.9302201,-0.31265894,0.32734418,1.0,1.0,0.37738237,0.17846508,0.5917062,-0.3359844,0.017071007,-1.0,-1.0
BSH2%UPI0001971EB2,-0.68284416,0.35384107,0.41567484,1.0,0.74799645,-0.54443944,1.0,-0.73524845,0.017599976,0.37722325,-0.29172057,0.45548633,0.51951605,-0.37985188,1.0
BSH2%UPI0001C1C05D,-0.8316841,-0.7645823,0.5185384,0.8149679,1.0,-0.96866727,-0.037915725,-0.28162348,-0.13688414,-0.567321,-1.0,0.20793302,-0.34133387,-0.17833094,0.2899993
BSH2%UPI0001CF4F1D,0.8474707,0.24235478,1.0,0.3140366,-0.7894591,0.51573426,-0.3678626,-0.20923392,1.0,-1.0,0.2599062,-0.20516217,-1.0,0.033698928,0.6821125
BSH2%UPI000335FD2D,0.6228015,0.25604543,-0.49196327,-0.8319314,0.57860917,0.13410524,-0.54566455,-0.14042735,0.34670532,0.3480402,-0.036670223,0.24582858,-1.0,0.29238516,0.64037234
BSH2%UPI00033F049A,0.18035889,-0.50158584,0.40217677,-0.14334805,0.48078072,0.103948265,-0.0473605,-0.2666348,-0.4816872,0.87557,-0.10701213,-0.21565899,-0.6716755,0.5395483,0.5205415
BSH2%UPI00038B932A,0.48539135,1.0,-0.094488055,0.2285258,0.2386877,0.32768238,0.17304622,0.213724,-0.31267685,0.08533829,0.87347186,-1.0,-0.38326412,-1.0,-0.097885504
BSH2%UPI000396CDDF,0.5565622,-1.0,0.41279438,0.033326115,-0.7340011,0.88915837,-1.0,-1.0,0.41407993,-0.033070847,0.58846164,-0.32352808,-0.7888247,0.48398438,-0.13864312
BSH2%UPI0003AD64AE,1.0,0.76918525,-0.50124663,-0.31211945,-1.0,1.0,0.8006344,-0.0071566445,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.53795725
BSH2%UPI000508CF7A,-0.7405491,-0.47889873,1.0,1.0,0.5699075,-1.0,1.0,1.0,-0.6415931,1.0,-1.0,-1.0,1.0,-1.0,1.0
BSH2%UPI00050FFCF5,1.0,0.28943673,-1.0,-0.9278101,-0.839433,1.0,-0.36129302,-0.62331074,0.4169095,-0.54482734,1.0,-0.33895987,-1.0,1.0,-0.5134987
BSH2%UPI0005D317A6,-1.0,-0.9508621,1.0,1.0,0.96207577,-1.0,-0.006118867,-0.13838655,-0.04325354,0.86924547,-1.0,-0.22188371,-1.0,0.4372989,0.85115093
BSH2%UPI0006BFFEB7,-0.06316249,0.5957652,0.36543226,0.49743164,0.67377204,0.10565499,0.8972854,1.0,-0.55362236,1.0,0.6568083,0.48736376,0.5096581,-1.0,-1.0
BSH2%UPI0006C0EB58,-0.85146517,-0.82307374,-0.9812529,-0.2625347,0.62954754,-0.73400295,0.29539,-0.00018323539,-0.6887344,0.1531697,-0.42220172,1.0,1.0,0.12105333,0.6479662
BSH2%UPI0006C1ADDE,-0.13675697,0.2472345,1.0,1.0,0.61026067,-0.18068281,1.0,1.0,0.14244655,-0.23326296,-0.3737036,-1.0,-1.0,-1.0,1.0
BSH2%UPI0006C23C60,-0.57794076,0.20652685,0.48379153,0.7374482,0.1722694,-0.49728498,1.0,0.38940245,0.49854484,1.0,-0.42289707,-0.269011,0.69695777,-0.782297,-1.0
BSH2%UPI0006C28698,-0.61777407,-0.71501535,-0.8160168,-0.42503184,0.36712795,-0.16670771,0.9794695,-0.036128264,-0.40656474,0.7809967,0.5320577,1.0,1.0,0.5424993,-1.0
BSH2%UPI0006C45BC8,-0.5354145,-1.0,0.1772295,-0.6773792,0.5501014,-0.23600979,-1.0,-0.67289555,0.03967664,0.01120646,-1.0,1.0,0.48823923,1.0,-0.87413305
BSH2%UPI0006C52F45,-0.7824464,-1.0,1.0,0.8070961,0.5055533,-0.65678823,0.085618176,-0.16044943,-0.81288767,-0.26941955,-1.0,0.066646114,-0.056645356,-0.6231541,0.3762484
BSH2%UPI0006C5C844,-0.014450125,-0.32485285,-0.3708107,-0.6301416,0.17556329,0.19646847,-0.8400665,-0.5878788,0.43375826,-0.7655879,-0.4900123,0.47438973,-0.51019955,1.0,-1.0
BSH2%UPI0006CAB5AD,-0.11598238,0.72837627,-0.5261255,-0.33938706,-0.081292875,0.120466396,-0.39291987,0.124415815,-1.0,-0.16252984,0.5302682,0.9648346,0.82425725,1.0,-0.666357
BSH2%UPI0006CABE2C,1.0,0.32278714,-0.8040604,-0.93810457,-1.0,1.0,-0.5139422,-1.0,1.0,-1.0,0.22862531,-1.0,-1.0,0.95858663,-0.1595038
BSH2%UPI00082051E1,0.260595,-0.59372807,0.8895184,0.42887366,-0.07171186,0.45638666,-0.5972074,-1.0,-0.45086986,0.019858688,0.46107015,0.078047395,0.032307893,-0.13024418,-1.0
BSH2%UPI00082062C1,0.6044326,-0.29371908,-0.94747835,-0.948022,-0.7080948,0.3753347,-1.0,-0.15817998,-0.61698973,-0.61028785,0.39358416,0.6562944,0.43567535,0.4042798,-0.51259536
BSH2%UPI000820857A,-0.4159124,-0.78765595,-0.40226895,0.18851031,-0.3432553,-0.46114385,-0.30521724,-1.0,0.5652036,-0.13321146,-0.579587,0.6249397,1.0,0.3841429,-0.033074737
BSH2%UPI000820B778,-0.05220716,-0.11497434,0.2394115,0.7443032,-0.33725068,-0.1617348,1.0,-0.031103393,1.0,0.20268911,-0.17710605,-0.37018025,0.01672287,0.0081237005,0.53858775
BSH2%UPI000821232B,0.53219086,1.0,-0.7289462,0.23723124,-0.73998994,0.27610308,0.8328399,0.60986525,-1.0,-0.36367518,0.4282027,0.815483,0.6100552,-0.44337392,0.6465179
BSH2%UPI0008219BA0,-1.0,0.16430725,1.0,1.0,1.0,-0.8757794,-0.33867195,1.0,-1.0,-1.0,-1.0,-0.12174436,-0.4058874,-1.0,0.6237167
BSH2%UPI000821B1D8,1.0,-0.09515474,0.4372446,-0.87298745,-1.0,1.0,-0.4027271,-1.0,0.17700173,-1.0,1.0,-0.7312496,-1.0,0.95998126,-0.1972504
BSH2%UPI000821FD65,-0.17901532,-0.75289065,1.0,1.0,0.7764762,-0.17212893,-0.35782558,-1.0,-0.22429305,-0.9024396,-0.67557484,0.84100395,-0.04546783,1.0,0.117742494
BSH2%UPI0008222B5A,0.13488126,-1.0,1.0,1.0,-0.09129877,-0.088889726,1.0,1.0,-1.0,0.5792945,0.3779206,0.4326676,1.0,-1.0,-0.094142094
BSH2%UPI000822F9A5,-0.45442355,0.66036195,1.0,0.8567238,1.0,-0.7105001,-0.37243465,1.0,-1.0,0.40453497,-0.45158893,-0.47531033,0.78832567,-1.0,0.73869514
BSH2%UPI0008E59C2D,0.4316655,0.22819139,-0.9866802,-0.6579485,0.052826576,0.6963497,0.3549158,0.19626641,-0.49889007,-1.0,0.8341318,0.18949889,0.24457753,1.0,-0.66261184
BSH2%UPI00095B7069,0.92450625,-0.4490937,0.48413792,-0.41544864,-0.5774767,0.6015976,-0.035381652,0.5332939,1.0,-0.07021642,1.0,-1.0,-0.52859664,-1.0,0.48208714
BSH2%UPI000960BD65,0.008906061,0.07126989,-0.6266613,-0.79074967,-0.16580963,-0.030342955,-1.0,-1.0,0.12095868,0.33646387,0.28421623,0.77794707,-0.7754151,0.8906165,0.19117825
BSH2%UPI0009611255,-0.73024344,-0.86812633,-1.0,0.46431297,0.47811428,-0.66919494,1.0,1.0,-0.38056892,0.14651202,0.0664438,0.51313186,1.0,-1.0,-1.0
BSH2%UPI000961A2BF,0.80620813,0.9863756,-1.0,-0.2992907,-0.10995717,0.73482144,-0.09426246,-1.0,1.0,-0.3072821,0.6623053,-0.8595358,-0.9406037,1.0,0.9889986
BSH2%UPI000965B48B,-1.0,-0.48572156,1.0,0.68978214,1.0,-1.0,0.99309754,1.0,-0.8855866,1.0,-1.0,0.9988992,1.0,0.11357464,1.0
BSH2%UPI0009698BA7,0.85889477,1.0,-0.34772968,-0.6873238,-1.0,0.41604832,0.8380987,-0.3513529,-0.48369592,0.8336828,0.78700167,0.054469746,-0.8020251,-1.0,-0.19975017
BSH2%UPI000B38AD3B,0.39293626,0.6949022,-1.0,-1.0,-0.072512224,0.1677205,0.13286205,0.48973602,0.34124717,1.0,0.2712136,-0.048535965,-0.116368935,-1.0,-0.91967124
BSH2%UPI000B431D75,-0.024090564,-0.19452526,-0.4623445,0.10696387,0.2573423,-0.3822894,0.5575949,-0.72059345,-0.37543002,0.34379882,0.11257096,1.0,-0.6870334,-0.2384063,-0.29163778
BSH2%UPI000D6581CE,0.6913947,-1.0,-0.8822683,-1.0,-0.6597036,0.28799656,-0.548478,-1.0,0.9075261,-0.50178754,-0.22500323,1.0,-0.6574674,1.0,-1.0
BSH2%UPI000D7A6AEA,-0.454303,-0.3587472,-0.16110893,0.57895774,1.0,-0.27530193,-1.0,-1.0,-1.0,0.8871495,-0.89179647,0.0129461,-0.70886666,1.0,1.0
BSH2%UPI000D7ABA35,0.054120652,0.48130137,0.012894748,0.9460137,0.16632192,-0.11380742,1.0,0.2669784,-0.24391945,0.15454744,-0.20051117,0.8336221,-0.32389465,-0.45621163,0.14345905
BSH2%UPI000D7AF0AB,-0.5876719,1.0,-0.37302768,-0.3153699,0.29906332,-0.2627757,-1.0,-0.007847929,0.2510594,-0.13509494,-0.5832158,-0.25660482,0.5602017,0.8828085,-0.6839445
BSH2%UPI000DF74F5E,0.59779745,-1.0,0.06194565,0.0023110239,-0.6385775,0.3785324,-1.0,-0.18809128,0.78699714,1.0,0.045664754,-0.5524895,-1.0,0.36398768,-0.31486574
BSH2%UPI000DF7AEC4,-0.2707131,0.484346,-0.18914416,0.6872478,0.21382831,0.057162046,-0.016569551,-1.0,0.06298442,0.12611076,-0.4534608,1.0,-0.95851237,1.0,-0.9356209
BSH2%UPI000DF86417,-0.01317173,0.20714848,0.9005044,0.7142139,0.31675747,-0.07744897,1.0,0.7783965,-0.38401484,1.0,-0.016771,-0.011737869,-0.66221243,-0.5516949,-0.96308434
BSH2%UPI000E40484B,0.5255486,1.0,-0.20380309,-0.87169105,-1.0,0.5486371,-0.58779347,-1.0,1.0,-1.0,0.7566189,-0.22224754,-0.37037835,1.0,-1.0
BSH2%UPI000E466DA6,-0.49765405,1.0,-0.03376111,-0.041126017,0.78240424,-0.36880985,0.5745411,1.0,-0.22699137,1.0,-0.14434554,-0.39899635,0.6630595,-1.0,0.81062824
BSH2%UPI000E4BF981,0.6205745,0.8493707,-0.5240495,-0.9783425,-0.077366985,0.47648838,-1.0,-1.0,0.044015422,-0.11122914,-0.18974294,0.22555481,-0.0227303,0.28815466,0.733835
BSH2%UPI000E4E4D64,-0.4770231,0.73949367,0.46710008,0.8106467,1.0,-0.7068224,1.0,1.0,-0.84810346,-0.11197507,0.231562,-0.7952145,0.12504715,-1.0,0.10766275
BSH2%UPI000E53BC4B,-0.3276709,1.0,0.76263213,0.6884396,1.0,-0.49795634,-1.0,-0.9091231,0.1258607,-1.0,-0.036228385,0.8867981,-0.23671353,-1.0,0.8410731
BSH2%UPI000E53DAEE,-0.828103,-1.0,0.02963613,0.37336347,0.9971214,-1.0,-0.38761148,-1.0,-1.0,0.75576985,-1.0,1.0,1.0,0.28794664,0.8525755
BSH2%UPI000E7D8CB5,0.4911289,0.76217246,0.37692535,-0.38450697,-0.89168453,0.6146509,0.658277,0.21675658,-0.10251825,0.14728564,0.47789925,-0.23720422,-1.0,0.21183604,1.0
BSH2%UPI000E80FD85,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.99162453,-0.5171738,-1.0,0.026937414,0.59970206,-1.0,1.0
BSH2%UPI000E8B2418,0.7773283,0.9516304,-0.9847691,-0.90530246,-1.0,0.70843494,-1.0,-0.99139345,-0.16340064,-0.15596329,0.934747,0.28014228,0.38780415,0.3968258,1.0
BSH2%UPI000E8E16B0,0.4100325,-0.47118142,-1.0,-0.98323554,-0.39587674,0.2810515,0.6098242,0.072856486,1.0,0.2633908,-0.06884203,0.049214873,-0.1358075,0.66395307,-1.0
BSH2%UPI000E91045C,0.11903898,0.1439306,-0.4768357,-0.87626785,-0.25099385,0.33941117,0.17262182,0.20121622,0.50753313,1.0,0.28862485,0.20510234,-0.52540976,0.96712416,-0.33380285
BSH2%UPI000EC98B2C,-0.838538,-1.0,0.8787181,1.0,1.0,-0.8342688,1.0,1.0,-0.52451324,1.0,-0.12929139,-0.61874866,-0.6627887,-1.0,0.59347653
BSH2%UPI000ECC9F84,0.009325393,-0.5393721,0.39232793,-0.07968222,0.29478145,-0.0093567185,-0.64965445,-0.2508485,-0.40372348,-0.13027634,-0.06526032,1.0,-0.36710867,0.43011868,0.57320297
BSH2%UPI000EE4CDBB,-0.68252647,-0.60328704,-1.0,-1.0,-0.045105904,-0.30028093,-0.48000404,-0.1403792,-0.16684923,-0.19611646,-0.34371543,1.0,1.0,1.0,-1.0
BSH3%UPI000156F498,-0.65112734,0.45706958,0.814578,0.75242317,0.75736934,-0.31863788,0.33236083,0.57660854,0.19504996,0.32088232,0.039648023,-0.92232704,0.27690881,-0.6279588,-0.5791957
BSH3%UPI00016547A5,1.0,0.70144475,-0.54189813,-0.61889666,-1.0,1.0,-0.83439744,-0.19455308,1.0,-1.0,1.0,-1.0,-0.90199786,-0.15741107,0.092924386
BSH3%UPI00017EF3F1,0.534011,-0.15485801,0.45268247,0.1469578,-0.18207243,0.59054613,0.3176737,0.11574914,-0.10389892,0.03935129,1.0,-1.0,-0.47976846,-1.0,-0.2994493
BSH3%UPI0001A5F983,-1.0,-1.0,-0.09958157,-0.54400045,1.0,-1.0,1.0,1.0,-0.98469275,1.0,-1.0,1.0,0.8313852,0.193251,-0.81619
BSH3%UPI00033CE23D,-0.032484695,0.7680877,0.81273866,1.0,0.5794872,-0.4008923,0.29519698,-0.12833117,-1.0,0.092298985,0.20848918,0.4805362,0.77950066,-0.9493,0.76654136
BSH3%UPI00035F5DCE,-1.0,-1.0,0.52787757,0.7095028,0.7076985,-1.0,0.12493391,-0.1643955,-0.94902253,0.79629004,-1.0,1.0,1.0,0.31602576,0.3681058
BSH3%UPI0004DA32C0,-0.31254825,-0.8273167,0.9275041,1.0,0.7538475,-0.5295667,-0.06506473,0.19295995,-0.39751506,0.5607182,-0.8157891,0.2359571,0.2949436,-0.42116058,0.569498
BSH3%UPI0005420AB0,-0.044482972,0.32055187,-0.05580526,-0.4919832,-0.21578223,-0.04513531,-0.05257499,0.06546134,-0.5467591,0.77804565,-0.12400428,0.745162,0.51998264,-0.5541536,0.06798592
BSH3%UPI00080CB216,0.4597488,1.0,-0.37837324,0.5970929,-0.86007524,-0.07003846,1.0,0.55058205,-0.4876784,1.0,-0.3231531,0.18824032,0.0040254146,-1.0,0.6682797
BSH3%UPI000E555DC1,-0.73862,-0.3265183,0.40779307,0.21325772,0.28737012,-0.013629961,0.19463141,-0.5499179,-0.69634056,0.42184946,-0.65039384,-0.3681604,0.60460454,0.65983963,-0.7966465
BSH3%UPI000EF23C17,-1.0,-1.0,0.16149546,0.45770273,0.42467564,-1.0,-0.36369312,-1.0,-0.56100255,1.0,-1.0,1.0,-0.42800972,0.6751292,1.0
BSH4%UPI000463D8BF,0.26647642,-0.785928,-0.2129508,-0.39558676,0.41476646,0.023587797,-1.0,-0.2996655,-0.77413535,0.25366125,0.7064608,0.615363,-0.8076434,1.0,-0.25258252
BSH4%UPI000822CCAE,1.0,0.09901152,0.43720305,-0.24860862,-0.599066,1.0,-0.385754,-0.16178241,1.0,-0.24321176,1.0,-1.0,-1.0,-0.4803281,0.3212152
BSH4%UPI000B375707,-0.356083,-0.8576844,0.22383152,0.33871308,1.0,-0.3167537,-0.2335678,-0.3563743,-0.77000105,-0.352577,0.13261797,-0.029019682,-0.34743765,0.017580872,-0.30898988
BSH4%UPI000E54B9B5,-0.32530138,0.65944546,-0.84562415,0.123671636,0.017165406,-0.39758274,1.0,0.75323117,0.26111576,0.10770184,0.16968447,0.29318804,1.0,-0.9852307,1.0
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,0.58737814,0.4535637,0.054471012,-0.744535,-0.72018456,0.7260015,-0.636228,0.027483642,-0.14310873,-0.05374336,0.36766136,-0.2189737,-1.0,-0.031996064,0.3683145
BaiA%SRR5558193_bin_68_NNEAJJHP_00384__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,-0.5809677,-0.11693306,0.78670603,0.9484738,0.96310765,-0.8795129,0.21268658,0.5074497,-1.0,0.89949375,-0.6902819,0.9634968,1.0,-1.0,0.11372367
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,1.0,-0.05946918,-0.81490475,-1.0,-1.0,1.0,-0.7432762,-1.0,1.0,0.5685732,0.9096196,-1.0,-1.0,0.08884838,0.038615666
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,0.46149474,0.47221804,-0.47141543,-0.7977869,-0.021411635,0.6103747,-0.8547975,-0.56117266,0.108464144,-1.0,0.10946122,-0.43127608,-1.0,1.0,-0.5726322
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,-0.14492252,-0.782187,1.0,1.0,1.0,-0.20193048,-0.2469283,0.12353538,-0.24971132,0.38387483,-0.37255734,-0.23593341,-0.054130018,-0.860842,-0.13981545
BaiB%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01958__Bile_acid-coenzyme_A_ligase,0.89221966,1.0,-0.84258574,-0.75672746,-0.7205577,0.7935509,-0.055815253,0.89826524,0.9682258,0.76398534,0.64631855,-1.0,-0.32353625,-0.78474385,-0.50879186
BaiB%SRR2992899_bin_23_LIJELFFN_00493__Bile_acid-coenzyme_A_ligase,-0.3386746,-0.8052821,-0.93744504,-0.13216512,0.24435008,-0.31166977,0.44977397,0.6422875,-0.61273444,0.60833997,-0.29537758,0.88353676,0.7669145,0.50842077,-0.8791272
BaiB%WP_286151641_1_bile_acid--CoA_ligase_BaiB__Sporofaciens_musculi_,0.20832965,0.79732275,-0.51650715,-0.11091888,-0.7698306,0.24204415,-0.22278872,-1.0,1.0,0.8157347,-0.07573592,-0.6053853,0.6052334,0.5893119,0.2431993
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,1.0,-0.09657822,-0.40549394,-0.72698456,-1.0,1.0,-1.0,-1.0,0.9038245,-0.48247042,0.77276003,-0.3905351,-1.0,0.8836071,-0.13905808
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,0.62681526,1.0,-1.0,-1.0,-0.8717574,1.0,-1.0,-0.9928128,0.8269944,-1.0,1.0,-0.33483875,-0.6665871,1.0,-0.75588584
BaiCD%HIT29267_1_FAD-dependent_oxidoreductase__Candidatus_Scatomorpha_stercoravium_,0.45452288,0.873685,-0.06581935,0.07940561,-0.66161007,0.56015736,-0.18605039,0.3302976,-0.57007766,-0.04435581,0.6275401,-0.43063256,-1.0,-0.48082167,0.25529772
BaiCD%MCI8583944_1_FAD-dependent_oxidoreductase__Dorea_sp__,-0.9635455,-0.04078679,-0.6777143,-0.1526418,0.77531266,-0.865244,1.0,1.0,0.078110725,0.44327736,-0.79400986,0.11754949,-0.09549942,-0.628405,-0.9272261
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,1.0,1.0,-0.90499735,-1.0,-1.0,1.0,-0.6588383,-0.31131524,1.0,-0.8212709,1.0,-1.0,-0.36792663,-0.16506654,-0.8931765
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,-0.110392,-0.780957,0.39430153,0.33669177,0.40509167,-0.015110379,0.443512,1.0,-0.92092854,1.0,0.73627067,-0.44926924,1.0,-1.0,0.97261786
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,-0.06601748,-0.28942928,0.19020309,0.039279748,0.3783373,0.22917928,-0.96595603,-0.66385037,-0.14025682,-0.9806805,-0.07459724,-0.21336892,-0.4376062,1.0,-0.30543393
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,1.0,0.20262934,-0.1429488,-0.5296475,-0.7288271,1.0,-0.73057,-0.56907314,1.0,-0.36260697,0.52889925,-0.9009749,-0.6468301,0.7793959,-0.26972374
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,0.53933984,0.74069464,1.0,0.08162391,-0.62551963,0.8823739,0.03376817,0.65839857,0.64642376,-1.0,0.58288276,-1.0,0.92101985,-1.0,-0.09421565
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,-0.42960727,-0.35532725,0.72268665,1.0,0.71011037,-0.37322307,-0.04465955,0.009179419,-0.7464441,0.38028198,0.14280717,-1.0,1.0,-1.0,1.0
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,0.4993764,-0.49384156,1.0,1.0,-0.25294003,0.42592588,0.18318003,-1.0,1.0,1.0,0.34547886,-0.7943221,-1.0,-0.34616965,0.61600286
BaiE%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_166,0.69986534,0.08765903,-0.04454765,-0.76772726,-0.0071639605,0.8460547,-0.5994266,-1.0,0.5934527,-1.0,0.64095116,0.2502188,-1.0,1.0,0.2801162
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,-0.02336855,-0.2770164,-0.41490576,-0.2991252,0.06422179,0.3512402,-0.13069452,-0.34742996,0.42754441,-0.5022339,0.20240854,-0.014374807,-1.0,1.0,-1.0
BaiF%ERR688512_bin_36_KMFCMBJN_00514__Bile_acid-CoA_transferase,-0.032719374,-0.24159367,-0.027298091,-0.47193787,0.5382877,0.18204471,-0.09983906,-0.71596617,-0.30121428,-0.13140011,-0.47729537,0.09613742,-0.32310924,0.26764417,0.052311562
BaiF%KarlssonFH_2013__S54__bin_27_fa_BBGPADBL_00031__Bile_acid-CoA_transferase,0.92808753,-0.003838184,-0.18643782,-0.49683648,-0.8999066,0.8346369,-0.26391122,-0.009823668,0.79658437,-0.7242824,0.92554635,-0.32065696,0.26648438,0.6255592,-1.0
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,0.35301745,0.96925527,-0.3595544,-0.8814182,-1.0,0.4754171,-0.3751986,-0.33611992,1.0,-0.9771751,0.48844627,-0.6622886,-1.0,0.5735473,1.0
BaiF%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01956__Bile_acid-CoA_transferase,1.0,1.0,-0.9892925,-0.08512347,-0.692586,0.93185014,-0.8737579,-1.0,0.47124383,-0.2682787,0.8966655,-0.39229703,-0.46378392,-0.40542862,0.17563775
BaiF%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00373__Bile_acid-CoA_transferase,1.0,0.899402,-0.18500869,1.0,0.72724193,0.78176194,-1.0,0.6278558,0.82182765,0.6439539,0.6671035,-1.0,-0.27366105,-0.4964883,-1.0
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,0.80873233,0.2396294,-1.0,-0.85880613,-0.8775564,0.881513,0.079675704,-0.65075034,0.42642504,-1.0,0.96871877,0.5632181,-0.121400245,1.0,-1.0
BaiF%SRR5127813_bin_22_DKEDJIEF_00985__Bile_acid-CoA_transferase,0.14112194,-1.0,1.0,0.25744107,-0.32476518,0.06534199,-1.0,-1.0,0.49479252,0.84026086,-0.18786432,-0.39407837,-0.9439322,0.2311141,1.0
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,0.8922525,1.0,-1.0,-1.0,-1.0,1.0,-0.8826985,-0.21563198,0.65742606,-1.0,0.84116775,-0.3982775,-0.10940049,1.0,-0.4484176
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,0.6286026,-0.052489623,-0.23506048,-0.23497987,-0.06559363,0.80581206,-1.0,0.043568928,0.11452977,-1.0,0.38497144,-0.5977307,-0.42426288,0.6593659,-0.95871574
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_13110,0.88952494,0.37757915,0.5714102,0.19804388,-0.49515036,1.0,-0.10910189,-1.0,0.6491826,0.2598602,0.6668895,-0.44905668,-1.0,0.5037204,0.8294839
