Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GUDCA,LCA,TCA,TCDCA,TDCA,UDCA
BSH1%UPI000289C842,0.0092915455,0.03204343,-0.058886565,-0.042637054,0.0133963525,0.017140664,-0.029747799,-0.045058217,0.040031984,0.037657227,-0.001564674,0.003192905,-0.028769441,0.03574249,0.057946462
BSH1%UPI0002CB0E7D,0.03282188,0.0034901283,-0.041506466,-0.036327824,-0.062222544,0.026449656,0.03638557,0.020617375,0.08378558,-0.0084354915,0.003788068,-0.039551884,-0.06711218,-0.014332073,0.035942446
BSH1%UPI0002F95F26,-0.009710889,-0.018303609,-0.0039837686,0.007179327,-0.028178114,-0.013139187,0.06661075,0.07993053,-0.04175709,0.084537685,-0.007471513,0.0015610111,-0.019097902,-0.012238382,-0.00767889
BSH1%UPI000334E1FF,0.003735551,0.025056753,-0.07023159,-0.03802098,-0.021424603,0.0028811628,-0.014158252,0.0011905046,0.021080624,0.034225132,-0.0017207481,0.035413053,0.075370975,0.009685089,0.0038392895
BSH1%UPI00035D264B,-0.01710454,0.018097976,0.008110988,0.009431714,0.005733281,-0.033370625,0.03259452,0.07366365,-0.0004850694,-0.010977719,-0.03315376,0.02824816,0.018498687,-0.030905943,0.008061482
BSH1%UPI00041C4F56,-0.012712155,-0.012455262,-0.019933788,-0.013037942,0.002593472,-0.009721459,0.03156003,-0.0014933795,0.0059100217,-0.0573601,-0.015008561,0.035619732,0.032388836,0.021977434,0.04236371
BSH1%UPI00044AC395,-0.044888843,0.013121766,0.025660358,0.046786066,0.041217774,-0.046801515,0.06400111,0.047266293,0.011247285,0.023184616,-0.0059216158,-0.03155745,0.007772492,-0.11293497,0.035065025
BSH1%UPI0004BCDDD9,0.0102444235,-0.07921926,0.022550263,0.0477244,0.020441752,-0.01671834,0.006948716,-0.0062506283,-0.010331911,-0.03250298,0.047002696,-0.007719021,-0.016639085,-0.06962283,-0.019391363
BSH1%UPI0004D6A0E9,-0.015236585,-0.041204568,0.02111791,0.016891051,-0.008834195,-0.0067732884,0.03299511,-0.005737005,-0.0033314219,0.04429724,-0.019504528,-0.014025176,-0.057690617,0.029641876,0.0023131815
BSH1%UPI0004F8D610,-0.014488524,-0.008528885,0.019368693,-0.032112814,-0.014399084,0.00982528,-0.060221504,-0.05336654,0.008077993,-0.032718066,0.029098256,-0.07829995,0.013741996,0.03537548,0.016842086
BSH1%UPI00070D1B8F,0.004777704,-0.08467088,-0.030137949,0.0040877266,0.029314365,0.013698708,-0.057434145,-0.16329557,0.017208036,-0.013082063,-0.014604535,0.017893087,-5.3386575e-06,0.031309757,-0.0022799931
BSH1%UPI00073AFD00,-0.15418176,-0.04425867,0.09486714,0.11109653,0.11865406,-0.14576763,0.10845724,0.05014024,-0.12025692,0.05525288,-0.1653063,0.082483314,0.105267085,-0.046043895,0.0571374
BSH1%UPI00076E9CCB,0.026472606,-0.049199305,-0.02848519,-0.026522655,-0.058044113,0.018079985,-0.0037927395,-0.014422256,0.07009536,0.035803884,-0.029018316,-0.009285673,-0.040335797,0.008293819,0.04945057
BSH1%UPI000801FF16,-0.01254293,0.0516414,-0.023668408,0.00100913,-0.0069214385,-0.01217537,0.012257696,-0.03174825,-0.008459373,-0.0140711395,-0.0026994837,-0.022216987,-0.04262957,0.032753866,0.090894654
BSH1%UPI000949473C,-0.031863987,-0.022815604,0.058389455,0.048773456,0.018329434,-0.032535117,0.09692086,0.07424537,-0.028072407,0.025809132,-0.023909083,0.020549357,0.056579262,-0.06811902,0.023804195
BSH1%UPI00095B1DAC,0.040816355,0.031859532,-0.042680804,-0.010572144,-0.047284875,0.028969612,-0.0531917,-0.041267056,0.08986239,0.05847412,0.0020146526,-0.05778154,-0.013985552,0.049782082,0.0051002796
BSH1%UPI00095C7CBB,-0.0052894778,0.021279514,-0.009405907,-0.015545735,-0.03447814,-0.0042830426,-0.003534105,-0.08987342,0.031848982,0.057191536,0.004794942,0.012657375,-0.037912205,-0.02607167,0.032653995
BSH1%UPI000BCCCB22,0.021284156,0.0051897503,-0.010010548,-0.060677458,-0.040923715,0.021997212,0.0021978305,0.014176807,0.073575795,0.01920925,0.014977034,-0.013863738,0.0325033,-0.01184057,-0.06269052
BSH1%UPI000EF45382,-0.02243424,-0.022176277,-0.051520504,-0.027234215,0.0228078,0.008330676,-0.021034183,-0.041510236,-0.058961414,-0.047484946,-0.002123116,0.020712007,0.026704526,0.09095983,-0.035053983
BSH2%UPI0000382136,-0.044983815,0.0041537643,0.05276503,0.071090996,0.047283076,-0.054527406,0.039606836,0.09045224,-0.07067991,-0.005486323,-0.05807148,0.029664772,0.076040395,-0.015224941,-0.0019959419
BSH2%UPI0001534663,0.026242387,0.04170765,-0.031935252,-0.04283308,-0.014396748,0.015072947,0.057547472,0.070770115,0.017377015,0.008217635,0.027245808,-0.015470797,0.0007860546,-0.05501032,-0.06482084
BSH2%UPI0001971EB2,-0.031442363,0.016293028,0.019140236,0.07182274,0.034442376,-0.025069354,0.04891149,-0.03385538,0.0008104116,0.017369688,-0.013432616,0.020973403,0.023921728,-0.017490726,0.078216985
BSH2%UPI0001C1C05D,-0.038295873,-0.03520609,0.02387671,0.037526153,0.053003583,-0.044603422,-0.0017458742,-0.012967684,-0.006302991,-0.026122961,-0.07259215,0.00957452,-0.015717119,-0.008211458,0.013353359
BSH2%UPI0001CF4F1D,0.039022785,0.01115951,0.04808311,0.014460185,-0.036351573,0.02374759,-0.016938666,-0.009634422,0.065197326,-0.051378574,0.011967686,-0.009446933,-0.07470386,0.0015517067,0.03140867
BSH2%UPI000335FD2D,0.028677627,0.011789912,-0.022653027,-0.03830726,0.02664274,0.006175033,-0.025125766,-0.0064661424,0.015964454,0.01602592,-0.0016885236,0.011319466,-0.06830864,0.013463218,0.029486697
BSH2%UPI00033F049A,0.008304837,-0.02309611,0.018518701,-0.0066006295,0.022138113,0.00478642,-0.0021807698,-0.012277513,-0.022179853,0.04031665,-0.004927499,-0.009930272,-0.030928086,0.024844134,0.023968944
BSH2%UPI00038B932A,0.022350416,0.065408915,-0.0043508136,0.010522739,0.010990655,0.01508852,0.007968117,0.009841173,-0.014397573,0.003929502,0.040220037,-0.07377094,-0.017647848,-0.056001496,-0.004507253
BSH2%UPI000396CDDF,0.025627559,-0.046903204,0.019007603,0.0015345402,-0.033797942,0.04094234,-0.052227944,-0.06275949,0.019066798,-0.001522786,0.027096407,-0.014897231,-0.03632236,0.022285629,-0.0063839853
BSH2%UPI0003AD64AE,0.05379189,0.035418037,-0.02308049,-0.014371906,-0.05634732,0.054237414,0.03686615,-0.0003295361,0.055879522,0.054819476,0.05316045,-0.11963034,-0.07963342,-0.056899257,0.024770873
BSH2%UPI000508CF7A,-0.034099452,-0.022051455,0.071064904,0.08762207,0.02624206,-0.05068635,0.09965468,0.07562839,-0.029542908,0.08694265,-0.059808087,-0.04727901,0.048465163,-0.14403552,0.081426665
BSH2%UPI00050FFCF5,0.062291753,0.013327454,-0.05479384,-0.042722106,-0.03865268,0.06834976,-0.016636161,-0.028701076,0.019197088,-0.025087215,0.06053712,-0.015607805,-0.05576773,0.04684504,-0.023644652
BSH2%UPI0005D317A6,-0.0602339,-0.043783564,0.085383065,0.08801764,0.044299908,-0.05239585,-0.00028175043,-0.0063721715,-0.00199166,0.040025428,-0.09602341,-0.010216896,-0.054780114,0.020135941,0.039192244
BSH2%UPI0006BFFEB7,-0.002908391,0.027432708,0.016826758,0.022904824,0.031024626,0.0048650084,0.04131656,0.07820819,-0.025492193,0.06312063,0.03024351,0.022441236,0.023467805,-0.072469994,-0.07784831
BSH2%UPI0006C0EB58,-0.039206713,-0.037899397,-0.045182943,-0.012088719,0.028988257,-0.033798028,0.01360158,-8.437289e-06,-0.031713586,0.0070528793,-0.019440774,0.05147896,0.07356424,0.005574043,0.029836364
BSH2%UPI0006C1ADDE,-0.0062971357,0.011384203,0.053590212,0.059175454,0.028100168,-0.008319752,0.07897146,0.08318059,0.0065591186,-0.010740867,-0.01720762,-0.082546756,-0.05784065,-0.056055818,0.054086547
BSH2%UPI0006C23C60,-0.026611961,0.009509771,0.02227675,0.03395667,0.007932347,-0.02289807,0.05430092,0.017930493,0.022956083,0.11421462,-0.019472793,-0.012386927,0.03209224,-0.036021784,-0.056345172
BSH2%UPI0006C28698,-0.028446132,-0.03292372,-0.03757445,-0.01957109,0.016904838,-0.007676252,0.045100823,-0.0016635683,-0.018720752,0.03596191,0.02449922,0.04840785,0.047038402,0.024980018,-0.04983242
BSH2%UPI0006C45BC8,-0.02465379,-0.06669931,0.00816074,-0.03119072,0.025330065,-0.010867348,-0.06192958,-0.030984266,0.0018269575,0.00051601464,-0.082717374,0.06047913,0.02248155,0.08725518,-0.040250484
BSH2%UPI0006C52F45,-0.036028665,-0.052508846,0.08511507,0.03716369,0.023278795,-0.030242585,0.0039423895,-0.0073880823,-0.03743037,-0.012405739,-0.050175503,0.0030687987,-0.002608302,-0.028693862,0.0173248
BSH2%UPI0006C5C844,-0.000665373,-0.014958232,-0.017074414,-0.029015612,0.008084018,0.009046622,-0.03868185,-0.02706957,0.01997291,-0.035252396,-0.022563191,0.021843832,-0.023492737,0.051999297,-0.075936906
BSH2%UPI0006CAB5AD,-0.005340545,0.03353894,-0.024226068,-0.015627475,-0.003743226,0.005547017,-0.018092457,0.0057288725,-0.06593437,-0.0074838777,0.024416823,0.04442694,0.037953895,0.0498946,-0.030683191
BSH2%UPI0006CABE2C,0.068288475,0.014863113,-0.037023906,-0.043196127,-0.091089666,0.06431564,-0.023665072,-0.08445375,0.13594425,-0.054889604,0.010527321,-0.04732924,-0.056599878,0.044139247,-0.0073445397
BSH2%UPI00082051E1,0.011999402,-0.027338907,0.04095892,0.019747991,-0.0033020568,0.02101486,-0.027499117,-0.09314745,-0.020760832,0.0009144166,0.021230517,0.003593784,0.0014876549,-0.0059972466,-0.06972459
BSH2%UPI00082062C1,0.02783181,-0.01352464,-0.043627754,-0.043652788,-0.032605056,0.017282728,-0.059880603,-0.0072835833,-0.028410017,-0.028101422,0.018123046,0.030219847,0.020061184,0.018615538,-0.023603056
BSH2%UPI000820857A,-0.019151175,-0.036268543,-0.018522946,0.008680179,-0.015805595,-0.02123391,-0.014054086,-0.061651554,0.026025465,-0.0061338786,-0.026687764,0.028776083,0.06034005,0.017688312,-0.001522965
BSH2%UPI000820B778,-0.00240394,-0.005294129,0.011023984,0.034272317,-0.015529104,-0.007447269,0.04876871,-0.0014321923,0.054269955,0.009333058,-0.008155056,-0.017045384,0.0007700242,0.00037406533,0.024799906
BSH2%UPI000821232B,0.024505353,0.06726942,-0.033565186,0.010923591,-0.034073707,0.012713491,0.038349092,0.028081963,-0.06442041,-0.01674585,0.019717095,0.037549872,0.028090708,-0.020415673,0.029769674
BSH2%UPI0008219BA0,-0.048819717,0.0075657205,0.07128487,0.047206864,0.053537287,-0.04032629,-0.015594548,0.07569054,-0.05461958,-0.0661267,-0.051072173,-0.005605862,-0.018689562,-0.054645266,0.028719768
BSH2%UPI000821B1D8,0.04666007,-0.004381512,0.020133441,-0.040197734,-0.048654214,0.06292916,-0.018544042,-0.116017506,0.0081502525,-0.086606696,0.06984928,-0.033671245,-0.054831415,0.044203464,-0.009082627
BSH2%UPI000821FD65,-0.008242971,-0.034667734,0.056244727,0.05801123,0.03575376,-0.007925879,-0.016476499,-0.117582425,-0.010327837,-0.041553892,-0.031107636,0.038725015,-0.0020936197,0.062106196,0.0054215915
BSH2%UPI0008222B5A,0.0062107663,-0.0836898,0.08147135,0.06342731,-0.004203959,-0.004093032,0.06212069,0.05442515,-0.048839636,0.026674297,0.017401798,0.019922689,0.09512844,-0.08891895,-0.0043348833
BSH2%UPI000822F9A5,-0.020924466,0.030407142,0.0696465,0.039448854,0.058828544,-0.032715812,-0.017149191,0.09033465,-0.061308008,0.018627288,-0.020793943,-0.021886222,0.03629938,-0.07856811,0.034014087
BSH2%UPI0008E59C2D,0.019876545,0.010507341,-0.04543285,-0.03029601,0.0024324618,0.03206424,0.016342515,0.009037318,-0.02297198,-0.11270982,0.038408577,0.008725699,0.01126186,0.07566222,-0.030510742
BSH2%UPI00095B7069,0.042569976,-0.020679047,0.0222927,-0.01912982,-0.026590593,0.02770127,-0.0016291897,0.024556143,0.07431787,-0.0032331976,0.04957304,-0.0727852,-0.024339855,-0.07905406,0.02219827
BSH2%UPI000960BD65,0.00041009003,0.003281706,-0.028855357,-0.036411,-0.007634899,-0.001397177,-0.09586982,-0.07381415,0.0055696843,0.015492874,0.01308707,0.035821486,-0.0357049,0.041009482,0.008803027
BSH2%UPI0009611255,-0.033624917,-0.039973896,-0.06816683,0.021379836,0.022015333,-0.030813867,0.11107012,0.10383621,-0.017523743,0.0067463177,0.003059483,0.02362776,0.06496426,-0.067849435,-0.06666093
BSH2%UPI000961A2BF,0.0371228,0.04541882,-0.068025105,-0.013781191,-0.0050631072,0.033835717,-0.0043404256,-0.11386426,0.054020096,-0.014149165,0.030496625,-0.039578337,-0.0433112,0.054753054,0.045539603
BSH2%UPI000965B48B,-0.065697,-0.02236562,0.05521306,0.03176183,0.058083836,-0.06879561,0.045728344,0.049310252,-0.040777877,0.077909544,-0.093167126,0.04599549,0.0474047,0.0052296775,0.050125927
BSH2%UPI0009698BA7,0.039548818,0.06672552,-0.016011622,-0.031648632,-0.063241094,0.019157434,0.03859124,-0.016178457,-0.022272347,0.038387902,0.036238417,0.0025081234,-0.03693019,-0.048245534,-0.0091977315
BSH2%UPI000B38AD3B,0.018093212,0.031997588,-0.04987511,-0.064320095,-0.0033389106,0.007722887,0.006117789,0.022550471,0.015713127,0.06412082,0.012488348,-0.0022348955,-0.0053583444,-0.05097445,-0.04234734
BSH2%UPI000B431D75,-0.0011092783,-0.008957144,-0.021289196,0.004925277,0.011849629,-0.017602965,0.025675112,-0.033180572,-0.017287116,0.015830621,0.005183462,0.06703529,-0.031635262,-0.0109776985,-0.0134288035
BSH2%UPI000D6581CE,0.03183608,-0.05753915,-0.04062508,-0.05892146,-0.03037683,0.01326114,-0.025255313,-0.095264375,0.041788105,-0.023105398,-0.010360538,0.053602204,-0.03027386,0.11702218,-0.081835076
BSH2%UPI000D7A6AEA,-0.020918915,-0.016518937,-0.00741845,0.026658788,0.06430812,-0.0126766,-0.06864608,-0.08241265,-0.061718058,0.040849842,-0.041063815,0.0005961184,-0.0326406,0.06381514,0.06643831
BSH2%UPI000D7ABA35,0.002492049,0.022162087,0.0005937538,0.04356031,0.007658488,-0.005240396,0.084043704,0.012293334,-0.0112315575,0.007116318,-0.0092327725,0.038385108,-0.014914109,-0.0210068,0.0066057406
BSH2%UPI000D7AF0AB,-0.027060041,0.05999011,-0.017176498,-0.014521578,0.013770722,-0.0120998155,-0.07190344,-0.00036136713,0.0115603255,-0.006220605,-0.026854856,-0.01181567,0.025795147,0.040649954,-0.03149303
BSH2%UPI000DF74F5E,0.027526287,-0.11346704,0.0028523603,0.000106413805,-0.029404053,0.01742997,-0.049723182,-0.008660884,0.03623821,0.055902638,0.0021026873,-0.02544003,-0.048349623,0.016760241,-0.014498362
BSH2%UPI000DF7AEC4,-0.012465303,0.022302281,-0.0087093655,0.031645134,0.009845976,0.0026320936,-0.0007629645,-0.06062498,0.0029001916,0.0058069183,-0.020880137,0.0676863,-0.044135828,0.076131225,-0.043081764
BSH2%UPI000DF86417,-0.00060650776,0.009538395,0.041464783,0.032886818,0.01458547,-0.0035662288,0.05962985,0.03584218,-0.017682415,0.09777972,-0.0007722404,-0.000540484,-0.03049235,-0.025403442,-0.04434635
BSH2%UPI000E40484B,0.024199503,0.068872094,-0.009384353,-0.04013804,-0.04733631,0.025262639,-0.027065642,-0.04628725,0.055361733,-0.05730536,0.034839407,-0.010233649,-0.017054506,0.04878043,-0.07176072
BSH2%UPI000E466DA6,-0.022915065,0.0718887,-0.00155457,-0.0018936958,0.036026724,-0.016982283,0.02645542,0.08226486,-0.010452084,0.077915736,-0.00664656,-0.018372256,0.030531352,-0.04783232,0.03732633
BSH2%UPI000E4BF981,0.02857508,0.039110273,-0.024130475,-0.04504893,-0.003562454,0.021940468,-0.061686058,-0.05684774,0.0020267419,-0.0051216763,-0.008736936,0.010385936,-0.0010466434,0.0132684205,0.033790294
BSH2%UPI000E4E4D64,-0.021965088,0.034050856,0.021508172,0.03732718,0.051037505,-0.032546468,0.09340064,0.067410275,-0.03905192,-0.0051560234,0.0106625445,-0.036616586,0.005757943,-0.055021666,0.004957458
BSH2%UPI000E53BC4B,-0.015087992,0.053086992,0.035116293,0.03170001,0.06385942,-0.022928985,-0.10645339,-0.041861642,0.0057954043,-0.091457635,-0.0016681786,0.04083366,-0.010899752,-0.056883287,0.0387282
BSH2%UPI000E53DAEE,-0.038130976,-0.092049405,0.0013646304,0.01719196,0.045913626,-0.047165714,-0.017848026,-0.07397227,-0.050413832,0.03480031,-0.06589175,0.075313896,0.07202198,0.013258841,0.03925784
BSH2%UPI000E7D8CB5,0.022614608,0.035095125,0.017355971,-0.017705075,-0.041058663,0.028302323,0.030311136,0.009980812,-0.0047205733,0.0067819403,0.022005433,-0.010922347,-0.08665659,0.00975424,0.07875548
BSH2%UPI000E80FD85,-0.04868598,-0.051444225,0.056092218,0.049233433,0.049625937,-0.06435623,0.072207704,0.06773051,-0.045660518,-0.023813875,-0.09015478,0.0012403649,0.027613986,-0.061198626,0.094487496
BSH2%UPI000E8B2418,0.035792995,0.04381894,-0.045344852,-0.041685715,-0.046909202,0.03262072,-0.06184438,-0.045649875,-0.0075239744,-0.007181513,0.043041524,0.012899481,0.017856898,0.01827231,0.05992516
BSH2%UPI000E8E16B0,0.018880429,-0.021696102,-0.07389594,-0.045274235,-0.01822861,0.0129413465,0.028080072,0.0033547624,0.059678473,0.01212814,-0.0031699121,0.0022661567,-0.0062534157,0.030572498,-0.06243328
BSH2%UPI000E91045C,0.0054812897,0.0066274535,-0.02195646,-0.040348783,-0.011557307,0.015628586,0.007948575,0.0092652375,0.023369959,0.052725304,0.01329007,0.009444178,-0.02419311,0.04453237,-0.015370344
BSH2%UPI000EC98B2C,-0.038611468,-0.055369984,0.040461607,0.07023733,0.068796985,-0.038414888,0.0613107,0.049434077,-0.024151828,0.0966259,-0.005953374,-0.028491009,-0.030518884,-0.056669798,0.027327325
BSH2%UPI000ECC9F84,0.00042939864,-0.02483602,0.018065201,-0.0036690617,0.013573558,-0.0004308411,-0.029914103,-0.011550614,-0.018589921,-0.005998727,-0.0030049882,0.05036501,-0.01690395,0.01980532,0.026393805
BSH2%UPI000EE4CDBB,-0.031427734,-0.027779061,-0.09035115,-0.0624984,-0.0020769543,-0.013826788,-0.02210235,-0.0064639254,-0.0076827686,-0.009030413,-0.01582678,0.057337236,0.047159743,0.047887735,-0.055090666
BSH3%UPI000156F498,-0.029981922,0.021046305,0.0375082,0.03464621,0.034873962,-0.014672055,0.015303945,0.026550617,0.008981304,0.014775404,0.0018256399,-0.042469632,0.012750592,-0.0289151,-0.026669746
BSH3%UPI00016547A5,0.11734615,0.032298848,-0.024952337,-0.028497824,-0.08783993,0.09926711,-0.03842081,-0.008958425,0.1010469,-0.05528661,0.10869182,-0.059584104,-0.041533552,-0.0072481777,0.0042788126
BSH3%UPI00017EF3F1,0.024589164,-0.0071306187,0.020844296,0.0067668445,-0.008383739,0.027192391,0.01462766,0.0053298054,-0.0047841477,0.0018119763,0.07153316,-0.053901695,-0.022091502,-0.063872665,-0.013788495
BSH3%UPI0001A5F983,-0.091959044,-0.054434713,-0.0045853504,-0.02504914,0.049026545,-0.09946421,0.061540246,0.050041374,-0.045341335,0.08091197,-0.090012625,0.09980584,0.038282108,0.00889847,-0.037582427
BSH3%UPI00033CE23D,-0.001495796,0.0353675,0.037423506,0.06915429,0.026683168,-0.018459557,0.013592691,-0.00590916,-0.0978678,0.004250015,0.009600129,0.022126853,0.035893023,-0.043711632,0.0352963
BSH3%UPI00035F5DCE,-0.06826167,-0.05557062,0.024306742,0.03266989,0.03258681,-0.070159666,0.005752729,-0.007569784,-0.04369886,0.03666611,-0.05849321,0.07239213,0.062012542,0.014551777,0.016949864
BSH3%UPI0004DA32C0,-0.014391651,-0.03809477,0.042708017,0.050321173,0.034711793,-0.024384521,-0.0029959818,0.008885068,-0.018304048,0.025818927,-0.03756397,0.010864922,0.0135810245,-0.019392833,0.026223205
BSH3%UPI0005420AB0,-0.0020482708,0.014760188,-0.0025696186,-0.022653945,-0.009935946,-0.0020783085,-0.002420877,0.0030142441,-0.025176166,0.035826027,-0.005709923,0.03431186,0.023943212,-0.025516655,0.0031304916
BSH3%UPI00080CB216,0.021169674,0.051173735,-0.01742264,0.027493846,-0.039603174,-0.0032250034,0.049708713,0.025352197,-0.022455726,0.049708083,-0.014879964,0.008667747,0.00018535495,-0.048179917,0.030771725
BSH3%UPI000E555DC1,-0.034010626,-0.015034919,0.01877731,0.009819702,0.0132322945,-0.0006276076,0.008962032,-0.025321614,-0.03206382,0.019424554,-0.029948149,-0.016952379,0.027839726,0.030383091,-0.036682524
BSH3%UPI000EF23C17,-0.0899265,-0.057498235,0.0074362485,0.02107546,0.01955469,-0.067856684,-0.016746677,-0.05714324,-0.025832022,0.050902292,-0.07513751,0.06808233,-0.01970821,0.031087117,0.05975895
BSH4%UPI000463D8BF,0.01227022,-0.03618898,-0.009805569,-0.018215258,0.019098409,0.0010861278,-0.091168076,-0.013798451,-0.035645973,0.01168013,0.032529816,0.028335113,-0.03718889,0.06591164,-0.011630459
BSH4%UPI000822CCAE,0.05170667,0.0045591015,0.020131528,-0.011447476,-0.0275847,0.04799542,-0.017762495,-0.0074494616,0.052037314,-0.011198971,0.0542617,-0.10987687,-0.08101132,-0.022117272,0.014790732
BSH4%UPI000B375707,-0.01639626,-0.039493084,0.010306586,0.015596442,0.06922448,-0.014585296,-0.010754904,-0.016409673,-0.035455603,-0.016234823,0.00610655,-0.0013362453,-0.015998175,0.00080953195,-0.014227802
BSH4%UPI000E54B9B5,-0.014978885,0.030364942,-0.03893776,0.005694606,0.00079040125,-0.018307164,0.07007996,0.034683414,0.012023382,0.004959258,0.0078133205,0.013500188,0.060838018,-0.045366105,0.04887699
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,0.027046517,0.020884873,0.0025081818,-0.03428299,-0.033161744,0.033429593,-0.029295867,0.0012655166,-0.006589609,-0.0024746761,0.0169294,-0.010082901,-0.04757505,-0.0014732963,0.016959473
BaiA%SRR5558193_bin_68_NNEAJJHP_00384__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,-0.026751341,-0.0053843204,0.036224805,0.04367359,0.044347424,-0.040498205,0.009793404,0.023366116,-0.051105533,0.041418247,-0.031784844,0.044365343,0.06835891,-0.048854265,0.00523654
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,0.058593404,-0.0027383282,-0.037523247,-0.07064092,-0.068437,0.05989315,-0.034225024,-0.10186872,0.061677333,0.02618062,0.041884504,-0.059466816,-0.06286808,0.0040911282,0.0017781038
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,0.021250067,0.021743834,-0.021706877,-0.036735035,-0.0009859239,0.02810542,-0.039360154,-0.025839854,0.004994359,-0.052968122,0.0050402703,-0.019858614,-0.04670053,0.050694995,-0.02636752
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,-0.006673128,-0.036016718,0.06023771,0.08453958,0.057827145,-0.009298126,-0.011370104,0.0056883316,-0.011498251,0.017675968,-0.01715484,-0.010863831,-0.0024924802,-0.039638482,-0.0064379666
BaiB%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01958__Bile_acid-coenzyme_A_ligase,0.041083302,0.05585132,-0.03879785,-0.034844406,-0.033178926,0.036539983,-0.002570079,0.04136168,0.044583093,0.0351786,0.029760497,-0.08231271,-0.014897606,-0.03613445,-0.02342792
BaiB%SRR2992899_bin_23_LIJELFFN_00493__Bile_acid-coenzyme_A_ligase,-0.015594671,-0.03708016,-0.04316576,-0.006085698,0.011251386,-0.0143512,0.020710371,0.029574882,-0.028214078,0.028011728,-0.013601008,0.04068349,0.03531348,0.023410833,-0.040480446
BaiB%WP_286151641_1_bile_acid--CoA_ligase_BaiB__Sporofaciens_musculi_,0.009592784,0.036713663,-0.023783179,-0.00510739,-0.035447754,0.011145207,-0.010258568,-0.08640339,0.06830004,0.03756146,-0.0034873495,-0.027875679,0.02786868,0.027135558,0.011198398
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,0.056157522,-0.0044470574,-0.018671446,-0.03347486,-0.048940964,0.0561908,-0.051171165,-0.065157026,0.04161766,-0.022215918,0.035582643,-0.017982647,-0.081647374,0.040686727,-0.0064030928
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,0.028862445,0.06447881,-0.061985753,-0.080883525,-0.040141094,0.060217485,-0.063716695,-0.04571523,0.03807993,-0.10259084,0.050678514,-0.015418043,-0.030693788,0.11181594,-0.03480565
BaiCD%HIT29267_1_FAD-dependent_oxidoreductase__Candidatus_Scatomorpha_stercoravium_,0.02092904,0.040229853,-0.0030307295,0.003656325,-0.030464614,0.025793104,-0.008566909,0.015208941,-0.026249895,-0.0020424153,0.028895821,-0.019828983,-0.051599964,-0.022139998,0.011755484
BaiCD%MCI8583944_1_FAD-dependent_oxidoreductase__Dorea_sp__,-0.044367585,-0.0018780758,-0.03120615,-0.007028571,0.035700183,-0.039841175,0.050320555,0.09636637,0.0035967,0.020411227,-0.036561117,0.0054127043,-0.004397383,-0.028935645,-0.042695217
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,0.058016963,0.049594928,-0.041671667,-0.055920195,-0.08342199,0.07027784,-0.030336982,-0.014334876,0.0754292,-0.037816383,0.052932046,-0.08461778,-0.016941614,-0.007600683,-0.04112736
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,-0.0050831293,-0.035960082,0.018156078,0.015503367,0.018652922,-0.00069577515,0.02042203,0.07378527,-0.042405237,0.0872083,0.033902448,-0.02068713,0.049139503,-0.05673025,0.044785332
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,-0.0030398525,-0.013327111,0.008758125,0.0018086821,0.017420985,0.010552829,-0.04447858,-0.03056777,-0.0064582904,-0.045156587,-0.0034349177,-0.009824823,-0.020150091,0.046563707,-0.014064064
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,0.046064183,0.009330306,-0.0065822457,-0.024388243,-0.033559702,0.049005996,-0.033639956,-0.026203642,0.058719084,-0.016696664,0.024353787,-0.04148645,-0.029784052,0.0358882,-0.012419746
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,0.024834536,0.034106154,0.048490535,0.003758469,-0.028802788,0.040629946,0.0015548951,0.030316737,0.029765341,-0.050984725,0.026839523,-0.09335065,0.042409442,-0.057562917,-0.00433827
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,-0.019781772,-0.01636146,0.033276957,0.073328264,0.032697868,-0.017185494,-0.0020564015,0.0004226771,-0.034370895,0.017510531,0.006575724,-0.046123423,0.050485495,-0.06887488,0.06739278
