Sample,3oxoDCA,3oxoLCA,7oxoDCA,Ala_DCA,Asn_CA,Asn_DCA,Asp_CA,Asp_DCA,CA,CDCA,DCA,GDCA,GLCA,GUDCA,Gln_CA,Glu_CA,Glu_CDCA,Glu_DCA,LCA,Phe_CA,Phe_CDCA,Phe_DCA,TCDCA,TDCA,TLCA,Thr_CA,Thr_DCA,Trp_CA,Trp_DCA,Tyr_CA,UDCA,isoCA_aMCA,isoLCA
BSH3%UPI000EF23C17,-0.06096333,0.29159147,-0.9658673,0.8445084,0.09155274,1.0,1.0,1.0,-1.0,-0.44537675,-0.04001957,-1.0,-1.0,-1.0,-0.09303709,0.9957007,1.0,1.0,-0.11438406,0.5864154,-1.0,1.0,-1.0,-1.0,-1.0,0.83220315,1.0,-0.23903687,1.0,0.5031188,-1.0,0.38546506,0.4142298
BSH3%UPI000F9DAF5F,-0.49036813,-0.71182656,1.0,-0.036928415,-0.5390506,-1.0,-1.0,0.047742803,1.0,1.0,0.5718572,1.0,0.67887884,1.0,-0.9721519,-0.46232286,-1.0,-0.5727762,0.015426375,-1.0,-1.0,-0.97325575,1.0,1.0,0.60033745,-0.9085803,-1.0,-1.0,-0.6826645,-0.9107898,0.14093158,1.0,-0.6238358
BSH4%UPI0001653940,-1.0,-1.0,1.0,-0.6619181,1.0,1.0,1.0,-1.0,0.7075739,0.7299384,-1.0,-1.0,-1.0,-0.688047,1.0,1.0,1.0,-1.0,-1.0,0.92744935,1.0,-1.0,1.0,-1.0,-0.83847874,1.0,-1.0,1.0,-1.0,0.14223187,-1.0,0.3517025,-1.0
BSH4%UPI0001E65842,0.29258543,0.34377775,-0.8063804,1.0,-1.0,0.6160276,-0.24127784,1.0,-0.87269765,-0.15524428,0.013103711,1.0,1.0,0.6246884,-1.0,-0.12073899,-0.17414805,1.0,0.12905896,-0.6925947,-1.0,1.0,0.469352,1.0,0.7886717,-1.0,0.055446364,-1.0,0.47461146,-1.0,-0.37430522,-0.3432877,0.5151346
BSH4%UPI0001FAB233,0.49830368,0.5497479,-0.92374486,0.38445985,-0.41238606,1.0,-1.0,0.81217384,-0.07048184,0.25496343,1.0,1.0,0.47840753,-0.71499795,0.72564507,-1.0,-1.0,-0.04130264,1.0,-1.0,-1.0,0.1394439,0.80788034,1.0,0.749549,-1.0,1.0,-1.0,0.3306993,-1.0,-1.0,-0.8478519,0.5339745
BSH4%UPI00033C4A83,-0.39609575,-0.402563,-0.7217603,0.37715793,-0.6540107,-0.070835724,-0.3113359,0.3796375,-0.15451993,0.32140064,0.10182923,0.41740954,-0.25142893,-0.5051658,0.47734126,0.08349194,-0.14815663,0.64022243,-0.03346701,-0.21951054,-0.5728934,0.42258978,0.09029622,1.0,1.0,-0.13565117,-0.0204546,0.021415418,-0.08099775,0.13663673,-1.0,0.38671872,-0.45160866
BSH4%UPI00033DD6E6,-0.2204004,-0.38146746,0.23572624,0.98427993,-0.18806604,-1.0,-0.43604338,0.45906997,-0.32639068,-1.0,0.3276807,1.0,1.0,0.5277406,-0.24382593,-0.18991555,-0.2781424,0.62760633,0.06863124,-0.8666594,0.75385493,0.5573246,-0.07774509,0.44831452,0.47583768,-0.3341374,0.24743001,-1.0,-0.0315654,-0.40665367,-0.13061847,-0.013708182,-0.29066357
BSH4%UPI000463D8BF,-0.23280866,-0.1491955,0.13516963,-0.35707244,0.2524693,-0.3347515,0.8633583,0.15580721,-0.07971767,0.31817588,-0.46432185,-0.53280747,0.0797584,0.37411767,0.9529491,0.9215303,0.4562759,-0.109904334,-0.6537386,-1.0,-1.0,-0.7142289,-0.32475823,0.52653193,0.7473932,0.34281117,-0.10800566,0.19642736,-0.4087731,0.46752477,-0.06284591,0.38138843,-0.12876932
BSH4%UPI0006BEFACE,0.3538057,0.122984886,-0.82133734,1.0,-1.0,0.040688694,-1.0,0.75279355,-1.0,-0.59953386,1.0,1.0,0.46783465,-0.7100589,-0.3781872,-0.81542796,-0.9565778,0.6673218,0.8870889,-1.0,-1.0,0.97776014,-0.077501446,1.0,0.6381483,-1.0,1.0,-1.0,0.01931076,-0.48127788,-0.4377426,0.11315939,0.13065043
BSH4%UPI0006C4E127,1.0,1.0,-1.0,1.0,-1.0,0.1484375,-1.0,0.708454,-1.0,-0.8111166,0.8431204,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.5597604,1.0,-0.81550586,0.20628169,1.0,-0.83487576,0.2582862,1.0,-1.0,0.37908447,-1.0,1.0,-1.0,-0.15518147,-1.0,1.0
BSH4%UPI000822CCAE,1.0,1.0,-1.0,1.0,-1.0,-0.17048861,-0.67115915,1.0,-1.0,0.24664764,0.58087665,0.69974893,-0.1491805,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.47784454,0.533735,1.0,-1.0,0.0040851096,-1.0,1.0,-1.0,0.32271814,-1.0,1.0
BSH4%UPI0008CBCA16,-1.0,-1.0,1.0,-0.30738357,0.65419775,1.0,0.8759276,-0.08011177,1.0,0.6704555,-0.54719484,-0.61789966,-0.51451766,0.021327054,0.810787,1.0,1.0,-0.6490671,-1.0,0.81481063,1.0,-1.0,0.9231381,-0.02753794,-1.0,0.7721466,-0.48057252,-1.0,-0.81870764,0.76544315,-0.1402802,1.0,-1.0
BSH4%UPI000B374259,-0.236299,0.050962593,-0.9967611,0.21299377,-0.008562584,-1.0,0.39547193,-0.3495899,-0.52274376,-0.9381849,0.15749292,0.43820775,1.0,-0.15297478,0.299897,0.04145596,-0.52230096,0.07720787,0.19919123,-0.08386876,0.2064622,-0.8998935,0.7207972,1.0,1.0,-0.13125855,-0.90923816,0.6125249,-0.14872302,0.147859,-1.0,-0.6137518,-0.015810484
BSH4%UPI000D27EFA9,1.0,1.0,-1.0,1.0,-1.0,-0.13282685,-1.0,1.0,-1.0,-0.3519431,0.7315275,0.23388326,-0.5927517,-0.7885459,-0.80062824,-1.0,-0.8086816,1.0,1.0,-1.0,-1.0,1.0,-0.3416428,1.0,0.8718438,-0.94211274,1.0,-1.0,1.0,-1.0,-1.0,-0.6399932,1.0
BSH4%UPI000D7B199F,-0.60242814,-0.5565825,0.85191363,-0.5377847,1.0,0.79313505,1.0,-0.85147697,0.6181051,0.4006535,-1.0,-1.0,-1.0,0.17812133,0.610163,0.3935255,0.65488446,-1.0,-1.0,1.0,1.0,-0.2763825,0.34303978,-0.84460354,-0.25090468,1.0,-0.31000346,1.0,-0.8875127,1.0,0.358131,-0.6106427,-0.6430307
BSH4%UPI000E447F2E,1.0,0.815081,0.052391138,-0.62153935,-0.9063339,-0.3280717,-0.9697699,0.27332312,-0.52263224,-0.15113515,1.0,1.0,-0.43543035,-0.71569467,-1.0,-0.21453762,-0.3429156,0.653864,0.9697784,-1.0,-0.9863805,-0.2562534,0.80680996,1.0,1.0,-1.0,-0.7616981,-0.94802475,-0.42182848,-1.0,-0.16274862,0.08263571,0.6887421
BSH4%UPI000E54B9B5,-0.5490359,-0.37461948,0.5291752,-0.017632565,-1.0,-1.0,-1.0,1.0,0.849653,1.0,0.8139047,1.0,0.4111785,1.0,-1.0,-0.32371643,-0.76317644,0.9847726,0.5725396,-1.0,-1.0,0.56520724,0.9084137,1.0,1.0,-1.0,0.47993687,-1.0,-0.63440835,-1.0,-0.03867573,0.36387098,0.28072286
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,0.4139332,0.6510914,-0.98394555,0.80424947,-0.85275245,1.0,-0.04919371,1.0,-1.0,-0.9832065,0.68599623,-0.69882464,-0.38778594,-1.0,-0.68966544,-0.2759857,-0.33143255,1.0,0.8463352,-1.0,-1.0,1.0,-1.0,0.1830026,0.86273986,-0.20368667,1.0,-0.08077425,1.0,-0.9659579,-0.28993475,-0.6143142,0.7530584
BaiA%SRR3992974_bin_8_EOPEKEED_01051__3-oxoacyl-_acyl-carrier-protein__reductase_FabG,-0.38560784,-0.33075893,0.7579184,-0.43904158,0.18985914,0.24177897,0.24488094,-1.0,0.6660598,1.0,-0.33468482,0.20658673,0.103800416,0.85617006,0.31984392,-0.36662352,-0.15416808,-1.0,-0.3756661,-0.6088345,-0.47376925,-1.0,1.0,0.52578366,0.7907117,0.5068262,-1.0,0.73722535,-1.0,0.7899326,0.25610843,-0.37652174,-0.38201421
BaiA%SRR5558193_bin_68_NNEAJJHP_00384__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,0.21755639,0.23550227,-1.0,0.96620107,0.35945207,-0.46463835,0.28279367,-0.024423067,-0.37334833,-0.6030561,0.3996489,0.331163,0.3379188,-0.62474424,0.5565074,-0.4415612,-0.18087234,-0.40489784,0.33328435,-0.07345434,0.6530323,0.27139235,-0.01540594,0.07767449,-0.39217433,-0.03339706,0.735776,-0.27224666,0.23402515,-0.018240724,-0.4019812,-0.34717152,0.023161013
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,0.3273624,0.7275927,-0.61537075,1.0,-1.0,1.0,-1.0,1.0,-0.5955915,0.06654694,0.8066905,1.0,1.0,0.13632368,-1.0,-1.0,-1.0,1.0,0.9955516,-1.0,-1.0,1.0,0.35205224,0.96958363,0.9100973,-1.0,1.0,-1.0,0.32770896,-1.0,-0.64376974,-1.0,0.98387223
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,0.12087043,0.4413517,-0.78400487,0.78140146,0.002432486,0.14761299,-0.9317038,0.23186634,-0.58440024,-0.5337798,0.80552256,0.6936172,0.25383842,-0.4415999,-0.7057389,-0.28436565,-0.31501213,0.28850803,0.835118,-0.6156685,-0.2767908,-0.23744568,0.03962239,0.89954793,1.0,0.13645457,0.34368858,-1.0,-0.5701773,-0.8565645,-0.36385262,-0.11721415,0.30808705
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,0.44165853,-0.25519645,0.59929264,-0.5869823,0.89435285,0.19129394,0.8585106,-0.62907165,-0.15489866,-0.12409585,-0.6915164,-1.0,-0.98305595,0.4228299,0.41899887,0.6287959,0.6334014,0.12353975,-0.5529195,1.0,0.66746575,-0.469772,-0.46462038,-1.0,-1.0,0.9561252,0.6765018,1.0,-0.6135729,0.6887233,1.0,0.13561904,-0.03354726
BaiB%LiJ_2014__V1_FI04__bin_94_fa_MJMNNJHI_01032__Bile_acid-coenzyme_A_ligase,-0.43203667,-0.031558666,-1.0,-1.0,0.51153994,0.26141515,0.3971833,-0.13356546,-0.2656483,-0.2882933,-0.21405806,-0.8581834,0.30150214,-0.7659895,0.38981512,0.60128343,0.71871793,0.10736593,-0.18648914,0.9356174,1.0,0.6278448,-0.0013794467,-0.22968625,0.8248891,-0.07594599,-1.0,0.31400394,0.7108643,0.2037773,-0.7107181,-0.120615646,-0.15535341
BaiB%MDY5565236_1_bile_acid--CoA_ligase_BaiB__Candidatus_Limivicinus_sp__,-0.27045682,-0.28765923,0.5204873,-0.09594752,0.09491853,0.6427712,0.52552617,-1.0,0.5560407,1.0,-0.13285747,-0.6222161,-1.0,0.12291119,-0.4524497,0.024996297,0.1320046,-0.18184966,-0.20328528,1.0,1.0,0.53572935,-0.4480911,-0.56046605,-0.6829152,-0.0014132572,0.23666447,-0.54947567,-0.24725017,0.049057856,0.38824168,-0.31154913,-0.2317844
BaiB%SRR2992899_bin_23_LIJELFFN_00493__Bile_acid-coenzyme_A_ligase,-0.20723675,-0.17453644,-0.0074284608,-0.29057127,0.60808086,0.5811794,0.35327098,-0.74314904,-0.0699282,-0.094032966,-0.19708186,-0.47211748,-0.11082911,0.6321364,0.27239263,0.21101548,0.34734783,-0.46777338,-0.19857606,0.72257686,0.67305523,-0.49686873,0.108058706,-0.65050244,-0.28147286,0.60103834,-0.8853706,0.52791333,-0.13632447,0.61947787,0.7269519,-0.84243494,-0.15948448
BaiB%WP_286151641_1_bile_acid--CoA_ligase_BaiB__Sporofaciens_musculi_,-0.4885924,-0.47609022,0.10254261,0.17918876,0.38556784,-0.48203042,0.41732824,0.20531341,-0.05543198,-0.67529976,-0.18900993,0.35035864,0.43434832,0.82978773,0.1807273,0.6871239,0.5876304,0.05869179,-0.44956812,1.0,0.35373572,0.34693366,-0.4407511,0.49246225,-0.11903282,0.23119408,-0.5799152,-1.0,-1.0,-0.24143912,-0.55640256,0.46199447,-0.47739667
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,-0.21896645,0.09548873,-0.9923547,0.4534918,-0.54957014,1.0,-0.090235904,0.45477495,-0.8384447,-0.7009234,0.6893092,0.6950564,-0.54122937,-0.7402377,-0.60761464,0.21848024,-0.59414417,1.0,0.6742423,-0.7140241,-0.8118534,0.63676256,-0.49405327,1.0,1.0,-0.13266689,1.0,-0.10112539,0.21105315,-0.49597543,-1.0,-0.5970897,0.23849845
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,0.33605385,0.609229,-0.82719034,1.0,-0.7872653,1.0,0.07536351,0.33391595,-0.5260041,-0.83576864,0.5261129,0.39158666,0.3489964,-1.0,-0.83532983,0.06877,-0.097392306,0.5197554,0.6285865,-0.118251845,-0.8777365,0.4968399,-0.7408197,0.8244967,-0.16940688,-0.3795984,1.0,-0.0021478282,-0.015307128,-0.5398963,-0.6866148,-0.109005466,0.34367818
BaiCD%CosteaPI_2017__SID713A014-11-0-0__bin_55_fa_OLFEPFFO_00187__NADH_oxidase,-0.972063,-0.9669699,0.23829505,-0.52482945,0.9869796,0.3436409,1.0,-1.0,0.116940305,0.5223822,-0.6694613,-1.0,-0.8835841,-0.24247669,0.8389481,0.86560285,1.0,-0.77553827,-0.8505695,1.0,1.0,-0.08118532,0.1068791,-0.1090031,0.017707687,1.0,0.39792606,0.6557628,-1.0,1.0,-0.43102944,0.027250735,-1.0
BaiCD%HIT29267_1_FAD-dependent_oxidoreductase__Candidatus_Scatomorpha_stercoravium_,0.35152796,0.30534434,-0.40667465,0.031871036,0.66670597,0.27944335,0.51632845,0.1935857,-0.4634972,-0.3704187,0.24118303,-0.67348963,-0.5105862,-0.9277442,0.35781756,0.10122313,-0.17765766,0.49191368,0.18330176,0.09852904,0.48378026,0.32367224,-0.9209449,-0.71080244,-0.92157733,0.55235714,0.4199454,0.92211,0.43990546,0.5603128,-0.07190544,-0.41037875,0.096085735
BaiCD%MCI8583944_1_FAD-dependent_oxidoreductase__Dorea_sp__,-0.95190936,-1.0,1.0,-0.75552684,0.32166037,-0.6299936,1.0,-1.0,0.9496457,0.59404147,-0.48320323,0.2842948,-0.65798134,1.0,0.014834502,1.0,1.0,-0.7219232,-1.0,1.0,0.2729871,-0.87952924,-0.028109258,-0.6576321,-1.0,0.9428277,-0.33171117,-0.20075566,-1.0,0.8414668,0.20294389,1.0,-1.0
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,1.0,1.0,-1.0,1.0,-1.0,-0.5308539,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.32658496,-1.0,-1.0,-1.0,1.0,1.0,-0.7263511,-0.006699904,1.0,-1.0,0.08519295,0.8829674,-1.0,1.0,-1.0,0.99606127,-1.0,-0.6992343,-0.8255555,1.0
BaiCD%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00368__NADH_oxidase,0.94163185,0.585562,-0.618974,0.5567427,-0.019827407,0.7089012,-0.26349223,1.0,-1.0,-1.0,0.76108205,-0.11467091,-0.6006079,-1.0,0.4293668,-0.23431896,-0.8251562,1.0,0.59407413,-0.2826829,-1.0,0.8188538,-1.0,0.69639325,-0.6575159,-0.4208253,1.0,0.7853834,1.0,-0.30536044,1.0,-1.0,0.7439979
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,-1.0,-1.0,1.0,-0.34998143,1.0,0.87119955,1.0,0.16046907,1.0,0.7202254,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.59169596,-1.0,1.0,0.09360429,-0.7216829,-1.0,-1.0,-1.0,1.0,0.6334916,1.0,0.8311205,0.51578116,0.79014766,1.0,-1.0
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,0.005541477,0.18342516,-0.62570876,0.7218024,-0.3766038,0.2767506,-0.90322715,0.6195946,-0.95583147,-0.66445345,0.5665587,0.79189247,0.46098676,-0.4623108,-0.061589465,-0.9268911,-0.36022547,0.6260261,0.7045722,-0.41941947,0.18895864,1.0,-0.690998,0.3391478,0.15249665,-0.3712884,1.0,-0.580527,0.34570903,-0.80233306,-0.54557806,-0.9468217,0.4995491
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,0.20827872,0.4450735,-1.0,0.39787048,-0.48716477,1.0,-0.65620726,0.6771896,-0.80835164,-0.75094014,0.730531,0.8374537,0.4328488,-0.16805096,-0.3845364,-0.5135955,-0.6928801,1.0,0.86380965,-1.0,-1.0,0.10140379,-0.06687123,1.0,1.0,-0.52995473,0.9651653,-0.5237976,0.24162568,-1.0,-0.89320135,-0.6136293,0.45031694
BaiCD%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_2937,-1.0,-1.0,1.0,-0.18884268,-1.0,0.9603151,-0.73653686,-1.0,1.0,1.0,-1.0,-0.7765125,-0.9701,0.23989312,0.8765343,0.86763346,-0.19398205,-1.0,-1.0,1.0,0.35873893,-0.93464655,1.0,0.5040257,1.0,-0.013566337,0.72129864,1.0,0.49630982,1.0,-0.36548135,0.28216934,-1.0
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,0.36405426,0.31759387,-1.0,1.0,-0.5215447,-0.1093549,0.3066454,-0.112679586,-0.46887225,-0.5645219,0.030272366,0.883519,-0.010798985,-0.49863312,-1.0,-0.19385701,-0.83644605,0.26716653,0.20467982,0.4007881,0.39421988,0.5627511,-0.26471683,0.42074823,-0.1548605,0.05820706,0.2854603,0.7158468,0.37049052,-0.05216869,-1.0,0.26933315,0.09254875
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,0.004377931,0.026936108,0.1925798,-0.5025474,-0.07527833,0.20385817,0.035964537,-0.75058585,0.06832285,0.32040042,0.067945704,-0.46354795,0.016940596,0.51853764,-0.13742115,-0.053432465,-0.0116540035,0.07557308,0.019433795,-0.012913257,0.3578327,-0.28507528,-0.041382227,-0.5925581,-0.3695264,-0.07136778,-0.01757572,0.2728291,0.12231607,0.38426745,1.0,-0.465266,0.1712549
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,0.42909163,0.18402229,-0.63802946,0.32231018,0.34656012,-0.36657158,0.60624814,-0.46127522,-0.066989414,-0.4180846,0.019097885,-0.18101592,0.14708649,-0.23350415,0.3080808,-0.000758944,-0.34024474,-0.29793346,-0.042564224,0.6559899,0.0423752,-0.54098374,-0.4282894,-0.03744357,-1.0,0.28052115,0.0949021,0.6930762,0.06990214,0.6937308,0.298438,0.34882635,-0.07265967
BaiE%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3079,-0.09888463,0.18537246,-0.8748527,0.55533785,0.060472015,0.77229977,-0.24212606,0.24409266,-0.94891965,-0.7982206,0.062678725,0.052375954,0.14452958,-0.96252066,0.017486176,0.0706172,0.0002161901,0.56955934,0.2994289,0.2617023,0.3666544,1.0,-1.0,-0.3216112,0.53201795,0.2021039,1.0,0.5202149,0.5471709,-0.563367,-0.7036505,-0.25156668,0.25655508
BaiE%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_166,-0.15212676,0.21913491,-1.0,1.0,-0.651121,1.0,-0.4983052,1.0,-1.0,-0.78816336,0.056218803,0.69361275,0.21064074,-0.4524177,-0.48549432,-0.64904046,-0.6472916,0.76230943,0.06280217,-0.21511333,-1.0,1.0,0.10298524,1.0,1.0,-0.9191739,1.0,-1.0,0.23757897,-0.717231,-1.0,-1.0,0.1832291
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,0.8035542,1.0,-1.0,1.0,-0.63273716,0.7973733,-0.9175925,0.6339531,-1.0,-1.0,0.28408793,0.5630769,0.7169704,-0.3488702,-0.43478292,-1.0,-0.81182355,0.33859795,0.62334716,-0.5088298,-1.0,0.962163,-0.06078066,0.6629406,0.83332914,-0.47320312,1.0,-0.09484959,0.9367859,-0.34131965,-0.02270336,-1.0,0.9171651
BaiF%ERR688512_bin_36_KMFCMBJN_00514__Bile_acid-CoA_transferase,0.08639039,0.18202254,-1.0,1.0,-0.993289,0.31334895,-0.83887106,0.49789587,-1.0,-1.0,0.58980995,1.0,1.0,-0.047828708,-0.036213234,-0.69342643,-1.0,1.0,0.7019722,-0.658235,-0.5540272,1.0,-0.4805069,0.39710888,1.0,-0.4207438,1.0,-0.48024353,0.7355561,-0.33571202,-1.0,-0.9003673,0.4148951
BaiF%KarlssonFH_2013__S54__bin_27_fa_BBGPADBL_00031__Bile_acid-CoA_transferase,0.4373188,0.4429648,0.3188894,0.3299526,0.384518,1.0,-0.568915,0.36951292,0.41302487,0.69030946,-0.018794598,-0.4682905,0.13206679,0.5728803,0.36437792,-0.23794909,-0.042195626,-0.70947194,0.062384095,-0.09919125,-1.0,-1.0,0.47859412,-0.4292468,0.010498891,-0.03754744,-1.0,0.03803491,0.21971437,-0.11264351,0.53188616,-1.0,0.34628573
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,1.0,1.0,-1.0,1.0,-0.825876,0.30366233,-0.80235004,1.0,-1.0,-1.0,1.0,0.6951737,1.0,-1.0,-0.7938429,-1.0,-0.81575507,1.0,1.0,-1.0,-0.86322063,0.9605851,-1.0,0.20585121,0.4775838,-0.7737445,1.0,-1.0,0.684761,-0.70031476,-0.4936156,-1.0,1.0
BaiF%LiJ_2014__V1_FI37__bin_39_fa_IHFOFLIJ_00762__L-carnitine_CoA-transferase,0.2342861,0.29309028,-0.47080985,-0.4064419,0.79957265,-0.4275498,0.29780573,-0.7268578,-0.12790719,-0.10666841,-0.008532606,-0.5602819,0.16724579,-0.2621184,0.48513702,-0.2479685,-0.076918386,-0.53126997,0.04438463,-0.022717413,-0.35671154,-0.87161833,0.09685315,0.18338975,-0.04175344,0.4300022,-0.056499545,0.9419933,0.30490234,0.23193386,0.7613196,-0.22394922,0.17213011
BaiF%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01956__Bile_acid-CoA_transferase,-0.0035986763,0.07931364,1.0,-0.8732099,-0.59401834,0.92171764,-1.0,-0.807174,0.32984504,0.56874603,0.820042,0.2526928,0.2508324,-0.18753554,-0.90581566,-0.26218966,0.51188827,-0.68335253,0.40635204,-0.09251091,0.263099,0.26420817,-0.6234624,0.43064842,-0.1735357,-0.77793074,-0.06032075,-0.4091631,0.11791341,0.42815354,0.6281471,0.6370769,-0.22419624
BaiF%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00373__Bile_acid-CoA_transferase,0.4574604,0.25469914,0.18719518,0.38413346,-0.67715156,1.0,-0.0259638,0.16532387,0.10339064,0.21892461,0.3602366,-0.38923368,-0.011920738,-0.32140636,0.4553432,-0.4078742,0.033125397,-0.04695417,0.33959064,-0.024258476,-0.066128395,-0.66085434,-0.5178243,-0.4975582,-0.8528552,-0.5213171,1.0,-0.03428342,-0.36089277,-0.12803541,0.48312163,-0.032714088,0.27869758
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,1.0,1.0,-1.0,0.57571477,-1.0,0.101037666,-1.0,0.5796045,-1.0,-1.0,0.924045,1.0,1.0,0.23207222,-0.95361036,-1.0,-1.0,0.70334613,1.0,-1.0,-1.0,0.21971397,0.32099834,0.3813127,0.8182867,-1.0,0.35585713,-1.0,0.92834514,-1.0,0.8728496,-1.0,1.0
BaiF%SRR5127813_bin_22_DKEDJIEF_00985__Bile_acid-CoA_transferase,-1.0,-1.0,0.64620924,-1.0,1.0,0.45823824,0.718431,-1.0,0.7782473,1.0,-0.6885627,-1.0,-1.0,0.27857542,0.755715,0.8587654,1.0,-0.45210126,-0.9337362,0.6545798,1.0,-0.2006027,0.4571624,-1.0,-0.5500398,0.9395003,-0.052104864,0.53052187,-0.71130276,0.7814893,0.105636485,0.8252367,-1.0
BaiF%VogtmannE_2016__MMRS44587603ST-27-0-0__bin_19_fa_ANDGAOCL_00015__Bile_acid-CoA_transferase,0.27399433,-0.054754794,0.38811648,-0.48424307,0.44594872,-0.5432405,-0.39243945,-0.2503726,-0.015579838,-0.56746966,-0.03345554,-0.41465437,-0.17813465,-1.0,0.45387223,-0.34540883,-0.20002711,-0.40019625,-0.10189362,-0.23113137,0.15102425,0.39919552,0.043817237,0.5349448,-0.09025191,0.35180163,1.0,0.49096012,-0.5670356,0.04580735,1.0,0.7614373,-0.053868055
BaiF%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_911,-0.8127893,-0.7351832,1.0,-0.6189785,0.3106804,-1.0,0.3805701,-0.5507596,0.85656524,0.31771272,-0.42663756,-1.0,-0.2671303,0.4093347,-0.22716,0.10711819,0.4958928,-0.2560794,-0.31657192,1.0,1.0,0.23542713,-0.9032758,-1.0,-1.0,0.90440387,0.8004661,1.0,0.20019105,0.63736206,1.0,0.85383683,-0.57500046
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,1.0,1.0,-1.0,1.0,-0.96276236,0.18134867,-1.0,0.54520535,-1.0,-1.0,0.9116151,1.0,1.0,-1.0,-0.98298126,-1.0,-1.0,0.6271515,1.0,-0.7624785,-0.33821714,0.7944622,-0.2719406,1.0,1.0,-1.0,0.37511787,-0.88385546,0.8073239,-0.86647445,-0.30091968,-1.0,1.0
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,0.902836,0.69527954,-1.0,0.7086673,-0.75041145,1.0,-0.6598877,1.0,-1.0,-1.0,1.0,0.48869756,-0.34981528,-1.0,-0.4783209,-0.9629766,-0.68351746,1.0,1.0,-0.48565567,-0.049371075,1.0,-1.0,0.12121787,-0.7331586,-0.4984478,1.0,-0.1681155,1.0,-0.5619194,-1.0,-1.0,0.7156322
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_13110,0.4446965,0.80573344,-1.0,0.32912815,-0.7711355,0.055808198,-0.7921121,0.9216061,-0.4092241,-0.42769817,0.53780776,1.0,0.8364161,0.30390745,-0.73897296,-0.5786645,-0.6885419,0.7724442,0.65768725,-1.0,-1.0,0.8300022,0.5112285,1.0,1.0,-0.6899553,0.3998894,-1.0,0.2604832,-1.0,-1.0,0.029816315,0.44163102
