Sample,3oxoDCA,3oxoLCA,7oxoDCA,Ala_DCA,Asn_CA,Asn_DCA,Asp_CA,Asp_DCA,CA,CDCA,DCA,GDCA,GLCA,GUDCA,Gln_CA,Glu_CA,Glu_CDCA,Glu_DCA,LCA,Phe_CA,Phe_CDCA,Phe_DCA,TCDCA,TDCA,TLCA,Thr_CA,Thr_DCA,Trp_CA,Trp_DCA,Tyr_CA,UDCA,isoCA_aMCA,isoLCA
BSH2%UPI000821FD65,-0.58520645,-0.050925612,-0.020972902,0.6942498,-1.0,0.42363745,-0.48915595,0.98335564,0.9017546,1.0,-0.3617702,0.8443652,0.24768087,0.07207375,-0.90457255,0.15449458,0.017600445,-0.13046397,-0.062148746,-1.0,-1.0,-0.14554073,1.0,1.0,1.0,-1.0,-0.42269078,-0.40375233,0.22940373,-0.20973362,-1.0,-0.77726495,-0.039981987
BSH2%UPI0008222B5A,-0.09409169,0.05227817,0.7339555,-0.14710489,0.08787528,-1.0,1.0,0.13992532,-0.10327874,-0.80057377,0.14246586,0.4658703,0.4864223,0.45920256,-0.6433922,0.2745696,-0.2726829,-0.24518365,-0.03683342,-0.22434597,-0.25968444,0.29249376,-0.37591946,0.79390335,0.7604707,-0.09630962,-1.0,-0.013684635,-0.4709318,0.3686414,0.2403585,0.1629794,-0.034689024
BSH2%UPI00082257EE,-1.0,-0.7018016,0.75087845,-1.0,1.0,1.0,1.0,-1.0,0.29193842,0.49320987,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.59028697,-1.0,1.0,1.0,-1.0,-0.8061345,-1.0,-1.0,1.0,-0.84835243,1.0,-1.0,0.3411802,-1.0,-0.921644,-0.9444075
BSH2%UPI000822F9A5,0.42631638,0.47660896,-0.42986983,0.95574534,-1.0,-0.99455523,-0.78671014,0.47729665,-0.61827576,-0.24824353,0.63050663,1.0,1.0,-0.08763831,-0.93119293,-0.7499344,-0.49234366,-0.45987907,0.6302218,-0.43775395,0.014180603,-0.094932504,0.7949185,1.0,0.6749982,-1.0,-1.0,-1.0,1.0,-0.5525644,-0.26095745,-1.0,0.27359006
BSH2%UPI0008230885,0.7914912,0.44457656,0.024106413,0.45579934,-0.88167757,-0.03172402,-0.03140905,0.35407037,0.040872704,0.17793079,0.32337555,-0.29603893,-0.6282188,-1.0,-0.07077992,-0.14543918,-0.6378351,0.6536149,0.3027207,-0.09157156,-0.56196237,-0.49459088,0.18149382,0.9850101,0.3996335,-0.8115769,0.38092917,-0.632485,-0.13743679,-0.10363651,0.086605474,0.4219542,0.32140863
BSH2%UPI00082332C0,1.0,1.0,-1.0,0.342858,-1.0,0.4352668,-0.9582069,1.0,-1.0,-0.39515808,1.0,0.47654673,1.0,0.16526318,-0.755217,-1.0,-1.0,1.0,1.0,-1.0,-0.7724994,0.5985399,-0.4931689,-0.64851415,0.9407261,-1.0,1.0,-1.0,1.0,-1.0,0.13259521,-0.74027526,1.0
BSH2%UPI0008E59C2D,-0.23136503,-0.32929915,1.0,-1.0,1.0,0.5291607,1.0,-0.54841214,1.0,1.0,-0.2892069,-0.20622166,0.18396328,-0.3017231,1.0,0.7315391,0.13614689,-0.8825543,-0.43894893,-0.6174741,-0.9304688,-1.0,0.601067,-0.03188644,-0.35345006,0.73408014,-1.0,0.7635295,-1.0,0.35207346,0.14848876,-0.018880634,-0.47270352
BSH2%UPI00095B7069,-0.19566672,-0.102993876,0.41891944,0.09080408,-0.69491893,0.32099086,1.0,-0.36723948,-0.5015953,-0.5682949,-0.5026709,0.18132384,0.51330245,-0.6473297,0.08366446,1.0,-0.1367796,-0.27522302,-0.50144774,1.0,0.43146932,0.3582654,-0.30961895,0.288131,-0.8395411,-0.42377788,0.3116025,0.36500612,0.11379071,1.0,-0.15043478,-0.8456651,-0.13071732
BSH2%UPI000960BD65,-0.43634126,-0.27642876,0.1513339,1.0,1.0,0.4478629,0.37447748,-0.38094604,0.47162944,1.0,-1.0,-0.8269494,-0.38978654,-1.0,1.0,0.67218626,1.0,-1.0,-0.951378,0.3146814,-0.4987891,-0.9910429,0.6535005,-0.14321244,1.0,1.0,-0.008547198,-0.42697182,-1.0,0.77557516,-1.0,0.61258787,-0.7439236
BSH2%UPI0009611255,-0.95429635,-1.0,1.0,-0.7908222,1.0,-0.76904786,1.0,-0.6998222,1.0,1.0,-1.0,-1.0,-0.5352477,-0.023401283,1.0,1.0,0.73314804,-1.0,-1.0,1.0,1.0,-1.0,0.2869196,-1.0,-0.5065535,1.0,-1.0,1.0,-0.54938877,1.0,0.16882104,1.0,-1.0
BSH2%UPI000961A2BF,0.044037115,-0.32207555,0.29114398,0.8959697,0.4523067,0.77933025,-0.20346937,0.5150766,0.37602454,0.25238732,-0.43161148,-0.5006846,-0.4294358,0.23410933,0.3109922,-0.4539532,-0.14488064,-0.584914,-0.4019314,-0.5608034,0.010376318,-1.0,0.99698365,0.6978786,0.68657,0.6259742,-0.5750373,0.021787478,-1.0,0.446827,-0.3498275,0.2407722,-0.4435397
BSH2%UPI000965B48B,-0.20018122,0.029872797,-0.108441815,1.0,-1.0,1.0,-1.0,1.0,-0.52433926,-0.18249084,0.59498626,1.0,0.8048212,-1.0,-0.53223884,-0.04571491,-0.122127876,1.0,0.63348305,-1.0,-0.8481078,1.0,-0.60643584,0.6692301,1.0,-1.0,1.0,-1.0,-0.07969287,-0.8760794,-1.0,-0.45278588,0.1157001
BSH2%UPI000966A84B,-0.12450951,-0.2931436,0.30238464,0.39751706,-0.6072718,-1.0,-0.8097239,-0.543389,0.5470502,-0.1542456,0.2598008,0.60182667,1.0,0.020903224,-0.59790695,-0.3396605,-0.9532086,-0.14031155,0.20696542,0.103775926,-0.81308925,-0.8531425,1.0,0.63772184,1.0,-0.619552,0.07606116,-0.33750147,-1.0,-0.7397273,1.0,0.5344611,0.020981094
BSH2%UPI00096829BD,0.4097461,0.81244105,-1.0,1.0,-1.0,0.94312435,-0.57640773,1.0,-1.0,-1.0,0.53575486,0.9992467,1.0,-0.38978964,-0.8010574,-1.0,-0.9804697,1.0,0.70253307,-0.78279597,-1.0,1.0,-1.0,-0.37814602,1.0,-1.0,1.0,-0.53918856,1.0,-1.0,-0.880797,-0.82496053,1.0
BSH2%UPI0009698BA7,1.0,1.0,-1.0,-0.0302821,-0.88106555,-0.55082095,-0.0606024,0.4340523,-1.0,-0.5204583,1.0,0.8188235,1.0,-0.54525787,-0.34463918,-1.0,-0.6876383,0.91060203,1.0,-1.0,0.18593737,0.21077698,-0.8384098,-0.19145007,1.0,-0.922008,-0.69015455,-1.0,0.42015505,-1.0,1.0,-1.0,1.0
BSH2%UPI0009C3B121,-0.68852,-0.56289077,0.84805,-1.0,1.0,-0.0664723,1.0,0.019428715,1.0,1.0,-0.6870307,-1.0,-0.89939475,1.0,0.72481513,0.6227686,1.0,-0.46644148,-0.8341647,-0.17567179,-0.77505076,-0.9151633,0.29713124,-0.91808194,-1.0,1.0,0.6291885,0.07001199,-0.44803303,0.56005204,0.8957374,0.21476632,-0.5291352
BSH2%UPI000B3674FC,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.7566531,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.60663116,-0.41452742,1.0,1.0,-1.0,1.0,-1.0,0.106946275,-1.0,-0.314024,-1.0,1.0
BSH2%UPI000B38AD3B,0.13120669,0.023291247,-0.29065132,0.8838227,-0.20389673,-0.42601076,-0.044185143,0.63246053,-0.24188808,-0.27853835,0.038604848,-0.086576395,0.23491895,-0.2564672,0.07096667,-0.47754267,-0.7312924,0.24207208,0.10447459,0.44740674,0.4433424,0.78142595,-0.5241681,-0.7635388,-1.0,-0.03516096,0.8883976,0.19632581,0.7990691,0.6459235,-0.6725705,0.356889,0.0008030374
BSH2%UPI000B431D75,1.0,0.71924376,0.21576329,0.040573657,1.0,-1.0,0.6716075,-0.48526108,0.11661861,-0.5017924,0.7623032,0.6576314,0.74046206,-0.27717176,0.44664583,-0.12893845,-0.8678908,-0.39368454,0.52278167,-0.7059243,-1.0,-1.0,-0.42916724,0.5825057,-0.28611183,0.69066274,-1.0,-0.102004446,-0.8560566,-0.45598453,0.009223897,1.0,0.09275167
BSH2%UPI000C84F661,-0.13227445,-0.06499291,0.15352963,-1.0,1.0,0.84371364,0.2683325,0.23939648,0.63460004,0.8140665,-0.19760178,-0.3290526,-1.0,0.01675588,0.45258978,0.348211,0.26273075,0.015440611,-0.12122766,-0.26393068,-0.43580362,-0.3830694,0.9015831,-0.7147344,-0.48042598,1.0,-0.18035382,0.45384043,0.1392278,-0.7303737,-0.41766265,-0.8500724,-0.26113567
BSH2%UPI000D1261F9,-0.9718824,-1.0,0.8792471,-1.0,0.6759408,0.9088687,-0.6657833,0.046842378,0.5410571,-0.6732799,0.05981306,0.50548023,-0.65456784,0.1911462,1.0,1.0,0.71410954,0.0378233,-0.47941935,1.0,1.0,1.0,-0.59143144,-1.0,-1.0,0.4914593,0.36939546,0.41691306,0.47329348,0.23500143,-0.55106837,1.0,-1.0
BSH2%UPI000D58F0CE,0.82080036,0.69010186,-0.1737965,0.2185502,0.16333365,-1.0,-0.18020606,0.6365378,0.121519506,-0.06428774,0.40706733,0.5742428,0.3770916,1.0,-0.50177944,-1.0,-0.31132224,-0.0813352,0.5854815,-0.1602849,1.0,0.3241731,-0.23150654,-1.0,-1.0,0.00016949787,-0.9546567,-1.0,0.7827997,-0.58025914,1.0,0.055650707,0.5339494
BSH2%UPI000D6581CE,-0.65763044,-0.7249972,0.19114298,0.4078181,0.27587128,1.0,0.54021335,1.0,-0.2258701,-0.41562828,-0.38464835,-0.5097218,-0.60121095,0.44577172,0.49950612,1.0,1.0,0.87657195,-0.60698944,0.5724013,-0.4628111,1.0,-0.60695595,-1.0,-1.0,0.54976714,0.90651834,-0.48082015,0.06518822,-0.39088753,-1.0,0.66016144,-0.5421781
BSH2%UPI000D7ABA35,0.034053322,0.115355305,0.65678006,-0.5903947,-0.34940875,0.03101649,0.72866875,-0.28193787,1.0,1.0,-0.023733564,0.36121902,0.5745885,0.9289411,0.1544481,-0.008906701,-0.94930077,-0.5639313,0.15678404,-0.5131077,-0.45320225,-0.90845555,0.6964506,-1.0,-1.0,-0.4098157,0.027141104,0.6721896,-0.18860936,-0.16827674,0.3690936,-0.20844756,0.22500755
BSH2%UPI000D7ADB68,1.0,1.0,-0.3746577,-1.0,0.5108158,-1.0,-0.45746952,-1.0,-0.46619108,-1.0,0.61300254,0.03625573,1.0,-0.8918268,0.47154915,-0.6382693,-0.27554223,-0.3501476,0.8746471,-0.10407145,0.08555246,-1.0,-0.17819394,-0.43151957,1.0,-0.04434921,-1.0,-0.84556836,0.48985755,-0.46472526,1.0,0.456622,1.0
BSH2%UPI000D7AF0AB,-0.17338051,-0.3815791,0.6416158,0.8319056,0.889521,-1.0,0.6497952,0.1885675,0.94716984,0.25841117,-0.31530187,-0.39257994,-0.42998597,1.0,0.8645179,-0.0621396,-0.86200035,-0.8464965,-0.42690623,0.2786544,-0.04283931,-0.96651876,0.35573512,-0.7932086,-1.0,0.5891915,-0.8484647,-0.07405736,-0.21673186,0.5213491,1.0,1.0,-0.31143758
BSH2%UPI000DF74F5E,1.0,1.0,-0.31566888,1.0,-1.0,0.25327435,-0.7730805,1.0,-1.0,-1.0,0.83591676,1.0,1.0,0.69806474,-1.0,-1.0,-1.0,1.0,0.9074719,-1.0,-1.0,1.0,-0.9153138,0.6613839,-0.493077,-1.0,0.6665269,-1.0,1.0,-1.0,0.78396004,-1.0,1.0
BSH2%UPI000DF7AEC4,-0.25667295,-0.5776344,0.7378444,-0.45890075,1.0,-0.628492,0.045952715,-1.0,0.75563073,0.1596042,-0.46548885,-0.5641991,0.059925083,0.89621687,0.6651412,0.6454319,0.7829183,-1.0,-0.75885355,1.0,0.8095993,-1.0,0.9955977,1.0,0.68572855,1.0,-1.0,-0.467692,-1.0,0.82662135,0.8516453,1.0,-1.0
BSH2%UPI000DF86417,0.57277447,0.11803132,0.41530895,1.0,0.71516675,-0.81096315,0.81035185,0.81790924,0.47079867,0.8554773,0.01627678,-1.0,0.6008334,-0.69677436,0.67954415,-0.24972445,-0.18385029,0.14141773,0.07963486,-0.042981714,-0.062241144,-1.0,0.59532267,-0.5933149,0.5748677,0.35325772,-1.0,-0.6076645,-1.0,-0.28952792,0.55875915,0.8284113,0.036063917
BSH2%UPI000E40484B,-0.508901,-1.0,0.9300265,-0.7221398,0.85594714,-1.0,1.0,-0.2578077,0.66130036,-0.022802344,0.6235103,-0.55747575,-1.0,-0.80650413,0.57453877,1.0,0.2975229,0.08235689,-0.22157846,0.34421602,-0.36446488,-0.39488974,-0.35483515,0.69581187,-1.0,0.6846434,-0.3800497,0.6953213,-0.7162077,1.0,0.07834323,1.0,-1.0
BSH2%UPI000E42566B,-0.024588699,0.08885719,0.51428163,-1.0,0.7398854,-0.8818697,-0.39739063,-0.33246478,0.33812347,-0.29567352,0.3040082,0.1335058,0.041747253,-0.1021679,-0.08266665,-0.5073959,0.02517235,-0.6782968,0.223971,1.0,1.0,-0.033186723,-0.75046855,-0.99903405,-1.0,1.0,0.8194687,0.3699626,-0.87501323,0.9739618,0.7279724,-0.27790603,-0.06946185
BSH2%UPI000E4418E2,1.0,0.3640208,-0.43788576,0.042777404,-0.81843805,0.07755847,0.09561347,1.0,-0.6844904,-0.40551335,0.17814627,0.2601815,1.0,0.072602876,-0.08305494,-0.55989057,-0.39982957,1.0,0.30490315,-0.8447614,-1.0,0.40587574,0.3735153,0.21035816,0.298052,-1.0,-1.0,-0.82629,0.41792274,-1.0,0.52269024,0.5052735,0.58232445
BSH2%UPI000E4BF981,-0.3530168,0.035699807,0.25341606,0.04001622,-0.93844163,-1.0,-1.0,0.052498005,-0.5800995,-0.5982159,1.0,1.0,0.655115,-0.21803936,-1.0,-0.6582557,-0.35495907,0.9705972,1.0,-0.4413059,0.39512834,0.6820383,-1.0,0.5156529,0.076211445,-0.09885411,1.0,-1.0,0.37549698,0.23768853,-0.8593433,0.15906097,0.05272838
BSH2%UPI000E4E4D64,-0.32551706,-0.20602946,-0.48602414,-0.45456052,-0.3851516,1.0,-0.12538303,-0.060862858,-0.13289168,-0.35050488,-0.09275498,-0.14129132,-0.46013165,-0.09622073,0.21004212,0.039510727,-0.24395977,0.35859278,-0.11900728,0.49960932,0.3709565,0.74110246,-0.13568744,-0.16022617,0.63675255,-0.06088417,0.7910584,0.47665817,0.6943144,0.18189846,-1.0,-0.1570901,-0.24918614
BSH2%UPI000E53BC4B,-1.0,-1.0,0.0703527,-1.0,0.13320443,-0.86982375,-1.0,-1.0,1.0,0.8796631,0.059134003,0.47427338,0.7660373,1.0,0.14195329,0.25971603,0.61937857,-0.62268287,-0.2907892,0.111453004,1.0,-0.90662014,1.0,1.0,1.0,-0.32622334,-1.0,-1.0,-1.0,-0.7195884,-0.5335653,-0.32901204,-0.7944126
BSH2%UPI000E53DAEE,-1.0,-1.0,-0.540956,-0.06885975,-1.0,1.0,0.613697,1.0,-0.59802145,-0.017691612,-0.6752379,-0.15284264,-0.32519776,-0.47398835,0.095348574,1.0,1.0,1.0,-0.88444716,0.46012238,0.2964077,1.0,-0.25774723,-0.18842788,0.4398517,-0.24322681,0.9453257,-0.12671734,0.2530922,0.15160787,-1.0,-0.5185766,-0.69168305
BSH2%UPI000E54458D,1.0,1.0,-1.0,1.0,-0.83410245,-1.0,-0.70680404,0.7287456,-0.10371529,0.24092384,0.7602456,1.0,1.0,0.33514357,-0.9002614,-1.0,-1.0,0.06445106,1.0,0.5733581,0.37604588,-0.82577085,0.61777276,0.18008775,-0.41646945,-1.0,-1.0,-1.0,-1.0,-1.0,0.11612997,0.20905565,1.0
BSH2%UPI000E7D8CB5,0.2680861,0.6278546,-0.85278845,0.4450178,-1.0,-0.54902744,-0.1344148,0.1405411,0.3146982,1.0,-0.2034919,0.6495291,1.0,0.9036463,-1.0,-0.62335694,-0.74554944,0.3964198,0.20641138,-0.65169346,-0.1658408,0.35464028,-0.05288112,0.07220488,-0.3017768,-1.0,-0.8785907,0.255962,0.3674664,0.10745184,-0.3094747,-0.59638464,0.7385044
BSH2%UPI000E80FD85,-0.53224796,-0.39305028,-0.20263661,-1.0,1.0,0.5266861,-0.50986475,-0.10911069,0.7368464,0.22323433,-0.53095514,-1.0,-0.3752703,0.24788041,0.70087916,-0.3804954,-0.09398189,-0.91925347,-0.45982867,0.14015882,0.5260885,0.4526572,0.5909135,0.15220174,0.6601145,0.99280393,0.73670805,0.029831184,-0.13614929,0.398148,-0.9991582,1.0,-0.5696258
BSH2%UPI000E8B2418,1.0,1.0,0.036915436,0.13847195,-0.10247061,-1.0,0.024237445,1.0,-0.42665535,-1.0,0.7590609,0.121932216,0.6833425,-0.40572366,-0.50688356,-0.660794,-0.4592782,0.67762,0.9243725,-0.99651295,0.48899618,-0.07647883,-0.44539732,-1.0,0.27562335,0.036211368,-0.11044396,-0.61506134,-0.2945956,-0.29769707,0.23096313,-0.24832137,0.9309123
BSH2%UPI000E8E16B0,0.63362575,0.15993828,0.04457424,-0.29601988,0.8150282,0.03614806,-0.21265861,-0.09664041,-0.19000377,-0.44915277,0.13709727,-0.32225963,-0.58679086,-0.021042094,1.0,0.36413065,0.18669334,-0.30194837,-0.011212392,0.14439577,0.20383486,-0.35752183,-0.7313648,-1.0,-1.0,0.6314478,-0.09107927,0.83720523,-0.68574417,0.489317,0.6499314,0.87110513,-0.023835156
BSH2%UPI000E91045C,-0.94731164,-0.58757687,-1.0,0.32888117,-0.8538216,0.25319576,1.0,1.0,-0.052251905,1.0,-0.31648824,-1.0,-1.0,-0.9286075,-0.49213657,0.34291106,0.05048814,0.2490787,-0.30308628,0.240388,0.3469423,0.67395294,0.07793836,1.0,1.0,0.13339457,1.0,0.13988714,-0.10153618,0.5414339,-1.0,-0.3595162,-0.289424
BSH2%UPI000E92006C,-1.0,-0.92104316,0.6200139,0.94991946,-0.62089837,0.686833,1.0,0.14997482,0.7360672,0.41148034,-0.7816187,-1.0,-0.9265989,-0.7937005,-0.6510806,1.0,1.0,0.70159996,-1.0,1.0,0.9548083,0.9515108,-0.49760628,-1.0,-1.0,0.5726183,1.0,1.0,0.7594278,1.0,-0.5475379,-0.42812282,-1.0
BSH2%UPI000E9C22D0,1.0,1.0,-1.0,1.0,-1.0,0.38186836,-1.0,1.0,-1.0,-0.79075354,0.95603013,1.0,1.0,-0.8971202,-1.0,-1.0,-0.622229,1.0,1.0,-0.28671512,-0.54336756,1.0,-1.0,-0.40647584,0.09904669,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
BSH2%UPI000EC98B2C,0.45580307,0.96309984,-1.0,1.0,-1.0,1.0,-0.48357362,1.0,-1.0,-0.9659834,0.9969138,1.0,1.0,-0.25694376,-0.33785152,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.46446353,-0.06716693,1.0,1.0,-0.7396145,1.0,-1.0,0.75115687,-0.94550055,-1.0,-1.0,1.0
BSH2%UPI000ECC9F84,0.4534786,0.5563417,-1.0,0.35572147,-0.36916286,0.6123905,-0.6398345,-0.03241013,-0.48596466,-0.56220424,0.35552886,0.38191116,0.54694504,0.28404108,-0.19166477,-0.60364765,-0.4765839,0.33289096,0.41197184,-0.7895727,-0.4056683,0.08795912,0.5275394,0.5888775,0.6141605,-0.5732986,-0.22645083,-0.28856307,0.58011967,-0.25391364,0.36044237,-1.0,0.5523926
BSH2%UPI000EE4CDBB,-0.4077088,-0.5213206,-0.055569034,-1.0,-0.64763945,-1.0,0.20834419,-0.67448264,0.31548676,0.14251527,0.39123955,0.41832545,-0.69343966,1.0,-0.32792917,0.45097113,0.5510959,0.60398793,0.2171284,-0.47708902,0.89843327,0.48257196,-0.7144046,-1.0,0.7710281,0.00052912376,-0.9290868,0.4961301,-0.8025639,-0.044983353,1.0,0.11865732,0.1606075
BSH2%UPI000EE93911,0.41978908,0.65672046,-0.61802334,-0.5448289,0.18192245,-1.0,-0.42543676,-0.20675585,-0.44585156,-0.15311483,0.22785889,-0.6948696,0.92193395,-0.075554244,0.058127068,-0.4441377,0.24442048,-0.34461147,0.47657153,0.2530924,0.55693257,-0.28375778,0.31412917,-0.47723672,0.4029928,0.09728874,0.370677,-0.25453052,-0.19893672,0.0046375985,0.9675733,-1.0,0.66123945
BSH3%UPI000156F498,-0.67655873,-0.77560836,1.0,-0.113986775,0.73650163,0.3177318,0.61798966,-0.51919293,0.28861532,-0.36009222,-0.24671534,-0.33610594,-0.051603988,0.06212882,0.21375376,0.49003825,0.5101908,-0.8517434,-0.7000988,1.0,1.0,0.49610367,-0.7953853,-0.19195531,-1.0,0.7453676,-0.9579455,-0.0005657652,0.05611544,1.0,0.7473435,-0.049675856,-0.7532325
BSH3%UPI00016547A5,1.0,0.8341437,-0.22453257,-0.15802701,0.38100228,-0.3888611,-0.30914927,0.6063895,-0.719614,-1.0,0.9624562,0.9020919,0.051288508,0.7085535,0.05823278,-0.28878772,-1.0,0.91992325,1.0,-0.36521444,0.23562355,0.38493773,-1.0,-1.0,-1.0,-0.017982632,-0.1576595,-0.7382624,0.83115035,-0.81752837,1.0,-0.78393364,1.0
BSH3%UPI00017EF3F1,0.8930335,0.40146062,-0.16942944,-1.0,0.5195284,-0.6622957,-1.0,-1.0,0.24250846,0.42810085,0.3653757,0.57026786,0.21348901,1.0,0.30686224,-0.84984756,-1.0,-1.0,0.39715648,-0.6871296,0.5582937,-1.0,0.8738426,-0.49602833,0.5853403,-0.048199534,-1.0,-0.16173989,-0.55895597,-0.17857821,1.0,0.6871211,0.49923226
BSH3%UPI0001A5F983,-0.27839062,-0.55515724,0.16389863,-1.0,-0.14960524,0.77320796,-1.0,-0.7933328,0.91362286,0.59430194,-0.37772214,-0.03145694,0.4951585,1.0,-0.12581682,-0.32799783,-0.81313413,-0.5350846,-0.44801626,-0.81902933,-0.5916541,-1.0,1.0,1.0,1.0,-0.010751988,-0.20706485,-0.27208176,-0.51431245,-0.18946409,0.3249051,0.91092324,-0.5532708
BSH3%UPI0002132A6C,-1.0,-1.0,0.42931366,-1.0,1.0,0.6765859,1.0,-0.8472652,0.051766533,0.77863353,-0.5812512,-1.0,-1.0,-0.9444591,0.40116623,0.7419827,0.67023826,-0.18993191,-0.9836746,0.66907686,1.0,0.39719236,-0.47916314,0.9977344,0.22944643,1.0,1.0,1.0,-0.63696414,0.7910535,-0.057344526,0.2207136,-1.0
BSH3%UPI000238BE2F,-0.3209804,-0.26903608,0.15385379,-0.35685888,-0.53943,0.43751788,-0.74298793,-0.14286554,0.5683287,0.83064026,-0.48092163,-0.62009805,-0.53539187,-0.12360918,-0.15334122,-0.750106,-0.36076474,-1.0,-0.28071845,0.89391595,1.0,0.6025271,0.7346038,0.3184072,0.6988902,-0.35240343,-1.0,1.0,-0.342797,0.8595543,0.52367836,0.08456811,-0.37188345
BSH3%UPI00033CE23D,0.4153735,-0.0831906,0.6409455,-0.13153383,0.87180614,0.7796406,0.01788135,-0.29113987,0.07058748,-0.94382757,-0.09319812,-0.94421554,-1.0,-1.0,0.90784043,0.67052096,0.41267678,0.1644865,-0.13651882,1.0,0.5892115,0.17189892,-1.0,-1.0,-0.9199531,0.8661528,0.79015404,0.727057,0.47136667,0.6482119,0.7133428,0.77134526,-0.09079618
BSH3%UPI00035F5DCE,-0.38621387,-0.4934958,-0.06777136,-0.90696263,0.50803846,0.80099165,0.43477553,0.003160594,0.60660535,-0.08754972,-0.79100436,-0.9292728,-0.5235083,0.019429943,0.47693175,0.9330212,0.8851771,0.13642026,-0.8778944,-0.15264013,-0.24074998,-0.65919405,1.0,0.24116564,0.9028903,0.13145086,-1.0,0.53705674,0.0017822816,0.61668545,-0.27838662,0.17947115,-0.6829463
BSH3%UPI0004DA32C0,0.12857991,-0.42900184,-0.036533825,-0.2412261,0.34387743,-0.47682744,0.3364154,-0.49715117,0.1409135,0.37874448,-0.18914829,0.22193609,-0.1908377,-0.44238248,0.58968973,0.82283163,0.12985635,-0.45016223,-0.1823209,0.18890345,-0.11160757,-0.65587723,-0.37876725,-0.17670241,0.20009477,0.48824763,-0.27904993,0.7286681,-1.0,0.6716595,-0.13130878,1.0,-0.61529195
BSH3%UPI00080CB216,-0.34981215,-0.52825725,0.44473857,-0.6319758,0.07908861,0.35213196,-0.029710371,-0.42728576,0.2537707,0.5191061,-0.88409567,-1.0,-0.36622685,0.6006666,0.8053742,-0.05386611,0.5453927,-0.58504343,-0.611441,0.7616656,0.7794924,0.19545422,-0.30974805,-0.4137787,-0.1197214,0.43438822,0.42432818,0.6483141,0.3086188,0.7772872,-0.6124196,0.6939943,-0.48175302
BSH3%UPI00092A5378,0.60424393,0.7185128,-0.9634406,-0.6293799,0.5007531,-0.10415893,-0.4011306,0.156905,-1.0,-1.0,1.0,-0.6231702,0.3069794,-0.30076212,0.1798411,-0.5743818,-0.9855852,1.0,0.89023656,-0.4800459,-0.71704006,1.0,-1.0,-0.7065933,-0.093026325,0.1755714,1.0,0.5385883,1.0,-0.33528283,1.0,-1.0,0.77899635
BSH3%UPI0009648BEC,-0.13759293,0.28529188,-0.5758797,-1.0,-0.634739,0.60225904,0.3368482,-0.48327824,-0.026259847,0.044162974,0.038992994,0.029877475,0.84036094,-0.33647326,-0.2623493,-0.15890022,0.5884982,-0.006644741,0.18392378,-1.0,-0.21780545,-1.0,1.0,1.0,1.0,-0.9131541,-0.21042797,-0.971539,0.094286636,-0.45496482,-0.0630767,-0.6897569,0.37782148
BSH3%UPI000CF406F5,1.0,1.0,-0.6295245,0.8056468,-1.0,-1.0,-1.0,-0.8136165,-0.8059901,-0.26936114,0.49424943,0.44091737,1.0,-0.9819029,-0.67114425,-1.0,-0.8697201,-0.10644818,0.99730575,0.1781392,-1.0,-0.1035764,0.87562996,0.18288408,1.0,-1.0,-1.0,-0.7778396,0.55205065,-0.691173,0.6814878,0.03988576,1.0
BSH3%UPI000E3F1C35,-0.01914555,-0.25845772,-0.20486563,-0.19794658,0.21369444,0.9602084,0.29003748,0.90468687,0.46202007,0.55133873,-0.22470944,-0.64428705,-1.0,0.163694,-0.41736194,-0.05388689,-0.115243174,0.844788,-0.27257583,0.53856564,0.80711687,0.66721374,-0.05819485,-1.0,-1.0,0.2881856,0.19086562,0.873125,1.0,0.34595707,0.3075806,-0.29257268,-0.16780524
BSH3%UPI000E5302B4,0.27791703,0.1664687,-1.0,1.0,0.31789723,0.49487534,-0.16834173,0.6525883,-1.0,-1.0,0.105217114,-0.11792595,0.76029867,-1.0,0.73857296,-0.57363987,-0.996549,0.57094264,0.117383726,0.20697865,-0.120925054,0.6824583,-0.70612687,0.43693435,0.27713126,0.19383377,-0.32147205,0.86288255,1.0,0.45404884,0.5569721,-1.0,0.13312703
BSH3%UPI000E902C94,0.469859,0.69395936,-0.5505972,-1.0,-0.39392358,-1.0,-1.0,-0.1593497,0.08943986,-0.077572405,1.0,1.0,-0.07965299,1.0,-1.0,-1.0,-1.0,-0.08418036,1.0,-0.6867014,-0.80204487,-0.06536242,1.0,1.0,1.0,-0.7494563,-0.9538115,-1.0,0.036037423,-1.0,-0.023441344,1.0,0.6178928
BSH3%UPI000ED2B3A0,0.13811147,0.5521002,0.1769219,-0.3279969,-0.84301907,-0.06420892,0.20094627,-0.4957653,-0.09815925,0.45134535,0.26338235,0.22908226,0.1192335,0.1315873,-0.6291518,-0.3210402,1.0,-0.011034096,0.41520014,-0.50880754,0.8213961,0.69032574,-0.4680501,-1.0,-1.0,0.03616116,1.0,-0.14440188,0.22708361,-0.118599154,-0.0038082327,-1.0,0.4715056
