Sample,3oxoDCA,3oxoLCA,7oxoDCA,Ala_DCA,Asn_CA,Asn_DCA,Asp_CA,Asp_DCA,CA,CDCA,DCA,GDCA,GLCA,GUDCA,Gln_CA,Glu_CA,Glu_CDCA,Glu_DCA,LCA,Phe_CA,Phe_CDCA,Phe_DCA,TCDCA,TDCA,TLCA,Thr_CA,Thr_DCA,Trp_CA,Trp_DCA,Tyr_CA,UDCA,isoCA_aMCA,isoLCA
5AR%MBD5276024_1_DUF1295_domain-containing_protein__Bacteroides_sp__,0.0035720074,0.0050994945,0.00899888,-0.0035687746,0.01675238,-0.0049835215,0.031562008,-0.019106315,0.02498131,0.023352386,-0.01582451,-0.06828361,-0.031119706,-0.005291527,0.008716613,0.043169122,0.03570629,-0.014154184,-0.011482686,0.033437043,-0.0053186743,-0.027171196,-0.0020470747,-0.061394878,-0.033859693,0.01461129,0.0060611134,0.023686698,0.024324043,0.012504271,-0.0025384724,0.019764801,-0.005135715
5AR%MBO5195293_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,0.0021165905,0.022117598,-0.06895731,0.08168148,-0.0036231028,0.02839451,0.0036960475,0.0717352,-0.048828963,-0.030557401,0.0109892,0.004503921,0.01555399,-0.049328577,-0.015055104,-0.024045695,-0.007795836,0.038309727,0.022198915,-0.0019682785,-0.011145818,0.07263709,-0.03082201,0.009482455,0.011837104,-0.0045207585,0.067475,-0.012819415,0.015732221,-0.026832528,-0.058160044,-0.0639098,0.022335356
5AR%MBP3601379_1_DUF1295_domain-containing_protein__Alistipes_sp__,0.04842446,0.03170951,0.025460377,-0.0032590118,0.005007276,0.009953387,-0.008517147,0.00023446897,0.02628173,0.011195356,0.015094808,0.024126811,-0.004095744,-0.003918983,-0.016291223,-0.020044332,-0.03686048,-0.011992568,0.025084725,-0.035525173,-0.027957825,-0.04850543,0.020742903,-0.009761513,-0.017195804,-0.0054940884,-0.03485247,-0.0088155875,-0.020647723,-0.017794365,-0.0025171929,0.020573057,0.016170433
5AR%MBQ1253485_1_DUF1295_domain-containing_protein__Alistipes_sp__,-0.01047507,-0.017280929,0.014840403,-0.026751721,0.036153704,0.032717694,0.022289975,0.004447328,0.037990432,0.043658584,-0.010223806,-0.033710003,-0.043253746,-0.009970286,0.029066324,0.044192925,0.04953687,-0.0025348035,-0.020093586,0.013093527,-0.015810667,-0.04342919,0.014756462,-0.033788394,-0.049086656,0.028911965,-0.03940614,-0.00256878,-0.0008914997,0.012276581,0.009304983,0.020015443,-0.027758421
5AR%MBR4740186_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,-0.034376018,-0.028439693,-0.010277059,-0.017578823,0.07193313,-0.09664919,0.12002894,0.0155725805,0.031343237,0.032228585,-0.024836458,-0.040039137,-0.020813208,-0.013119234,0.046038385,0.054761086,0.045958266,0.024049532,-0.03440548,0.035594407,0.05742654,0.003889818,-0.061763663,-0.11470284,-0.1633525,0.0877055,0.05068406,0.044854987,0.018280312,0.061263055,-0.0072226287,0.0017714773,-0.025508631
5AR%MCD7962281_1_DUF1295_domain-containing_protein__Rikenellaceae_bacterium_,0.010042468,0.023991782,-0.02034511,-0.032800753,0.0032276579,-0.06937072,-0.03905439,-0.020552063,-0.015182087,-0.0010833103,0.03963047,0.04717727,0.024841197,0.038520306,-0.021696215,-0.048518106,-0.020438613,-0.024966255,0.0631555,-0.03685395,0.04169943,-0.0023843376,0.0036044132,-0.03345691,0.06658624,0.0060329083,-0.017138397,-0.018274974,-0.028865883,-0.056040872,0.01994906,-0.030061694,0.047451466
5AR%MCH5217706_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,-0.024056008,-0.02785636,0.015824927,-0.035891086,0.02976579,0.039572697,-0.001898598,0.017452126,0.031423114,0.024190111,-0.015888171,-0.03742302,-0.058378853,-0.0061104135,0.025930172,0.025655808,0.028123671,0.025847467,-0.023207713,0.03947794,0.0027516896,0.03582026,-0.017964263,-0.06342415,-0.066389784,0.024363492,0.027046962,0.027176192,0.014335736,0.015484162,-0.0008732516,0.025321104,-0.020596003
5AR%MCQ2341803_1_DUF1295_domain-containing_protein__Paludibacteraceae_bacterium_,0.02507067,0.032054886,-0.011911111,0.02147874,-0.00037686207,0.030997891,-0.04228028,-0.038204897,0.0017791502,-0.017586973,0.032493755,0.056163616,0.078421265,-0.029558053,0.03007453,-0.03574302,-0.02092812,-0.016195629,0.03341154,0.016396584,-0.050300054,-0.08348929,0.031998698,0.042725876,0.038599856,-0.025673678,-0.088722944,-0.011503557,-0.078146,-0.03535232,0.05839233,-0.048615318,0.023623679
5AR%MCR5660240_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,0.024147911,0.031619046,-0.033741914,0.054168247,-0.064157836,0.0018600158,-0.0904193,0.035154764,-0.058481116,-0.031710327,0.029827476,0.03786606,0.070029385,0.018396582,-0.01983038,-0.084596194,-0.05685893,0.03730676,0.036653623,-0.043491162,-0.028512506,0.075274356,-0.028348427,0.044142514,0.03868361,-0.0634552,0.032999385,-0.039799172,0.070390895,-0.02307083,0.015280501,-0.06575331,0.050523058
5AR%MDE7159808_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,0.031160517,0.042729925,-0.05492897,0.05054062,-0.020968758,0.03761729,-0.03589588,0.052339997,-0.021128828,-0.06161179,0.02224109,0.033862293,-0.008477766,-0.03304867,-0.028150022,-0.038278185,-0.05180076,-0.0045827655,0.034194965,-0.039600022,-0.00079217996,0.03609881,-0.0008838439,0.029760545,0.07764618,-0.027669787,0.043769293,-0.0028613394,0.020045416,-0.014070522,-0.034847006,-0.0662795,0.026948549
5AR%WP_005657188_1_DUF1295_domain-containing_protein__Bacteroides_stercoris_,-0.004131742,0.010100438,-0.046989217,0.045172147,-0.043193534,0.05825028,-0.0028148908,0.06775681,-0.026883509,0.021406457,-0.016073616,-0.011745627,-0.0010714008,-0.017210826,0.00026494428,-0.007268175,0.03343016,0.055145636,-0.005925392,-0.0035332923,-0.036342952,0.046843883,2.5714775e-05,-0.008674388,-0.045241017,-0.04137641,0.041977078,-0.0009328276,0.041541714,-0.023416767,-0.023526412,-0.024839886,0.0146204755
5AR%WP_099292233_1_MULTISPECIES__DUF1295_domain-containing_protein__Butyricimonas_,0.04721904,0.04684862,-0.02899594,0.02489332,-0.08760629,0.009992475,-0.05501601,-0.0003660195,0.01730597,0.06138631,0.0042635826,-0.0007419329,0.020774115,0.07985987,-0.08048203,-0.09340739,-0.0529171,-0.015366199,0.030568307,-0.010084714,0.03701217,0.047960676,0.01842818,-0.06552588,-0.07191904,-0.060822815,0.014100287,-0.035685316,0.072133176,0.020790672,0.081679605,-0.03824551,0.039822504
5AR%WP_300108487_1_DUF1295_domain-containing_protein__uncultured_Alistipes_sp__,0.00786165,0.005097634,0.018705722,0.002020479,0.023574779,-0.069977485,0.027004473,0.022261579,-0.0017869105,-0.0046017347,0.019079685,0.01164725,-0.015651835,0.007430361,-0.020731695,0.025977653,-0.000734014,0.037123445,0.01565535,0.0096934615,0.032520827,0.016876748,-0.04491692,-0.057610236,-0.10687821,0.022503939,0.0077025057,-0.008246634,-0.008321968,0.0101439785,0.043721028,-0.012587943,0.008842007
5AR%WP_302729833_1_DUF1295_domain-containing_protein__Bacteroides_sp__ET489_,-0.012657231,-0.009482358,0.04556577,-0.05315567,-0.04774411,-0.012763143,-0.024355292,-0.050518733,0.034379147,0.04188934,0.023870287,0.06418288,0.011309171,0.01695164,-0.024867736,-0.014659508,-0.02589908,-0.0037381854,0.0068487125,-0.0032354994,-0.02025021,0.019918287,0.001936492,0.03949265,-0.020287462,-0.044278625,-0.004513814,-0.004911429,-0.007440889,0.0022569394,0.007889238,0.02652383,-0.010964141
5AR%WP_303226315_1_DUF1295_domain-containing_protein__Alistipes_indistinctus_,-0.06335066,-0.023832066,-0.020558203,0.020383824,0.005443165,0.11346033,0.043542936,0.024403907,-0.000764601,0.025137153,-0.05138946,-0.06216991,-0.06382266,-0.00589885,-0.0032277787,0.021094127,0.029978456,0.006045552,-0.05675216,0.05642956,0.04871168,0.079526424,-0.018469052,-0.031002486,-0.027037464,0.014207286,-0.015159318,0.06842514,0.053985238,0.07585223,-0.019574858,-0.06441148,-0.02772109
5AR%WP_346709278_1_DUF1295_domain-containing_protein__Phocaeicola_salanitronis_,0.0067251353,0.007178466,-0.005535463,0.011460879,0.016487423,-0.041814715,0.005739056,0.00039234248,-0.0017718491,0.006260586,0.008300383,0.008617227,0.015702467,-0.038625967,0.0059879697,0.01431549,-0.0085478155,-0.016796544,0.012125712,-0.010839827,0.0034089661,-0.032000087,-0.015805023,0.005115172,0.045668557,0.0046759956,-0.00786034,0.0006107816,-0.056522965,-0.004419611,-0.015473311,0.043552026,-0.0017581272
5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,-0.059022423,-0.0761198,0.102716066,-0.106490605,0.092163,-0.029557934,0.09486988,-0.12329769,0.077404305,0.068784356,-0.07438742,-0.083777994,-0.067058794,-0.009640659,0.0673494,0.086792745,0.074438125,-0.11171445,-0.07376164,0.101019934,0.11187014,-0.12110886,0.049601816,-0.011960216,-0.007037589,0.09975628,-0.061248437,0.088743106,-0.117537186,0.07540396,0.030736709,0.039650504,-0.07760021
5BR%CAK7070565_1_MAG__NADPH_dehydrogenase__Parabacteroides_sp__,0.04727794,0.031587113,0.017301971,0.0070350496,0.0058100563,0.020910773,-0.017267961,0.03256229,-0.01619067,-0.026725393,0.023074463,-0.013186147,-0.018841444,-0.051578082,-0.01622503,-0.024504092,-0.02363123,0.012665446,0.028646909,-0.015523231,0.002493375,0.040104337,-0.032193802,-0.01813407,-0.054103404,-0.0053458326,0.00137225,-3.7205522e-05,0.029086042,-0.0044867927,0.05628989,-0.015085799,0.026619582
5BR%GENOME006024_4796,-0.01101784,-0.010056819,0.0352002,0.02708818,0.00911667,-0.0005921038,0.018478014,0.012385242,-0.0033800567,0.015211323,-0.004979845,-0.047295634,-0.02428002,-0.050652474,0.020300947,-0.002699069,-0.011959361,-0.009849582,-0.007282845,0.037329603,0.034496788,0.03940628,-0.041900445,-0.033183288,-0.026243823,-9.11456e-05,-0.042947397,0.057593346,0.0009891946,0.03450582,0.033474535,0.009480944,-0.0020221556
5BR%GENOME006521_2122,-0.050548002,-0.054683123,0.031070556,-0.07748596,0.043424364,0.045978714,0.042331476,-0.0580396,0.036616426,0.017877828,-0.027763216,-0.031148484,-0.06751737,-0.00990718,0.039316047,0.047131017,0.046003226,-0.0077717835,-0.0418282,0.07114952,0.036932882,-0.015052646,-0.006510781,-0.006057806,-0.0005310258,0.042673543,0.032648277,0.044288505,-0.025335336,0.037875324,-0.019258188,0.011443931,-0.049832985
5BR%GENOME141824_1849,-0.07325638,-0.059082683,0.037370905,-0.07191296,0.055751625,0.005198521,0.070561245,-0.028174305,0.031041622,0.038350698,-0.030055573,-0.03480938,-0.021546636,0.026788782,0.026191695,0.063420326,0.04952577,-0.02060547,-0.044148933,0.013184287,-0.00061258284,-0.008078158,0.026503714,0.026294898,0.02356148,0.038291425,0.021587208,0.023980318,-0.065934464,0.02071916,-0.041119915,0.003179097,-0.059166044
5BR%HIX74022_1_NADH_flavin_oxidoreductase__Candidatus_Parabacteroides_intestinipullorum_,-0.0038929945,-0.02471635,0.0010842367,-0.0280091,0.032647833,-0.007592112,0.0010493321,-0.027371693,0.02123148,0.029303458,-0.016290002,0.0021630523,-0.035383005,0.0019080057,0.021081405,0.027715748,0.0040782737,-0.03594112,-0.017186416,-0.0060172463,0.0055475403,-0.06344576,0.052213665,0.05551347,0.0534456,0.023921747,-0.045508195,0.02078522,-0.06558462,0.003502845,-0.015237862,0.03455294,-0.03608417
5BR%MBE6202772_1_NADH_flavin_oxidoreductase__Rikenellaceae_bacterium_,-0.03732394,-0.024205064,0.02335125,-0.050863147,0.051451154,-0.030344952,0.035195567,-0.049903065,0.03716545,0.023342753,-0.012644832,-0.021849291,-0.013010676,-0.018780509,0.047648255,0.023201983,0.06930895,-0.06279459,-0.017152775,0.014708681,0.022160016,-0.0840711,0.04278262,0.035320327,-0.0056891483,0.048933387,0.0032677066,0.025028601,-0.06907488,0.04064728,-0.0017858774,-0.018683909,-0.030534897
5BR%MBO4402754_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,-0.01431208,-0.016285978,0.02324289,0.00061341614,0.029475775,-0.042488627,-0.019850466,-0.021884924,0.004048594,-0.014349837,-0.037237916,-0.058015574,0.009567183,-0.0067161117,0.013466188,-0.013684903,0.012350245,-0.05512662,-0.028725239,0.031018903,0.03451225,0.0038562824,0.011940965,0.053457987,0.07073516,0.016693536,-0.034850482,0.060088385,0.021053068,0.028310157,-0.03279804,0.008306895,-0.033526774
5BR%MBO7234306_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,0.037252296,0.030124197,0.019643314,-0.053636104,0.026583962,-0.038949236,-0.02003678,-0.0102962125,-0.0045576077,-0.037230045,0.025059666,0.010769628,0.0027244657,0.047778793,0.004176496,-0.0041516195,-0.0030299744,-0.008842727,0.02594083,-0.015366915,0.023274377,-0.023608956,-0.0012371221,-0.012922535,-0.013475754,-0.0060044364,-0.09636563,-0.036387276,-0.0041630105,-0.025192082,0.037321817,0.016539523,0.024226086
5BR%MBO8446450_1_NADH_flavin_oxidoreductase__Candidatus_Enterocola_intestinipullorum_,-0.00036007035,0.029692605,-0.03381698,0.020312728,-0.06183518,-0.012968553,-0.025509639,-0.0012637326,-0.008510384,-0.020903695,0.014695449,0.023571618,0.06054624,0.057366084,-0.037656847,-0.04327258,-0.028449204,0.026099024,0.016750298,0.03692292,0.01624795,0.08119475,-0.03847139,-0.07545404,-0.06441035,-0.056926075,0.0473337,-0.020723462,0.11611795,0.017306939,-0.009586378,-0.057517268,0.037919395
5BR%MBQ8101082_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,-0.011916979,0.003595184,-0.037998434,0.01700653,-0.018407866,0.015182027,-0.012616357,0.058021285,-0.028998585,-0.023543645,0.01723323,0.028277034,0.005585837,-0.05934376,0.00068239303,0.0013599203,0.025367917,0.060123593,0.014692359,0.034158256,0.021190422,0.057711754,-0.050061155,-0.023309529,-0.04966403,-0.010303787,0.08066366,-0.00673716,0.05454729,-0.023663042,-0.040614687,-0.04628636,0.006441234
5BR%MCA9548846_1_NADH_flavin_oxidoreductase__Myxococcales_bacterium_,0.05315955,0.060729865,-0.036332935,0.010761138,-0.079278655,-0.10679903,-0.11998783,-0.021073194,0.005007162,0.052087907,0.046844058,0.05495489,0.08815969,0.05690466,-0.06795097,-0.0660168,-0.038157254,-0.012835907,0.054272663,-0.06298185,-0.013398324,-0.00089296827,0.02304027,0.014683123,0.07298068,-0.11126341,-0.074484766,-0.102297805,0.0005129846,-0.050988603,0.015622751,0.0901255,0.047412075
5BR%MCD8287651_1_NADH_flavin_oxidoreductase__Porphyromonadaceae_bacterium_,0.026688727,0.042645346,-0.030610166,0.015940212,-0.01629629,0.011570388,-0.02081533,0.0019698408,-0.024096614,-0.0147484075,-0.004200194,0.0043740436,0.04716003,-0.032187708,0.028900601,-0.015164933,0.042623788,-0.0044984687,0.014688175,0.025737088,-0.006575829,-0.013418398,0.023075987,-0.012214231,0.007696417,-0.030369475,-0.04076735,-0.051085766,-0.018928302,-0.02567857,0.0052577704,-0.030010486,0.034683786
5BR%MCF0197806_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,-0.031665184,0.010113064,0.00077044027,0.007087396,-0.007919972,0.00506075,0.047430333,-0.010926961,0.019776106,0.061468314,-0.027192643,-0.030347008,-0.011364691,-0.019768596,-0.007857651,0.03822013,0.03850406,-0.023927962,-0.03477657,0.021558685,0.037944674,-0.021288643,-0.016595263,-0.04479648,-0.052756548,0.01989094,0.008655124,0.009983228,0.010825656,0.05881649,-0.019854289,0.005251222,-0.010490474
5BR%MCH5231198_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,-0.011842065,-0.011416819,0.036569092,0.0038764882,-0.044985548,-0.009827934,-0.030420259,0.048559017,0.038564455,0.054688744,0.003996115,-0.018548287,-0.0114076,-0.005772891,-0.023315813,-0.03659529,-0.006248749,0.032490335,0.010484117,-0.02183707,-0.03206694,0.019285101,0.013384857,0.025412409,-0.049284,-0.03483018,0.013439158,0.002664687,0.023071347,-0.0056032008,-0.018943956,0.04190751,-0.0034321502
5BR%MCQ2066925_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,-0.03258183,-0.00032805186,-0.024338197,0.03372237,-0.011944748,-0.022469614,-0.029556816,0.012758733,0.010992367,0.0656243,0.0025781135,-0.007069647,0.02394793,0.0015109027,-0.03672372,-0.026015544,-0.011773986,-0.010606922,0.010942901,-0.034429263,0.0019977454,0.012288568,0.040276274,0.014770168,0.071523696,-0.02353891,-0.0026392841,0.002197161,-0.022586092,-0.048549928,-0.0071870987,-0.0068002893,0.009714322
5BR%MCQ2271787_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,-0.006313096,-0.02583968,0.036981374,-0.050538287,0.056276396,0.026435867,0.019525323,-0.028657565,-0.009681536,-0.017328009,-0.022567568,-0.050488364,-0.024396474,-0.026115015,0.056917347,0.0349422,0.01933567,-0.03158577,-0.016052326,0.045530714,0.054445166,-0.053035595,-0.0020212329,-0.037546724,-0.0050203446,0.052473053,-0.06525002,0.0340567,-0.015248636,0.02576432,0.057063226,0.016541287,-0.011649741
5BR%MCR4591939_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,-0.084979564,-0.080359966,0.034655932,-0.09902144,0.092704795,0.023655973,0.06047842,-0.06423786,0.056929458,0.029583862,-0.04138979,-0.07388028,-0.08302747,0.029464388,0.02833607,0.07985526,0.06919461,-0.05694046,-0.07416421,0.06232461,0.05707022,-0.042915586,0.06322064,-0.007503863,0.00028815612,0.08812376,-0.015590548,0.04726926,-0.029000819,0.056861978,-0.021097241,0.024053456,-0.07029729
5BR%MDD2293891_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,-0.08910369,-0.010917391,0.062879294,0.0034929279,0.017782675,0.094555706,0.10763427,-0.012009293,0.057645723,0.06770908,-0.104385756,-0.03463525,0.016105684,0.056274578,-0.0010397412,0.06441684,0.096588545,-0.0152591895,-0.07662588,-0.07185213,-0.06432623,-0.049602456,0.04407717,-0.032590974,-0.030350976,0.0056608506,-0.014694111,0.053050466,0.06758185,-0.053806104,0.01092334,-0.06361227,-0.006957096
5BR%MDD5892138_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,0.01954075,0.03511643,-0.02694856,-0.015285095,-0.030112311,0.018246196,-0.047856256,-0.006298806,-0.0111354375,-0.020268722,0.039397527,0.040251557,0.030327694,-0.0114462795,-0.0019325863,-0.044532213,-0.03136033,-0.01072868,0.033952054,-0.027235573,-0.046548482,-0.00855898,0.024807895,0.05692991,0.037577294,-0.019476682,-0.03208384,-0.041579284,0.016254734,3.0612293e-06,-0.01830574,-0.0050089997,0.013718193
5BR%MDD5962634_1_NADH_flavin_oxidoreductase__bacterium_,-0.00920484,-0.012131455,0.020188486,-0.016599905,-0.013171451,0.031065192,0.011684523,-0.04759386,0.0056004585,0.02372024,-0.014327573,0.039499193,0.0048995703,0.05331292,-0.07068644,0.014975006,0.039252803,-0.037335247,-0.025745127,0.020569315,-0.030416872,-0.03058148,0.04538347,0.052196413,0.036611818,-0.005938257,0.0060493876,-0.074130796,-0.02304922,-0.0092210695,-0.008766684,0.016748117,-0.026896631
5BR%MDD6582580_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,-0.050252732,-0.036991328,0.017643692,-0.054777674,-0.011004115,0.020253822,0.022556925,0.006215716,0.045268003,0.06585799,-0.020688897,0.0016366729,-0.034321174,0.040641416,-0.011372694,0.022160394,0.054685187,0.012024201,-0.026310394,-0.036731705,-0.021389082,-0.016495071,0.059595957,0.041102204,0.06694699,-0.024635432,-0.045397907,-0.013206576,-0.031055469,-0.00958924,-0.047097612,0.008387068,-0.031042494
5BR%MEI7492181_1_NADH_flavin_oxidoreductase__Bacteroidota_bacterium_,-0.04043592,-0.024925556,0.026277607,-0.047339726,0.043743685,0.06250731,0.045961436,-0.0035439099,0.045717616,0.022861805,-0.029319866,-0.06004058,-0.09031996,-0.041810516,0.04672974,0.016248284,0.060235836,-0.04275193,-0.023512373,0.036967143,0.044868235,-0.035145074,0.054128613,-0.009536631,-0.023360323,0.04566554,0.0020985159,0.039637696,-0.027589072,0.035245556,0.013899603,-0.051770154,-0.023380252
5BR%MEZ3591839_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,-0.041293312,-0.043185018,0.03927871,-0.012044507,0.043542515,-0.0023636413,0.02718167,-0.018218461,0.039169226,0.025607951,-0.02868544,-0.02623523,-0.03219098,0.0001255079,0.04040654,0.047192648,0.05656748,-0.008644836,-0.03998427,0.031381987,0.006552558,-0.022799123,0.0025901413,-0.033797227,-0.029055117,0.03854075,-0.022869317,0.02872033,-0.02065526,0.049320232,-0.0115064075,0.008754343,-0.041360363
5BR%MFO0559492_1_NADH_flavin_oxidoreductase__Polyangiales_bacterium_,0.029574037,0.022569956,-0.008210382,-0.012409339,-0.026486244,-0.0014356886,-0.030004837,0.010698253,0.039692122,0.03577941,0.011763223,0.0022112112,-0.006845836,0.0020648572,-0.020858219,-0.0327261,-0.028644534,-0.0051960982,0.0155739235,0.026268808,0.014576078,0.02862588,-0.015164584,-0.054035727,-0.037508484,-0.032296304,-0.0073528606,0.044468373,0.008914536,0.009379405,-0.002986187,0.006498926,0.002948854
5BR%WP_259010233_1_NADH_flavin_oxidoreductase__Parabacteroides_distasonis_,-0.005065532,-0.010208076,0.010249313,-0.020657022,-0.0050629233,0.015971007,0.007576865,-0.0057694525,-0.009549927,-0.022361664,0.0034601686,0.013638055,0.029119447,-0.03275614,0.020015778,0.012718314,-0.021250362,-0.018833391,-0.00787274,0.0065921675,-0.041168828,-0.01519539,-0.003264595,0.050652064,0.013679206,-0.0017190401,-0.022909038,0.0044321967,0.0035469565,0.015055434,0.017814454,0.020225456,-0.005212716
5BR%WP_279088787_1_NADH_flavin_oxidoreductase__Alistipes_putredinis_,0.0015819947,-0.0062597697,0.018348359,-0.014819949,0.02741681,-0.014048132,0.009610641,0.030347323,0.014261824,0.005432663,0.008381526,0.00064958737,-0.021268422,0.028868591,0.0072843386,0.009341958,-0.011393991,0.031822942,0.0054023825,-0.017750844,0.017806694,0.009761437,-0.0017334572,-0.049252585,-0.04703673,0.005668681,-0.010324815,-0.014384802,0.0046333726,-0.010566672,0.013842518,-0.017633148,0.002323963
5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,0.049019676,0.033916224,0.008810384,-0.002646348,0.030021822,-0.012687695,-0.010768325,0.0147233,-0.018583722,-0.03997989,0.02586111,0.014044107,-0.00035980396,-0.0028014735,0.0012200917,-0.000907579,-0.03323482,0.013841841,0.027762666,-0.024348052,-0.024252575,-0.021770487,-0.016235592,-0.0065018046,-0.021420835,0.0034616494,-0.055052195,-0.021991165,0.005275993,-0.010377382,0.048552364,-0.015172314,0.029415295
5BR%WP_297931268_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.014973989,-0.020536074,0.031401027,-0.029363383,0.0141990185,0.008198537,-0.014454914,-0.033827946,0.0155164255,0.013040198,-0.0069439737,-0.010714534,-0.030344702,0.043793473,0.028868869,-0.00954749,0.022171728,-0.0045568654,-0.014853287,0.051421408,0.03362969,0.0041403603,-0.00343142,-0.011918744,-0.048285708,0.00826921,-0.025992002,0.010577941,-0.018335996,0.0053060674,0.020382356,0.020097535,-0.01794345
5BR%WP_300285921_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.02456789,-0.046129905,0.058034472,-0.06504812,0.07644365,-0.04454329,0.0573174,-0.07064576,0.05501111,0.028988447,-0.045276817,-0.029247312,-0.029997857,0.026758296,0.05408278,0.08525157,0.056928262,-0.06964765,-0.044222895,0.034709502,0.009007302,-0.095250264,0.0390307,-0.02916383,-0.027802525,0.08397105,-0.077946946,0.044639915,-0.09262249,0.040765774,0.009643869,0.08732986,-0.061490145
5BR%WP_300748828_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.0077530527,-0.0091181435,0.009192512,0.0069358973,0.0056335293,0.049332485,0.00014917558,-0.009680266,0.007278508,0.010496162,-0.021854978,-0.013323193,-0.03880458,0.039251763,0.0056256424,-0.0030937411,0.003526811,-0.006626832,-0.021632053,0.021335235,-0.021067966,0.015949886,-0.0012060179,-0.024328811,-0.009523717,0.00807085,0.007283996,0.008176889,0.04256253,-0.00022647012,-0.0060071717,0.007955697,-0.012447987
5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,0.08163047,0.09042302,-0.094675176,0.017068224,-0.047102787,-0.015658142,-0.09044244,0.059724517,-0.069669574,-0.1155061,0.05802082,0.042709872,0.033637304,0.0057947673,-0.040676508,-0.08567688,-0.06361654,0.04527443,0.07503621,-0.04812542,-0.025341088,0.049652055,0.004870474,0.018866101,0.06437985,-0.06862147,-0.017224243,-0.061843365,0.0951091,-0.0744591,0.0136303045,-0.031785954,0.081957474
5BR%WP_394671717_1_NADH_flavin_oxidoreductase__Muribaculum_sp__,0.0365892,0.051472772,-0.07713896,0.04332237,-0.026616946,0.0016248486,-0.030354517,0.025889842,-0.032907613,-0.03734654,0.02179897,0.012001229,0.08619697,-0.051441878,0.0072912103,-0.047287617,-0.016493762,0.02545285,0.04456958,-0.022572722,-0.017642533,0.028395414,-0.020054553,-0.04952666,0.03234988,-0.037272766,0.03897825,-0.011836449,0.046178307,-0.04485321,-0.040317554,-0.019152397,0.045979653
5BR%WP_418992344_1_NADH_flavin_oxidoreductase__Alistipes_sp__,-0.008785677,-0.0134689985,0.031248383,-0.0243436,0.036699798,0.0031181169,0.062492523,0.0011956028,0.015481011,-0.013653371,-0.010915629,-0.028369918,-0.020171104,-0.0104344,0.022132158,0.049363103,0.03343347,-0.0007465157,-0.01764684,-0.002931018,-0.005216588,-0.024335768,0.0013469305,-0.022264952,-0.05708878,0.033613805,-0.019951697,0.01925143,-0.020392628,0.03586247,0.02257703,-0.008349159,-0.016931562
7aHSDH%EOW9602512_1_SDR_family_NAD(P)-dependent_oxidoreductase__Escherichia_coli_,-0.015933642,-0.017072191,0.03414465,-0.014084842,-0.047014065,0.06253981,-0.013355266,-0.055198614,0.027700486,0.028835868,-0.014891289,-0.006961774,-0.009320328,-0.040131498,-0.00509045,0.0009828624,0.040385112,-0.050089046,-0.029466439,0.091996394,0.09845391,0.028733585,0.025929278,0.019071467,-0.0029468639,-0.06236586,-0.03714268,-0.043855082,-0.016647382,0.057940207,-0.0052227145,-0.004924217,-0.022590376
7aHSDH%GENOME007043_1033,0.0034569323,-0.0042899726,-6.595885e-05,0.009118628,0.057041213,-0.059080027,0.053819846,-0.005947517,-0.041131962,-0.04880136,-0.04689378,-0.0096791275,0.03622821,-0.014000519,0.049737643,0.059857324,0.012237879,-0.044685498,-0.053098038,0.002327504,-0.03090445,-0.062230702,-0.025507264,0.04063051,0.05840019,0.055067025,-0.046811976,0.041418318,-0.040402256,0.032439426,0.01957371,0.022734547,-0.010098888
7aHSDH%GENOME011662_3430,0.012440012,0.024164146,-0.055592462,0.03725323,-0.045430943,0.030039208,-0.025438573,0.005891639,-0.02753413,-0.019284986,0.015975684,0.039593734,0.046455804,0.0041745813,-0.016524743,-0.023675673,-0.015304994,0.019550245,0.028250135,-0.034499243,-0.033795375,0.029369123,0.00093385665,0.017211873,0.030413724,-0.025751581,0.040441304,-0.030412205,0.0135659985,-0.042706575,-0.046048842,-0.014040519,0.026722139
