Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GLCA,HCA,LCA,TCA,TCDCA,TDCA,TLCA,UDCA
BSH1%UPI0001B1C28E,-0.29193538,-0.23599842,-0.07013083,0.10046904,0.03744398,-0.19945459,0.24741709,0.29984647,0.09236917,-0.1366835,-0.19559166,-0.19233209,0.28777382,0.36809033,0.28152812,0.1506872,-0.2804369
BSH1%UPI0001DE6025,-0.08480453,0.022836018,0.03166737,0.07542011,0.08220619,-0.08621974,0.06706099,0.044284116,-0.08734805,-0.006836027,-0.13272485,-0.14797054,0.07734189,0.053015005,-0.05797266,0.04371561,0.023941327
BSH1%UPI0002624191,0.057039328,0.031147191,-0.05838478,-0.08314282,-0.08714858,0.033116687,-0.10684293,-0.08373673,0.033892535,0.06367696,0.05912305,0.060109124,-0.06551813,-0.041841332,0.079416476,0.044264577,0.03989196
BSH1%UPI0002CB0E7D,0.05236897,-0.04132153,-0.011695368,-0.01945469,-0.061859716,0.040989265,-0.068514414,-0.052734632,0.03683447,-0.052387863,0.015374097,0.039365016,-0.030728552,0.0030883586,0.1808525,0.078848496,0.035044927
BSH1%UPI00033F0DE9,0.03976129,-0.038121067,-0.037036285,-0.05286823,-0.051428605,0.06210473,-0.058754634,-0.048366535,0.056737915,0.052017756,0.07892588,0.09952697,-0.04509697,-0.047503065,0.030452702,0.03036029,-0.025459707
BSH1%UPI0003A10C39,-0.07769916,0.08563095,-0.15737972,-0.13200483,-0.12790851,-0.06657338,0.05538846,0.07956639,0.098715365,0.0746501,0.07512668,0.036131255,0.007135566,0.07441553,0.069319,0.04658893,-0.14057595
BSH1%UPI00044AC395,-0.12502214,-0.032370362,-0.0048580393,-0.018501075,-0.028180482,-0.019177213,0.09464013,0.07313968,0.061762728,-0.06725378,-0.013851386,-0.01971993,0.105046205,0.04345663,-0.012491313,0.072898686,-0.0943326
BSH1%UPI0004BCDDD9,-0.049841724,0.08815479,0.0410613,-0.025484426,0.021404471,-0.019969804,0.039380144,-0.0021964198,-0.04710696,0.010983532,0.06914322,0.026611526,-0.021392979,-0.11024587,-0.19801503,0.00089256145,0.004669762
BSH1%UPI0004D69CD5,0.1357816,-0.009499696,0.0065540206,-0.043532036,-0.029050555,0.0915905,-0.14989589,-0.1310626,0.0052428613,0.03898462,0.056922242,0.076820925,-0.108268775,-0.10545339,0.033539075,-0.01956919,0.13500902
BSH1%UPI0004D6A0E9,0.16292033,0.1412555,0.035155952,-0.023287587,-0.031861614,0.092167884,-0.102098525,-0.14121516,-0.050133035,-0.040415883,0.12089706,0.1056905,-0.1307734,-0.15702152,-0.04336965,0.011025697,0.098271586
BSH1%UPI0004F8D610,-0.07270052,0.090173446,-0.118678,-0.067802705,-0.06149691,-0.09732373,0.06439197,0.09859406,0.037179753,-0.05031659,-0.0020997874,-0.044558845,0.014069495,0.062071256,0.085850105,0.061568514,-0.08919935
BSH1%UPI00070D1B8F,-0.18376765,-0.043731567,-0.06848199,-0.0077929855,-0.023738058,-0.17818852,0.17971402,0.19006357,0.02571136,-0.009857336,-0.035636984,-0.07499791,0.12078329,0.15169428,0.01865231,0.055127975,-0.19763586
BSH1%UPI00073AFD00,0.19201428,0.062503055,-0.021256173,-0.098098144,-0.09228431,0.16926423,-0.16143852,-0.15507804,0.08105648,0.11069837,0.15322691,0.14481471,-0.15728097,-0.18246183,-0.08969289,-0.065043,0.099431425
BSH1%UPI00076E9CCB,0.16437441,-0.02290756,0.01630676,-0.054972984,-0.059796296,0.14838567,-0.16035897,-0.15733922,0.048290137,0.03591363,0.089207694,0.124470256,-0.13314644,-0.16080005,-0.0081490455,-0.020785399,0.11840985
BSH1%UPI0007933BD5,0.23195799,0.1230577,0.1189974,0.04053066,0.065294385,0.12817177,-0.19765697,-0.21096747,-0.1262678,0.010527524,0.066123635,0.06274903,-0.16822447,-0.18207936,-0.08971745,0.0120766675,0.21172386
BSH1%UPI000801FF16,-0.08649056,0.009956989,-0.0037595378,-0.021583123,0.045977335,0.02008926,0.08304202,0.008360785,0.008881383,-0.07022725,0.031812187,0.027906872,0.02645499,-0.087580115,-0.11666289,0.085944526,-0.04829999
BSH1%UPI00093BFB8C,0.0723134,-0.008742644,0.0345444,0.0051105833,-0.05224562,-0.05579763,-0.05530907,-0.038385354,-0.06338217,0.046183243,0.046610102,0.034019347,0.01793957,0.06609883,0.09950035,-0.06808384,0.012606991
BSH1%UPI000949473C,0.023109756,0.027158374,-0.027175084,-0.037673198,-0.0277271,0.045326006,-0.04068232,-0.043242272,0.06574429,0.11652481,0.017516416,0.02761084,-0.059875537,-0.05096477,-0.050979123,-0.07531919,-0.005514558
BSH1%UPI00095B1DAC,-0.077372596,-0.04772625,-0.03467437,-0.09274166,-0.09599906,0.06238184,0.0745794,0.042480674,0.17293127,-0.06701577,0.09127006,0.08867903,0.028008698,-0.041393515,-0.028618937,0.060530968,-0.11936985
BSH1%UPI00095C7CBB,0.05567954,0.16605526,0.08004106,0.027313959,0.031198215,-0.048537828,-0.03048986,-0.058962036,-0.10416112,-0.0033331974,0.044735312,0.005499431,-0.06756039,-0.08418591,-0.09329935,0.0046412684,0.014698351
BSH1%UPI000A00C8F6,-0.13624513,-0.009467301,-0.040024552,0.029728496,0.016526686,-0.08678948,0.08888182,0.112263605,0.018291358,-0.076376885,-0.10130787,-0.10623252,0.05294652,0.075413726,0.08994308,0.12896447,-0.08314613
BSH1%UPI000BCCCB22,-0.0087390095,0.105545394,0.030675914,0.0073995204,0.038615365,-0.0148520395,0.016571073,0.028456733,-0.0338141,-0.012237269,-0.009788299,-0.028206095,-0.015722083,-0.018896218,-0.11604796,-0.055364512,0.007573379
BSH1%UPI000BD3EFD5,0.0004085441,-0.06611956,0.15769883,0.16176961,0.094389096,-0.049067248,0.037548862,0.011124318,-0.12130314,-0.06115423,-0.124914855,-0.12962563,0.06618282,0.11665851,-0.03234938,-0.027486807,0.040541988
BSH2%UPI0001599717,0.2526214,0.10371956,0.071758874,0.011570207,0.04444546,0.13578972,-0.21293782,-0.24010067,-0.16361992,0.09764692,0.09204855,0.099190325,-0.19110407,-0.18416297,-0.110681795,-0.08726443,0.25726163
BSH2%UPI00017C25E3,0.044619635,0.011893561,0.009057448,-0.046130136,-0.056749567,-0.015688661,-0.04256689,-0.031414773,0.00017766542,0.039877005,0.05155754,0.030092964,-0.038879942,-0.02216397,0.0035697115,-0.04844245,0.014523011
BSH2%UPI0001971EB2,-0.014838584,-0.0059156525,0.00095267483,-0.005430183,-0.009309982,-0.027151344,0.001883437,0.010335539,0.011384541,0.023264851,-0.017152071,-0.015966145,0.016019111,0.0054370677,-0.037415456,-0.08692069,0.002261186
BSH2%UPI0001C1C05D,0.061679114,0.09036871,0.15538755,0.18494947,0.15739445,-0.14116302,0.067214094,0.031745214,-0.2698675,-0.19381167,-0.11296355,-0.14167954,0.019867785,0.011660639,0.035762705,0.088162415,0.037070755
BSH2%UPI0001CF4F1D,-0.034312498,-0.09500149,-0.05802309,-0.0064805276,-0.048842266,-0.033530556,0.04900365,0.036072217,0.051250096,-0.06860003,-0.017111959,-0.015004376,0.06702778,0.10270171,0.17560793,0.13298704,-0.06328683
BSH2%UPI000335FD2D,0.03011257,0.11546996,-0.033796214,-0.041992683,-0.052157093,-0.0070848614,-0.029550664,-0.05213855,-0.027503692,0.037999522,0.09214817,0.05163446,-0.04934547,-0.03675638,0.016924761,0.09503046,-0.031133177
BSH2%UPI00033F049A,0.08070085,-0.036147397,-0.08117552,-0.107289575,-0.051890165,0.12193169,-0.09330805,-0.09612052,0.114900865,0.11622188,0.08553722,0.12597832,-0.089453384,-0.11084267,0.0017253476,-0.114921525,0.042852603
BSH2%UPI00038B932A,0.0370746,0.0004928427,0.07762433,0.04772334,0.006177449,-0.012427436,0.007818036,-0.019511951,-0.007481313,-0.0029792245,-0.017026817,-0.02619349,0.0038666488,0.03791466,0.013482295,0.004441197,-0.02060994
BSH2%UPI000396CDDF,0.22778322,0.051664244,-0.045937773,-0.100014284,0.00919682,0.20763227,-0.24476595,-0.24538022,0.023814568,0.2771892,0.1109218,0.13898908,-0.21675217,-0.2888079,-0.17533556,-0.123086475,0.25806186
BSH2%UPI00050FFCF5,-0.017239857,-0.0072680633,-0.0015580351,0.030837351,0.05512014,-0.007543295,-0.0050712805,-0.006268179,-0.021792393,-0.078873165,-0.0878414,-0.07326077,0.019203233,-0.01978935,0.003294505,-0.075181216,0.076061934
BSH2%UPI0005D317A6,0.012265918,-0.045089718,-0.0061481614,-0.003833827,0.025897568,0.045766078,0.005362344,0.008112691,0.048778243,-0.005870449,-0.026654985,0.0039747586,0.009893584,-0.006234372,-0.013934012,-0.07322422,-0.006407349
BSH2%UPI0005DCCFF2,0.13602552,0.0653088,-0.17790258,-0.2343569,-0.22531419,0.18716192,-0.1647148,-0.16217512,0.16586645,0.1917745,0.22366065,0.22334485,-0.20166355,-0.20350736,-0.042208347,-0.07631605,0.02699404
BSH2%UPI0006649122,-0.12800778,-0.042695176,0.044987127,0.097846575,0.080985114,-0.11480989,0.13253409,0.107420534,-0.059714608,-0.12522087,-0.12400364,-0.11968889,0.16180953,0.11727091,0.09320383,0.06668788,-0.061300192
BSH2%UPI0006C0EB58,0.13860922,0.009540984,0.0008366762,-0.06933637,-0.018116856,0.15717365,-0.14408736,-0.12735419,0.018381864,0.069090344,0.13139363,0.1516813,-0.15362525,-0.1658729,-0.084319055,0.011748309,0.0952586
BSH2%UPI0006C1ADDE,-0.106010616,0.019749802,-0.19007683,-0.12975991,-0.12838103,-0.050225876,0.102149144,0.097856924,0.16967154,0.19842502,0.031121671,-0.028487561,0.0376819,0.08423174,-0.02758438,0.025621738,-0.21770743
BSH2%UPI0006C28698,0.08214075,-0.02267393,-0.025841719,-0.107362606,-0.0681641,0.049379382,-0.07761702,-0.06011127,0.07117571,0.06989004,0.11568928,0.10711565,-0.14378907,-0.1508065,-0.09751033,-0.119496234,0.052255582
BSH2%UPI0006C52F45,-0.1254248,-0.053874817,0.15787658,0.19205754,0.17178236,-0.16363737,0.12483853,0.1420838,-0.14153032,-0.20578079,-0.2146394,-0.21104401,0.13652122,0.13556914,-0.006746484,0.01755316,0.019869834
BSH2%UPI0006C5C844,-0.10799374,-0.106169075,0.13713263,0.18599673,0.14792182,-0.124406196,0.117762946,0.13246529,-0.07242056,-0.224399,-0.24263231,-0.2238205,0.14512116,0.15882793,0.047975335,-0.032624003,0.029700918
BSH2%UPI0006CAB5AD,-0.08400581,-0.18097323,-0.020789064,0.04234557,0.062287122,-0.07605848,0.07880758,0.12459738,0.022362476,-0.0018348056,-0.09005514,-0.069168,0.09918755,0.14738268,-0.040735207,0.0033210712,-0.058870792
BSH2%UPI0006CABDF6,0.16485424,-0.059148658,0.0862924,0.0057805716,0.0688553,0.15727125,-0.19963701,-0.1223774,-0.032163247,0.031111997,0.05306539,0.1095862,-0.14460944,-0.13433842,-0.08952656,-0.07435503,0.21721977
BSH2%UPI0006CABE2C,0.0095383795,-0.12043442,0.1320775,0.111411706,0.11322646,-0.012275445,-0.00908581,0.0034092125,-0.050241333,-0.04183401,-0.09392048,-0.06953385,-0.008207337,-0.05604857,-0.09069127,-0.10718884,0.10910191
BSH2%UPI000820857A,-0.06798003,-0.10696015,0.043657307,0.062272146,0.08976685,-0.04751751,0.07077937,0.099889174,-0.011523927,-0.08147361,-0.09292039,-0.08341856,0.06214293,0.058810066,-0.03788244,-0.0015040247,-0.0025424755
BSH2%UPI000820F666,0.096073955,-0.036959123,0.029593294,-0.022563983,-0.042308096,0.041925613,-0.06968758,-0.082296655,-0.03007714,-0.020355858,0.074952684,0.08091381,-0.071738265,-0.07174717,0.060847007,0.075608924,0.062230393
BSH2%UPI000821232B,-0.0314338,-0.09425034,0.11527372,0.14547859,0.16119452,0.00443904,0.03985506,0.048524752,-0.04102661,-0.08830166,-0.1447321,-0.09309539,0.053803194,0.07420965,0.0054949136,-0.001622252,0.01690878
BSH2%UPI000821B9AC,-0.091283046,-0.07576676,0.090314195,0.116884254,0.14034072,-0.041680373,0.051003367,0.07474367,-0.034705266,-0.04135615,-0.1542656,-0.11222222,0.094693825,0.037953194,-0.054018952,-0.08080898,0.034841463
BSH2%UPI00082257EE,0.18890035,-0.015307396,0.02368785,-0.030620603,0.056216124,0.13655834,-0.19689399,-0.17427738,-0.028313236,0.13253847,0.051883027,0.08626512,-0.185846,-0.2184177,-0.12183217,-0.066317976,0.23830856
BSH2%UPI0008230885,-0.08310014,-0.041283708,0.022457924,0.06128413,0.025708377,-0.074033275,0.10102361,0.09972442,-0.016509898,-0.13591233,-0.0565524,-0.05624114,0.07240008,0.075263456,0.06951969,0.039402753,-0.060980063
BSH2%UPI00082332C0,-0.039670836,0.05768579,0.0028798974,-0.01935608,-0.01784193,-0.04635763,0.024068378,0.015262166,-0.013595636,0.041820597,0.03931658,0.0022763808,-0.0057622264,0.013269583,-0.055046648,0.075996324,-0.06479485
BSH2%UPI000965B48B,0.05113436,-0.05085807,-0.06462858,-0.07437637,-0.030249614,0.014704478,-0.08121675,-0.055005092,-0.021728568,0.008898829,0.09093401,0.08815963,-0.075290635,-0.05566618,0.055123154,0.10616187,0.069332674
BSH2%UPI0009698BA7,0.030465923,-0.011948041,0.051684484,0.020916538,0.010731938,0.01302249,0.0024803283,-0.03867224,-0.0074159424,-0.010315533,0.03730347,0.019421631,-0.06675014,-0.055831328,-0.0733736,0.03834265,0.02590239
BSH2%UPI000B3674FC,0.038068708,0.1199941,-0.13822176,-0.13499892,-0.12730798,0.04639169,0.0030485713,-0.016767146,0.10609769,0.14557841,0.12181552,0.07007446,-0.100888185,-0.06476783,-0.09127439,-0.08388043,-0.038956683
BSH2%UPI000D6581CE,-0.030816348,-0.052701306,-0.017167976,-0.010738706,-0.027724797,-0.025900152,0.064604074,0.06048044,0.05621694,0.002766113,-0.011406325,-0.004670584,0.055026084,0.06222836,0.037298027,0.01385323,-0.085827895
BSH2%UPI000D7AF0AB,0.04400276,0.089329846,-0.10146711,-0.11513979,-0.11668663,0.040935516,-0.0421187,-0.055453405,0.0524456,0.09138851,0.10857,0.07119781,-0.08881629,-0.06887234,-0.054222584,0.0052109067,0.0023294194
BSH2%UPI000E40484B,0.081626825,0.11010286,-0.1054644,-0.13963543,0.009371927,0.16073015,-0.06632939,-0.10961652,0.06937677,0.23826464,0.09700953,0.08217138,-0.14326738,-0.25335717,-0.32787645,-0.10862355,0.08819094
BSH2%UPI000E42566B,0.10601231,0.075832814,-0.080675185,-0.10616365,-0.19139671,0.15173574,-0.05976137,-0.1024195,0.14699553,0.05840296,0.15689021,0.16066246,-0.08421543,-0.06390205,0.13984233,0.092959195,-0.06743875
BSH2%UPI000E4418E2,0.10374197,-0.05588694,0.023599606,-0.014746614,0.01648497,0.115438335,-0.1027506,-0.08606986,0.029312383,0.049027976,0.0033683544,0.054006826,-0.065763034,-0.09896925,-0.04555149,-0.11216571,0.11994008
BSH2%UPI000E4BF981,-0.051213063,0.049044725,-0.040518705,-0.014144223,-0.065416425,-0.06024661,0.02506509,0.029384747,0.048565622,-0.04623646,0.019164689,-0.009992227,0.0017981133,0.04473744,0.13012823,0.052277792,-0.10334826
BSH2%UPI000E53BC4B,-0.066304706,-0.019323457,-0.08155013,-0.06098105,-0.07978125,-0.0106513025,0.04453721,0.050145593,0.08663476,0.022951836,-0.007942687,0.011657547,0.085098244,0.045820955,0.100554556,-0.023465488,-0.081395596
BSH2%UPI000E7D8CB5,0.07176428,0.013898296,-0.052876733,-0.07182339,-0.045586444,0.07563711,-0.082914524,-0.10564054,0.008669533,0.066765115,0.10239444,0.09942456,-0.12222617,-0.120604865,-0.0245691,0.03931232,0.060889706
BSH2%UPI000E9C22D0,0.0978964,0.10586229,-0.024802634,-0.070359,-0.063293606,0.04915953,-0.119846895,-0.085771434,-0.035369314,0.071303286,0.11233464,0.088761665,-0.12595233,-0.098828316,-0.09312329,-0.039808355,0.07830344
BSH2%UPI000EC98B2C,-0.053994194,-0.0016326878,-0.0795927,-0.073028944,-0.095184915,-0.0791598,0.05554988,0.06343289,0.066988334,0.03507206,0.020975165,-0.015365915,0.053510297,0.08375201,0.07695187,-0.002668668,-0.0849346
BSH3%UPI00016547A5,0.054499097,0.17248107,-0.12749198,-0.15266502,-0.14917827,0.015697695,-0.03531091,-0.045116395,0.05055995,0.15230422,0.16417278,0.113671504,-0.07768893,-0.04946917,-0.07308655,-0.071470134,-0.039756943
BSH3%UPI00017EF3F1,0.06888978,-0.17032948,0.2155485,0.28112197,0.14819278,-0.05777492,-0.028315911,0.019115018,-0.18450245,-0.09696311,-0.21392843,-0.18831384,0.07587325,0.26433718,0.08621815,-0.09685411,0.09615182
BSH3%UPI0002132A6C,0.19874911,-0.111913055,0.10940405,0.11734476,0.009890561,0.10982269,-0.16980271,-0.103142865,-0.017300237,-0.02882,-0.09180085,-0.031531513,-0.08776481,0.08538181,0.15176472,-0.09275354,0.16052407
BSH3%UPI000238BE2F,-0.03715038,-0.13541843,0.0021664225,0.009349465,-0.0019756756,-0.040624347,0.062134404,0.066482805,0.067656346,0.002600277,-0.073350966,-0.061957646,0.022303121,0.033765174,0.015089473,-0.07236842,-0.014112321
BSH3%UPI00035F5DCE,-0.08469756,-0.031103753,-0.026670804,-0.012172392,0.023668129,-0.0632215,0.094791785,0.10852654,0.02961262,-0.0012104153,-0.02269549,-0.031610757,0.049591705,0.040823802,-0.06345014,-0.08424455,-0.06547784
BSH3%UPI0004DA32C0,-0.0124106435,-0.055405766,-0.045514412,0.014132899,-0.016193448,0.033689912,-0.0101904245,0.0007144868,0.04295799,0.06277799,0.0013587102,0.025053935,0.031252075,0.09672143,0.11505918,0.045367137,-0.072926186
BSH3%UPI00080CB216,0.15022463,-0.05080183,0.0054884683,-0.04524827,-0.032625027,0.13704842,-0.17360254,-0.15475099,0.038483046,0.10233534,0.05115228,0.09145921,-0.10518324,-0.12546463,-0.016521111,-0.084314115,0.16570018
BSH3%UPI00092A5378,0.17617185,-0.09216228,0.02536531,0.008577884,-0.08210223,0.14122151,-0.16239555,-0.07631031,0.09479946,0.054944195,-0.030358264,0.026201546,-0.11632334,0.037512228,0.0755774,-0.16834013,0.116722
BSH3%UPI000E902C94,-0.014392841,0.065261334,-0.04100585,-0.029061172,-0.05619175,0.002436231,-0.029268181,-0.037454013,0.01649262,0.036733545,0.033084944,0.04132713,-0.03290627,0.0072738803,0.09534764,0.11883551,-0.0306437
BSH3%UPI000EF23C17,0.021537704,0.022323694,0.17452405,0.12203857,0.13751164,-0.058208533,-0.03898083,0.036036845,-0.15636109,-0.08858098,-0.09180192,-0.09853921,-0.023208879,-0.041963506,-0.14943212,-0.1403512,0.14345396
BSH4%UPI0001653940,0.15128721,0.05531395,0.13626683,0.06849729,0.10747426,0.07083354,-0.14292759,-0.09277588,-0.09059787,0.041078188,-0.021368824,0.006548594,-0.09869461,-0.11308687,-0.10327781,-0.14482355,0.16735134
BSH4%UPI0001FAB233,0.09213053,0.020714993,0.035347566,-0.008919204,-0.112643376,0.03392692,-0.10400245,-0.11988354,0.0051165204,0.075657554,0.05079945,0.05230923,-0.018606856,0.08551751,0.21906269,0.033660814,0.0005109099
BSH4%UPI0006BEFACE,0.024435306,0.0027576834,-0.13749813,-0.14837217,-0.10673072,0.057769164,-0.04050689,0.00089198654,0.12795064,0.17050865,0.106815755,0.0969458,-0.10329201,-0.062671036,-0.11574673,-0.097374536,-0.0046289726
BSH4%UPI000822CCAE,0.016814655,-0.01888385,-0.0019560459,-0.03049556,-0.020573206,0.04268764,-0.005325155,0.014397624,0.09160332,0.005669272,-0.009076946,-0.004823849,-0.027835635,-0.0566018,-0.0506109,-0.11637984,0.0066832597
BSH4%UPI000E54B9B5,-0.021531727,0.040771928,-0.01539566,-0.022498272,-0.04121441,-0.005350981,0.033781625,0.014774781,0.054679178,0.034175664,0.023743482,0.010012184,-0.0018260799,-0.026969992,-0.035817586,-0.013267435,-0.070422284
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,0.045936737,-0.0038525625,0.030153956,-0.016223514,-0.014331612,0.06203047,-0.05631939,-0.048676386,0.026771372,0.037608564,0.041711107,0.06195044,-0.10540698,-0.11740838,-0.06783702,0.0052305735,0.040959626
BaiA%SRR3992974_bin_8_EOPEKEED_01051__3-oxoacyl-_acyl-carrier-protein__reductase_FabG,0.024025962,-0.25527015,0.17485291,0.18686254,0.22457552,0.018160332,-0.009015872,-0.034796014,-0.14255983,-0.11210935,-0.13933359,-0.071243264,0.097603105,0.03310363,-0.012966914,0.07472317,0.12058877
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,0.04680945,-0.025275689,-0.012265677,-0.06403259,-0.07062872,0.10723719,-0.05874792,-0.060473327,0.093243815,0.047268745,0.069093384,0.09586242,-0.10149926,-0.11257389,-0.04413209,-0.033260237,0.019687215
BaiB%MDY5565236_1_bile_acid--CoA_ligase_BaiB__Candidatus_Limivicinus_sp__,-0.044058785,0.004987947,-0.008606686,0.03990671,0.041636165,-0.031326246,0.055450983,0.028024334,-0.012991889,-0.014710881,-0.0344095,-0.0282133,0.07673724,0.057324085,0.07391329,0.08144548,-0.05310639
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,0.0005054345,-0.048156437,-0.03970722,-0.05438125,-0.073624805,0.024388785,0.01967206,0.022172587,0.08342752,0.016762152,0.04439884,0.04887388,-0.030872634,-0.013454237,0.000881652,-0.020290326,-0.031411264
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,-0.06096578,-0.1362926,-0.084832385,-0.061740346,-0.06518641,-0.0100259455,0.05075082,0.07630298,0.11244299,0.008095178,0.0115615465,0.029814536,0.101352,0.121009186,0.10403421,-0.030570269,-0.091275826
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,-0.012167014,0.070031315,0.014658136,-0.008306181,-0.036860354,-0.012349673,0.010994326,-0.021322291,-0.025215521,-0.017560387,0.05451248,0.034258984,0.040949903,0.032899693,-0.018992271,-0.0035236063,-0.059726883
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,0.027867226,0.042529907,0.08998417,0.10777543,0.07445434,-0.05961171,0.06979509,0.02021293,-0.14094323,-0.15702274,-0.06324067,-0.08980223,0.038843777,0.012629197,-0.035351902,-0.0008515228,0.012799089
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,-0.031752244,-0.048292235,0.0020741748,0.007939614,-0.012440903,0.031599175,0.027631886,0.023626473,0.07163168,-0.040692404,-0.014326226,0.011198652,0.02767199,0.020565843,0.049308214,0.018057609,-0.049560577
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,-0.11596067,-0.05010799,-0.12512662,-0.07817032,-0.108279884,-0.033095535,0.094311655,0.12735467,0.16624017,-0.039820623,-0.009957452,-0.009549423,0.029365951,0.077222474,0.13365632,0.06153415,-0.14457163
BaiE%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3079,0.026018154,0.0191172,0.013449844,-0.012752985,-0.020781508,0.055028435,-0.024171006,-0.03048742,0.008303825,-0.045397446,0.0646953,0.06785934,-0.056917008,-0.060614377,-0.05046269,0.012002814,-0.00044685122
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,0.04193417,0.11894731,-0.11294975,-0.07962927,-0.028885601,0.065650895,-0.044196606,-0.05983629,0.0053221504,0.05992089,0.12203088,0.109998845,-0.056409143,-0.059477128,-0.01649695,0.0482065,-0.005346801
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,0.054029096,0.08263987,-0.13667233,-0.12511891,-0.12958525,0.08507397,-0.055779673,-0.09779361,0.029126301,0.056085516,0.16830535,0.16230279,-0.050374188,-0.03314868,0.07050214,0.1571437,-0.037416887
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,0.04469637,0.026212158,-0.027204908,-0.0346078,-0.012988199,0.055231947,-0.035114206,-0.056999736,-0.0012366199,0.043579947,0.074318826,0.07111285,-0.062292118,-0.07331151,-0.06129289,0.012866872,0.015264597
BaiF%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_911,-0.08101806,-0.0051332386,0.0276827,0.056735598,0.09433538,-0.08036611,0.058914803,0.10301236,-0.07064266,-0.07547196,-0.052367795,-0.053067278,0.06727897,0.09132943,0.01114356,0.0745779,-0.03326029
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,0.0651916,0.09255514,-0.088541575,-0.107240446,-0.07356591,0.11308264,-0.10255047,-0.10374648,0.011710683,0.023120036,0.18203028,0.1873977,-0.08269961,-0.072468944,0.021377098,0.14166659,-0.021290049
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,0.046402227,-0.010266033,-0.071960665,-0.09171236,-0.06822386,0.06963753,-0.071413524,-0.036414035,0.090461455,0.08155243,0.07918654,0.09308856,-0.08365952,-0.048789915,-0.022681389,-0.036509663,0.020862594
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_13110,0.096401826,0.06952493,-0.009709256,-0.07839374,-0.04909533,0.08769914,-0.0813568,-0.04975649,0.04572444,0.07586673,0.1303909,0.122617394,-0.15637372,-0.1348494,-0.16721825,-0.16112615,0.0555512
BaiF%fig|1950825_3_peg_1464|__L-carnitine_dehydratase_(EC_4_2_1_89)____Clostridiales_bacterium_UBA1701_|_1950825_3_,0.046358623,0.0256915,-0.0006491709,-0.020315614,-0.0030220186,0.057304133,-0.072588764,-0.079717115,-0.022837965,0.025321517,0.06877904,0.07789374,-0.051723048,-0.057376996,-0.03729024,0.08620568,0.035976965
BaiG%MBE6987074_1_MFS_transporter__Oscillospiraceae_bacterium_,-0.02460013,-0.10160604,0.037470452,0.048095394,0.060679372,0.058353446,0.021587132,0.033793334,0.021511862,-0.04021924,-0.026070405,0.0151929315,0.020518497,0.03982907,-0.021476611,0.0526381,-0.004334451
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,-0.11382983,0.013225025,0.20135234,0.19812582,0.09993326,-0.24162613,0.11278694,0.16268374,-0.22361942,-0.08941188,-0.19110535,-0.23140183,0.17784438,0.2428251,0.018095793,-0.044719238,-0.01520804
BaiG%MDY4488523_1_MFS_transporter__Candidatus_Limivicinus_sp__,-0.01499326,-0.065306515,-0.05888402,-0.029493,0.015878338,0.039196953,-0.0029724734,0.01028288,0.03877754,0.007281421,0.01721553,0.0390816,0.003960357,0.0023759382,0.019081058,0.053096816,-0.0081653325
BaiG%MEE1256339_1_MFS_transporter__Lachnospiraceae_bacterium_,-0.027794462,-0.08354309,0.0884611,0.076772936,0.06900015,0.026187772,0.037822556,0.033245876,0.013593383,-0.112039424,-0.068086244,-0.025003899,0.017389605,-0.023213593,-0.020741735,-0.011705764,0.0042484226
