Sample,3oxoDCA,3oxoLCA,7oxoDCA,Ala_DCA,Asn_CA,Asn_DCA,Asp_CA,Asp_DCA,CA,CDCA,DCA,GDCA,GLCA,GUDCA,Gln_CA,Glu_CA,Glu_CDCA,Glu_DCA,IleLeu_CA,LCA,Lys_DCA,Phe_CA,Phe_CDCA,Phe_DCA,TCDCA,TDCA,TLCA,TUDCA,Thr_CA,Thr_DCA,Trp_CA,Trp_DCA,Tyr_CA,UDCA,isoCA_aMCA,isoDCA_isoCDCA,isoLCA,isoUDCA
5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,0.047766246,0.035098795,0.0056586117,-0.0013967395,0.023762159,-0.00896416,-0.011122481,0.01466167,-0.019841062,-0.04156904,0.025606042,0.0161354,0.0013826169,-0.003438026,-0.0010290609,-0.0032832704,-0.034389015,0.016347783,-0.025084043,0.028662799,0.011439711,-0.02452214,-0.02587507,-0.0155776795,-0.0163001,-0.0044409814,-0.022311661,-0.005864343,-0.0018335545,-0.051093377,-0.026871826,0.008710584,-0.015978428,0.04597787,-0.016241588,0.03332609,0.031673968,-0.0019081006
5BR%WP_297931268_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.013360684,-0.01967228,0.028083898,-0.028575106,0.015234614,0.008707971,-0.01222048,-0.032485407,0.017711611,0.014049099,-0.0085708415,-0.008610468,-0.029303167,0.041740943,0.028897535,-0.007714099,0.022030279,-0.006192465,0.012492856,-0.01524728,-0.018502759,0.046358563,0.032145277,0.00038467615,0.0021063117,-0.009884835,-0.042877212,0.019814447,0.008535621,-0.024810312,0.006239908,-0.021555724,0.0048851334,0.018723052,0.019680416,-0.009385897,-0.016879292,-0.013779616
5BR%WP_300285921_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.028055282,-0.048189413,0.060678653,-0.07077672,0.07425713,-0.042003628,0.05566263,-0.07158493,0.05876563,0.03305658,-0.046455946,-0.03505712,-0.039285388,0.028843414,0.049531225,0.08330089,0.05653449,-0.075472265,0.060582746,-0.04720728,-0.09566494,0.037116222,0.011330825,-0.09425127,0.038579952,-0.0324304,-0.0292797,0.051221505,0.08277373,-0.078155234,0.043871373,-0.09000888,0.040848497,0.004575728,0.09016082,-0.03606992,-0.06561052,0.05223164
5BR%WP_300748828_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.010184161,-0.011322859,0.008807584,0.0019357667,0.0039613144,0.048152227,-0.0041409293,-0.014890087,0.009562465,0.011605841,-0.025201315,-0.013238352,-0.039967027,0.039814435,0.008018968,-0.0036200157,0.0045171925,-0.009561124,0.0107471505,-0.024084475,0.005552785,0.023116753,-0.01805624,0.012284275,0.0010432971,-0.0236771,-0.012505983,0.026187507,0.0064886175,0.0008689826,0.01111457,0.039575208,0.00071943,-0.0046445117,0.007072578,-0.021237154,-0.013204243,0.0042006867
5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,0.078312315,0.08535504,-0.087332904,0.013035162,-0.043466277,-0.018365718,-0.089319326,0.053513218,-0.07000632,-0.112270005,0.05787146,0.03627422,0.03377322,0.0046660923,-0.03796287,-0.08589389,-0.060452476,0.038969852,-0.051145934,0.07410108,0.004354966,-0.04579415,-0.020271346,0.040902387,0.001937019,0.017177911,0.063906975,0.0037048482,-0.06381544,-0.020193184,-0.058806892,0.08557745,-0.068764344,0.021312611,-0.03161905,0.06474909,0.07608355,-0.008043697
5BR%WP_394671717_1_NADH_flavin_oxidoreductase__Muribaculum_sp__,0.036579274,0.053262383,-0.06917595,0.04489265,-0.02385257,0.012478668,-0.023429224,0.024859956,-0.025733395,-0.030267665,0.023625754,0.017827861,0.08662282,-0.055691138,0.014745908,-0.040368374,-0.013152957,0.024567733,-0.006602627,0.044544034,0.037078604,-0.013880891,-0.007083443,0.036104877,-0.025640538,-0.044772387,0.028271804,-0.089509904,-0.032208983,0.045401476,-0.0075930236,0.047938704,-0.034915715,-0.038947493,-0.018127784,0.02255435,0.045591254,-0.05868876
5BR%WP_418992344_1_NADH_flavin_oxidoreductase__Alistipes_sp__,-0.009118911,-0.0133213075,0.031728026,-0.02382217,0.034728322,-1.4748238e-05,0.06261701,0.0016808974,0.018757295,-0.012263089,-0.010055261,-0.024590647,-0.016780218,-0.005870159,0.019687975,0.049287025,0.03225452,0.0015740314,0.00582328,-0.017424842,-0.030694773,-0.0049175434,-0.008636319,-0.025591452,0.0025454753,-0.021569079,-0.057350725,0.008871273,0.03161462,-0.018123487,0.021520935,-0.01734451,0.035549592,0.023485858,-0.0056171957,-0.016304499,-0.017708644,0.015240444
7aHSDH%EOW9602512_1_SDR_family_NAD(P)-dependent_oxidoreductase__Escherichia_coli_,-0.013461956,-0.012968763,0.033943083,-0.010558542,-0.04420018,0.058925852,-0.012450167,-0.05023421,0.028558929,0.030186526,-0.013100675,-0.005470326,-0.005121761,-0.037373636,-0.004231513,0.00097197155,0.04007822,-0.044847697,0.059549797,-0.028067054,-0.019947877,0.091189496,0.09323523,0.027706208,0.025487017,0.019274004,-0.00063468853,-0.0100516565,-0.059444807,-0.03054984,-0.038475797,-0.015568229,0.05947239,0.00045168036,-0.0039532445,-0.025602946,-0.020192675,-0.059463847
7aHSDH%GENOME007043_1033,0.011770981,0.0023168835,0.005422554,0.015597328,0.057904176,-0.046926487,0.061188456,-0.00020487115,-0.045199495,-0.045534883,-0.04154263,-0.004254781,0.042990074,-0.025635147,0.05378602,0.06369998,0.015192338,-0.031201981,0.008215171,-0.046516743,0.017394917,0.0046828156,-0.028839786,-0.043008458,-0.04230785,0.030438228,0.05111284,-0.11352763,0.054790765,-0.037863795,0.045617815,-0.036980856,0.035530094,0.022507794,0.018948283,0.01409545,0.0005646274,0.006115684
7aHSDH%GENOME011662_3430,0.013582073,0.022496916,-0.053942148,0.037584774,-0.044074144,0.028748404,-0.019066967,0.010452962,-0.02852841,-0.018601926,0.016340641,0.035452735,0.039449643,0.0018624194,-0.017569145,-0.020610988,-0.014189503,0.022878073,-0.046335388,0.027325528,0.03674873,-0.033034526,-0.03321382,0.028230105,-0.0045372467,0.0142389415,0.023655826,-0.0032856765,-0.023436226,0.042239543,-0.031351887,0.011999237,-0.038822826,-0.042613722,-0.009251966,0.015697634,0.025960596,-0.00051751104
