Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GLCA,GUDCA,LCA,TCA,TCDCA,TDCA,TLCA,TUDCA,UDCA,isoUDCA
5AR%GENOME006039_2690,-0.65374196,-0.42912662,0.36007327,0.6321314,-0.15572304,-0.6626808,0.5631686,0.7145289,0.22687162,-0.5621642,-0.32412064,-0.4474677,1.0,0.7607238,0.37741575,-0.09791718,0.112287514,-1.0,-0.6590436
5AR%GENOME012336_2253,1.0,1.0,-0.7297132,-1.0,0.18300617,0.887813,-1.0,-1.0,0.95706743,1.0,0.18766074,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.94626725
5AR%GENOME013886_753,-1.0,0.41959754,-0.8189827,-0.4584829,-0.40137967,0.19208252,0.49526176,0.13419406,1.0,1.0,0.92911655,0.27217245,-0.4154725,-0.61195296,0.3030485,0.3160585,-1.0,-1.0,-0.4168007
5AR%GENOME021742_2120,0.22278084,-0.35466066,-0.26793098,0.1369561,0.15920486,-0.24186225,1.0,1.0,-0.2535025,-0.7685141,-1.0,0.009110677,1.0,1.0,0.28892314,-0.7185855,-0.9167437,-0.2745495,-0.4521676
5AR%GENOME084343_2181,-1.0,-0.91437805,1.0,1.0,1.0,-0.81873286,0.5330239,0.72213817,-0.81451416,-1.0,0.7987416,-1.0,0.25749588,1.0,-1.0,-1.0,1.0,1.0,1.0
5AR%GENOME140582_2251,0.17192324,-0.9418427,1.0,1.0,1.0,-0.8207063,0.18331592,0.40885237,-0.51126283,-1.0,1.0,-0.7636043,-0.17144497,-1.0,-1.0,-1.0,-0.42969736,1.0,1.0
5AR%GENOME142018_414,-0.5036249,0.2659191,-1.0,-1.0,-1.0,0.9079319,-0.91148627,-1.0,0.85065246,0.8340666,-0.37746593,0.6486038,-1.0,-1.0,1.0,1.0,0.2034764,0.5520498,0.46189883
5AR%GENOME170052_106,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.21769959,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.22495283,-0.4020938
5AR%GENOME179594_130,0.21761988,-0.8579786,-0.5408735,1.0,0.3616523,-0.124136075,1.0,0.376999,0.28737792,-1.0,-0.9212435,-0.9384809,1.0,1.0,1.0,0.9138867,0.34177408,-1.0,-1.0
5AR%GENOME179896_434,-1.0,-0.46827897,0.44650358,-0.39624447,0.2162947,-1.0,1.0,0.6812035,-0.3052759,-0.466935,0.49858025,-0.94579726,1.0,1.0,0.87529665,0.7595494,0.8168606,-1.0,-0.7800123
5AR%HIU55603_1_DUF1295_domain-containing_protein__Candidatus_Gallibacteroides_avistercoris_,-1.0,-0.46370244,-1.0,-1.0,-0.3044248,-0.98178184,1.0,1.0,0.25397262,0.13507454,1.0,-0.6579619,0.9924689,1.0,0.41190264,-0.46588224,0.0841581,-1.0,-0.9353193
5AR%MBD5276024_1_DUF1295_domain-containing_protein__Bacteroides_sp__,-0.48329893,-1.0,0.31110218,0.32304674,0.86970615,-0.17209597,1.0,0.64685595,0.4631257,-0.6426467,-0.19087678,-0.18523185,1.0,0.93989426,0.49188337,-1.0,0.6277106,-1.0,-1.0
5AR%MBP3601379_1_DUF1295_domain-containing_protein__Alistipes_sp__,1.0,0.8301971,-0.43363774,-0.036445502,-0.25099757,1.0,-0.3213441,-0.17426904,0.5119981,0.16279685,-0.13929945,1.0,-1.0,-1.0,-0.062436547,-0.06564646,-1.0,0.7896718,0.51591974
5AR%MBQ1253485_1_DUF1295_domain-containing_protein__Alistipes_sp__,1.0,1.0,-1.0,-1.0,-0.8615375,1.0,-0.031963967,-1.0,0.28167376,0.6416838,-1.0,1.0,-0.54559404,-1.0,-0.41387865,-0.5184241,-1.0,0.6150621,-0.8917514
5AR%MBR4740186_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,-1.0,-0.4520196,0.20995975,-0.30785814,0.40406847,0.03138203,0.42954996,1.0,0.801808,1.0,0.28163037,0.41488042,-0.42617,0.024849327,-1.0,-0.42586794,0.39318538,-0.82612455,0.45426217
5AR%MCH5217706_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,-1.0,-0.84605944,0.011514627,0.21467239,0.6774526,-1.0,1.0,0.93230975,0.08719957,-0.7276292,1.0,-0.8421249,1.0,1.0,-0.031615894,-1.0,0.4011334,-0.19057783,-0.500967
5AR%WP_149192684_1_MULTISPECIES__DUF1295_domain-containing_protein__Bacteroidaceae_,-1.0,0.2090375,-1.0,-1.0,-0.9797574,-0.15339106,-0.9098492,-1.0,-1.0,0.931473,1.0,-0.06480101,0.069549195,-0.06638698,0.7791816,1.0,1.0,-0.31113148,-0.06853945
5AR%WP_300108487_1_DUF1295_domain-containing_protein__uncultured_Alistipes_sp__,-1.0,-0.85386854,0.34841287,0.48434997,0.68680394,-0.89689565,1.0,1.0,0.71085334,-0.49736235,0.90241027,-0.6372615,1.0,1.0,-1.0,-1.0,0.14417635,-1.0,-1.0
5AR%WP_302729833_1_DUF1295_domain-containing_protein__Bacteroides_sp__ET489_,0.9470212,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.91877884,0.5206275,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.80249864,-0.15384403,-0.6304651
5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,-0.2232646,0.13512477,-0.1242819,-0.023090068,-0.55830425,0.04955837,-0.21398179,-1.0,-1.0,-0.90889746,1.0,0.24740326,-0.08405272,-0.10085872,0.20314273,-0.30489144,1.0,0.5271049,1.0
5BR%CAK7070565_1_MAG__NADPH_dehydrogenase__Parabacteroides_sp__,-0.20684443,0.6735963,-0.5443289,-1.0,-0.9839018,0.5197816,-1.0,-0.67119163,-0.07000545,0.094115876,-0.22471458,0.72923005,-0.9625194,-0.6992867,0.014730963,-0.22021827,0.7186145,1.0,1.0
5BR%GENOME006024_4796,0.4903243,-0.5542858,-0.032750703,0.6215464,0.3156718,-1.0,1.0,0.32382682,-0.5832925,-0.528478,-1.0,-1.0,1.0,1.0,1.0,0.4733708,0.5623883,-0.43019384,0.1282882
5BR%GENOME006521_2122,-1.0,-0.3214049,-1.0,-0.9721188,-1.0,-0.3240588,0.20250693,1.0,0.44035298,0.026483478,1.0,-0.028005196,0.48372442,0.6143101,0.66586375,0.87907624,0.21897873,-1.0,-0.5058807
5BR%GENOME141824_1849,-0.37863946,-1.0,0.1772672,1.0,0.7632613,-1.0,1.0,1.0,-1.0,-0.30452597,0.4141422,-1.0,0.9473694,1.0,-1.0,0.4730321,1.0,-1.0,-1.0
5BR%MBO4402754_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,-1.0,-0.586599,-1.0,-1.0,-1.0,-0.6444889,0.66663295,1.0,0.20280978,-0.5632625,-0.26667267,-0.25238845,1.0,1.0,1.0,1.0,0.8723943,-1.0,-1.0
5BR%MBO7234306_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,1.0,1.0,-0.6535095,-1.0,-0.391563,1.0,-1.0,-0.42183697,1.0,1.0,-0.975666,1.0,-1.0,-1.0,0.49193984,-0.33743364,-1.0,0.113866635,-0.2951496
5BR%MBO8446450_1_NADH_flavin_oxidoreductase__Candidatus_Enterocola_intestinipullorum_,0.21915647,-0.42940348,-0.12172579,0.13348417,0.60742605,-0.3764303,1.0,1.0,0.092757955,-0.9127417,-0.20400639,-0.5474123,1.0,0.72894216,-0.8233569,-1.0,-0.90084815,-0.17054272,-0.17613448
5BR%MBQ8101082_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,0.81026715,1.0,-0.16250211,-0.026191168,0.67966336,1.0,-0.7173911,-0.8516156,-0.39675075,0.3137956,-1.0,1.0,-0.9135271,-1.0,0.23135221,0.631615,-0.7789041,0.5836257,-0.117212765
5BR%MCD8287651_1_NADH_flavin_oxidoreductase__Porphyromonadaceae_bacterium_,0.42408141,0.5809429,-1.0,-0.7832312,-0.4127986,0.9114407,-0.77907723,-0.94403684,0.14604789,1.0,-1.0,1.0,0.3786803,0.1490323,0.3279896,0.73336095,-0.39000425,-1.0,-1.0
5BR%MCH5231198_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,-1.0,-0.7987738,1.0,1.0,1.0,0.07379168,0.42646995,-0.67283314,-0.22191854,-0.60915214,-1.0,-0.015690656,1.0,0.19892876,1.0,1.0,0.15273543,-1.0,-1.0
5BR%MCQ2066925_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,-0.1951895,-0.38940313,1.0,1.0,0.5127261,-0.28735197,0.11218374,-0.68166286,-0.7522243,-1.0,0.93278337,-0.6391901,-0.87904274,-1.0,-1.0,-0.34171927,0.8939708,1.0,1.0
5BR%MCQ2271787_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,0.35790473,0.5596244,0.96930325,0.118660964,0.29163244,-0.5151164,0.6259116,-0.4250815,-1.0,-1.0,-1.0,-0.57258844,0.5801028,0.29833147,-0.008076619,-0.22466649,0.13756089,0.09936148,0.62230086
5BR%MCR4591939_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,0.6360559,0.29738173,1.0,1.0,0.11604464,1.0,-0.743505,-1.0,-0.6446184,-0.9514015,-0.43810588,1.0,-0.8024039,-1.0,-0.68229246,0.32956985,-1.0,1.0,0.57467806
5BR%MDD5892138_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,1.0,0.5330014,-1.0,-0.22016469,-0.724502,1.0,0.3698693,-0.68703777,1.0,0.8562298,-1.0,1.0,0.4948068,-0.68505275,1.0,0.7374947,-1.0,-1.0,-1.0
5BR%MEI7492181_1_NADH_flavin_oxidoreductase__Bacteroidota_bacterium_,1.0,1.0,-0.72903967,-1.0,-1.0,1.0,-0.43582296,-1.0,-0.56775093,1.0,-0.92641884,1.0,-0.7723863,-1.0,-1.0,-1.0,-0.5195988,1.0,1.0
5BR%MEZ3591839_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,-1.0,-1.0,0.67289454,1.0,1.0,-1.0,1.0,1.0,-0.20960277,-1.0,1.0,-1.0,1.0,1.0,0.34416327,-0.9734141,1.0,-0.788275,-0.26764777
5BR%WP_149192683_1_MULTISPECIES__NADH_flavin_oxidoreductase__Bacteroidaceae_,-0.60585785,-0.42384407,1.0,-0.12978072,0.7797055,-1.0,-1.0,-1.0,-1.0,-0.4029378,1.0,-0.40191045,-0.19445442,-0.13493192,-1.0,0.7318954,1.0,1.0,1.0
5BR%WP_259010233_1_NADH_flavin_oxidoreductase__Parabacteroides_distasonis_,-0.43749234,0.15449089,0.6980501,0.0342858,0.44212347,-0.47940102,-0.13465339,-0.31544214,-1.0,-1.0,-0.22415903,-0.6562477,0.85787195,0.85293835,-0.27866727,-0.2278653,0.5861402,0.9968579,1.0
5BR%WP_279088787_1_NADH_flavin_oxidoreductase__Alistipes_putredinis_,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.17712897,-1.0,0.539561,1.0,-1.0,1.0,-1.0,-0.85342973,-0.37475538,0.07412787,-1.0,0.37023577,-0.17852823
5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.084971435,0.48371336,-1.0,-1.0,-1.0,0.48585108,-0.0695272,0.632886,1.0,1.0,-0.037683606,0.68459845,-0.026923737,0.5049131,0.85501343,0.8447283,-0.70442855,-0.66642916,-1.0
5BR%WP_300285921_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.20344244,-0.45515436,1.0,1.0,1.0,-0.7417628,0.96366155,1.0,-0.35250244,-1.0,0.03619509,-0.34831852,1.0,0.6036943,-0.77948695,-1.0,0.31848034,0.13489376,0.16438241
5BR%WP_300748828_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,0.9070122,0.1983635,-0.8564699,-1.0,-0.034182098,0.5780935,0.46431684,0.14118685,-0.68032897,0.4899909,-1.0,0.27185875,0.46556816,-0.059420858,0.32893038,1.0,0.44909328,-1.0,-1.0
5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9215144,-1.0,1.0,1.0,-1.0,1.0,-0.51947814,-1.0,1.0,1.0,-0.85727406,0.52374023,-1.0
5BR%WP_394671717_1_NADH_flavin_oxidoreductase__Muribaculum_sp__,0.06689232,-0.8124519,0.36759785,0.17380439,-0.15776144,-0.68705654,0.96568954,1.0,0.43707755,-0.5897244,0.75479835,-1.0,1.0,0.98408455,-0.49682868,-1.0,-0.5507293,-0.69071263,-0.06390965
5BR%WP_418992344_1_NADH_flavin_oxidoreductase__Alistipes_sp__,-0.6634742,0.4816752,-0.03309961,0.086798325,-0.42699975,-0.028425394,0.11936777,0.14094292,0.26378345,-0.16378921,0.17162514,1.0,-0.21351114,-0.012947721,-0.0489128,-0.010296389,-0.8639754,-0.7440825,-0.026899718
7aHSDH%GENOME025100_397,-0.066369005,-0.016557619,1.0,1.0,0.9902844,0.8304349,-1.0,-1.0,-0.8835993,-0.2679074,-0.21781303,0.5069451,-1.0,-1.0,-0.8523772,0.08052294,-1.0,0.95734334,1.0
7aHSDH%GENOME067790_2714,1.0,0.55014855,0.61489147,0.5034533,0.9336141,0.6980526,-1.0,-1.0,-1.0,0.6672146,-0.59718585,0.1066035,-0.99245644,-1.0,-1.0,-1.0,-1.0,1.0,1.0
7aHSDH%GENOME086444_1757,-0.7858317,-0.10530169,-0.14607887,-0.011401081,-0.33660272,-0.40008414,0.37366283,0.019418173,0.16212565,-1.0,1.0,-0.53581196,0.5226936,1.0,1.0,-0.5273667,0.8445888,-1.0,-1.0
7aHSDH%GENOME150027_3593,-0.8566469,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.6588811
7aHSDH%MBE5948790_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,1.0,1.0,-1.0,-1.0,-0.75824416,1.0,-0.56131667,-0.72541016,1.0,1.0,-0.7012309,1.0,-1.0,-1.0,1.0,-0.41667056,-1.0,0.19994818,-0.93270653
7aHSDH%MBHC130__Clostridiales_bacterium_1_7_47FAA_,0.30395904,-0.7581581,1.0,0.8442545,0.44377762,-1.0,-0.29242066,-0.8376223,-1.0,-0.42216998,1.0,-0.5874475,-0.2093598,-0.84084576,-1.0,0.18030886,0.27021348,1.0,1.0
7aHSDH%MCI7810995_1_SDR_family_oxidoreductase__Clostridiales_bacterium_,-0.034827784,-0.3504851,-0.21596521,0.4256973,0.6111588,-0.6222476,0.50732845,0.9044737,0.1900965,-0.2968725,-0.09305471,-0.54854554,0.5098057,0.98881364,-0.57023454,0.7535677,1.0,-0.66535395,-1.0
7aHSDH%MCI9468093_1_SDR_family_oxidoreductase__Oscillospiraceae_bacterium_,-1.0,-1.0,0.18349431,1.0,0.8296436,-1.0,1.0,1.0,1.0,-0.12396052,1.0,-1.0,1.0,1.0,-0.2775894,-0.35127756,0.35733604,-1.0,-1.0
7aHSDH%MEO8122524_1_7-alpha-hydroxysteroid_dehydrogenase__Burkholderiales_bacterium_,-1.0,-1.0,0.24554558,0.36181453,0.2008601,-1.0,1.0,1.0,-0.43487793,-0.6754453,1.0,-1.0,1.0,1.0,-0.67934763,-0.98719895,1.0,-0.91984737,-0.80567664
7aHSDH%WP_003507641_1_7alpha-hydroxysteroid_dehydrogenase___Clostridium__symbiosum_,-0.13037282,0.5620762,0.4382994,0.4409412,-0.22380331,-0.34025633,-1.0,-1.0,-1.0,-0.037950046,-1.0,0.22492577,-0.2526086,-0.65459657,0.38935676,1.0,0.5742622,1.0,0.64777786
7aHSDH%WP_021989220_1_7alpha-hydroxysteroid_dehydrogenase__uncultured_Culturomica_sp__,-1.0,-1.0,0.14021502,0.6106246,0.83457655,-0.65287393,1.0,1.0,0.8723454,-0.33456352,0.7171959,-0.77471113,1.0,1.0,0.5483689,-0.676437,-0.038600266,-1.0,-0.8493333
7aHSDH%WP_262434703_1_7alpha-hydroxysteroid_dehydrogenase__Jilunia_laotingensis_,-1.0,-1.0,0.14927077,0.69630915,-0.29524302,-0.9229913,1.0,1.0,0.28679013,-0.34064874,1.0,-1.0,1.0,1.0,-0.9098344,-0.9296893,0.27197528,0.40458468,0.5624896
7aHSDH%WP_288686302_1_SDR_family_NAD(P)-dependent_oxidoreductase__partial__uncultured_Bacteroides_sp__,0.03690015,-0.85890603,0.62908095,1.0,0.7007564,0.7977095,0.37920603,0.41037223,0.051076245,0.293913,0.15712094,-0.088886715,-0.26463878,-0.3168257,-0.8117891,0.11252441,-1.0,0.0810158,0.10882709
7aHSDH%WP_342232791_1_7alpha-hydroxysteroid_dehydrogenase__Pseudoflavonifractor_phocaeensis_,0.0827019,-0.4337519,1.0,1.0,1.0,-1.0,0.12371209,1.0,0.4943778,-1.0,1.0,-1.0,-0.98975235,-0.45145145,-1.0,-1.0,-0.08112945,1.0,1.0
7bHSDH%GENOME075272_507,0.1355568,-0.46499538,0.62181824,0.8694807,1.0,-0.6700488,-0.72850025,0.7243209,0.10491936,-0.6045682,1.0,-0.80174536,-1.0,-1.0,-1.0,-1.0,0.21646877,1.0,1.0
BSH1%UPI0001652BA3,1.0,1.0,0.6087459,-1.0,-1.0,0.73448056,-1.0,-1.0,-0.83542687,0.702397,-0.9299917,1.0,-1.0,-1.0,0.77267545,1.0,-0.00080573297,1.0,1.0
BSH1%UPI0001B1C28E,-0.68063134,-1.0,0.5277735,0.6041339,0.3764772,-1.0,0.6599704,0.5158443,0.08519969,-1.0,0.03740575,-1.0,1.0,1.0,1.0,-0.10006877,1.0,-1.0,-0.66474795
BSH1%UPI0001DE6025,0.20595978,0.25479656,1.0,0.8062756,1.0,-0.4012528,-0.16521783,-0.46233067,-1.0,-1.0,0.7393136,-0.033926327,-0.8309399,0.47584316,-1.0,0.7398837,0.33824685,0.70059776,1.0
BSH1%UPI0002624191,0.1911049,-1.0,0.785776,0.67103404,0.9829498,-0.94344205,1.0,1.0,0.5113586,-0.2380871,-1.0,-1.0,1.0,0.63866174,1.0,0.59217256,-0.0766852,-0.7885268,-1.0
BSH1%UPI0002802AC4,-1.0,-0.11080917,-0.111384146,-0.8060086,-0.46886572,-0.1693003,-0.48866814,0.042919215,0.16900761,-0.18802269,1.0,-0.09351354,-0.20683144,0.3168619,0.27023643,-0.37139493,-0.18456528,1.0,0.51701003
BSH1%UPI000289C842,1.0,0.8730483,-0.17132732,-0.502012,0.13003647,1.0,0.090086915,-0.63394535,0.71708536,0.8153801,-0.44286734,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.41545427
BSH1%UPI0002CB0E7D,1.0,0.7452867,-0.47048497,0.4567289,-0.22704197,1.0,-1.0,-1.0,0.31976593,0.4145801,-0.94333744,1.0,-1.0,-1.0,0.1011026,0.35208532,-1.0,1.0,0.8677877
BSH1%UPI0002F95F26,-0.8343817,-0.77686524,1.0,0.27845597,-0.029915769,-1.0,1.0,1.0,-0.35496318,-1.0,-0.879484,-1.0,1.0,1.0,-0.9338143,-1.0,0.2995681,-0.92659855,-0.021788241
BSH1%UPI00033F0DE9,-0.858545,-0.87964493,1.0,1.0,1.0,-1.0,0.090082236,0.042631045,-0.16366345,-1.0,1.0,-0.7485006,0.40350214,0.8196908,-1.0,-1.0,1.0,0.95996296,1.0
BSH1%UPI00035D264B,0.14388968,-0.9094197,1.0,1.0,0.9824912,-0.42888936,-0.27781695,0.20295098,-1.0,-1.0,1.0,-0.7913116,0.15264624,0.02266931,-1.0,-1.0,0.8717578,1.0,1.0
BSH1%UPI0003A10C39,0.21244764,1.0,-1.0,-1.0,-1.0,1.0,-0.15819438,0.19460884,1.0,1.0,-0.5648989,0.9825454,-1.0,-1.0,0.43660656,-0.5576246,-0.80622995,0.1692865,-0.603999
BSH1%UPI00041C4F56,0.85002214,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.15836164,1.0,1.0,-1.0,1.0,-0.74241114,-0.36421415,1.0,0.37213695,-1.0,-1.0,-1.0
BSH1%UPI00044AC395,-1.0,-1.0,1.0,1.0,0.8025339,-0.97249085,1.0,1.0,-0.28043902,-1.0,1.0,-1.0,1.0,1.0,-0.39424762,-1.0,0.7632336,-0.50136554,0.5595554
BSH1%UPI0004BCDDD9,-0.1592899,-0.17090812,0.100320525,-0.27083984,0.8930661,-0.5072778,1.0,0.89611554,0.32780233,-0.70706004,0.41178092,-1.0,1.0,1.0,-0.4208475,-1.0,-0.96264327,-1.0,-0.601338
BSH1%UPI0004D69CD5,0.21804866,0.52835333,-0.004078717,0.005341004,0.0367925,0.4943174,-1.0,-1.0,0.02468655,1.0,-1.0,0.13591503,-0.7145436,-1.0,1.0,1.0,-0.1720015,1.0,0.70416886
BSH1%UPI0004D6A0E9,0.2218098,0.52274805,-0.8633011,-0.5709196,-0.9121108,-0.30634758,-1.0,-0.9788226,0.7690923,-0.6217072,-0.53572,0.5116195,-1.0,-0.21203953,1.0,1.0,0.77735204,-0.34879446,-0.3139127
BSH1%UPI0004F8D610,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.1106999,1.0,-1.0,-1.0,0.044357922,0.1183675,-1.0,0.9767608,0.19353855
BSH1%UPI0005DBBD01,1.0,0.6656413,1.0,1.0,0.7899414,0.7355085,-1.0,-0.92234033,0.15370725,0.6084879,-1.0,0.030733634,-1.0,-1.0,0.023209782,0.038368773,-0.6862747,0.5746064,0.40136027
BSH1%UPI00070D1B8F,-1.0,-0.42559928,-0.46267563,-0.606011,-0.27160516,-0.3883935,0.28211075,0.3910617,1.0,1.0,0.97212887,-0.789816,0.11082591,0.39749756,1.0,-0.59594196,0.2150267,-1.0,-0.7587375
BSH1%UPI00073AFD00,0.60778403,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.25021875,0.17746286,0.4464335
BSH1%UPI00076E9CCB,1.0,0.18182106,0.65596205,0.38795218,-0.20101056,-0.3730448,-1.0,-0.6385195,-0.085175395,1.0,-0.037403002,0.16018721,-0.9873298,-0.9753938,-0.7928456,0.3773364,0.577488,0.8150745,1.0
BSH1%UPI0007933BD5,1.0,1.0,0.12324662,0.058864668,-0.1408577,0.67174965,-1.0,-1.0,-0.96209216,-0.25049204,-0.32371926,0.59788597,-1.0,-1.0,0.20188747,0.8934036,0.9796536,1.0,1.0
BSH1%UPI000801FF16,-0.25127846,0.6643056,-1.0,-1.0,-1.0,1.0,-0.29195148,0.50477725,1.0,0.30991885,1.0,0.8797842,-0.81960285,-0.016813362,1.0,-0.32279685,-0.77426755,-1.0,-1.0
BSH1%UPI00093BFB8C,-1.0,-1.0,0.44672403,0.48041308,1.0,-1.0,0.5740394,0.93081605,-1.0,0.6507183,1.0,-1.0,0.71243966,1.0,-0.32029024,0.1575971,1.0,-0.7092674,-0.826292
BSH1%UPI00095B1DAC,-0.10303836,0.7801886,-1.0,-1.0,-1.0,1.0,0.43964767,-0.28141016,1.0,0.8010089,-1.0,0.89464974,-0.7246344,-0.5914387,1.0,1.0,-1.0,-1.0,-0.7587802
BSH1%UPI00095C7CBB,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.1670548,-0.8312924,1.0,-1.0,1.0,1.0,-0.8110083,-1.0,0.6407818,-0.19180201,-0.028387617
BSH1%UPI000963C515,0.6529415,0.5157593,0.5934732,0.6546251,-0.17227045,0.45575806,1.0,0.4422568,1.0,1.0,0.23554994,0.10860951,-0.5840292,-1.0,-1.0,-1.0,-1.0,-0.2263849,-0.099778466
BSH1%UPI000BCCCB22,-0.45337337,1.0,-0.17417464,-0.4931979,-0.06530798,0.44693756,-1.0,-1.0,-1.0,-0.89044785,-0.9071928,0.7799571,0.12688781,0.92617184,0.77842796,-0.7323333,0.56051016,0.74320227,1.0
BSH1%UPI000BD3EFD5,0.1991787,-0.3466996,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.42612985,-1.0,-0.93728757,-1.0,0.30074236,0.89700717,1.0,1.0
BSH2%UPI0001599717,1.0,0.6766978,0.50277257,0.6381748,0.8297582,0.026563475,-1.0,-0.5090963,-1.0,0.41848597,-0.533598,0.61877275,-0.906641,-1.0,-1.0,0.21016496,1.0,1.0,0.5829967
BSH2%UPI00017C25E3,0.8538353,-0.25932592,0.82482046,1.0,-0.3693307,-0.49556231,1.0,0.935545,0.20565483,-1.0,-1.0,-0.54551613,1.0,0.5473541,-0.8500216,-1.0,-0.6285167,-0.11702164,0.7762373
BSH2%UPI0001C1C05D,0.54093903,0.4179243,-0.36644003,-0.23366639,-0.9958212,0.12119159,0.9325987,0.92226464,1.0,-0.7809965,-0.15160058,0.09879195,0.646357,0.29255742,0.29384333,-1.0,-0.4671994,-1.0,-1.0
BSH2%UPI0001CF4F1D,1.0,1.0,-0.7253374,-0.04010483,-0.18446656,1.0,-1.0,-1.0,0.3200781,1.0,-0.6196097,1.0,-1.0,-1.0,-0.6500753,-0.31857806,-1.0,1.0,0.18810515
BSH2%UPI000335FD2D,0.7542422,0.04776069,0.57273936,0.49413884,1.0,1.0,-1.0,-1.0,-0.9433172,1.0,-0.57817537,0.7865233,-1.0,-1.0,-1.0,-1.0,-0.6283848,1.0,1.0
BSH2%UPI00033AD64E,-1.0,-0.35010323,-1.0,-0.11803239,0.009352851,0.65557224,1.0,1.0,1.0,0.95191395,-0.9640282,0.5114677,-0.95850295,-0.28669366,0.6885691,1.0,-0.69372267,-1.0,-1.0
BSH2%UPI00033F049A,1.0,1.0,-0.9194407,-1.0,-1.0,1.0,-1.0,-1.0,-0.46733183,1.0,-1.0,1.0,-1.0,-1.0,-0.8542733,1.0,0.75082695,1.0,1.0
BSH2%UPI00038B932A,0.5628939,-0.076136686,-0.99318296,-0.21866857,-0.81486344,-0.2592675,0.3087074,0.06708583,1.0,0.8435457,0.3244419,-0.3726075,0.2170316,-0.81895274,1.0,-0.23544885,0.9507294,-0.90207285,-1.0
BSH2%UPI000396CDDF,-1.0,-0.70061684,0.2749484,0.91453946,1.0,0.062934175,-0.29915318,-0.64687926,-0.43964115,0.6926188,-1.0,-0.04452937,0.36405957,-0.81674117,-1.0,0.30569068,0.39509293,1.0,1.0
BSH2%UPI00050FFCF5,0.1180747,1.0,-0.7914711,0.10637526,-0.095286354,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.6321616,-1.0,-0.040840834,0.94048584,-0.0062775933,0.12402607,0.18547666
BSH2%UPI0005D317A6,-0.66122955,0.17987965,-0.46698833,0.23954865,-0.29142177,0.41025504,0.06531561,0.0070053777,1.0,0.19540484,0.24280126,0.10686974,-0.9202402,-1.0,0.79584473,1.0,-0.9515364,-0.8553598,-0.42087042
BSH2%UPI0005DCCFF2,1.0,1.0,-1.0,-1.0,-0.6097014,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.7258991
BSH2%UPI0006BFFEB7,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.49420747,-1.0,1.0,1.0,-1.0,-1.0,-0.053018168,0.13588896,1.0
BSH2%UPI0006C0EB58,-1.0,-1.0,0.953233,1.0,1.0,-1.0,0.7803735,0.35385594,0.40483966,-0.73787594,0.43326494,-0.62368,1.0,0.66537243,0.09262215,-0.39420024,0.5986716,-1.0,0.80332744
