Family,Cluster
5AR%WP_300108487_1_DUF1295_domain-containing_protein__uncultured_Alistipes_sp__,5
5AR%WP_302729833_1_DUF1295_domain-containing_protein__Bacteroides_sp__ET489_,5
5AR%WP_346709278_1_DUF1295_domain-containing_protein__Phocaeicola_salanitronis_,1
5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,1
5BR%CAK7070565_1_MAG__NADPH_dehydrogenase__Parabacteroides_sp__,2
5BR%GENOME006024_4796,1
5BR%GENOME006521_2122,6
5BR%GENOME141824_1849,1
5BR%HIX74022_1_NADH_flavin_oxidoreductase__Candidatus_Parabacteroides_intestinipullorum_,7
5BR%MBO4402754_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,1
5BR%MBO7234306_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,2
5BR%MBO8446450_1_NADH_flavin_oxidoreductase__Candidatus_Enterocola_intestinipullorum_,1
5BR%MBQ8101082_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,3
5BR%MCD8287651_1_NADH_flavin_oxidoreductase__Porphyromonadaceae_bacterium_,0
5BR%MCH5231198_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,1
5BR%MCQ2066925_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,4
5BR%MCQ2271787_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,7
5BR%MCR4591939_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,1
5BR%MDD5892138_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,5
5BR%MEI7492181_1_NADH_flavin_oxidoreductase__Bacteroidota_bacterium_,2
5BR%MEZ3591839_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,6
5BR%WP_149192683_1_MULTISPECIES__NADH_flavin_oxidoreductase__Bacteroidaceae_,1
5BR%WP_259010233_1_NADH_flavin_oxidoreductase__Parabacteroides_distasonis_,1
5BR%WP_279088787_1_NADH_flavin_oxidoreductase__Alistipes_putredinis_,2
5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,2
5BR%WP_300285921_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,1
5BR%WP_300748828_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,1
5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,2
5BR%WP_394671717_1_NADH_flavin_oxidoreductase__Muribaculum_sp__,1
5BR%WP_418992344_1_NADH_flavin_oxidoreductase__Alistipes_sp__,5
7aHSDH%GENOME025100_397,1
7aHSDH%GENOME067790_2714,1
7aHSDH%GENOME086444_1757,7
7aHSDH%GENOME150027_3593,1
7aHSDH%MBE5948790_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,2
7aHSDH%MBHC130__Clostridiales_bacterium_1_7_47FAA_,1
7aHSDH%MCI7810995_1_SDR_family_oxidoreductase__Clostridiales_bacterium_,4
7aHSDH%MCI9468093_1_SDR_family_oxidoreductase__Oscillospiraceae_bacterium_,3
7aHSDH%MEO8122524_1_7-alpha-hydroxysteroid_dehydrogenase__Burkholderiales_bacterium_,1
7aHSDH%WP_003507641_1_7alpha-hydroxysteroid_dehydrogenase___Clostridium__symbiosum_,1
7aHSDH%WP_021989220_1_7alpha-hydroxysteroid_dehydrogenase__uncultured_Culturomica_sp__,1
7aHSDH%WP_025075670_1_7alpha-hydroxysteroid_dehydrogenase__Bacteroides_faecichinchillae_,3
7aHSDH%WP_262434703_1_7alpha-hydroxysteroid_dehydrogenase__Jilunia_laotingensis_,1
7aHSDH%WP_288686302_1_SDR_family_NAD(P)-dependent_oxidoreductase__partial__uncultured_Bacteroides_sp__,1
7aHSDH%WP_303013929_1_7alpha-hydroxysteroid_dehydrogenase__uncultured_Bacteroides_sp__,3
7aHSDH%WP_342232791_1_7alpha-hydroxysteroid_dehydrogenase__Pseudoflavonifractor_phocaeensis_,1
7bHSDH%GENOME075272_507,1
BSH1%UPI0001652BA3,5
BSH1%UPI0001B1C28E,1
BSH1%UPI0001DE6025,4
BSH1%UPI0002624191,1
BSH1%UPI0002802AC4,2
BSH1%UPI000289C842,2
BSH1%UPI0002CB0E7D,2
BSH1%UPI0002F95F26,6
BSH1%UPI00033F0DE9,4
BSH1%UPI00035D264B,7
BSH1%UPI0003A10C39,2
BSH1%UPI00041C4F56,2
BSH1%UPI00044AC395,1
BSH1%UPI0004BCDDD9,1
BSH1%UPI0004D69CD5,2
BSH1%UPI0004D6A0E9,5
BSH1%UPI0004F8D610,2
BSH1%UPI0005DBBD01,1
BSH1%UPI00070D1B8F,1
BSH1%UPI00073AFD00,1
BSH1%UPI00076E9CCB,1
BSH1%UPI0007933BD5,1
BSH1%UPI000801FF16,2
BSH1%UPI00093BFB8C,1
BSH1%UPI00095B1DAC,6
BSH1%UPI00095C7CBB,1
BSH1%UPI000963C515,1
BSH1%UPI000BCCCB22,0
BSH1%UPI000BD3EFD5,0
BSH2%UPI0001599717,1
BSH2%UPI00017C25E3,1
BSH2%UPI0001C1C05D,1
BSH2%UPI0001CF4F1D,5
BSH2%UPI000335FD2D,3
BSH2%UPI00033AD64E,4
BSH2%UPI00033F049A,2
BSH2%UPI00038B932A,2
BSH2%UPI000396CDDF,5
BSH2%UPI00050FFCF5,4
BSH2%UPI0005D317A6,1
BSH2%UPI0005DCCFF2,2
BSH2%UPI0006BFFEB7,0
BSH2%UPI0006C0EB58,1
BSH2%UPI0006C1ADDE,1
BSH2%UPI0006C28698,4
BSH2%UPI0006C45BC8,1
BSH2%UPI0006C4A6B6,2
BSH2%UPI0006C706B0,1
BSH2%UPI0006CAB5AD,7
BSH2%UPI0006CABDF6,5
BSH2%UPI0006CABE2C,1
BSH2%UPI00082051E1,1
BSH2%UPI000820857A,1
BSH2%UPI000820B778,2
BSH2%UPI000820F666,2
BSH2%UPI000821232B,4
BSH2%UPI0008219BA0,1
BSH2%UPI0008222B5A,1
BSH2%UPI00082257EE,5
BSH2%UPI00082332C0,4
BSH2%UPI00095B7069,1
BSH2%UPI000960BD65,6
BSH2%UPI000965B48B,1
BSH2%UPI00096829BD,1
BSH2%UPI000D1261F9,1
BSH2%UPI000E40484B,1
BSH2%UPI000E4418E2,5
BSH2%UPI000E4BF981,5
BSH2%UPI000E4E4D64,3
BSH2%UPI000E53DAEE,1
BSH2%UPI000E7D8CB5,5
BSH2%UPI000E80FD85,1
BSH2%UPI000E92006C,1
BSH2%UPI000EC98B2C,0
BSH2%UPI000ECC9F84,4
BSH2%UPI000EE4CDBB,1
BSH3%UPI000156F498,0
BSH3%UPI00016547A5,2
BSH3%UPI00017EF3F1,2
BSH3%UPI0001A5F983,1
BSH3%UPI0002132A6C,1
BSH3%UPI00033CE23D,2
BSH3%UPI00035F5DCE,1
BSH3%UPI0004DA32C0,7
BSH3%UPI00080CB216,3
BSH3%UPI00092A5378,1
BSH3%UPI0009648BEC,2
BSH3%UPI000E3F1C35,7
BSH3%UPI000E4DFA31,4
BSH3%UPI000E5302B4,3
BSH3%UPI000E555DC1,7
BSH3%UPI000E902C94,3
BSH3%UPI000ED2B3A0,4
BSH3%UPI000EF23C17,5
BSH4%UPI0001FAB233,1
BSH4%UPI0006BEFACE,2
BSH4%UPI000822CCAE,2
BSH4%UPI0008CBCA16,1
BSH4%UPI000D27EFA9,2
BSH4%UPI000E54B9B5,7
BaiA%SRR3992974_bin_8_EOPEKEED_01051__3-oxoacyl-_acyl-carrier-protein__reductase_FabG,1
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,1
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,3
BaiB%fig|1950888_3_peg_94|__Long-chain-fatty-acid--CoA_ligase_(EC_6_2_1_3)____Clostridiales_bacterium_UBA4701_|_1950888_3_,1
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,3
BaiCD%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00368__NADH_oxidase,2
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,1
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,3
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,1
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,2
BaiF%KarlssonFH_2013__S54__bin_27_fa_BBGPADBL_00031__Bile_acid-CoA_transferase,1
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,4
BaiF%LiJ_2014__V1_FI37__bin_39_fa_IHFOFLIJ_00762__L-carnitine_CoA-transferase,1
BaiF%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00373__Bile_acid-CoA_transferase,2
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,2
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,2
BaiF%fig|1950825_3_peg_1464|__L-carnitine_dehydratase_(EC_4_2_1_89)____Clostridiales_bacterium_UBA1701_|_1950825_3_,2
BaiG%LeChatelierE_2013__MH0251__bin_10_fa_BOBEKBFD_00006__Multidrug_resistance_protein_3,1
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,1
BaiG%MDY4488523_1_MFS_transporter__Candidatus_Limivicinus_sp__,2
BaiH%MEE0204071_1_FAD-dependent_oxidoreductase__Oscillospiraceae_bacterium_,2
BaiH%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01962__NADH_oxidase,3
BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836,1
BaiI%QinJ_2012__CON-070__bin_41_fa_AAAKDJOM_00400__hypothetical_protein,4
