Family,12oxoCA,12oxoDCA,3oxoCA,3oxoCDCA,3oxoDCA,3oxoLCA,7_12oxoLCA,7oxoDCA,7oxoLCA,CA,CA_S,CDCA,DCA,GCA,GCA_S,GCDCA,GDCA,GLCA,GUDCA,HCA,LCA,TCA,TCA_S,TCDCA,TDCA,TLCA,TUDCA_2,UCA,UDCA
5BR%WP_071425025_1_NADH_flavin_oxidoreductase__Tidjanibacter_massiliensis_,-0.005631703,0.00091372104,-0.005177607,-0.0024933019,0.0011247305,0.0013175058,-0.0037133736,-0.004936574,-0.00372048,-0.0041512414,-0.0040595587,-0.0036859186,0.0010100756,0.0023490996,-0.0015552283,0.0031986395,0.000801728,-0.0016569566,8.0541206e-05,-0.003196692,0.0015205645,-0.0024607498,-0.0019829245,-0.00017993891,-0.0030500097,-0.0005061075,-0.00066657545,-0.0013450774,-0.0032130172
5BR%WP_259010233_1_NADH_flavin_oxidoreductase__Parabacteroides_distasonis_,0.005210445,0.007822109,-0.0013559178,-0.0050549363,0.007481001,0.0057212682,-0.0020303293,0.002543936,0.003394362,-0.00054751756,0.009540374,-0.004387719,0.008439401,-0.0055326545,-0.0029192623,-0.0045279968,0.00611148,0.0061475416,-0.00012337582,0.002382013,0.0075323135,-0.0024305116,-0.0061301156,-0.0041455245,0.007905827,0.005645748,-0.006158263,0.0022401821,0.0050360523
5BR%WP_279088787_1_NADH_flavin_oxidoreductase__Alistipes_putredinis_,-0.0012674968,0.016576812,-0.010479532,-0.014000875,0.014745306,0.008894562,-0.010690956,-0.0084683,-0.011471068,-0.0102750845,-0.009077535,-0.013712955,0.01497735,0.0002612026,-0.014012097,-0.004514332,0.010907676,0.0015475434,-0.0039339983,-0.003338502,0.015613732,-0.007064119,-0.0119773075,-0.0020479662,0.0026764239,-0.002565736,-0.011870346,-0.006666226,-0.0060707526
5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.010351186,0.02628455,-0.023179883,-0.02406995,0.024590647,0.014916123,-0.019837834,-0.017709581,-0.020171905,-0.021850886,-0.011961154,-0.026153298,0.024534566,-0.0024210871,-0.021049468,-0.0017985553,0.019097744,0.005012092,-0.0081929155,-0.008595524,0.026475696,-0.016555853,-0.019635746,-0.007311118,0.002827559,-1.8918157e-05,-0.018541116,-0.008737857,-0.009978332
5BR%WP_300285921_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,0.011022964,-0.010986496,0.011870635,0.010903333,-0.01079135,-0.0063626007,0.008394904,0.0113588,0.011548672,0.011479305,0.010758925,0.012766067,-0.010105002,-0.0018445489,0.009083153,-0.0026368743,-0.010322623,-0.0029989243,0.0030171901,0.0073374067,-0.011964437,0.007705852,0.00789308,0.004503864,0.0009386118,-0.00047893333,0.004252973,0.003537364,0.007686532
5BR%WP_300748828_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.0022261858,-0.0046681077,0.0013549157,0.0032050204,-0.0044110348,-0.0026998722,0.0007425028,-0.0007013429,0.000694772,0.0003878006,-0.0015956353,0.0023614713,-0.0046577714,0.0028673268,0.0032502797,0.0031769986,-0.004215491,-0.0041211974,0.0016092674,-0.0005953019,-0.0044990047,-0.0002024138,0.0031869984,0.0005230416,-0.0051936386,-0.0027543495,0.0018750231,-0.00035796515,-0.0012389561
5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.0083797155,0.018184612,-0.014459369,-0.015476627,0.017214714,0.011113091,-0.012486504,-0.011374004,-0.010504833,-0.0151590565,-0.0021987492,-0.017638253,0.017592462,-0.0023173345,-0.011206044,0.0006049428,0.015304715,0.0066085877,-0.0036996685,-0.004117165,0.01917728,-0.011550472,-0.011685422,-0.007405207,0.0045959116,0.005012232,-0.010587761,-0.002933618,-0.0052153273
5BR%WP_394671717_1_NADH_flavin_oxidoreductase__Muribaculum_sp__,-0.0041446458,0.004326544,-0.004578757,-0.004230784,0.005066205,0.004404118,-0.0041576815,-0.0039160927,-0.00096824253,-0.0049690083,0.005027198,-0.004931692,0.004919377,-0.004670265,-0.0020926066,0.00056386745,0.004490825,0.003007217,-9.820162e-05,-0.0020403885,0.0043931287,-0.00307954,-0.0023037884,-0.0035835092,0.002690372,0.004788514,-0.0013694871,0.00084876484,0.0001507121
5BR%WP_418992344_1_NADH_flavin_oxidoreductase__Alistipes_sp__,-0.0011102435,0.0063733933,-0.006393514,-0.0066583534,0.006057569,0.003098269,-0.0061083985,-0.004140464,-0.006013872,-0.005594721,-0.004425747,-0.0076250564,0.005678074,0.0028387979,-0.0067492975,1.1090061e-05,0.0044789305,-0.0002557961,-0.0014534296,-0.001293133,0.0068126977,-0.004734745,-0.0059155254,-0.00015370772,-0.000924732,-0.0025078696,-0.006495531,-0.0030430788,-0.0016211908
7aHSDH%GENOME007043_1033,0.00026506578,-0.011557389,0.008088681,0.009977255,-0.011067234,-0.007561896,0.006420804,0.0046311007,0.0056637637,0.006111431,0.0008846341,0.009424217,-0.011432327,0.003888775,0.009685808,0.0038327156,-0.008505091,-0.004800926,0.002821267,0.002708937,-0.011257857,0.0040930347,0.009991094,0.002367098,-0.005597597,-0.0020344937,0.007346583,0.002070399,0.001451032
7aHSDH%GENOME011662_3430,0.003803926,-0.00012817768,0.0063754725,0.0030689584,-7.8497564e-05,0.0010267482,0.0040397444,0.0062855263,0.0074953455,0.0047766156,0.007972518,0.003440307,0.0006622288,-0.0011525874,0.0053059505,-0.0010255813,0.0019866922,0.005339474,0.0026588044,0.005627452,-0.000111232766,0.002360971,0.0035000595,-0.0031100179,0.006290799,0.007197627,0.0031355715,0.004982527,0.0062274258
7aHSDH%GENOME018142_1887,0.0065427045,-0.011514814,0.011519309,0.010379001,-0.011340911,-0.0060901283,0.008192921,0.00767873,0.008116031,0.009097498,0.0015231572,0.011548105,-0.011539892,0.004225295,0.008130931,0.00045889255,-0.008876367,-0.005004127,0.004854162,0.005005028,-0.012095827,0.008403061,0.009908481,0.0050246296,-0.002346618,-0.0027304455,0.008541818,0.0019581341,0.0044343015
7aHSDH%GENOME025100_397,0.0147540225,-0.029668868,0.02716383,0.026073478,-0.027611906,-0.016489781,0.019572882,0.020881012,0.022057991,0.024819126,0.009347346,0.02879851,-0.027763965,0.007005789,0.021394374,0.00111748,-0.021395452,-0.007842855,0.011536113,0.01074142,-0.031266708,0.019563703,0.023364149,0.011725115,-0.004535572,-0.0043425392,0.019794011,0.0076065673,0.011930894
7aHSDH%GENOME067790_2714,0.0028114296,-0.0055294405,0.006529877,0.0067032147,-0.005059399,-0.0031233213,0.007246778,0.005765821,0.007808049,0.0053125173,0.008202005,0.005577134,-0.0053854454,0.0011678184,0.007640412,0.0013488197,-0.0011058243,0.0022678266,0.0041101663,0.0038067005,-0.0035188594,0.0028358726,0.005857902,-0.0014344975,0.001801131,0.00410133,0.006220885,0.0056265043,0.005214449
7aHSDH%GENOME070302_884,0.011947977,-0.018713973,0.020076985,0.020434272,-0.017944012,-0.013443067,0.021217626,0.017127419,0.016864,0.019085368,0.011329763,0.02006067,-0.018929023,0.005542932,0.016829038,0.0011437704,-0.011596002,-0.0005455316,0.0072514154,0.009025248,-0.016057068,0.011689042,0.012074721,0.0035505686,-0.0017752309,0.0009199213,0.012008052,0.009822023,0.009465348
7aHSDH%GENOME086444_1757,-0.0024633142,0.0057787616,-0.0023933344,-0.0028012043,0.005132133,0.0042111147,-0.00079936476,-0.0019503529,0.00057642924,-0.0036608973,0.00675893,-0.0044785496,0.0054707993,-0.0019946108,0.00058318174,0.0011438128,0.0068194508,0.005407286,0.00093043497,0.00031311548,0.0070866537,-0.0031577388,-0.0010339911,-0.005059281,0.004376973,0.0067563266,0.00094218785,0.0031080712,0.0005736676
7aHSDH%GENOME103762_694,-0.0065479116,0.020424385,-0.01444068,-0.01921072,0.019688763,0.015682792,-0.015999146,-0.010909557,-0.009504978,-0.014243395,-0.0016036183,-0.01845704,0.020726819,-0.007121316,-0.014246095,-0.0034723026,0.016479908,0.008675282,-0.004600387,-0.0047397716,0.018566377,-0.0073800646,-0.01136191,-0.0059829648,0.011193679,0.007834493,-0.00844146,-0.0035908574,-0.0021065273
7aHSDH%GENOME122758_282,0.01506134,-0.029535934,0.027121967,0.029687561,-0.02824656,-0.021917114,0.02796237,0.021612812,0.021749225,0.025933363,0.011916957,0.029349875,-0.029743694,0.009309659,0.02288998,0.0024494652,-0.020810284,-0.006472236,0.009837852,0.010391907,-0.026203519,0.0162641,0.017718466,0.007919198,-0.007504398,-0.004468514,0.016725406,0.010766588,0.010255749
7aHSDH%GENOME150027_3593,0.00799608,-0.029306183,0.023241699,0.025099184,-0.026551647,-0.017211465,0.01963766,0.017335134,0.019694842,0.021346644,0.006931706,0.025979688,-0.027576752,0.008247122,0.022604927,0.004508168,-0.019893069,-0.0073564183,0.0102165,0.00952319,-0.029050607,0.014577924,0.021981578,0.007211337,-0.007627378,-0.0033113165,0.017025352,0.0075795446,0.0087488685
7aHSDH%GENOME215422_1346,0.006741098,-0.02192178,0.018311111,0.019653592,-0.021370817,-0.013096754,0.013332989,0.01116284,0.013378715,0.014141337,0.00280611,0.02073908,-0.020909375,0.007406862,0.017065665,0.0031151092,-0.017021284,-0.010153407,0.007001949,0.006605281,-0.022030372,0.012191785,0.018459288,0.00773097,-0.0066841817,-0.00581735,0.014455524,0.0024479232,0.0045773825
7aHSDH%HAY2965420_1_SDR_family_oxidoreductase__Escherichia_coli_,0.009633434,-0.028686041,0.025021087,0.02534586,-0.026280105,-0.016901521,0.020732831,0.017775783,0.021726623,0.021965833,0.00971453,0.026586277,-0.027033582,0.0071161096,0.022300642,0.0032554332,-0.019087367,-0.006975921,0.011758217,0.010171792,-0.028418371,0.015560494,0.02264565,0.00657405,-0.005403959,-0.0024337654,0.019196372,0.009162297,0.010299006
7aHSDH%MBE5948790_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,0.000144166,-0.0068763704,0.0031871772,0.0040023713,-0.006772765,-0.0039007375,0.002249387,0.0011021569,-0.0006752373,0.0040546153,-0.008424963,0.0049075093,-0.0070247934,0.005884794,0.0021104324,0.0013837186,-0.00616876,-0.0049178693,0.00064265524,-0.0012029386,-0.0075482083,0.0042887437,0.0034833592,0.005842963,-0.005958071,-0.006340554,0.0029053467,-0.0023407256,-0.0031960965
7aHSDH%MBHC130__Clostridiales_bacterium_1_7_47FAA_,0.0028660907,-0.016570447,0.012625486,0.013568797,-0.014706176,-0.008717211,0.010101245,0.008350698,0.011321983,0.010562824,0.006147169,0.014312275,-0.01523433,0.0017078847,0.012679252,0.002765531,-0.011532397,-0.00446601,0.0053748013,0.0046698963,-0.016316518,0.00811277,0.013045889,0.0028599796,-0.0033560626,-0.00055741495,0.010138763,0.0047420217,0.0052679335
7aHSDH%MCI7810995_1_SDR_family_oxidoreductase__Clostridiales_bacterium_,-0.016343927,0.010866666,-0.01970475,-0.01344359,0.0109012555,0.005088281,-0.012467788,-0.016456295,-0.019721715,-0.015271254,-0.017524855,-0.014992543,0.010231519,-0.003580679,-0.0125391865,0.0020339044,0.006787723,7.0287635e-05,-0.010179602,-0.01114398,0.011219484,-0.011257901,-0.011011261,-0.0024725562,-0.00450932,-0.0037555872,-0.009045345,-0.008570897,-0.013592693
7aHSDH%MCI9468093_1_SDR_family_oxidoreductase__Oscillospiraceae_bacterium_,-0.010578489,0.0035891084,-0.010905688,-0.0061669433,0.0039959415,0.001054174,-0.006284539,-0.009119755,-0.011637606,-0.0073470245,-0.012317351,-0.006810433,0.0034304028,-0.0021932537,-0.0059756227,0.0016150693,0.0017139195,-0.00045611936,-0.006414786,-0.0070192306,0.0036875836,-0.0056247134,-0.004346718,-0.00023940354,-0.0038735804,-0.0030596238,-0.003498355,-0.005096008,-0.008445059
7aHSDH%MEO8122524_1_7-alpha-hydroxysteroid_dehydrogenase__Burkholderiales_bacterium_,0.013137098,-0.031580675,0.027779603,0.027982356,-0.029192466,-0.019334774,0.023289533,0.021475114,0.023338614,0.025775993,0.009210798,0.029599234,-0.030033018,0.008605277,0.02403975,0.002735579,-0.021757906,-0.0075767715,0.0119127575,0.012230154,-0.031052135,0.017306648,0.023525836,0.008572322,-0.006235762,-0.0040212465,0.019351855,0.00977071,0.012049201
7aHSDH%WP_025075670_1_7alpha-hydroxysteroid_dehydrogenase__Bacteroides_faecichinchillae_,-0.005845523,-0.0006119086,-0.006019659,-0.0014354794,0.00058214687,-0.00090898835,-0.0025219722,-0.0036170252,-0.0048576705,-0.0032849521,-0.0030851138,-0.0027588094,-3.180641e-05,-0.0026072157,-0.0017432129,0.0028814985,-0.0018794388,-0.0005554457,-0.0040461123,-0.0034899358,-0.0002493186,-0.0045346017,-0.0035866806,-0.0005316744,-0.0052425903,-0.0018829228,-0.0052091694,-0.0011176893,-0.0033269788
7aHSDH%WP_071121323_1_7alpha-hydroxysteroid_dehydrogenase__Romboutsia_timonensis_,-0.004496206,0.007899092,-0.006493609,-0.0071690036,0.0067384876,0.005148685,-0.0072879065,-0.00857203,-0.005999865,-0.0094511565,-0.0032580344,-0.0074542337,0.0073605706,-0.0010657689,-0.0058889776,-0.00022865074,0.0049495427,-0.0022474697,-0.0013229694,-0.0037659921,0.0074332803,-0.0039883256,-0.0037976361,-0.0020960749,0.00092965044,-0.00046689383,-0.00222715,-0.0046975277,-0.0045062597
7aHSDH%WP_262434703_1_7alpha-hydroxysteroid_dehydrogenase__Jilunia_laotingensis_,0.0033651239,-0.008212996,0.0076965457,0.008987071,-0.0071014077,-0.004678835,0.0078482535,0.006813476,0.009185946,0.0074697346,0.009775974,0.008670621,-0.0072334786,-0.0015543049,0.008134996,0.0013395901,-0.005772394,0.0005829159,0.0032636973,0.0027269693,-0.0072487863,0.0039950022,0.0050364984,0.00030803517,-0.00046470843,0.0031868871,0.004672767,0.005263188,0.004562211
7aHSDH%WP_288686302_1_SDR_family_NAD(P)-dependent_oxidoreductase__partial__uncultured_Bacteroides_sp__,-0.007015055,-0.0031985366,-0.0064504747,-0.0009354111,-0.0011512873,-0.0022754155,-0.0031376285,-0.0032647154,-0.0046279477,-0.003752432,-0.0025240576,-0.0026100604,-0.0022529403,-0.0037251594,-0.0010506179,0.0047197845,-0.0036753172,-0.0012976249,-0.004493521,-0.0039112293,-0.0028304688,-0.0054821507,-0.0025497226,-0.0007246156,-0.006952775,-0.0025592363,-0.005155915,-0.0007361238,-0.002050227
7aHSDH%WP_303013929_1_7alpha-hydroxysteroid_dehydrogenase__uncultured_Bacteroides_sp__,-0.0073183244,8.5368585e-05,-0.0064249747,-0.002493255,0.0019518737,0.00042295252,-0.0037154949,-0.003979995,-0.0031691073,-0.0046946006,0.00041292154,-0.003744977,0.0012755156,-0.006322111,-0.0011331663,0.00289184,-0.00067094545,0.0008392914,-0.0037339227,-0.0032753465,9.119568e-05,-0.006054955,-0.0021715926,-0.0038243586,-0.0032056158,0.0011895496,-0.004728778,0.000564162,-0.001302881
7aHSDH%WP_342232791_1_7alpha-hydroxysteroid_dehydrogenase__Pseudoflavonifractor_phocaeensis_,-0.0011250501,-0.0056237783,0.0025665748,0.0040100534,-0.0044177193,-0.0025852874,0.0018467493,0.0023251981,0.0029174641,0.0017649111,0.0021836024,0.002903355,-0.00513051,0.0004990673,0.004868165,0.0030787606,-0.0021164916,-0.0005419376,0.0022189918,0.0018486858,-0.005030307,0.00031865374,0.0057938434,0.0003413269,-0.001679477,-5.8758887e-05,0.0044165733,0.002142299,0.0021551766
7bHSDH%GENOME075272_507,-0.008460518,0.009751055,-0.011435435,-0.008822335,0.008965705,0.0047663096,-0.006906134,-0.010786023,-0.012105834,-0.010510743,-0.009611644,-0.010164018,0.008352451,-0.0027946606,-0.009635699,0.000562987,0.005828997,0.0008958558,-0.005870282,-0.007953362,0.009806001,-0.006616644,-0.009202542,-0.001619643,-0.0024553975,-0.0019542305,-0.0065561784,-0.004987986,-0.009510951
7bHSDH%GENOME213756_525,-0.0059654657,0.008120987,-0.0097139245,-0.009249883,0.0077839447,0.0045845555,-0.007442637,-0.0074325227,-0.009219583,-0.008406034,-0.00904581,-0.009665098,0.0076487805,-0.00010339686,-0.0082820095,-2.362416e-08,0.005469658,-0.00039452064,-0.0035153776,-0.004638367,0.008225027,-0.0065980516,-0.0076902495,-0.0031397315,-0.0013764857,-0.002006713,-0.0075825457,-0.0037444502,-0.004590753
BSH1%UPI0001652BA3,0.0024041643,-0.0016693296,-0.0005872103,0.001154225,-0.001207314,-0.0016201794,-2.4100398e-05,0.002704409,0.00084932486,0.0007076976,0.004345102,0.00088723376,-0.0012317905,-0.0038086653,0.0010989527,-0.0008596528,-0.0024930502,-0.0008131869,-0.0019513502,0.0018890331,-0.0018340253,-0.0017900764,-0.0004929008,-0.00033093253,-0.00025796745,-0.00054118084,-0.003092367,0.00055607856,0.0024924472
BSH1%UPI0001B1C28E,0.008144518,-0.0112443995,0.0097347135,0.009804108,-0.010402497,-0.005871575,0.0065744505,0.00975741,0.010375777,0.010348611,0.009018746,0.011127109,-0.010096111,-0.0011441268,0.008455496,-0.0011430362,-0.009910898,-0.002705369,0.0024821968,0.006032697,-0.012195888,0.006881128,0.006982599,0.0043000286,-0.0001568492,-0.00066101184,0.0033360636,0.0028918616,0.006893326
BSH1%UPI0001DE6025,0.01599745,-0.008784166,0.017403265,0.014067745,-0.00990937,-0.006538614,0.015435908,0.015526145,0.016627047,0.016544105,0.013770726,0.015600847,-0.008718662,0.0022044478,0.01132882,-0.0054121674,-0.006972394,0.0015050009,0.0061589153,0.00988067,-0.008529053,0.009697225,0.0062928344,0.0023834289,0.00457174,0.0018537517,0.005495807,0.00656244,0.009280721
BSH1%UPI0002624191,0.009241354,-0.023239521,0.017249124,0.018808676,-0.02090647,-0.013335155,0.0137360515,0.015993206,0.015638486,0.017824609,0.009626481,0.020417808,-0.020950899,0.0025995774,0.016796494,0.002716541,-0.01746037,-0.004548384,0.0057333736,0.007858881,-0.023575017,0.012369153,0.015107752,0.008273155,-0.0043769046,-0.0025821212,0.01079157,0.006061735,0.009426066
BSH1%UPI0002802AC4,-0.009096222,0.011028035,-0.012322341,-0.010248188,0.010337331,0.0064007067,-0.010242097,-0.011582643,-0.010483623,-0.0120679,-0.007586051,-0.011810202,0.010456795,-0.00015918304,-0.008584956,0.0008861507,0.007270828,-0.00058147666,-0.0034044383,-0.0059268256,0.011068396,-0.008865003,-0.007963735,-0.0041640406,-0.0017209523,-0.0012194316,-0.0082700085,-0.005346311,-0.008304519
BSH1%UPI0002CB0E7D,-0.016032493,0.009696086,-0.020473389,-0.01365788,0.010975975,0.005976624,-0.014829009,-0.014730226,-0.017314488,-0.016760485,-0.010177198,-0.016768223,0.009976859,-0.0042585377,-0.01067563,0.005354651,0.006755542,0.00032833288,-0.00887062,-0.009128482,0.010209719,-0.014400252,-0.010877076,-0.0043032067,-0.0060918014,-0.0021060368,-0.012307002,-0.006151957,-0.009413349
BSH1%UPI0002F95F26,-0.012647566,0.005569613,-0.014035603,-0.007983038,0.005747205,0.0022633206,-0.009387181,-0.012516987,-0.01350531,-0.011863048,-0.012404608,-0.010481136,0.004924033,0.0010802692,-0.007225582,0.0047455183,0.0024330749,-0.0035743641,-0.005404616,-0.008004545,0.006287496,-0.009900088,-0.007322056,-0.0021959057,-0.008216559,-0.005012663,-0.0075452495,-0.0061141867,-0.010198783
BSH1%UPI000334E1FF,-0.0057851877,0.0006831442,-0.0048643355,-0.0020460829,0.0005868223,0.000882522,-0.0035883775,-0.0057537234,-0.004778591,-0.0047211065,-0.005899086,-0.0032432151,0.0004726723,0.0026111656,-0.0019128786,0.0030905006,0.000120564226,-0.0026568242,-0.00064068974,-0.003697511,0.0009644817,-0.0018975809,-0.001850433,0.0009499491,-0.0038817716,-0.0020571433,-0.0007343167,-0.002776438,-0.004500795
BSH1%UPI00035D264B,-0.0016233624,-0.0018597852,-0.00033999982,0.0014412553,-0.0017185359,-0.0022974913,0.0013398556,-0.0010641117,-0.0014206112,-0.000763036,-0.0035998868,0.00049335463,-0.0022864444,0.0015501545,0.00045003454,0.0010623332,-0.0016895452,-0.0026385305,-0.000582408,-0.0013011708,-0.001299302,-0.001171,-0.00039619431,-0.00094427174,-0.003972298,-0.0034053784,-0.0011895404,-0.0013518068,-0.00238534
BSH1%UPI0003A10C39,-0.017510578,0.020117333,-0.023128929,-0.018791419,0.019710649,0.010858777,-0.016860373,-0.018904828,-0.018870445,-0.022514945,-0.008813038,-0.023147989,0.019088982,-0.0037419405,-0.014508374,0.004099955,0.016254209,0.0045501324,-0.0083619105,-0.009498076,0.02195028,-0.018462647,-0.014645313,-0.009497965,-0.0011575707,0.0025768762,-0.013935847,-0.0058205104,-0.011492716
BSH1%UPI00041C4F56,0.00083335163,-0.005059692,0.0032538068,0.005112592,-0.0052169343,-0.0041977502,0.0041633337,0.0014547915,0.0010822364,0.0028166326,-0.00188474,0.0039251666,-0.005700702,0.006019445,0.0037700147,0.0025201351,-0.004108621,-0.0034552305,0.0015204294,0.0011774509,-0.004017283,0.0015651103,0.0022692569,0.0019383483,-0.005176967,-0.0034300603,0.0011655539,0.0003749195,-0.0010569837
BSH1%UPI00044AC395,0.003084521,-0.017618628,0.011962403,0.015327747,-0.015590787,-0.011162655,0.012638578,0.009104983,0.011936123,0.011877328,0.008401566,0.014631982,-0.016578494,0.0020412477,0.013333533,0.0038978898,-0.012345234,-0.004455551,0.005035452,0.0039925096,-0.015645294,0.005876708,0.00990935,0.0020469972,-0.0064070225,-0.0010363269,0.008430656,0.0063968976,0.0050588287
BSH1%UPI0004BCDDD9,-0.008788763,-0.00019189176,-0.007029006,-0.0015205161,0.001697484,-0.00077643513,-0.0012263193,-0.0045398246,-0.0022259613,-0.00454977,0.0016370249,-0.0039800536,0.00027718104,-0.0045997584,-0.0002447527,0.004252801,0.0003134253,0.0006491845,-0.0025924207,-0.0038225548,0.002092893,-0.007611354,-0.0039127707,-0.006278772,-0.0045357053,0.0022333763,-0.0045330105,0.0021912218,-0.0024660034
BSH1%UPI0004D69CD5,0.005233434,-0.0035535963,0.003874101,0.0028054225,-0.0027375976,-0.0016396284,0.0025451628,0.00666562,0.0048814984,0.0056927893,0.0053167604,0.0037197554,-0.002369646,-0.0010585418,0.0029741016,-0.0008239849,-0.0027297884,0.0021152184,0.0002952277,0.003974115,-0.003934594,0.002721139,0.0005848095,0.0020807094,0.0018050398,0.0012024147,-0.0015048503,0.0024952455,0.005095739
BSH1%UPI0004D6A0E9,-0.005466748,0.005875121,-0.010202241,-0.007542232,0.0064026755,0.0035734153,-0.0078019057,-0.0056387587,-0.0076370267,-0.007884724,-0.002894531,-0.009088064,0.0061911047,-0.0021599752,-0.0053615426,0.0013030141,0.0046700044,0.00087008096,-0.004007808,-0.0025900684,0.0062917024,-0.007631668,-0.006452657,-0.0028201758,-0.00066599756,-0.00019773752,-0.006636357,-0.002318679,-0.002021666
BSH1%UPI0004F8D610,-0.00221564,0.012454178,-0.0074036,-0.008055935,0.011748749,0.007018492,-0.004256346,-0.0040089577,-0.0028688866,-0.007330609,0.004925089,-0.009810199,0.012022861,-0.0046774214,-0.0056534577,-0.0018028239,0.010450146,0.0070485002,-0.0022540344,-0.00079169194,0.013613386,-0.0078688385,-0.009222737,-0.0073799277,0.0057216925,0.0063454397,-0.008284081,0.0009655098,-0.0005975737
BSH1%UPI0005DBBD01,-0.0045811315,0.010973618,-0.012031471,-0.011591074,0.009587353,0.0054112338,-0.010207538,-0.0107496735,-0.012520846,-0.010779712,-0.011594646,-0.011383963,0.0098461,-0.0012010268,-0.01327343,-0.0020252038,0.004585424,-0.0034046883,-0.005954876,-0.006518718,0.010012979,-0.0069436817,-0.0115942545,-0.00050516793,-0.002010442,-0.005845596,-0.009693517,-0.0081102885,-0.0071569546
BSH1%UPI00064A1F29,0.009600187,-0.01736642,0.017511338,0.015820313,-0.016900666,-0.009722378,0.011310851,0.012854711,0.012056597,0.014764415,0.006417721,0.017945528,-0.016952055,0.0030222628,0.013549678,0.00071417657,-0.013725603,-0.0048981803,0.0059752823,0.0068501234,-0.018597081,0.013267586,0.016166195,0.00874004,-0.0022489782,-0.0016510029,0.014767013,0.0048927246,0.007652815
BSH1%UPI00070D1B8F,0.01154378,-0.018574638,0.021730067,0.0206226,-0.01846122,-0.012209987,0.01833011,0.014576364,0.0167746,0.018123478,0.008593122,0.021990307,-0.018446142,0.0064762277,0.016542118,-0.0006036711,-0.013765782,-0.0052066017,0.008351655,0.0077926023,-0.018188436,0.014295798,0.015059701,0.0058093155,-0.002783737,-0.0012583742,0.013639425,0.006637707,0.0063942946
BSH1%UPI00073AFD00,0.014286877,-0.025670633,0.021663522,0.021817742,-0.02366715,-0.015262063,0.01764751,0.019820498,0.020317383,0.022466028,0.011767443,0.023681158,-0.02364746,0.0054473244,0.018211242,0.001623109,-0.019899976,-0.0058008414,0.008345693,0.010224946,-0.02586637,0.014018405,0.014864323,0.008623527,-0.0052281558,-0.0039822,0.010271115,0.007887222,0.012474325
BSH1%UPI00076E9CCB,0.0049119666,-0.013970997,0.00908879,0.009972652,-0.012078294,-0.00720271,0.0071514314,0.00922556,0.009540499,0.010158066,0.005485963,0.010759961,-0.0122362245,0.003272266,0.009365606,0.0029769093,-0.010104957,-0.002572693,0.003933859,0.0048898095,-0.0139117995,0.007283398,0.007770111,0.0046348255,-0.0029001602,-0.0009853975,0.004505819,0.0042505907,0.0067186863
BSH1%UPI0007933BD5,-0.0007047046,-0.007237396,0.0016501456,0.003527174,-0.0051953406,-0.0037213222,0.0019420544,0.0036196378,0.0024871354,0.0036500625,0.0024572136,0.0037242987,-0.005789387,-0.0022049616,0.0040023015,0.0025080466,-0.0051101325,-1.8752727e-06,-0.00013619453,0.0011588433,-0.00718188,0.00084301544,0.0032631727,0.0012640139,-0.0026153326,-0.00034611046,0.00065088057,0.0023534084,0.0028269778
BSH1%UPI000801FF16,-0.01003839,0.013521668,-0.015803125,-0.012731326,0.0138126565,0.007789703,-0.011374097,-0.011252128,-0.010811615,-0.014672011,-0.001095084,-0.015542426,0.013264591,-0.005563468,-0.009787016,0.0013672224,0.010494246,0.0032528744,-0.00549272,-0.0058613466,0.014745554,-0.01303992,-0.011305098,-0.007986894,0.0006114507,0.0029049807,-0.011248562,-0.0026632864,-0.0049525783
BSH1%UPI000949473C,-0.0021234276,-0.0010097483,-0.0025937248,-0.0016934153,-0.001225765,-0.00024776466,-0.0027561293,-0.0033254013,-0.0033745444,-0.0020883984,-0.0062857913,-0.0011444509,-0.000969018,0.0028072598,-0.0025115525,0.0013827054,-0.0025632242,-0.005120582,-0.00048198923,-0.002639597,-0.0013189719,-0.00015951315,-0.0016210682,0.002072924,-0.004028686,-0.004721446,-0.0015056882,-0.0034310916,-0.0031651803
BSH1%UPI00095B1DAC,-0.001412127,0.001723527,-0.0031450572,-0.0028327564,0.0026745156,0.0024365685,-0.0038154265,-0.00048287967,0.0003587711,-0.001938986,0.004827873,-0.0035368772,0.002593287,-0.0030684527,-0.0004623683,0.0003474566,0.0024107827,0.001765026,0.00011276031,0.00072591094,0.001778958,-0.0031573095,-0.00087682006,-0.0021611108,0.0022969686,0.0029444634,-0.000990239,0.0013615957,0.003178374
BSH1%UPI00095C7CBB,0.015997965,-0.024344277,0.025328724,0.0231313,-0.023290336,-0.014523127,0.018843465,0.019645832,0.020928945,0.023136726,0.010957552,0.026020536,-0.023178976,0.006317656,0.018580882,-0.00095146336,-0.018937355,-0.0063147508,0.00985575,0.010717652,-0.024960298,0.017779749,0.01849162,0.009739567,-0.0026421377,-0.0028950635,0.015155548,0.0073356302,0.011276305
