Family,12oxoCA,12oxoDCA,3oxoCA,3oxoCDCA,3oxoDCA,3oxoLCA,7_12oxoLCA,7oxoDCA,7oxoLCA,CA,CA_S,CDCA,DCA,GCA,GCA_S,GCDCA,GDCA,GLCA,GUDCA,HCA,LCA,TCA,TCA_S,TCDCA,TDCA,TLCA,TUDCA_2,UCA,UDCA
BSH1%UPI0002802AC4,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.028112084,-1.0,0.15649621,1.0,-0.10269009,-0.6012315,-1.0,1.0,-1.0,-1.0,-0.735379,-0.30392408,-0.21535438,-1.0,-0.94417053,-1.0
BSH1%UPI0002CB0E7D,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7520674,-1.0,0.9456434,1.0,0.05798433,-1.0,-1.0,1.0,-1.0,-1.0,-0.759956,-1.0,-0.37193084,-1.0,-1.0,-1.0
BSH1%UPI0002F95F26,-1.0,0.9836063,-1.0,-1.0,1.0,0.39970753,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.86959535,0.19077799,-1.0,0.83806926,0.42968652,-0.6312408,-0.95446736,-1.0,1.0,-1.0,-1.0,-0.38780192,-1.0,-0.88524765,-1.0,-1.0,-1.0
BSH1%UPI000334E1FF,-1.0,0.12064481,-0.85905266,-0.36134285,0.10363414,0.15585539,-0.63371557,-1.0,-0.84391,-0.83375806,-1.0,-0.57275915,0.083475,0.46113774,-0.33781868,0.54578936,0.021291915,-0.46920115,-0.11314726,-0.6529888,0.17032965,-0.33511707,-0.32679063,0.16776316,-0.68552965,-0.36329615,-0.12968199,-0.4903252,-0.7948506
BSH1%UPI00035D264B,-0.28668946,-0.32844228,-0.060044736,0.25452894,-0.3034973,-0.40574217,0.23662153,-0.18792453,-0.25088313,-0.13475388,-0.63574815,0.087127544,-0.40379125,0.2737608,0.07947712,0.18761045,-0.2983775,-0.46597043,-0.102854565,-0.2297897,-0.22945966,-0.20680124,-0.06996881,-0.16676052,-0.7015168,-0.6013975,-0.21007551,-0.23873213,-0.42125642
BSH1%UPI0003A10C39,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.66083515,-1.0,0.7240613,1.0,0.80356365,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.20442961,0.45508215,-1.0,-1.0,-1.0
BSH1%UPI00041C4F56,0.14717178,-0.8935531,0.57462966,0.90289533,-0.92132235,-0.7413322,0.7352541,0.25691947,0.1911254,0.49742368,-0.33284932,0.69319326,-1.0,1.0,0.6657931,0.44506156,-0.7255917,-0.61020154,0.26851127,0.20794049,-0.7094613,0.27640203,0.40075588,0.3423167,-0.9142641,-0.6057564,0.20583946,0.06621163,-0.18666571
BSH1%UPI00044AC395,0.5447334,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.36048895,1.0,0.6883761,-1.0,-0.7868604,0.8892722,0.70508623,-1.0,1.0,1.0,0.36150432,-1.0,-0.18301767,1.0,1.0,0.8934006
BSH1%UPI0004BCDDD9,-1.0,-0.03388852,-1.0,-0.26852658,0.2997795,-0.1371202,-0.21657076,-0.80174327,-0.3931098,-0.8034997,0.2891023,-0.70288646,0.0489508,-0.81232774,-0.04322388,0.7510543,0.055351615,0.11464745,-0.45782736,-0.67507184,0.36960962,-1.0,-0.69100416,-1.0,-0.8010158,0.39441928,-0.8005399,0.38697472,-0.43550178
BSH1%UPI0004D69CD5,0.9242363,-0.62757313,0.684175,0.49544397,-0.4834659,-0.28956208,0.4494815,1.0,0.8620837,1.0,0.9389519,0.6569172,-0.41848484,-0.18694088,0.52523303,-0.1455176,-0.4820868,0.37355235,0.05213788,0.7018377,-0.6948582,0.4805593,0.10327868,0.367458,0.3187741,0.21234916,-0.26575997,0.440666,0.89991903
BSH1%UPI0004D6A0E9,-0.96544003,1.0,-1.0,-1.0,1.0,0.63107324,-1.0,-0.99581754,-1.0,-1.0,-0.5111807,-1.0,1.0,-0.3814565,-0.94686055,0.23011523,0.8247333,0.15365826,-0.70778793,-0.45741192,1.0,-1.0,-1.0,-0.49804944,-0.117616676,-0.034920894,-1.0,-0.40948394,-0.35703078
BSH1%UPI0004F8D610,-0.39128703,1.0,-1.0,-1.0,1.0,1.0,-0.75168025,-0.707991,-0.5066519,-1.0,0.86978185,-1.0,1.0,-0.8260432,-0.9984134,-0.31838277,1.0,1.0,-0.39806756,-0.13981459,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.17051122,-0.10553286
BSH1%UPI0005DBBD01,-0.80903816,1.0,-1.0,-1.0,1.0,0.9556361,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.21210405,-1.0,-0.35765556,0.8097962,-0.6012756,-1.0,-1.0,1.0,-1.0,-1.0,-0.089213796,-0.35504863,-1.0,-1.0,-1.0,-1.0
BSH1%UPI00064A1F29,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.53373843,1.0,0.1261252,-1.0,-0.8650297,1.0,1.0,-1.0,1.0,1.0,1.0,-0.39717463,-0.29157084,1.0,0.8640662,1.0
BSH1%UPI00070D1B8F,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.10660969,-1.0,-0.9194976,1.0,1.0,-1.0,1.0,1.0,1.0,-0.49161422,-0.22223173,1.0,1.0,1.0
BSH1%UPI00073AFD00,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9620098,1.0,0.28664473,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.92330414,-0.7032655,1.0,1.0,1.0
BSH1%UPI00076E9CCB,0.8674644,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.96883345,1.0,-1.0,0.57788956,1.0,0.5257289,-1.0,-0.45434338,0.6947284,0.86355144,-1.0,1.0,1.0,0.81852067,-0.51217484,-0.17402342,0.79573786,0.75066394,1.0
BSH1%UPI0007933BD5,-0.12445243,-1.0,0.29141945,0.6229069,-0.9175089,-0.6571939,0.34297118,0.6392362,0.43923372,0.6446093,0.43394947,0.65771955,-1.0,-0.3894012,0.7068155,0.4429267,-0.90246093,-0.0003311774,-0.024052262,0.20465434,-1.0,0.14887843,0.5762837,0.22322771,-0.46187365,-0.06112389,0.11494698,0.41561723,0.49925065
BSH1%UPI000801FF16,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.1933943,-1.0,1.0,-0.98252106,-1.0,0.24145457,1.0,0.574465,-0.97002673,-1.0,1.0,-1.0,-1.0,-1.0,0.107983574,0.5130262,-1.0,-0.4703424,-0.87463653
BSH1%UPI000949473C,-0.37500212,-0.17832384,-0.45805764,-0.29906097,-0.21647286,-0.0437558,-0.48673865,-0.5872734,-0.59595215,-0.36881587,-1.0,-0.2021126,-0.17113076,0.49576843,-0.44354585,0.2441889,-0.45267117,-0.90430635,-0.08512039,-0.4661588,-0.23293342,-0.028170383,-0.2862843,0.36608306,-0.711475,-0.833818,-0.26590794,-0.6059385,-0.558978
BSH1%UPI00095B1DAC,-0.24938482,0.30437875,-0.5554242,-0.5002712,0.4723255,0.4303035,-0.6738129,-0.08527764,0.06335979,-0.3424293,0.8526133,-0.6246205,0.45798033,-0.5418957,-0.081655286,0.061361622,0.4257497,0.3117076,0.019913726,0.1281975,0.314168,-0.557588,-0.1548484,-0.38165703,0.40564984,0.5199989,-0.17487843,0.24046087,0.561308
BSH1%UPI00095C7CBB,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.16803057,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.46660748,-0.51127476,1.0,1.0,1.0
BSH1%UPI000BCCCB22,0.8811074,1.0,-0.22132924,-1.0,1.0,0.929516,-0.7620747,0.2374922,-0.08178975,-0.04980402,-0.05816443,-0.7195168,1.0,-0.14475343,-0.89500815,-0.7851549,0.90889055,0.6180175,0.06003095,0.23143788,1.0,0.16276771,-0.59299624,0.059538692,1.0,0.365498,-0.3989225,-0.15154883,0.48318002
BSH1%UPI000BD3EFD5,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.70952034,1.0,-0.19501817,-1.0,-0.25853455,1.0,1.0,-1.0,1.0,1.0,0.7049981,-0.14498909,-0.12307785,1.0,1.0,1.0
BSH1%UPI000CD30963,-0.14805757,-1.0,0.7386376,0.80033374,-0.9290778,-0.38349387,0.4365348,0.35703424,0.5480261,0.5171269,0.08019936,0.73416644,-0.9447095,0.5116276,0.9497966,0.4869239,-0.5434449,-0.19897704,0.4162324,0.37463707,-1.0,0.4455022,0.9837491,0.26337254,-0.34836608,-0.13269167,0.7489976,0.1941155,0.00036902342
BSH1%UPI000CF9C992,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.09788806,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.6490883,-0.67946094,1.0,0.9302314,1.0
BSH1%UPI000EF45382,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.51393074,-1.0,-0.80290824,1.0,1.0,-1.0,1.0,1.0,1.0,0.3610758,-0.12869626,1.0,1.0,1.0
BSH2%UPI0000382136,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.7690891,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0
BSH2%UPI0001534663,-1.0,1.0,-1.0,-1.0,1.0,0.55154216,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.32794872,-1.0,0.63046336,0.53656346,-0.9602837,-1.0,-1.0,1.0,-1.0,-1.0,-0.6017984,-1.0,-1.0,-1.0,-1.0,-1.0
BSH2%UPI0001599717,-1.0,1.0,-1.0,-1.0,1.0,0.7474404,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.47259247,-1.0,-0.034785196,0.3272073,-0.8381388,-0.7158467,-0.9873045,0.89353067,-0.88784885,-1.0,0.19893453,-0.32154986,-0.71756226,-0.7326784,-1.0,-0.8373119
BSH2%UPI0001971EB2,0.6962521,-0.31901246,0.36769438,0.0838951,-0.26101765,-0.324871,0.2246553,0.6445007,0.20362538,0.6867327,-0.14457339,0.26257044,-0.2809955,0.29581514,-0.12959702,-0.22455648,-0.1600263,0.10335618,0.13527013,0.2286197,-0.29093173,0.3172566,-0.16500707,0.38535038,0.03316024,-0.33807617,-0.07503344,0.1434435,0.45246464
BSH2%UPI0001C1C05D,-0.033574846,-1.0,0.5651191,0.7526132,-1.0,-0.6148777,0.68316346,0.5484603,0.91374797,0.70533556,0.4812627,0.7267283,-1.0,0.1387923,0.83285004,0.3937401,-0.6107113,-0.15077114,0.41998756,0.23218887,-1.0,0.23322196,0.72092545,-0.120772965,-0.21944857,0.11855815,0.6820296,0.6140285,0.5958157
BSH2%UPI0001CF4F1D,0.048337217,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.83985645,-1.0,-1.0,-0.25367442,-1.0,1.0,-0.715568,-1.0,-0.8913718,1.0,1.0,-0.48554993,-0.39207035,1.0,-0.4389814,-1.0,-0.45865226,1.0,0.7217705,-0.94631886,-0.500018,-0.2761195
BSH2%UPI0002814877,-0.6895811,-1.0,0.36486077,0.9930935,-1.0,-0.97578454,0.46810547,-0.40826863,-0.40729046,0.15734172,-1.0,0.91802824,-1.0,0.89105517,0.5959049,0.6462396,-1.0,-1.0,-0.11847485,-0.40566248,-1.0,0.29160526,0.62273604,0.46277428,-1.0,-1.0,0.2215655,-0.60539323,-1.0
BSH2%UPI00033AD64E,-0.17726927,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.9482037,-1.0,-1.0,-1.0,-1.0,1.0,-0.34616828,-1.0,-0.57551277,1.0,0.5470665,-0.69063824,-0.5546945,1.0,-0.91137016,-1.0,-0.3419357,0.65998405,-0.103096455,-1.0,-0.8045694,-0.35298467
BSH2%UPI00033F049A,0.38629746,1.0,-0.59687495,-0.94945544,0.8983957,0.5950121,-0.72882426,-0.4056979,-0.92145675,-0.50488365,-0.5107126,-0.7579911,0.9328925,-0.18724577,-1.0,-0.44103307,0.4592722,0.100317776,-0.37359956,-0.3281122,0.94725454,-0.1263724,-0.8420589,0.389463,0.2170533,-0.30956927,-0.49448228,-0.3944653,-0.26048297
BSH2%UPI00038B932A,-0.53842604,1.0,-1.0,-1.0,1.0,0.6892381,-0.88242763,-1.0,-1.0,-1.0,-0.67703617,-1.0,1.0,-0.44172746,-1.0,-0.17675687,0.95056456,0.19799098,-0.60758525,-0.61044043,1.0,-1.0,-1.0,-0.29399213,-0.0253597,-0.23043503,-0.8038961,-0.6151663,-0.92549884
BSH2%UPI000396CDDF,1.0,0.8229509,1.0,0.3864311,0.40528926,0.12097908,1.0,1.0,1.0,1.0,1.0,0.7783923,0.58316636,-0.2926404,-0.0640565,-1.0,0.6930346,1.0,0.7165883,1.0,0.80405986,1.0,-0.5446825,0.11177011,1.0,0.9792669,0.43035734,0.9696917,1.0
BSH2%UPI0003AD64AE,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.051238123,-1.0,0.2251001,1.0,0.1094724,-1.0,-1.0,1.0,-1.0,-1.0,-0.56893665,-0.5818588,-0.51436985,-1.0,-1.0,-1.0
BSH2%UPI000508CF7A,0.6415603,-1.0,1.0,1.0,-1.0,-1.0,0.99749345,1.0,1.0,1.0,-0.2699124,1.0,-1.0,0.9074849,1.0,0.41453344,-1.0,-1.0,0.61886555,0.43184152,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.12745643,0.5289089
BSH2%UPI00050FFCF5,-0.14513882,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.30746198,-1.0,-0.92212015,1.0,0.29901236,-0.7110107,-0.7873098,1.0,-1.0,-1.0,-0.42593035,0.659812,-0.2833913,-1.0,-1.0,-0.7846409
BSH2%UPI0005D317A6,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.22002143,-1.0,-0.86662567,1.0,1.0,-1.0,1.0,1.0,1.0,-0.68176156,-0.18837972,1.0,1.0,1.0
BSH2%UPI0005DCCFF2,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.36428303,-1.0,1.0,-0.70837724,-0.8183436,0.68389916,1.0,0.66003263,-0.65618825,-0.9502915,1.0,-1.0,-0.8177728,-1.0,0.023970138,0.8383307,-0.9090762,-0.25149474,-1.0
BSH2%UPI0006649122,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.6149918,1.0,-0.14252052,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.75361246,-0.77571243,1.0,1.0,1.0
BSH2%UPI0006BFFEB7,-0.69657636,1.0,-0.90975815,-1.0,1.0,1.0,-1.0,-0.97003627,-1.0,-1.0,-1.0,-0.9952615,1.0,-0.5035733,-1.0,-0.19266862,0.6487814,0.054604914,-0.6725883,-0.6555955,0.8742361,-0.1483661,-0.70048183,-0.053877514,0.19401948,0.17275696,-0.54385996,-0.58194166,-0.7600562
BSH2%UPI0006C043E9,0.24110927,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.20784558,1.0,-1.0,1.0,1.0,0.9189228,-1.0,-1.0,0.88084924,0.7005807,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.33186352,0.15042771
BSH2%UPI0006C0EB58,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.62221146,1.0,-1.0,0.23214199,1.0,0.2007175,-1.0,-0.5407794,0.514401,0.72479457,-1.0,1.0,1.0,1.0,-0.3452281,-0.38969588,1.0,0.43604654,1.0
BSH2%UPI0006C1ADDE,1.0,-1.0,1.0,1.0,-1.0,-0.826835,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.36199233,0.90005064,-0.3606068,-1.0,-0.3507776,0.59846455,0.91193825,-1.0,1.0,0.8957581,0.81422466,0.23580019,-0.16433252,0.8043236,0.53717756,1.0
BSH2%UPI0006C23C60,0.5426132,-0.7270361,0.797619,0.8042879,-0.87097913,-0.57901263,0.7511801,0.48107195,0.002963074,0.9031176,-1.0,0.9174054,-0.87026876,1.0,0.3852162,0.027844008,-0.8395776,-0.6614552,0.21017341,0.11543975,-0.7847869,0.57554746,0.39846966,0.66207397,-0.89592034,-0.82757384,0.29066327,-0.13696931,-0.45437285
BSH2%UPI0006C28698,0.30001783,1.0,-0.30549875,-0.97264385,0.903826,1.0,-1.0,-0.30393445,-0.48478997,-0.5129923,0.18702097,-0.6778976,1.0,-0.4450985,-0.7771741,-0.41456893,0.6645868,0.3502345,-0.17082602,-0.090026915,0.72020096,0.29321444,-0.07962311,0.42859268,0.87549406,0.3682553,0.19636236,-0.29852706,0.17692624
BSH2%UPI0006C45BC8,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8596582,1.0,0.15991817,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.10143182,-0.23177989,1.0,1.0,1.0
BSH2%UPI0006C4A6B6,-1.0,0.46182382,-1.0,-0.5984841,0.31678203,-0.0018305258,-0.75460994,-1.0,-1.0,-1.0,-1.0,-0.98099357,0.16210034,0.7737038,-0.7644948,0.8703771,-0.14784834,-1.0,-0.71541154,-1.0,0.5739738,-1.0,-0.7740216,-0.25052938,-1.0,-1.0,-0.8983461,-1.0,-1.0
BSH2%UPI0006C52F45,0.51726943,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.4492721,1.0,-1.0,1.0,1.0,0.7682019,-1.0,-1.0,1.0,0.8931019,-1.0,1.0,1.0,1.0,-1.0,-0.8160499,1.0,0.44504145,0.75827223
BSH2%UPI0006C5C844,-0.1351988,-1.0,1.0,1.0,-1.0,-0.9149771,0.61007214,0.4453722,1.0,0.61838603,0.3673835,1.0,-1.0,0.5002338,1.0,0.5808906,-1.0,-1.0,0.5170281,0.38784787,-1.0,0.82110256,1.0,0.49086368,-0.54881346,-0.25142705,1.0,0.13690467,0.40281206
BSH2%UPI0006C706B0,-1.0,0.8019406,-1.0,-1.0,0.9395373,0.6557512,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.82758886,-0.0021855638,-1.0,1.0,0.54526186,-0.46836576,-1.0,-1.0,0.909494,-1.0,-1.0,-0.225933,-1.0,-0.5723428,-1.0,-1.0,-1.0
BSH2%UPI0006CAB5AD,1.0,-1.0,1.0,1.0,-1.0,-0.47825724,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.3350782,1.0,-0.7390604,-1.0,-0.53178173,1.0,1.0,-1.0,1.0,1.0,1.0,0.8019863,0.124313,1.0,0.49975133,1.0
BSH2%UPI0006CABDF6,1.0,1.0,0.6033296,-0.8031396,0.938976,0.87967646,-0.25075775,0.8675173,0.73220474,0.510622,1.0,-0.26108757,1.0,-0.45633957,-0.8094889,-1.0,0.843388,0.8322062,0.44838154,0.6012161,0.90800804,0.722581,-0.4804893,0.25224,1.0,0.5530608,-0.0033279015,0.23621345,1.0
BSH2%UPI0006CABE2C,0.75859624,1.0,0.07175115,-1.0,1.0,1.0,-0.99893683,-0.13826036,0.07569445,-0.33879215,0.33791584,-0.79615456,1.0,-0.18596373,-0.8865195,-0.93737286,1.0,0.5433343,0.39151296,0.3409959,1.0,0.45050892,-0.19611561,0.022709193,1.0,0.61453223,0.20885965,-0.22772868,0.5343406
BSH2%UPI00082051E1,1.0,-0.15991132,1.0,0.5561821,-0.3264342,0.04743727,0.7451429,1.0,1.0,1.0,0.8198642,1.0,-0.1537338,0.14640813,0.36452278,-0.88897705,-0.246409,0.36162153,0.61457044,0.9366785,-0.45889175,1.0,0.64846045,0.6177458,1.0,0.4329123,0.8311675,0.58237666,1.0
BSH2%UPI00082062C1,0.6709075,1.0,-0.36133784,-1.0,1.0,1.0,-0.82084215,-0.28295657,-0.24954519,-0.53478086,0.16688457,-0.9525498,1.0,-0.40219328,-1.0,-0.96966183,1.0,0.41267624,-0.11972979,-0.033915076,1.0,0.18792342,-1.0,-0.24028051,1.0,0.5310729,-0.7275672,-0.24421184,0.40784568
BSH2%UPI000820857A,1.0,-0.17374527,1.0,0.5230217,-0.38330182,-0.022098936,0.6514472,1.0,1.0,1.0,0.68075216,1.0,-0.21212098,0.27339017,0.18615982,-1.0,-0.31149215,0.04770105,0.59980404,0.94181883,-0.58279604,1.0,0.57004523,0.8735307,0.9731394,-0.028258247,0.5611797,0.112065315,0.94016594
BSH2%UPI000820B778,-0.674665,-0.3792717,-0.2969482,-0.11481407,-0.36834803,-0.17204903,-0.26781255,-0.5450663,-0.9027628,-0.07537265,-1.0,-0.01359195,-0.41919512,0.66759574,-0.24973567,0.26670578,-0.4030658,-0.5848951,-0.27541658,-0.5985443,-0.500806,0.17663753,-0.025885845,0.6389665,-0.89870816,-0.9961938,0.059000585,-0.71748406,-1.0
BSH2%UPI000820F666,0.88324326,0.396194,0.23990507,-0.48883307,0.29436314,0.7055611,-0.54049164,0.49060854,0.1376485,0.34494334,-0.06781865,-0.0939366,0.47239015,0.30103692,-0.24681714,-0.50718296,0.35897875,0.20373826,0.17583242,0.33511338,0.06666943,0.6825001,0.13961346,0.56861573,0.7539195,0.20902407,0.107026935,-0.12648335,0.46044907
BSH2%UPI000821232B,-0.16828194,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.97963077,-1.0,-1.0,-1.0,-1.0,1.0,-0.43748865,-1.0,-0.55429673,1.0,0.6904955,-0.5448237,-0.6201989,1.0,-0.281797,-1.0,0.21867403,1.0,0.34483403,-0.79233277,-0.69566154,-0.2972273
BSH2%UPI0008219BA0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.1353235,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.7259227,-0.73776245,1.0,1.0,1.0
BSH2%UPI000821B1D8,0.8866784,0.50119233,0.06699824,-0.6204795,0.46075687,0.3537752,-0.47844112,0.47399318,0.096166566,0.29090565,-0.25846732,-0.23035187,0.5730312,-0.00450093,-0.58522546,-0.6494479,0.19505812,0.22742216,-0.11400061,0.29611307,0.27742204,0.24407749,-0.39159295,0.23242965,0.6467843,-0.08283853,-0.5002177,-0.0994041,0.5788422
BSH2%UPI000821B9AC,0.050625645,-1.0,0.70372444,0.80475855,-1.0,-0.4485227,0.42244798,0.361034,0.5692351,0.46838656,0.045011364,0.8074956,-1.0,0.20465627,0.88000625,0.3329593,-0.7703066,-0.4847227,0.413377,0.288971,-1.0,0.51460075,1.0,0.35839275,-0.30881566,-0.157503,1.0,0.11913538,0.29206905
BSH2%UPI000821FD65,1.0,-1.0,1.0,1.0,-1.0,-0.9078481,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.74284947,1.0,-0.3110599,-1.0,-0.47593603,1.0,1.0,-1.0,1.0,1.0,0.8683246,0.4547464,-0.0779505,1.0,0.68463814,1.0
BSH2%UPI0008221FCC,0.2997135,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.054165684,1.0,-1.0,0.83600134,1.0,0.7906571,-1.0,-1.0,0.65306205,0.46197873,-1.0,1.0,1.0,0.7273168,-1.0,-1.0,1.0,0.5783293,0.23072903
BSH2%UPI0008222B5A,0.108592294,0.5297493,-0.40200886,-0.4828128,0.45493656,0.2524965,-0.19669415,0.01538189,-0.5009317,0.039329678,-0.9619513,-0.49752384,0.4445366,0.56308734,-0.48852816,0.0062081916,0.39328396,0.3513387,-0.13517351,-0.18553106,0.5913447,-0.20201674,-0.67166924,0.16490665,-0.20297761,-0.26093107,-0.5897652,-0.1563749,-0.457378
BSH2%UPI00082257EE,-0.3561096,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.6018465,-1.0,1.0,-0.7977959,-1.0,-0.6984158,1.0,1.0,-0.66082627,-0.94028777,1.0,-0.94768465,-1.0,-0.5430759,1.0,0.44943306,-1.0,-0.5757769,-0.7651747
BSH2%UPI000822F9A5,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5962902,1.0,0.10915555,-1.0,-0.7315037,0.96032065,1.0,-1.0,1.0,1.0,1.0,-0.50089014,-0.68007314,1.0,0.66052455,1.0
BSH2%UPI0008230885,1.0,1.0,0.24601509,-1.0,1.0,1.0,-0.8376567,0.3946605,0.65349114,0.09024128,1.0,-0.7581698,1.0,-0.53277004,-0.95026207,-1.0,1.0,1.0,0.4342472,0.53134507,1.0,0.78559387,-0.5958544,-0.09888043,1.0,1.0,-0.017611453,0.27978706,1.0
BSH2%UPI00082332C0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.36721262,-1.0,-0.08766697,1.0,0.69901943,-0.78939396,-1.0,1.0,-1.0,-1.0,-0.6127915,0.17920439,-0.06257268,-1.0,-0.8816066,-1.0
BSH2%UPI0008E59C2D,0.93851507,-0.63168764,1.0,0.7075679,-0.692297,-0.3389261,0.53697646,0.79252344,0.8373008,0.87546754,0.21506245,1.0,-0.60465693,0.2283273,0.50032514,-0.35558993,-0.72970456,-0.36769998,0.3012327,0.49727532,-0.88294804,0.9444352,0.7522911,0.4457386,0.09931859,-0.22819263,0.4752379,0.11859284,0.38757896
BSH2%UPI000960BD65,-0.08988096,-1.0,1.0,1.0,-1.0,-1.0,0.93938756,0.7281991,0.71091855,1.0,-0.07051733,1.0,-1.0,0.049263343,1.0,0.47303948,-1.0,-0.6639238,0.2410608,0.33371535,-1.0,0.830898,1.0,0.59488505,-0.7547219,-0.30995116,1.0,0.27169782,0.14385557
BSH2%UPI0009611255,-1.0,-0.06698956,-1.0,-0.23700373,-0.13444419,-0.43736345,-0.5096821,-1.0,-1.0,-1.0,-1.0,-0.82130283,-0.35300612,1.0,-0.60035837,1.0,-0.51729584,-1.0,-0.82522386,-1.0,0.22421001,-1.0,-0.84818727,0.12511277,-1.0,-1.0,-0.91099006,-1.0,-1.0
BSH2%UPI000961A2BF,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.65199035,-1.0,-0.7369057,1.0,0.6101385,-0.7258535,-0.9279215,1.0,-1.0,-1.0,-1.0,1.0,0.39473268,-1.0,-1.0,-1.0
BSH2%UPI000965B48B,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8790563,1.0,-0.2062159,-1.0,-0.77846324,1.0,1.0,-1.0,1.0,1.0,1.0,0.23093909,-0.11759632,1.0,1.0,1.0
