Family,12oxoCA,12oxoDCA,3oxoCA,3oxoCDCA,3oxoDCA,3oxoLCA,7_12oxoLCA,7oxoDCA,7oxoLCA,CA,CA_S,CDCA,DCA,GCA,GCA_S,GCDCA,GDCA,GLCA,GUDCA,HCA,LCA,TCA,TCA_S,TCDCA,TDCA,TLCA,TUDCA_2,UCA,UDCA
BSH2%UPI0009698BA7,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.010635096,-1.0,0.09779459,1.0,-0.36224258,-1.0,-1.0,1.0,-1.0,-1.0,-0.4692893,-0.8398422,-0.78860855,-1.0,-1.0,-1.0
BSH2%UPI000B38AD3B,-0.27983868,0.036860544,0.26382264,0.07889578,0.025611028,0.3595725,-0.0134811895,-0.20662403,0.5981314,-0.22862533,1.0,0.025886966,0.10617425,0.115391806,0.47159782,0.30816495,0.4104563,0.2704569,0.6422698,0.08133791,0.07274647,0.39741892,0.53521067,-0.16544288,0.58105385,0.8350802,0.8283786,0.25268742,0.20813549
BSH2%UPI000B431D75,-1.0,-0.42351827,-0.5653409,0.11167858,-0.20116873,0.0216436,-0.14188085,-0.7070305,0.040255956,-0.6075934,0.44015473,-0.19181898,-0.24124992,-0.37168974,0.7488386,0.85899276,0.056044307,0.16106555,0.00050072354,-0.36751515,-0.21998246,-0.5389147,0.55380225,-0.75635135,-0.24660017,0.6474682,0.4248143,0.26889095,-0.41585705
BSH2%UPI000D1261F9,0.9982161,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.841314,1.0,-1.0,0.59919804,1.0,0.28356588,-1.0,-0.45425355,0.69165546,0.7136311,-1.0,1.0,1.0,0.5197143,-0.73223966,-0.3414923,1.0,0.8705703,0.786068
BSH2%UPI000D58F0CE,-0.89487886,-0.7495797,-0.2356448,0.3346147,-0.690883,-0.48232323,0.0032165572,-0.5514716,-0.3322484,-0.15216663,-0.8652731,0.20410284,-0.73737377,0.53389204,0.27542546,0.64870197,-0.7014774,-0.76584935,-0.027490467,-0.4299947,-0.6379619,-0.0878451,0.3020669,0.20743494,-1.0,-0.5403667,0.2768164,-0.19347696,-0.6164692
BSH2%UPI000D6581CE,1.0,-0.23303328,1.0,0.5477275,-0.2638295,-0.034693725,0.68546045,1.0,1.0,1.0,0.8650184,1.0,-0.13910177,-0.024081862,0.34900343,-1.0,-0.32505468,0.29731154,0.42173734,0.93801975,-0.56147605,1.0,0.40301752,0.2979657,1.0,0.36398616,0.17689927,0.3898373,1.0
BSH2%UPI000D7A6AEA,0.6525156,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.9634773,1.0,1.0,-0.018469412,1.0,-1.0,0.9921477,1.0,0.04696593,-1.0,-0.9582526,0.7986953,0.5738347,-1.0,1.0,1.0,0.3502737,-0.80878216,-0.6666396,0.90237063,0.34862378,0.0703313
BSH2%UPI000D7ABA35,-1.0,0.73984104,-1.0,-0.9359032,0.68107533,0.31091714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5921448,0.5709586,-1.0,0.52625334,0.3318682,-0.37600404,-0.59207046,-1.0,0.7817422,-0.8882474,-0.8535868,-0.026254715,-1.0,-0.78323907,-0.8709908,-0.94478536,-1.0
BSH2%UPI000D7ADB68,-1.0,0.027608393,-1.0,-0.21238549,-0.05489015,-0.50236756,-0.6174569,-1.0,-1.0,-1.0,-1.0,-0.9229499,-0.33418822,0.8715436,-0.5274538,1.0,-0.5359116,-1.0,-1.0,-1.0,0.28455126,-1.0,-0.6673577,-0.20292056,-1.0,-1.0,-0.9710145,-1.0,-1.0
BSH2%UPI000D7AF0AB,-0.06495891,0.130679,-0.09080325,-0.096293025,0.021031853,0.040323682,-0.103558205,-0.29360852,-0.48624027,-0.15984894,-0.9587987,-0.07259692,0.040706575,0.3138968,-0.2788106,-0.13841105,-0.033687714,-0.44475752,-0.1598286,-0.07533618,0.013660166,-0.025735168,-0.08041267,0.2271934,-0.3135871,-0.5639605,-0.16075222,-0.44305277,-0.42323446
BSH2%UPI000DF74F5E,-0.19541444,1.0,-0.74784887,-1.0,1.0,0.83597535,-1.0,-0.65576553,-0.4829765,-0.9784541,0.13526757,-1.0,1.0,-0.57099116,-0.7824973,-0.31736076,0.9543667,0.3019688,-0.06819555,-0.1882712,1.0,-0.37058938,-0.32377407,-0.30072966,0.8654667,0.3584752,-0.2585639,-0.35087222,0.04974702
BSH2%UPI000DF7AEC4,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9812289,1.0,-0.3714174,-1.0,-0.867636,1.0,1.0,-1.0,1.0,1.0,1.0,-0.01240532,-0.54652053,1.0,0.79070365,1.0
BSH2%UPI000DF86417,0.7647389,-0.33366013,0.8661763,0.21582478,-0.4373051,-0.024122683,0.19842331,0.42660707,0.5758461,0.71571,-0.5829016,0.6654249,-0.3648776,0.66312885,0.033810675,-0.48664078,-0.4701193,-0.50243527,0.6035424,0.33501732,-0.6768147,0.9109756,0.5112155,0.44242364,0.07687387,-0.49708545,0.14135751,-0.30857816,0.0015565752
BSH2%UPI000E40484B,0.54026437,0.48571628,0.1697554,-0.15770179,0.2570043,0.33427572,-0.09949247,-0.011673256,-0.21343078,-0.19335903,0.30290514,-0.09149979,0.26609716,-0.0073369644,-0.24413234,-0.32235417,0.28552258,-0.019241069,-0.056839637,0.020482106,0.34862024,0.3769478,0.10304109,0.35721996,0.35967875,0.0073037297,0.15164717,-0.30793402,0.015359461
BSH2%UPI000E42566B,-0.624737,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.2302593,-1.0,-0.3537975,0.7100819,-0.3461564,-0.86753905,-0.8528752,1.0,-0.9054646,-1.0,0.02053086,-0.0821816,-0.5887482,-1.0,-1.0,-0.7224062
BSH2%UPI000E4418E2,0.7446957,1.0,0.15375525,-0.75176877,1.0,0.9432315,-0.28402892,0.12367112,0.08790838,-0.13700184,0.45844495,-0.4514124,1.0,-0.48975366,-0.71597636,-0.86399966,1.0,0.78233933,0.06124525,0.19337024,0.99452674,0.34789175,-0.35263833,-0.12947942,1.0,0.66876954,0.038072806,0.030037813,0.29763034
BSH2%UPI000E466DA6,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.2631186,1.0,-1.0,1.0,1.0,-0.07375524,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.6443253,-0.8641731,1.0,0.45362246,0.8160154
BSH2%UPI000E4BF981,1.0,1.0,0.4327904,-0.40320113,1.0,0.74776596,0.23253351,0.5365667,0.499711,0.2552169,1.0,-0.24002603,1.0,-0.40701082,-0.54111075,-0.87713414,0.994542,0.9733586,0.20943192,0.38919824,1.0,0.4351368,-0.7866628,-0.08165598,1.0,0.90728563,-0.056419846,0.55674094,0.85300905
BSH2%UPI000E4E4D64,1.0,-1.0,1.0,0.98403454,-1.0,-0.5399551,0.5882144,1.0,1.0,1.0,0.7846812,1.0,-1.0,0.5926272,0.83778185,-0.32543576,-1.0,-0.2931634,0.87365776,0.9973365,-1.0,1.0,1.0,0.990357,0.3768413,-0.26562566,0.9226191,0.38978973,1.0
BSH2%UPI000E53BC4B,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7666925,1.0,0.15588777,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.92377967,0.9115142
BSH2%UPI000E53DAEE,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.34740856,-1.0,-0.7033355,1.0,1.0,-1.0,1.0,1.0,1.0,-0.18927017,-0.108981065,1.0,1.0,1.0
BSH2%UPI000E7D8CB5,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.33653694,-1.0,0.12546958,1.0,-0.010626322,-0.98434514,-1.0,1.0,-1.0,-1.0,-0.03970956,-0.38455483,-0.64462405,-1.0,-1.0,-1.0
BSH2%UPI000E80FD85,0.4883814,-1.0,1.0,1.0,-1.0,-1.0,0.97735757,0.8294089,0.8577376,1.0,-0.3459777,1.0,-1.0,0.7985203,1.0,0.1633836,-1.0,-0.9163339,0.29995552,0.42678803,-1.0,1.0,1.0,0.87441,-0.8270009,-0.81636894,0.7423036,-0.015965957,0.16134857
BSH2%UPI000E8B2418,0.63588965,1.0,-0.09074956,-0.76503426,1.0,0.62999845,-0.16625166,0.041252356,0.0652206,-0.17246331,0.24403673,-0.57347,1.0,-0.43526682,-0.73710215,-0.9187358,0.88722473,0.5342347,0.00838872,0.22499527,1.0,-0.2560245,-0.80172443,-0.52451295,0.96902287,0.3180442,-0.667346,-0.02770514,0.20605381
BSH2%UPI000E8E16B0,-1.0,1.0,-1.0,-1.0,1.0,0.58457327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.21857749,-1.0,0.38992506,0.86084706,-0.6460406,-0.80263066,-1.0,1.0,-1.0,-1.0,-0.9771542,-1.0,-0.80638367,-1.0,-1.0,-1.0
BSH2%UPI000E91045C,-0.615656,0.69748783,-0.65134376,-0.6461351,0.5327513,0.52405816,-0.65853024,-0.91632164,-0.65560746,-0.82453215,-0.84221506,-0.68576914,0.65604746,0.46040523,-0.50343835,0.14141762,0.4823531,-0.30977517,0.007787823,-0.40757743,0.6678997,-0.28991818,-0.43225875,-0.03482622,-0.12728034,-0.20656441,-0.24416387,-0.5327558,-0.81089914
BSH2%UPI000EC98B2C,-0.6054776,1.0,-1.0,-1.0,1.0,0.8735064,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.442662,-1.0,-0.24310906,1.0,0.3768565,-0.5938028,-1.0,1.0,-0.987168,-1.0,-0.16974969,0.055529673,-0.31456763,-1.0,-0.69179446,-0.780412
BSH2%UPI000ECC9F84,-1.0,0.68523943,-1.0,-1.0,0.75237733,0.14977255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6507799,-0.37896755,-1.0,0.5402182,0.21182872,-0.37957513,-1.0,-1.0,0.7366425,-1.0,-0.88936144,-0.020421298,-1.0,-0.74225235,-0.72710234,-1.0,-1.0
BSH2%UPI000EE4CDBB,-1.0,-0.07871784,-1.0,-0.20743966,-0.02736479,-0.14269848,-0.57028204,-1.0,-1.0,-0.88213676,-1.0,-0.55169374,-0.12950917,0.514148,-0.25699857,0.7886329,-0.124377675,-0.48241833,-0.35377058,-0.7665138,0.08825281,-0.56606364,-0.1690078,0.10113436,-1.0,-0.4299099,-0.08642843,-0.44806352,-1.0
BSH3%UPI000156F498,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7911615,1.0,-0.889392,-1.0,0.14875351,1.0,1.0,-1.0,1.0,1.0,0.9349262,0.78237355,0.15543307,1.0,1.0,1.0
BSH3%UPI00016547A5,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.2845334,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.66307247,0.28540805,-1.0,-1.0,-1.0
BSH3%UPI00017EF3F1,-0.94620264,1.0,-1.0,-1.0,1.0,0.5915963,-1.0,-1.0,-1.0,-1.0,-0.44567198,-1.0,1.0,-0.85646474,-1.0,-0.008453739,0.5077961,-0.15752253,-0.9510566,-0.7967884,1.0,-1.0,-1.0,-0.49060416,-0.3461748,-0.24873182,-1.0,-0.763454,-0.98598725
BSH3%UPI0001A5F983,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.9463423,1.0,-1.0,1.0,1.0,0.4469727,-1.0,-1.0,1.0,0.8980476,-1.0,1.0,1.0,1.0,-0.852392,-0.54185635,1.0,0.7595241,0.92688715
BSH3%UPI0002132A6C,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.6289548,1.0,0.2446277,-1.0,-0.61324245,1.0,1.0,-1.0,1.0,1.0,0.67292494,-0.23743805,0.21164338,1.0,1.0,1.0
BSH3%UPI000238BE2F,1.0,-0.8793823,1.0,1.0,-0.96442676,-0.6021467,1.0,1.0,1.0,1.0,0.69690555,1.0,-0.91756505,0.23571314,0.7063452,-0.4748473,-0.810239,-0.42986724,0.5369522,0.59425676,-0.98853624,1.0,0.7815492,0.44658417,0.17702691,-0.20180196,0.7235212,0.33430627,0.6682809
BSH3%UPI00033CE23D,-0.8452026,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.03639941,-1.0,-0.21289645,1.0,0.1156498,-0.53252107,-0.71710265,1.0,-1.0,-1.0,-0.40625602,0.05746849,-0.16309914,-1.0,-0.80913603,-0.95177525
BSH3%UPI00035F5DCE,0.92662597,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.89352334,1.0,-1.0,0.92138225,1.0,0.53027445,-1.0,-0.65540606,0.9053939,0.98868686,-1.0,1.0,1.0,0.7208094,-0.65121716,-0.36032113,1.0,0.81723917,1.0
BSH3%UPI0004DA32C0,1.0,-1.0,1.0,1.0,-1.0,-0.80832356,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.4751037,1.0,-0.42676505,-1.0,-0.2592074,0.2831091,1.0,-1.0,0.8396297,0.79209393,0.4319815,0.19322486,0.010624885,0.22534785,0.50483805,1.0
BSH3%UPI0005420AB0,-1.0,0.61198235,-1.0,-0.785036,0.58660233,0.497041,-0.94877034,-1.0,-0.99698514,-1.0,-0.884607,-1.0,0.57750934,0.3031668,-0.585856,0.5893535,0.44558626,-0.28224066,-0.15477201,-0.79182726,0.72442955,-0.7318576,-0.6637606,-0.25692162,-0.52976996,-0.04914279,-0.37285778,-0.42219263,-0.91882926
BSH3%UPI00080CB216,-0.32627591,-0.39062446,-0.61958957,-0.266745,-0.10201555,-0.094265655,-0.4737502,0.00054583984,-0.18972746,-0.11454775,0.1342347,-0.32377103,-0.19847529,-0.4321771,-0.16043246,0.38788092,-0.38712057,0.089340135,-0.333131,-0.1655431,-0.41081688,-0.33811304,-0.38622323,0.13399315,-0.3825559,-0.13165615,-0.6746235,0.08483772,0.31764156
BSH3%UPI000CF406F5,-1.0,0.68177646,-1.0,-1.0,0.6857716,0.29054818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5612659,0.18253675,-0.9858162,0.5970693,0.33927718,-0.5012727,-0.85223013,-1.0,0.71328104,-1.0,-0.78546286,-0.03548505,-1.0,-0.8463676,-0.66848993,-1.0,-1.0
BSH3%UPI000E4DFA31,-1.0,1.0,-1.0,-1.0,1.0,0.9640978,-1.0,-1.0,-1.0,-1.0,-0.48832121,-1.0,1.0,-0.9638665,-1.0,0.14944468,1.0,0.4057674,-0.77369845,-0.82072824,1.0,-1.0,-1.0,-1.0,0.24596363,0.49084577,-1.0,-0.2947817,-0.6998948
BSH3%UPI000E555DC1,0.99784434,-0.8482185,1.0,0.98514414,-0.9122492,-0.6324113,0.9527891,0.9869492,0.8863072,1.0,-0.018108716,1.0,-0.82504624,0.45194992,0.58588475,-0.41240335,-0.8574047,-0.39604992,0.3545957,0.41987172,-0.9276389,0.79901624,0.3533251,0.39416933,-0.1593363,-0.43055665,0.13053435,0.0531751,0.12262841
BSH3%UPI000ED2B3A0,-1.0,1.0,-1.0,-1.0,1.0,0.6896563,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.11486028,-1.0,0.17781536,0.77346176,-0.35093024,-0.70338696,-1.0,1.0,-1.0,-1.0,-0.25491792,-0.8170746,-0.72347015,-1.0,-0.96449065,-1.0
BSH3%UPI000EF23C17,1.0,-1.0,1.0,1.0,-1.0,-0.719122,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.290437,1.0,-1.0,-1.0,0.19625874,1.0,1.0,-1.0,1.0,1.0,0.9293015,1.0,0.4133666,1.0,1.0,1.0
BSH4%UPI0001653940,-0.65256584,-1.0,0.37870592,1.0,-1.0,-1.0,0.87614375,0.22866978,0.22647671,0.4382329,-0.34254172,0.7599234,-1.0,0.4490996,1.0,0.86541134,-0.9038161,-0.4210956,0.028745018,0.0014749592,-1.0,-0.09702465,0.805718,-0.06349109,-1.0,-0.23249693,0.56233597,0.365538,-0.13131109
BSH4%UPI00033C4A83,-0.90665495,0.11704742,-0.5071563,-0.64358944,0.21371837,0.6036084,-0.945601,-0.815009,-0.028375525,-0.73256755,0.12672248,-0.52172506,0.30870977,-0.13165371,-0.036358878,0.32036152,0.2574394,-0.22950979,0.039968356,-0.21280502,-0.022631168,0.09750223,0.30900237,-0.21819688,0.4443159,0.5189289,0.305117,-0.21147726,-0.014028481
BSH4%UPI000463D8BF,-0.5527776,0.8053571,-0.114678435,-0.25608313,0.71114624,0.461591,0.024590507,-0.39363688,0.17831296,-0.6529342,1.0,-0.46987894,0.7304523,-0.757849,0.26781267,0.09282279,0.95576006,0.6594439,0.20361869,0.04479677,0.9414071,-0.50788665,0.25108495,-1.0,0.7612754,1.0,0.51403016,0.48740563,0.03845311
BSH4%UPI0006BEFACE,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.66286016,-1.0,1.0,-0.89027995,-1.0,-0.0049997647,1.0,0.88655305,-1.0,-1.0,1.0,-1.0,-1.0,-0.9312639,0.6091001,0.7484469,-1.0,-0.6938895,-1.0
BSH4%UPI000822CCAE,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.14931187,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.4249849,0.56005675,-1.0,-1.0,-1.0
BSH4%UPI000B375707,-0.3127331,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.32821566,1.0,0.76221246,0.6129114,1.0,-1.0,0.56093794,1.0,0.6230315,-1.0,-0.9005597,0.909724,0.11633365,-1.0,0.6526683,1.0,0.16160254,-0.7633029,-0.25128153,1.0,0.31612292,-0.07251498
BSH4%UPI000D27EFA9,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.29071048,-1.0,1.0,-0.84153646,-1.0,-0.048786845,1.0,0.9408434,-0.4922706,-0.62750757,1.0,-1.0,-0.8931432,-0.69211656,0.9949078,0.74591607,-0.76282865,-0.61695236,-0.6409334
BSH4%UPI000E54B9B5,-0.1661446,-1.0,0.9712872,1.0,-1.0,-1.0,0.8899639,0.33834374,0.5438808,0.79610634,-0.51902544,1.0,-1.0,1.0,1.0,0.7609196,-1.0,-1.0,0.4044618,0.013359678,-1.0,0.7788452,1.0,0.75638235,-1.0,-0.94344765,0.9820547,-0.031513747,-0.06844638
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,1.0,0.41885877,1.0,0.42394406,0.32384285,0.5728039,0.6982378,1.0,1.0,0.91319025,1.0,0.539199,0.561658,-0.24840541,0.9347995,-0.46287954,0.70175576,1.0,0.61720836,1.0,0.33474272,0.57188463,0.60532135,-0.704401,1.0,1.0,0.6314321,1.0,1.0
BaiA%SRR3992974_bin_8_EOPEKEED_01051__3-oxoacyl-_acyl-carrier-protein__reductase_FabG,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.87185305,1.0,-1.0,0.8025134,1.0,-0.40293247,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.21482122,-0.5966544,1.0,0.7118538,1.0
BaiA%SRR5558193_bin_68_NNEAJJHP_00384__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,-1.0,-1.0,0.011877097,0.85602987,-1.0,-0.9195207,0.47207332,-0.21601519,-0.36485827,0.3303805,-1.0,0.7931009,-1.0,0.08808227,0.74868965,0.5839244,-1.0,-0.5417641,-0.30986658,-0.37170035,-1.0,0.22881435,0.8162144,0.4392005,-1.0,-0.5510789,0.7426733,-0.1408899,-0.7202037
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,0.096528076,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.6495069,-0.83355427,-1.0,-0.08027561,-1.0,1.0,-0.31067452,-1.0,-0.71706015,1.0,0.93455905,-0.4522462,-0.21560898,1.0,-0.46819335,-1.0,-0.40142095,1.0,0.55543786,-0.9591996,-0.45887414,-0.14830272
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,0.6862903,-0.11272978,1.0,0.7221728,-0.13272108,0.13434726,0.79745686,1.0,1.0,0.8938217,1.0,0.7661983,0.024771364,0.033509158,1.0,-0.16664425,0.27984196,0.8068505,0.5102171,1.0,-0.09696646,0.47036123,0.8648064,-0.59606916,1.0,1.0,0.7319102,0.86292726,1.0
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,0.83500963,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.33519256,1.0,-1.0,0.8046342,1.0,0.53766614,-1.0,-0.721327,0.50546366,0.5870679,-1.0,1.0,1.0,0.95842165,-1.0,-0.8093348,1.0,1.0,0.40028158
BaiB%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01958__Bile_acid-coenzyme_A_ligase,-0.8615022,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.93189794,-0.18264279,-1.0,0.75873643,-1.0,1.0,-0.56826687,-0.65637475,0.16539697,1.0,1.0,0.15310414,-0.440716,1.0,-0.9603713,-0.6160319,-1.0,0.8541534,1.0,-0.2846745,0.20554008,-0.0022561767
BaiB%SRR2992899_bin_23_LIJELFFN_00493__Bile_acid-coenzyme_A_ligase,-1.0,-0.19426532,-1.0,-0.34312233,-0.06246459,-0.2939374,-0.5565822,-1.0,-1.0,-0.7438983,-1.0,-0.42810416,-0.1428014,0.017759994,-0.39952037,0.47940847,-0.2645822,-0.32630834,-0.6215549,-0.8572487,-0.08285355,-0.41543213,-0.23297128,0.22720727,-0.71565646,-0.5449708,-0.07754591,-0.65790087,-1.0
BaiB%WP_286151641_1_bile_acid--CoA_ligase_BaiB__Sporofaciens_musculi_,0.34902817,0.050931394,0.41495004,-0.07531889,0.093919136,0.43511465,-0.050882027,0.36303082,0.82577264,0.31137398,0.9288316,0.056541357,0.18567677,-0.07118541,0.31088138,-0.15838066,0.33863825,0.49949428,0.51336074,0.38028106,-0.022177856,0.2815635,0.378535,-0.1758769,0.7114717,0.5793606,0.31112695,0.40099797,0.6414701
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,0.5245394,0.5434417,0.7452198,0.14767759,0.51043546,0.595391,0.29993758,0.9029344,1.0,0.5240877,1.0,0.19221571,0.6785888,-0.29774264,0.6787022,-0.28947356,0.7622027,1.0,0.30384865,0.9362776,0.48052648,0.21116397,0.45988792,-0.69500095,1.0,1.0,0.3274529,0.7967207,1.0
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.6121511,-1.0,-0.5447977,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.9107654,1.0,0.5380312,-1.0,-1.0,-1.0
BaiCD%HIT29267_1_FAD-dependent_oxidoreductase__Candidatus_Scatomorpha_stercoravium_,-1.0,1.0,-1.0,-1.0,1.0,0.8126934,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.14172947,-1.0,0.720548,1.0,-0.34651476,-0.6784423,-1.0,1.0,-1.0,-1.0,-0.9294968,-1.0,-0.50113755,-1.0,-0.9721845,-1.0
BaiCD%MCI8583944_1_FAD-dependent_oxidoreductase__Dorea_sp__,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.29776102,-1.0,-0.24352933,1.0,1.0,-1.0,1.0,1.0,0.555439,0.03985597,0.37368846,1.0,1.0,1.0
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.38952982,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.9367942,0.5562933,-1.0,-1.0,-1.0
BaiCD%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00368__NADH_oxidase,-1.0,0.97564155,-1.0,-1.0,1.0,0.34242398,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.86646754,-0.17431542,-1.0,0.6213755,0.56795853,-0.4525783,-0.9513664,-1.0,1.0,-1.0,-1.0,-0.40555483,-1.0,-0.84065044,-1.0,-1.0,-1.0
BaiCD%SRR5580120_bin_52_JEIALLOE_00740__Metal_reductase,-1.0,0.99682724,-1.0,-1.0,1.0,0.84983194,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9674089,-0.23458146,-1.0,0.4920655,0.595575,-0.16510636,-0.97154015,-1.0,0.88738537,-0.94901687,-1.0,-0.18002449,-0.68479025,-0.31926945,-1.0,-0.93652123,-1.0
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,-0.8438896,0.8670513,-0.9357596,-0.84740084,1.0,0.5265285,-0.42997736,-0.4931533,-0.38550338,-0.7347222,0.080311626,-1.0,0.9037318,-0.43677682,-0.4373891,0.27226266,1.0,0.946293,-0.10016613,-0.24165052,1.0,-1.0,-0.55997807,-0.88693637,0.38284916,0.6048298,-0.36869523,0.38547936,0.051938944
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,0.686277,-0.45467484,1.0,1.0,-0.43186885,-0.16839877,1.0,1.0,1.0,1.0,1.0,1.0,-0.30680656,-0.08133406,1.0,-0.1731668,0.008926129,0.82777065,0.5205966,1.0,-0.40519166,0.52269435,0.9771417,-0.6201791,0.92278415,1.0,0.81703144,1.0,1.0
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,0.3933668,0.52912724,0.78894717,0.15923052,0.48709136,0.6211107,0.3132838,0.7952211,1.0,0.40036854,1.0,0.23058212,0.66403645,-0.53713334,0.752312,-0.28327858,0.7891952,1.0,0.31039184,0.85691226,0.42230195,0.20069852,0.64851034,-0.7811072,1.0,1.0,0.5601925,0.7574006,0.9293458
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,-0.4454772,1.0,-0.956031,-1.0,1.0,1.0,-0.9957353,-0.50799876,-0.25470805,-0.93412244,0.45658073,-1.0,1.0,-0.57144624,-0.70096374,-0.18902951,1.0,1.0,-0.20828111,-0.06181822,1.0,-0.9685748,-0.90132886,-1.0,1.0,1.0,-0.68310326,0.1958175,0.088194706
