Sample,3oxoDCA,3oxoLCA,7oxoDCA,Ala_DCA,Asn_CA,Asn_DCA,Asp_CA,Asp_DCA,CA,CDCA,DCA,GDCA,GLCA,GUDCA,Gln_CA,Glu_CA,Glu_CDCA,Glu_DCA,IleLeu_CA,LCA,Lys_DCA,Phe_CA,Phe_CDCA,Phe_DCA,TCDCA,TDCA,TLCA,TUDCA,Thr_CA,Thr_DCA,Trp_CA,Trp_DCA,Tyr_CA,UDCA,isoCA_aMCA,isoDCA_isoCDCA,isoLCA,isoUDCA
3aHSDH%WP_270208025_1_SDR_family_oxidoreductase__Eggerthella_lenta_,-0.11944547,0.13264993,-0.22742322,-0.05000581,-0.42302346,-0.20546001,-0.39379162,-0.010470465,-0.2625292,-0.135637,0.17537677,0.42877012,0.21081835,0.24584265,-0.40773553,-0.22330435,-0.26409826,-0.1819847,-0.66671056,0.13399243,-0.08132842,-0.7468818,-0.7837726,-0.3318973,0.28232387,0.5904909,0.47806925,0.2823058,-0.3885399,-0.28850016,-0.71893126,-0.031268317,-0.4766042,-0.6194129,-0.21780837,-0.12576716,0.06755305,-0.083505675
3aHSDH%WP_289544896_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enorma_phocaeensis_,-0.085762754,-0.26680824,0.61198145,0.3102594,0.25237733,0.23216176,0.337225,0.317601,0.5815737,0.6365236,0.25722766,0.40591326,0.110533714,0.6044817,0.18444182,0.4087614,0.5081995,0.2511567,0.20573376,0.065859735,0.36345404,0.167674,0.23401871,0.5217086,0.27572078,0.3377789,0.20298132,0.45060092,0.3265822,0.6617723,0.18857569,0.090314455,0.3178836,0.22536923,0.5336975,0.21797366,-0.21657805,0.5353177
3aHSDH%WP_427737837_1_SDR_family_NAD(P)-dependent_oxidoreductase__Bariatricus_sp__SGI_154_,-0.19554807,-0.53593993,0.7263035,0.19650042,0.72032356,0.2930782,0.8261086,-0.017906837,0.74480087,0.69247514,-0.32108718,-0.42211428,-0.57552737,0.05742037,0.7945546,0.6229085,0.78250307,-0.12736244,0.9595169,-0.44900724,-0.11942437,0.9968798,0.92831326,0.089449264,0.15429057,-0.122437194,-0.24031878,0.5621395,0.97301584,0.49036258,0.827126,-0.23996605,0.84761155,0.50488,0.6257117,-0.106480636,-0.45099804,0.5386729
3bHSDH%GENOME124823_1686,-0.04996183,-0.6782009,1.0,0.5208636,1.0,1.0,1.0,0.6010287,1.0,0.90288246,-0.22888474,-0.111062236,-0.21773256,0.93418556,0.97898984,1.0,1.0,0.53397024,1.0,-0.52041525,0.50954515,1.0,0.8314204,0.5777605,0.81808746,0.40628055,0.28350332,0.8966954,0.9398079,0.8140063,0.9646645,0.23774628,0.98463035,0.9407775,1.0,0.36899853,-0.54650646,1.0
3bHSDH%MBS6646402_1_glucose_1-dehydrogenase__Clostridiaceae_bacterium_,-0.278356,-0.062518075,-0.32673615,-0.6153076,-0.335305,-0.5687789,-0.38249594,-0.570535,-0.39612412,-0.48124975,-0.045046058,-0.042317636,-0.025941039,-0.015205647,-0.34161133,-0.3691338,-0.39273912,-0.64617866,-0.5463629,-0.101387456,-0.5589389,-0.5611149,-0.3664286,-0.72238433,-0.13525622,-0.0222762,0.056018323,-0.105218105,-0.38215593,-0.6620766,-0.6602657,-0.43045902,-0.5055437,-0.6329413,-0.28477916,-0.37669578,-0.09238026,-0.3291825
3bHSDH%MBS6779006_1_aldo_keto_reductase__Eggerthella_sp__,-0.47357646,-0.1665917,-0.11598445,-0.3092056,-0.12515822,-0.31412348,-0.1302497,-0.49639106,0.15908527,0.21906741,-0.3773352,-0.14023368,-0.017874436,0.044598855,0.023971133,-0.0915172,-0.24479927,-0.6583204,-0.1601294,-0.33345884,-0.51699847,-0.11769744,-0.1248916,-0.6068321,0.2855551,-0.23267423,-0.20993818,-0.14183052,-0.075548574,-0.43766817,0.050476067,-0.4252173,0.026956141,-0.4904505,-0.23008822,-0.76383865,-0.33821008,-0.44892362
3bHSDH%WP_100933575_1_SDR_family_NAD(P)-dependent_oxidoreductase___Clostridium__innocuum_,0.23186402,-0.67881435,1.0,0.17863837,1.0,0.537744,1.0,0.05635967,0.8607966,0.6743242,-0.3153744,-0.31548315,-0.28647432,0.6425939,1.0,1.0,1.0,0.12845625,0.9810183,-0.59707856,0.035552125,0.948818,0.8746264,0.009912945,0.40272433,0.094665915,-0.01713218,0.9517118,1.0,0.50427437,0.8687331,-0.2841208,0.9026762,1.0,1.0,0.50368637,-0.5063376,1.0
3bHSDH%WP_186937525_1_glucose_1-dehydrogenase__Eggerthella_hominis_,-0.11049781,0.41043457,-0.7211631,0.136201,-0.7306017,-0.21314497,-0.60959274,0.01320256,-0.7541928,-0.583936,0.15370892,0.1836251,0.16359675,-0.062067926,-0.69670665,-0.5032132,-0.55309546,-0.1293717,-0.8120616,0.2007294,0.03224059,-1.0,-0.9756564,-0.21007988,-0.23960055,0.52357817,0.29327017,-0.27519238,-0.62031996,-0.22435343,-0.8389188,0.18522488,-0.68694013,-1.0,-0.5975365,-0.3237228,0.30724892,-0.35277927
5AR%GENOME012336_2253,0.196598,0.34321335,-0.41918713,-0.41331112,-0.3082887,-0.5235088,-0.37282985,-0.25948003,-0.58819175,-0.8889035,0.048561107,0.08849859,-0.017004594,-0.18328768,-0.32947108,-0.4066204,-0.4787787,-0.22336015,-0.5420297,0.15976402,-0.4104655,-0.47426188,-0.37115678,-0.4585618,-0.3387661,-0.21469124,-0.2098316,-0.38041592,-0.44827875,-0.6638471,-0.5565521,0.049312517,-0.52143896,-0.31063697,-0.4599117,-0.042765863,0.31633064,-0.37957713
5AR%GENOME021742_2120,-0.13037997,0.010624452,-0.25569996,-0.42694023,-0.1590743,-0.35310626,-0.30638525,-0.39222082,-0.15320972,-0.17791614,-0.20212433,-0.22537804,-0.195722,-0.12539214,-0.13922772,-0.30763727,-0.25153688,-0.29606086,-0.23783177,-0.11640032,-0.2987011,-0.16439328,-0.15943633,-0.41430166,0.0036368272,-0.48518044,-0.32042125,-0.053290445,-0.2539796,-0.48659927,-0.23398787,-0.2052355,-0.2894766,-0.06433851,-0.37006864,-0.2861154,-0.015268197,-0.4097248
