Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GUDCA,HCA,LCA,TCA,TCDCA,TDCA,UDCA
BSH3%UPI0002132A6C,-0.450137,-0.6814597,0.14562169,-0.0105215125,0.8362293,-0.52880573,-0.7475886,0.10086602,-0.49755177,0.8044001,0.23413323,-0.6003357,0.46912643,0.89587015,0.052229542,-0.25178128
BSH3%UPI00033CE23D,-0.08896114,0.518355,0.614189,1.0,0.45780826,-0.39681935,0.15556058,-0.16739908,-1.0,0.025346847,-0.16380931,0.07953195,0.3753798,0.54309374,-0.72059226,0.58124447
BSH3%UPI00035F5DCE,-1.0,-0.95277685,0.41394785,0.633599,0.5787526,-1.0,0.21725237,-0.11435827,-0.7360114,0.6820204,0.078250095,-0.94357497,1.0,1.0,0.25937027,0.3388547
BSH3%UPI00080CB216,0.37011093,0.88943595,-0.30739686,0.49038535,-0.6973682,-0.023553222,0.8395045,0.42490867,-0.39768147,0.8479494,-0.78379625,-0.23139954,0.1223657,-0.01014645,-0.83427536,0.5369131
BSH3%UPI000CF406F5,-0.1489692,-1.0,-0.3925705,-0.5125679,0.6150396,-0.29170015,0.72040284,0.01188967,-0.4280694,0.52840835,-0.00891029,-0.506647,1.0,-0.55506706,1.0,-1.0
BSH3%UPI000E4DFA31,0.9567759,0.63140875,-0.17869185,-1.0,-1.0,0.9614696,-0.55771095,-0.2804641,0.66429514,-0.7973827,-0.7768831,1.0,-0.66918623,0.0144754555,0.7011706,-0.67960364
BSH3%UPI000E555DC1,-0.55736536,-0.19881962,0.39035806,0.22877438,0.23173577,0.042560577,0.21767181,-0.37502423,-0.51456815,0.3839357,0.44426933,-0.47584745,-0.32094494,0.53551686,0.48626602,-0.56409806
BSH3%UPI000EF23C17,-1.0,-0.8827579,0.19824134,0.45859557,0.36542243,-1.0,-0.23141128,-0.8877434,-0.4091175,0.91546184,0.38441777,-1.0,1.0,-0.2920568,0.5006034,1.0
BSH4%UPI000463D8BF,0.19976626,-0.58133537,-0.16269317,-0.28810942,0.30732253,0.032561332,-1.0,-0.16889527,-0.54221183,0.21277876,0.07354702,0.562311,0.4733349,-0.5676869,1.0,-0.1670649
BSH4%UPI000822CCAE,0.81605095,0.06593541,0.36381647,-0.18582797,-0.43820915,0.7613224,-0.37501216,-0.16063152,0.80106395,-0.19831805,0.6479391,0.82551324,-1.0,-1.0,-0.36294168,0.2905454
BSH4%UPI000B375707,-0.16359444,-0.49815986,0.2651919,0.40284535,1.0,-0.15410718,0.09477676,-0.085621126,-0.54167986,-0.19087939,-1.0,0.22035769,0.15728638,-0.15519246,0.099700995,-0.21960412
BSH4%UPI000E54B9B5,-0.36635038,0.43441516,-0.7708882,-0.13269283,-0.0473003,-0.37310222,0.9726439,0.42055053,0.15437508,-0.015348523,1.0,-0.027223064,0.1906954,0.95581645,-0.7515485,0.7431795
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,0.426032,0.3092101,0.032632038,-0.63712764,-0.56176734,0.544321,-0.48185578,0.026028035,-0.10470771,-0.047010187,0.21091616,0.29776025,-0.20760345,-0.83269733,-0.08012052,0.2508535
BaiA%SRR3992974_bin_8_EOPEKEED_01051__3-oxoacyl-_acyl-carrier-protein__reductase_FabG,-0.140847,0.8850446,0.31705055,0.23071507,0.29209277,-0.2371366,-0.25021294,-0.6419711,-0.33552262,-0.34184873,-0.8303928,-0.030199222,0.9413829,-0.5692522,0.15485243,1.0
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,1.0,0.020668,-0.61687887,-1.0,-1.0,1.0,-0.5195724,-1.0,1.0,0.46984345,-0.27427456,0.7562916,-0.9423137,-1.0,0.07636538,0.10457679
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,0.38027397,0.41284943,-0.37691036,-0.5949216,-0.010908702,0.47482955,-0.6459113,-0.3803944,0.10225059,-0.8342885,-0.13486624,0.14096782,-0.300065,-0.74515873,0.82337695,-0.4066746
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,-0.19930623,-0.65925175,0.8845328,1.0,0.92594683,-0.19336285,-0.38019302,-0.08314785,-0.19182307,0.17484872,0.41799542,-0.39836505,-0.19387446,-0.20465747,-0.5909369,-0.22740917
BaiB%MDY5565236_1_bile_acid--CoA_ligase_BaiB__Candidatus_Limivicinus_sp__,-0.549889,-0.93913746,-0.49239197,-0.60208505,0.094157286,-0.38663083,0.61482304,1.0,0.10399232,0.73388934,-0.035005108,-0.8754738,0.808995,-0.25094706,0.15270998,-0.6883107
BaiB%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01958__Bile_acid-coenzyme_A_ligase,0.72128206,0.9797838,-0.67531306,-0.5857317,-0.59216964,0.6322083,-0.030905003,0.7271175,0.6766989,0.545024,-1.0,0.5276645,-1.0,-0.25141013,-0.4715891,-0.48446235
BaiB%WP_286151641_1_bile_acid--CoA_ligase_BaiB__Sporofaciens_musculi_,0.15441164,0.5666761,-0.48225644,-0.17035173,-0.61331505,0.12466761,-0.28330418,-1.0,1.0,0.5781176,0.035051074,-0.12781414,-0.46826258,0.39995465,0.35796422,0.12390337
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,0.92117715,-0.04010799,-0.27582446,-0.52330655,-0.8070986,0.90611744,-0.77066576,-1.0,0.66437125,-0.38885418,-0.04466722,0.61801106,-0.3361605,-1.0,0.5947697,-0.09576175
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,0.48964214,1.0,-0.9484243,-1.0,-0.658794,1.0,-0.9625276,-0.66119426,0.69279003,-1.0,-0.81493324,0.93257946,-0.23663795,-0.4562619,1.0,-0.4991545
BaiCD%HIT29267_1_FAD-dependent_oxidoreductase__Candidatus_Scatomorpha_stercoravium_,0.4350955,0.83610123,-0.019000616,0.15263306,-0.50675887,0.51882344,-0.010966637,0.36869398,-0.34102133,-0.020870926,-1.0,0.5723515,-0.22046778,-0.68396896,-0.3212984,0.19646843
BaiCD%MCI8583944_1_FAD-dependent_oxidoreductase__Dorea_sp__,-0.67652184,0.0033312982,-0.4993043,-0.101958424,0.5333305,-0.5945755,0.84344965,1.0,0.06879523,0.26721603,-0.73414373,-0.48786786,0.12442781,-0.008384473,-0.46920744,-0.6664029
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,0.9266409,0.85468775,-0.7096225,-0.9607154,-1.0,1.0,-0.46665466,-0.22114156,1.0,-0.57714283,-0.29676548,0.82367176,-1.0,-0.25870675,-0.15560423,-0.67518437
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,-0.0774108,-0.68819165,0.17225754,0.1632647,0.20683461,-0.014829353,0.18854094,1.0,-0.75591236,1.0,0.18716471,0.5700783,-0.45642638,0.7684082,-0.99433446,0.71701264
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,-0.050187234,-0.27229977,0.1695965,0.056240484,0.26959488,0.18772033,-0.75085557,-0.53339356,-0.08220171,-0.73873967,0.34962645,-0.075663686,-0.17244713,-0.33657533,0.7585631,-0.23255424
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,0.67308736,0.017140333,-0.15974683,-0.5127288,-0.53940123,0.72941583,-0.73816144,-0.56603247,0.961896,-0.34780887,0.21437697,0.3490921,-0.77575094,-0.60976696,0.5150039,-0.28422862
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,0.2803348,0.41046956,0.75489104,-0.05422232,-0.46664396,0.58661103,-0.13444558,0.33023524,0.408569,-0.92844015,0.62884,0.30147445,-1.0,0.6439327,-0.9753584,-0.13580538
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,-0.3797188,-0.36818394,0.48895362,1.0,0.48121163,-0.32206872,-0.23299095,-0.117109396,-0.6328291,0.15038458,0.578844,0.039013155,-0.8085078,0.7575819,-1.0,1.0
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,0.28151083,-0.43862912,0.7690646,1.0,-0.20877899,0.23859636,-0.01377371,-0.89541054,0.94661826,0.76237327,1.0,0.17685471,-0.64841783,-1.0,-0.33930612,0.42911533
BaiE%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_166,0.56239784,0.018053163,-0.021790631,-0.5979743,0.026252413,0.68943226,-0.38144457,-1.0,0.44042274,-1.0,-0.4993939,0.5057424,0.2797112,-1.0,1.0,0.20855425
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,0.06161327,-0.18825081,-0.2434995,-0.105321586,0.02867283,0.32268938,0.0044894824,-0.16616648,0.39531282,-0.27801317,-0.4885407,0.28869504,-0.01230878,-0.9475447,0.90751356,-0.9918416
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,0.26902923,0.73746014,-0.22452195,-0.60590637,-0.90816313,0.38172174,-0.17363203,-0.14833708,0.80978113,-0.7800321,-0.23366842,0.40838927,-0.50865716,-1.0,0.4379255,0.850101
BaiF%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01956__Bile_acid-CoA_transferase,0.8539844,0.859726,-0.79911685,-0.12481379,-0.49632552,0.67178607,-0.7041877,-0.7997487,0.3243123,-0.26764774,-0.6393291,0.65476316,-0.25362554,-0.25198486,-0.26710597,0.053923782
BaiF%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00373__Bile_acid-CoA_transferase,0.8464223,0.5347285,-0.26097998,0.8122539,0.5296287,0.5044353,-1.0,0.3774841,0.5594205,0.43030947,-0.52951264,0.39014694,-1.0,-0.27488485,-0.40889326,-1.0
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,0.64454824,0.20368603,-0.96996284,-0.5627282,-0.6284709,0.6592402,0.17895266,-0.4472415,0.3715104,-0.9429154,-0.51572347,0.74848837,0.5079896,-0.00587517,0.68369937,-1.0
BaiF%SRR5127813_bin_22_DKEDJIEF_00985__Bile_acid-CoA_transferase,0.11231222,-1.0,1.0,0.22981389,-0.24787028,0.025116889,-0.8258287,-1.0,0.35025588,0.6777607,0.69332325,-0.1494628,-0.3977377,-0.67346287,0.042256925,1.0
BaiF%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_911,0.4538656,-0.3351771,-0.7693074,-0.24405378,0.058229204,0.62088525,-0.47841287,0.10189466,0.6926702,-0.5992581,0.4804927,0.7033981,-1.0,-0.65015346,-0.3761465,0.4067317
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,0.71726984,1.0,-1.0,-0.97521836,-0.7993305,0.9108433,-0.64191896,-0.16774979,0.47742173,-1.0,-0.7025836,0.68834776,-0.32060468,-0.047732294,0.79478097,-0.34377816
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,0.5053857,-0.020417541,-0.1597403,-0.14475371,-0.019202434,0.583293,-0.71822447,0.109358504,0.0943813,-0.74446595,-1.0,0.29345262,-0.35350028,-0.30666843,0.5148962,-0.81241214
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_13110,0.611271,0.30174813,0.43045384,0.136268,-0.36754906,0.70489347,-0.18904449,-1.0,0.4102351,0.15435392,0.43803602,0.46709645,-0.40107095,-1.0,0.3137961,0.6251024
BaiF%fig|1950825_3_peg_1464|__L-carnitine_dehydratase_(EC_4_2_1_89)____Clostridiales_bacterium_UBA1701_|_1950825_3_,0.7044021,0.3196115,0.21945263,-0.068152085,-0.2687482,0.7168411,0.03371582,0.4343261,0.25599474,-0.90922636,0.14140627,0.8337238,-0.5883017,-1.0,-0.17451572,-0.5662879
BaiG%LeChatelierE_2013__MH0251__bin_10_fa_BOBEKBFD_00006__Multidrug_resistance_protein_3,-0.2606485,-0.61666846,-0.06411445,0.63461345,0.037784673,-0.2197899,0.17561693,0.025281234,0.16081585,0.55598706,0.04055908,-0.26799604,-0.3000157,0.69620454,-0.31460568,-0.0048883306
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,-1.0,-0.7742209,0.96475375,1.0,1.0,-0.9700827,0.19865873,0.32633945,-0.76030064,0.6437825,0.89737636,-1.0,-0.31248748,0.53010243,-0.7438614,0.87499714
BaiG%MDY4488523_1_MFS_transporter__Candidatus_Limivicinus_sp__,0.18349499,0.20898989,-0.84215456,0.0025470671,0.073234476,0.07280288,0.7752909,0.79336214,0.008024652,-1.0,-0.60975164,0.4838614,-0.094231896,1.0,-0.69528425,-0.40534198
BaiG%MEE1256339_1_MFS_transporter__Lachnospiraceae_bacterium_,0.27912524,0.3481059,-0.35341534,-0.7179068,-0.016590625,0.64332217,-1.0,-1.0,0.13077928,-0.82158476,-0.5071206,0.38171238,0.33123428,-0.9826481,1.0,-0.52608967
BaiG%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3097,0.71783084,0.34710446,-0.2154837,-0.2973096,-0.7074482,0.8328709,-0.65422463,-1.0,0.46841565,-0.41608685,-0.7552021,0.44009846,-0.19454108,-0.89097285,1.0,0.06886025
BaiH%LiJ_2014__MH0370__bin_37_fa_CDDPILMH_00099__NADH_oxidase,0.5345386,0.23026773,0.29326397,0.32874766,-0.98229045,0.699751,-0.04947133,-0.1279697,0.38305047,-0.054127567,-0.4108836,0.60866684,-0.79509294,-1.0,-0.18375805,0.6279302
BaiH%MEE0204071_1_FAD-dependent_oxidoreductase__Oscillospiraceae_bacterium_,-0.4355576,0.17920387,0.27862343,-0.034794915,-0.2988612,-0.42477515,-0.66078806,-0.34885368,0.6927978,0.049540978,0.3651838,-1.0,-0.32063356,0.526198,0.237281,0.55554813
BaiH%MFR3389927_1_7-beta-dihydroxy-3-oxo-5-beta-cholanoyl-CoA_4-oxidoreductase_BaiH___Clostridium__scindens_,0.37145042,0.649475,-0.35470036,-0.4792352,-0.52863324,0.44093233,-0.29568478,0.2452731,0.02542274,-0.33680737,-0.3949678,0.20774585,0.37518376,-0.8756684,0.641785,-0.46401224
BaiH%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01962__NADH_oxidase,1.0,0.76829374,-1.0,-1.0,-0.9563391,0.94844985,-0.8510193,-0.5215871,1.0,0.27786866,-1.0,0.66557723,-0.36077997,-1.0,0.17985676,-1.0
BaiH%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_308,-0.071174465,-0.72175986,0.46489775,0.6800092,0.63004655,0.11786986,-1.0,-0.84796983,0.25919393,0.04869522,0.35872146,-0.14749913,-0.44770512,-0.06528735,-0.3524347,0.32344523
BaiH%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_310,-1.0,0.0033164755,0.6421924,0.25557783,-0.23606351,-0.648438,-0.09056122,-0.55749,-0.5723331,0.7211026,0.16946276,-0.86928445,0.61050767,-0.13817495,1.0,1.0
BaiH%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_928,-0.45359406,-0.05667123,0.5266429,0.4525928,0.73325235,-0.5530784,-0.11431015,-0.68272287,-0.13120522,0.17032458,0.97596365,-0.83339006,-0.05286717,-0.1108419,-0.43160003,0.31104374
BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836,1.0,0.94640297,-0.7819981,-0.82452416,-0.97930723,1.0,-1.0,-1.0,1.0,-1.0,0.6091067,1.0,-1.0,-1.0,1.0,-0.1711421
BaiH%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_22762,0.93905085,0.3956831,-0.70104665,-0.6257356,-0.8599112,0.82097584,-0.5467044,-0.5880259,0.671323,0.50808835,-1.0,0.36159283,0.28141612,-0.81043386,0.016436141,-0.57506853
BaiI%LiJ_2014__MH0370__bin_37_fa_CDDPILMH_01838__hypothetical_protein,0.11156026,-0.96986043,1.0,0.80599284,0.2978948,0.10403285,0.8317719,0.79126525,-0.041396424,0.10840165,-1.0,0.30750784,-0.07770105,-0.29289916,-1.0,-0.51601636
BaiI%LiJ_2014__V1_FI04__bin_94_fa_MJMNNJHI_00331__hypothetical_protein,-0.37867093,0.069953255,-0.6373016,-0.7643177,0.22196594,-0.5150907,0.11592176,1.0,-0.7069697,0.7342411,-0.05793616,-0.40689835,0.08987915,1.0,-0.79287547,-0.13821259
BaiI%QinJ_2012__CON-070__bin_41_fa_AAAKDJOM_00400__hypothetical_protein,0.2313467,0.2720792,-0.27015752,-0.48659003,0.008851663,0.356421,-0.12461243,0.06655208,0.40746567,-0.7498531,0.09565985,0.3242417,-0.22079812,-0.049215306,0.55517095,-1.0
BaiI%WP_279004450_1_nuclear_transport_factor_2_family_protein__partial___Clostridium__scindens_,0.10963592,0.15396969,-0.59473634,-0.9477783,-0.48337245,0.607663,-0.8219034,-0.52877176,0.30897978,-0.5736578,-0.05268649,0.2561921,-0.34725848,-0.17932366,1.0,-0.049026668
BaiI%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000003_2059,-0.18909255,0.31054002,0.015599363,-0.71514136,-0.3533405,0.39655364,-0.6689167,-1.0,0.46923018,-1.0,0.39147183,0.007115143,0.4212693,-0.6602263,1.0,0.1240061
