Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GUDCA,HCA,LCA,TCA,TCDCA,TDCA,UDCA
12aHSDH%GENOME015584_936,-0.056667376,-1.0,0.7518785,0.9105259,-0.006146975,-0.31877536,-0.22087362,-0.5867306,-0.051046584,-1.0,0.36041877,-0.60364485,0.60992897,0.53390414,-0.0074975207,-0.12835932
12aHSDH%GENOME051950_684,0.24133344,-0.45585164,-1.0,-1.0,-0.46098974,0.34487262,0.44399604,1.0,1.0,0.29815552,-1.0,0.43539128,-0.043377973,0.13722126,0.8163116,-1.0
12aHSDH%GENOME055489_1547,-0.54869336,-0.40059513,0.048726466,0.42983964,0.43467134,-0.47377327,0.9118325,0.37635615,-0.3490898,0.26450226,0.31896964,-0.44328117,0.16277869,0.3084243,-0.75200623,0.14270832
12aHSDH%GENOME077010_272,0.860157,0.4346917,0.022051364,-0.43575862,-0.9684718,0.9525136,-0.025593616,-1.0,0.078214616,-0.14199278,0.09776136,1.0,-0.25555864,-1.0,0.36584008,0.51268405
12aHSDH%GENOME136792_1072,0.29973432,-0.04489131,0.050367348,-0.3574739,-0.20136824,0.39480293,-1.0,-0.2211426,0.51394147,-0.19502386,-0.5937183,0.083107136,-0.56448734,-0.60923195,0.6999961,0.26142102
12aHSDH%GENOME211747_1057,-0.54020524,0.35560012,0.82271063,0.046334364,-0.21608075,-0.5116767,0.5019748,0.33632708,-0.5526562,-0.046283238,0.28562656,0.08323971,0.13419315,0.4498752,-0.5567879,-0.5395405
12aHSDH%GENOME225739_454,-1.0,-0.20061979,0.6034239,0.7567059,1.0,-1.0,-0.060938824,0.7351681,-1.0,0.22154185,-0.10012116,-1.0,1.0,1.0,-0.17117558,-0.44363376
12aHSDH%MBE7001463_1_SDR_family_oxidoreductase__Oscillospiraceae_bacterium_,0.22808906,-0.29077417,0.2133956,0.18851869,0.10986045,0.38887855,0.15907861,0.3210934,0.4228651,-0.22552311,-0.47623152,0.30163327,-1.0,-0.041142005,-0.38952595,0.09370826
12aHSDH%MBP3571641_1_SDR_family_oxidoreductase__Clostridia_bacterium_,-0.3590787,0.60755056,-0.068200864,0.42932537,0.21111116,-0.37931013,-0.2845054,-0.2950305,-0.41602004,0.032630187,0.1163705,-1.0,0.64410675,0.87963974,-0.31499875,0.8822672
12aHSDH%MBR0327374_1_SDR_family_oxidoreductase__Clostridia_bacterium_,0.4435925,0.22564878,0.21187258,-0.13399339,-0.2518904,0.72049373,-0.45261943,-1.0,0.658245,-0.49517944,-0.6391435,0.52903986,-0.27915356,-0.6630616,0.57013375,-0.036792457
12aHSDH%MBR2336230_1_SDR_family_oxidoreductase__Clostridia_bacterium_,-1.0,0.91200733,0.2631756,0.4887563,0.4634132,-0.7199098,0.1424014,-0.3871099,-0.34197515,0.7155645,1.0,-0.48423725,0.3472898,1.0,-0.49216488,-0.724702
12aHSDH%MBR6823493_1_SDR_family_oxidoreductase__Bacillota_bacterium_,-0.80776906,0.73979557,0.65471256,0.6225876,0.40153047,-0.561721,0.68250084,0.19045395,-0.2413108,-0.72005165,0.80287147,-0.34968507,0.40898624,-0.63399434,0.26199046,-0.04746498
12aHSDH%MFR3091303_1_SDR_family_NAD(P)-dependent_oxidoreductase__Eggerthella_lenta_,0.08763155,0.3538107,0.11507671,-0.29583943,0.16668174,-0.037168313,-0.52837926,-0.363429,-0.027768146,0.14971775,0.9769014,-0.78861463,-0.22102502,0.18003273,1.0,0.036101446
12aHSDH%NCB62655_1_SDR_family_oxidoreductase__Clostridia_bacterium_,-0.4264455,-1.0,-0.087575406,0.74823636,0.55431646,-0.71234864,1.0,0.62670267,-0.28554967,0.5442348,0.4817481,-1.0,0.19050154,0.7199553,-0.12856066,0.3418776
12aHSDH%WP_055231566_1_SDR_family_NAD(P)-dependent_oxidoreductase__Anaerostipes_hadrus_,0.5117078,0.2283061,-1.0,-0.63422495,-0.1682172,0.27276337,0.081811145,1.0,0.528368,-0.0659551,-1.0,0.12805791,0.41987208,1.0,-0.11472654,-0.72330654
12aHSDH%WP_130435990_1_SDR_family_NAD(P)-dependent_oxidoreductase__Cuneatibacter_caecimuris_,-0.26177815,-0.44148067,-0.36777803,0.23027322,0.39549655,-0.30957183,-0.016383193,-0.01136522,0.20130084,-0.3330112,-0.16795155,0.026939167,-0.12757264,0.83929026,0.19386609,-0.18145953
12aHSDH%WP_160708750_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enterorhabdus_sp__P55_,0.7900109,1.0,0.52418643,-0.23498051,-0.8804808,0.76318353,-0.38911048,-0.2032897,0.837058,-1.0,-0.51441425,0.5809731,-0.43483397,-1.0,-0.04169295,0.786995
12aHSDH%WP_161844252_1_SDR_family_NAD(P)-dependent_oxidoreductase__Pseudoflavonifractor_sp__524-17_,0.5968999,0.84349245,-0.8690811,-0.67162114,-0.86685,0.6401626,0.25544956,0.36842763,0.2538828,-0.5392857,0.2872409,1.0,-0.80607826,-0.1561641,-0.009161089,0.2678181
12aHSDH%WP_256285936_1_SDR_family_NAD(P)-dependent_oxidoreductase__Pseudoflavonifractor_phocaeensis_,-0.70406055,-0.14608608,0.8630969,0.10264286,0.4309681,-0.7261689,-0.74421513,0.1244392,-0.8114999,0.14849398,1.0,-0.7607989,-0.028102057,0.3618149,0.6338223,1.0
12aHSDH%WP_278514144_1_SDR_family_NAD(P)-dependent_oxidoreductase__Methanobrevibacter_smithii_,0.47474885,0.88577044,0.15360345,-0.3755339,-0.3643039,0.34124094,1.0,0.66535646,-0.0332619,-0.86932516,-1.0,0.6537541,-0.23176157,0.3210446,-0.47667253,-1.0
12aHSDH%WP_418471294_1_SDR_family_NAD(P)-dependent_oxidoreductase__Eggerthella_sp__,-0.56106776,-0.77161276,0.74209005,1.0,0.7673868,-0.7907332,0.24170305,-0.1731298,-0.34737387,0.22690916,0.526881,-0.95993865,0.13834628,0.31914657,-0.1582291,0.4612273
12bHSDH%GENOME225741_180,-0.48084813,1.0,0.2674551,-0.09428701,0.17454253,-0.4464449,1.0,1.0,-0.5136272,0.3612193,0.58478963,-0.31867144,-0.13296677,0.37932688,-0.682417,1.0
12bHSDH%MDD6456291_1_SDR_family_NAD(P)-dependent_oxidoreductase__Lachnospiraceae_bacterium_,0.5642016,0.1775489,0.014151367,-0.4976734,0.045031995,0.37272647,0.3099246,0.3525931,-0.28832757,-0.26575902,-0.48933622,0.094417505,-9.952539e-05,-1.0,0.41436172,0.33314705
3aHSDH%3aHSDH%MBO5160353_1_3-oxoacyl-ACP_reductase_FabG__Lachnospiraceae_bacterium_,0.29073668,0.35691753,-0.20654108,-0.08696087,-0.46349886,0.21089053,0.7493336,0.22427525,1.0,-0.067578055,0.23625754,0.51661414,-0.57405704,-1.0,-0.35001537,-0.5913942
3aHSDH%3aHSDH%MBQ7891058_1_3-oxoacyl-ACP_reductase_FabG__Erysipelotrichaceae_bacterium_,0.003817281,0.2710423,-0.15878545,-0.40538526,-0.243138,0.053540453,-0.97807664,-0.31357434,0.28015867,-0.6025399,0.115901336,0.42914376,-0.34103268,-0.22996879,0.6178062,0.12435173
3aHSDH%3aHSDH%MBR6526164_1_3-oxoacyl-ACP_reductase_FabG__Clostridia_bacterium_,-0.82598937,-0.75543624,0.9242064,0.8472384,1.0,-1.0,0.13886425,-0.4327615,-0.9324921,0.19167823,-0.12766969,0.0021146857,0.66238934,0.34423894,-0.13130498,0.4108264
3aHSDH%3aHSDH%MCI8514525_1_3-oxoacyl-ACP_reductase_FabG__Lachnospiraceae_bacterium_,-0.8768687,-0.5175031,0.89258635,0.59620494,0.98663986,-0.6418555,-0.9213186,-0.7183699,-0.37873888,0.78360474,1.0,-0.70140165,-0.2744723,0.60128284,0.07826346,0.56808186
3aHSDH%3aHSDH%MCM1345206_1_3-oxoacyl-ACP_reductase_FabG__Muribaculaceae_bacterium_,-1.0,-0.44096288,0.9817645,1.0,1.0,-1.0,0.5797733,1.0,-0.81840897,0.5209589,0.97424793,-1.0,0.041401893,1.0,-1.0,0.24303055
3aHSDH%3aHSDH%WP_270387972_1_SDR_family_NAD(P)-dependent_oxidoreductase__Blautia_hansenii_,0.37738925,-0.09810611,0.2776237,0.17559698,0.03953558,0.2291826,0.5699406,0.69544804,0.20003852,-0.47744808,0.47840583,0.011220179,-0.8789153,-0.88627315,-0.29825294,0.46158564
3aHSDH%CAG5237306_1_short_chain_dehydrogenase__Streptococcus_pneumoniae_,0.14872119,-0.57840526,0.33864853,-0.4167596,0.020532776,0.098554544,-0.96183544,-1.0,0.08623839,0.09313675,-0.104221426,-0.37403813,1.0,0.7496785,0.5540956,-0.93517554
3aHSDH%GENOME060426_131,0.2994705,1.0,-1.0,-0.9045576,-0.21806285,0.17705621,0.879106,0.46893957,-0.5822543,-0.014819193,-1.0,0.26216137,0.3328808,0.5547208,-0.32305244,-0.24909768
3aHSDH%MBQ9141038_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,-0.25224033,0.3941391,-0.71527,-0.74211377,0.052201398,-0.23497535,0.30203483,0.54986244,0.535133,-0.5282705,-0.09942284,-0.5868229,0.71867615,0.569933,0.19211997,-0.34719208
3aHSDH%MCI6899085_1_SDR_family_oxidoreductase__Mycoplasmatota_bacterium_,-0.66838056,-0.506018,-0.11554232,-0.24702528,0.1054668,-0.6705484,0.7169892,-0.11977788,-0.30004326,0.35122788,0.1695939,-1.0,1.0,0.10679571,0.76006883,0.11764762
3aHSDH%MCI7742844_1_SDR_family_oxidoreductase__Clostridiales_bacterium_,-0.1736256,-0.06991737,-0.15140271,-0.33941567,0.09953379,-0.08925566,0.5746001,0.656656,0.08500893,-0.48794767,-0.50279254,0.01070346,0.30910993,0.8369203,-0.004866241,-0.6785737
3aHSDH%MCI8568452_1_3-oxoacyl-ACP_reductase_FabG__Bacilli_bacterium_,-0.11267386,-0.10382857,-0.010554158,0.12554033,0.67805934,-0.24275278,-0.35345182,-0.54435134,-0.7854757,0.66423595,0.44497934,-0.365794,0.46152994,0.2748342,0.19370362,-0.044894304
3aHSDH%MCM1266841_1_3-oxoacyl-ACP_reductase_FabG__Bacteroidales_bacterium_,-0.5686484,-0.8952552,0.6340754,1.0,0.3754454,-0.69739276,1.0,1.0,0.15645728,0.6919591,0.13601638,-0.531461,-0.07775944,0.17597139,-1.0,0.18113185
3aHSDH%MDE7008868_1_3-oxoacyl-ACP_reductase_FabG__Lachnospiraceae_bacterium_,0.035066027,0.7594649,-0.23323898,-0.6525444,0.37018695,0.200527,-1.0,-0.14369763,-0.43321267,-0.7590569,-0.08818013,0.2856629,0.20794353,0.2827701,0.21366024,-0.42877528
3aHSDH%MFR0796835_1_SDR_family_NAD(P)-dependent_oxidoreductase__Oscillospiraceae_bacterium_,-0.8267248,0.29595524,0.033665895,0.34440318,0.73134243,-0.5207568,0.6265551,0.48078516,-0.9757651,-0.24243814,-0.6310486,-0.23453254,0.63613427,1.0,0.42443788,-0.7970423
3aHSDH%WP_020436139_1_MULTISPECIES__SDR_family_NAD(P)-dependent_oxidoreductase__Mediterraneibacter_,0.56026065,-0.06951663,-0.4875053,-0.0659195,-0.6354766,0.38943392,-0.445331,0.49270466,-0.4898654,0.98925626,-1.0,0.046716236,0.47644594,-0.74674314,0.8443281,0.44661066
3aHSDH%WP_044950032_1_SDR_family_NAD(P)-dependent_oxidoreductase__Mediterraneibacter_gnavus_,-0.9582565,-0.1230485,0.2656216,0.11177441,-0.14901243,-0.9418343,0.51674986,0.68644124,-0.18160678,0.3353107,-0.7615248,-1.0,0.65570813,0.7044852,0.26753837,0.22224836
3aHSDH%WP_087213392_1_MULTISPECIES__SDR_family_NAD(P)-dependent_oxidoreductase__Sellimonas_,-0.58899486,-0.47891694,0.5051614,0.52902776,0.45424157,-0.61803687,0.8584436,-0.13264112,-0.43191037,0.81992525,0.15794776,-0.20430315,0.531018,0.38839293,-0.2807777,0.3180899
3aHSDH%WP_104968339_1_3-oxoacyl-ACP_reductase__Streptococcus_pluranimalium_,0.46369648,-1.0,-0.7038305,-0.18130697,0.050888,0.41300863,-0.67002445,-0.00972769,0.27343452,-0.085542455,-0.22098713,0.2966919,0.858679,-0.26401368,0.95417804,-0.49575478
3aHSDH%WP_109137584_1_SDR_family_oxidoreductase__Bifidobacterium_catulorum_,0.23058376,0.4300362,-0.744134,-1.0,-0.6775358,0.23829928,0.39460996,1.0,1.0,-0.59909105,0.23272382,0.3822906,-0.7993734,0.22768986,-0.5167354,-0.20258243
3aHSDH%WP_182279434_1_SDR_family_NAD(P)-dependent_oxidoreductase__Collinsella_intestinalis_,0.05002501,0.2703601,-0.14825705,-0.09941322,0.15057217,-0.19111,0.00675459,0.42913353,-0.10758902,0.18585868,-0.35081017,0.3181502,-1.0,-0.2889647,-0.2813518,-0.011552493
3aHSDH%WP_191282235_1_SDR_family_oxidoreductase__Pseudolysinimonas_yzui_,0.014993733,-0.10456624,0.43071854,0.35974428,-0.78348786,0.084023856,-0.15138291,-0.91058993,0.11491558,-0.29286966,1.0,0.14784873,0.5192885,-0.82892233,0.29760116,0.67926204
3aHSDH%WP_231385278_1_SDR_family_NAD(P)-dependent_oxidoreductase__Candidatus_Stoquefichus_massiliensis_,-0.47428745,-0.92484474,0.22256395,0.46628475,1.0,-0.6989154,0.16761725,0.29194236,-0.8603375,-0.089888744,-0.725253,-0.86387557,1.0,0.238521,0.48620835,-0.3758825
3aHSDH%WP_289544896_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enorma_phocaeensis_,-0.087637074,0.92571706,0.55845016,0.41235712,0.033376016,-0.24570638,-0.8540612,-0.41218132,-0.61525685,-0.45436817,0.37326545,0.2898085,0.23558716,-0.7788551,0.97113675,0.026568405
3aHSDH%WP_316269050_1_SDR_family_NAD(P)-dependent_oxidoreductase__Claveliimonas_bilis_,0.60338324,0.041125115,-0.26622853,-0.46709597,-0.5465223,0.75040215,-0.75454426,-0.5135729,1.0,-0.07800261,-0.7511358,0.08062846,-0.061373875,-0.9180525,0.62709725,-0.616466
3aHSDH%WP_377204125_1_MULTISPECIES__SDR_family_oxidoreductase__unclassified_Pseudarthrobacter_,-0.13212077,0.29939324,-0.25017032,-0.28767473,0.9150658,-0.21434109,0.09008935,0.9518563,0.41645762,-0.17615141,-0.7985356,-0.37488875,-0.10072409,0.33714136,-0.44198486,-0.8398825
3aHSDH%WP_427737837_1_SDR_family_NAD(P)-dependent_oxidoreductase__Bariatricus_sp__SGI_154_,-1.0,0.34912336,0.25405395,0.44764677,0.5152974,-1.0,0.675327,1.0,-0.9873885,1.0,0.21595769,-1.0,0.5204918,0.6560013,0.28919554,0.8950725
3bHSDH%GENOME124823_1686,-0.761594,-0.97925466,0.8630244,1.0,0.4608036,-1.0,0.25590435,-0.32935017,-0.32902855,1.0,0.3761979,-0.5485468,0.9609134,0.43203923,-0.44390216,0.452141
3bHSDH%MEY8522072_1_aldo_keto_reductase__Lachnospiraceae_bacterium_38-10_,-0.1431766,-0.89106697,1.0,1.0,0.1328776,-0.17240296,0.5812439,-0.23156486,-0.110522546,-0.04907362,1.0,0.17037356,-0.34296525,-0.50872266,-0.8138551,0.9117933
5AR%GENOME006039_2690,0.115122356,-0.26898798,-0.42679015,-0.45215508,0.11785127,0.14495496,-0.44743901,-0.31523442,-0.16788033,-0.40995502,-0.3169288,0.06597437,0.24821004,0.18221158,0.82080936,-0.27011305
5AR%GENOME012336_2253,1.0,0.37079096,-1.0,-1.0,-0.71395665,0.8618368,-0.56748724,-0.34359857,1.0,-0.64791083,-0.63909197,0.7944553,-0.50261754,-0.8607403,0.056270566,-0.084007785
5AR%GENOME078645_81,0.53862154,-0.99872875,-0.5501334,-0.08331634,-0.3280669,0.26019165,0.5756679,0.17058912,0.7127439,-0.7041703,0.12199898,0.44265944,-0.050203897,0.6038826,-0.33848438,-1.0
5AR%GENOME084343_2181,0.78366506,0.77422374,0.41324845,-0.28544164,-0.37676603,0.4575602,-1.0,-0.12415587,0.7941153,0.08490899,-0.25220057,0.66184944,-0.6675235,-0.91084623,-0.65930015,0.63424
5AR%GENOME107567_81,-1.0,-0.17840625,0.8319015,0.5978105,0.95792955,-1.0,1.0,0.32287192,-1.0,0.9221302,1.0,-1.0,0.26130328,0.18655883,-0.45430985,0.66737837
5AR%GENOME140582_2251,0.14028858,0.6654087,-0.30188447,-0.47382444,0.35064787,0.12271153,0.15449741,0.16346557,-0.67814904,-0.9353689,-0.09609892,0.10395795,0.5270216,-0.10222951,0.38560247,0.08066835
5AR%GENOME142018_414,0.84662336,1.0,-0.10019198,-0.38625544,-0.517854,0.8810077,-0.36034945,-0.5351837,0.6479686,-0.49855593,-0.5517747,0.65582955,-0.34584576,-0.84203804,0.97791344,-0.6328665
5AR%GENOME179594_130,-0.2927346,-0.09908393,0.2798456,0.9704117,-0.12683466,-0.18986744,0.42714998,0.10659393,-0.28115737,0.37479275,0.17471702,0.40309572,0.3884481,0.23520295,-1.0,-0.13262472
5AR%HIU55603_1_DUF1295_domain-containing_protein__Candidatus_Gallibacteroides_avistercoris_,-0.92872405,0.16705868,0.53964984,0.22044468,0.45874646,-0.9014969,0.33021486,0.56573415,-0.5633922,0.3913924,1.0,-0.6275579,0.03038284,-0.1449733,-0.85780585,1.0
5AR%MBD5276024_1_DUF1295_domain-containing_protein__Bacteroides_sp__,0.53656226,0.35254458,0.058981195,0.69584686,0.11960189,0.26248056,0.38251925,0.34468117,-0.21815902,0.5523222,1.0,0.5923685,-1.0,-0.94954765,-0.9849259,-0.047514793
5AR%MBO5195293_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,0.10171336,-0.94811213,0.046675805,-0.062376853,-0.4945418,0.014161056,1.0,0.86927265,0.56645435,0.7865757,-1.0,0.03543941,0.9033676,0.46085274,-1.0,-1.0
5AR%MBP3601379_1_DUF1295_domain-containing_protein__Alistipes_sp__,1.0,1.0,-0.911088,-1.0,-0.5976659,1.0,-0.84305114,-0.1081728,0.27053252,-1.0,-0.18349692,0.282989,0.2659394,-1.0,0.6840726,-0.48517478
5AR%MBR4740186_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,-0.95780057,-0.9719318,0.22544816,1.0,0.7853951,-0.7688543,-0.001077199,1.0,-0.21265173,-0.4879406,1.0,-0.8006734,0.5440017,0.6220842,0.013264492,-0.12197135
5AR%MCD7962281_1_DUF1295_domain-containing_protein__Rikenellaceae_bacterium_,-0.10589628,0.4228241,-0.32092035,-0.53646463,-0.66712886,0.035038326,0.68854684,0.2824186,0.15984964,-0.20075594,0.32596743,-0.08971657,0.20166412,-0.677719,0.98188025,-0.6479749
5AR%MCQ2341803_1_DUF1295_domain-containing_protein__Paludibacteraceae_bacterium_,0.0003540137,0.7387679,0.5373723,-0.13941787,-0.29670113,-0.03236583,-1.0,-1.0,-1.0,0.5296311,0.2775547,-0.2913672,0.52832663,0.6857605,0.4264579,0.68837434
5AR%MDE7159808_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,-0.6006448,-0.06841739,0.55901545,0.031452652,0.23584273,-0.7585801,0.5731941,-0.337064,-0.8146625,-0.5182706,-1.0,-0.49378896,1.0,1.0,-0.27221373,0.34621665
5AR%WP_005657188_1_DUF1295_domain-containing_protein__Bacteroides_stercoris_,-0.3691788,-0.43789384,0.1476629,0.2927351,0.5901328,-0.3650942,-0.091353774,0.584086,-0.38444299,-0.17506137,-0.93132716,0.31835255,0.43303856,0.045300286,0.06402639,-0.2888923
5AR%WP_035471352_1_MULTISPECIES__DUF1295_domain-containing_protein__Rikenellaceae_,0.15466373,0.6685587,-0.26339963,-0.38291252,-0.30583617,0.16183667,0.47682375,-0.26650977,0.023589417,0.44737932,-0.82244474,-0.046354547,0.20485948,0.3475459,-0.017702866,-0.31418672
5AR%WP_282194747_1_DUF1295_domain-containing_protein__Alistipes_ihumii_,0.18163925,-0.79206514,-0.5941327,-0.2894928,0.007584231,0.13988781,0.07376062,-0.31521767,0.94725865,-1.0,-0.21773331,0.023101145,-0.12370647,-0.086976916,1.0,0.27841935
5AR%WP_300108487_1_DUF1295_domain-containing_protein__uncultured_Alistipes_sp__,0.48657948,0.22849318,-0.5685507,-0.46214968,-0.50309694,0.4129429,0.4851353,0.2919155,0.77382225,-0.29764035,0.513465,0.62970954,-0.38931158,0.17192183,-0.25045225,-0.38527653
5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,-1.0,-0.37502035,-0.32435268,0.084752634,0.8567124,-0.9163813,0.14314342,0.55469906,-0.7995987,-0.14536348,-0.8126595,-0.82649815,1.0,1.0,-0.030935831,-0.167007
5BR%CAK7070565_1_MAG__NADPH_dehydrogenase__Parabacteroides_sp__,0.59224284,0.6352439,-0.42748228,-0.70822525,-0.06146823,0.55190295,-0.050618723,1.0,-0.15004334,-0.5737737,-0.63461304,0.906477,-0.8695173,0.8306107,-0.9109233,-1.0
5BR%GENOME006024_4796,-1.0,-1.0,0.9616246,0.83410215,0.5800931,-0.7726324,-0.025885796,0.5987933,-1.0,-0.25657952,0.78122973,0.087817974,0.031609062,0.8429154,-0.6532664,1.0
5BR%GENOME006521_2122,0.06612874,0.6751012,-0.3674696,-0.71188056,-0.26670027,-0.09779215,0.92711323,0.005347422,0.17765889,-0.12577258,1.0,-0.30797258,0.296541,-0.58617246,-0.09140491,1.0
5BR%HIX74022_1_NADH_flavin_oxidoreductase__Candidatus_Parabacteroides_intestinipullorum_,-0.47112283,-1.0,0.4944567,0.6764779,0.7958369,-0.50534284,0.10979914,0.20048116,-0.8470368,-0.030988801,0.16985336,-0.72251517,1.0,0.8771814,0.24883458,-0.45486626
5BR%MBO4402754_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,1.0,1.0,-0.8017352,-1.0,-0.86091036,1.0,0.51075876,0.7937013,0.37813288,0.15131995,-0.5810281,1.0,-1.0,-0.7009738,-0.19779927,-0.6655969
5BR%MBO7234306_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,-0.6061249,-0.47180292,0.48613802,0.25433955,0.118535295,-0.40307352,-0.38214916,-0.012888121,-0.21580224,0.16786782,0.76874346,-0.37676036,0.56247777,0.61175996,-0.11058036,-0.40812534
5BR%MBO8446450_1_NADH_flavin_oxidoreductase__Candidatus_Enterocola_intestinipullorum_,-0.567726,-0.68005437,0.7927321,0.6252259,0.27932703,-0.20516203,-0.8628325,-0.2902659,-0.05039618,-1.0,-0.11149164,0.01255148,0.5847135,0.9200095,-0.32368803,0.2768923
5BR%MCA9548846_1_NADH_flavin_oxidoreductase__Myxococcales_bacterium_,-0.17439552,-0.34447667,-0.10568715,-0.023334041,0.2951768,-0.2386878,0.7825673,1.0,0.5860165,-0.040392794,0.8177684,-0.10415703,-0.59194434,0.22375275,-0.48202503,0.7005545
