Family,CA,CDCA,DCA,LCA,UDCA
5AR%HIU55603_1_DUF1295_domain-containing_protein__Candidatus_Gallibacteroides_avistercoris_,1.0,1.0,-0.9342377,-1.0,0.10862003
5AR%MBD5276024_1_DUF1295_domain-containing_protein__Bacteroides_sp__,0.30856967,0.3776755,-0.5064002,-0.32218942,0.35971576
5AR%MBP3601379_1_DUF1295_domain-containing_protein__Alistipes_sp__,-0.47932604,-0.37182295,0.3333213,0.42456388,0.060696956
5AR%MBQ5678765_1_DUF1295_domain-containing_protein__Rikenellaceae_bacterium_,-0.005653629,0.012443642,0.3679685,0.12302415,-0.9171444
5AR%WP_099292233_1_MULTISPECIES__DUF1295_domain-containing_protein__Butyricimonas_,0.34393883,0.3580587,-0.40285173,-0.52465653,0.5915283
5AR%WP_346709278_1_DUF1295_domain-containing_protein__Phocaeicola_salanitronis_,0.77345645,0.70728606,-0.82381135,-0.61964965,0.09469839
5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,0.840043,0.725222,-0.97943544,-0.6868184,0.34369704
5BR%HIX74022_1_NADH_flavin_oxidoreductase__Candidatus_Parabacteroides_intestinipullorum_,0.7465355,0.6915269,-0.76832294,-0.63686,0.11849672
5BR%MBO7234306_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,-0.63231605,-0.59811896,0.41996932,0.71638596,-0.06853618
5BR%MCQ2066925_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,1.0,1.0,-0.83866173,-0.94268167,-1.0
5BR%MDD6582580_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,0.4620742,0.5473309,-0.7002655,-0.57862335,0.6805054
5BR%MEI7492181_1_NADH_flavin_oxidoreductase__Bacteroidota_bacterium_,0.50883824,0.5915936,-0.61733043,-0.5045488,0.21101645
5BR%MFO0559492_1_NADH_flavin_oxidoreductase__Polyangiales_bacterium_,-0.6848938,-0.6521979,0.8671643,0.8233349,-0.8799835
5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.6170196,-0.6135242,0.44273806,0.7342889,-0.15441003
5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,-0.8929716,-1.0,0.56852806,0.9276842,0.39228374
5BR%WP_418992344_1_NADH_flavin_oxidoreductase__Alistipes_sp__,-0.470856,-0.38569942,0.34163556,0.5997512,-0.33682972
7aHSDH%EOW9602512_1_SDR_family_NAD(P)-dependent_oxidoreductase__Escherichia_coli_,1.0,1.0,-1.0,-1.0,0.7959097
7aHSDH%GENOME025100_397,0.2925329,0.3835577,-0.072340176,-0.12331868,-0.80949634
7aHSDH%GENOME122758_282,-0.03502082,-0.07281036,-0.16957831,-0.07776847,0.65400654
7aHSDH%GENOME125242_1669,-0.21387647,-0.27760884,-0.16479576,0.037045285,1.0
7aHSDH%GENOME141447_876,0.73920786,0.69042027,-0.67319226,-0.8534221,0.4399162
7aHSDH%GENOME150027_3593,1.0,1.0,-1.0,-1.0,-0.27152976
7aHSDH%HAY2965420_1_SDR_family_oxidoreductase__Escherichia_coli_,1.0,1.0,-1.0,-1.0,0.45356268
7aHSDH%MEO8122524_1_7-alpha-hydroxysteroid_dehydrogenase__Burkholderiales_bacterium_,1.0,1.0,-1.0,-1.0,0.8178488
7aHSDH%WP_003507641_1_7alpha-hydroxysteroid_dehydrogenase___Clostridium__symbiosum_,-0.68721086,-0.7555402,0.6182936,0.49030566,0.45396474
7bHSDH%WP_394860677_1_7beta-hydroxysteroid_dehydrogenase__Mediterraneibacter_gnavus_,0.37932563,0.21754597,-0.68699795,-0.5368408,1.0
BSH1%UPI0001B1C28E,0.6193389,0.518334,-0.761189,-0.5135534,0.36325696
BSH1%UPI00022FF9E1,-0.45812777,-0.5538225,0.7455142,0.47362924,-0.5345688
BSH1%UPI0002802AC4,0.71171147,0.87353784,-0.7023693,-0.6167308,-0.2435334
BSH1%UPI00031DAE43,0.43882406,0.42433232,-0.12927997,-0.3499374,-0.5736765
BSH1%UPI00033F0DE9,1.0,1.0,-1.0,-1.0,-0.7539393
BSH1%UPI00035D264B,0.5089048,0.59291595,-0.7269651,-0.60246956,0.6215434
BSH1%UPI0003A10C39,-0.5988196,-0.6259508,0.43368232,0.73172206,-0.1491521
BSH1%UPI0004D6A0E9,-0.60355663,-0.6147904,0.60687107,0.8764166,-0.7723279
BSH1%UPI00070D1B8F,0.7332071,0.7204475,-1.0,-0.81297135,0.9908844
BSH1%UPI0007933BD5,-0.008777031,0.023704529,-0.31917986,-0.22065873,1.0
BSH1%UPI00095C7CBB,-0.014777833,0.025235357,-0.41672823,-0.25343812,1.0
BSH2%UPI0001C1C05D,-0.7486118,-0.6049126,0.7253891,0.7369668,-0.38804942
BSH2%UPI000335FD2D,-0.43235067,-0.3912878,0.82464975,0.48713192,-1.0
BSH2%UPI00033F049A,-0.56692505,-0.7232361,0.46351004,0.6120513,0.14495994
BSH2%UPI000396CDDF,0.6608521,0.7252287,-0.4838918,-0.6900046,-0.13780591
BSH2%UPI00050FFCF5,-0.190009,-0.24544474,0.3943536,0.2962535,-0.5677304
BSH2%UPI0005738721,0.4671439,0.40164548,-0.63531536,-0.4471052,0.49849367
BSH2%UPI0005D317A6,0.084574476,0.1671029,0.19161503,0.005689859,-0.7898707
BSH2%UPI0005DCCFF2,-0.9920467,-1.0,1.0,0.91962445,-0.3827863
BSH2%UPI0006C0EB58,-0.9359791,-1.0,0.90992856,0.8869604,0.07067289
BSH2%UPI0006C28698,-0.6561109,-0.72734463,0.8002507,0.6337687,-0.2894106
BSH2%UPI0006C45BC8,0.08159261,0.1794583,0.11850134,-0.04554444,-0.54809976
BSH2%UPI0006C52F45,0.5360197,0.53221214,-0.754699,-0.68093973,0.8839369
BSH2%UPI0006CAB5AD,1.0,1.0,-1.0,-1.0,0.6129623
BSH2%UPI000821232B,-1.0,-1.0,1.0,0.9680257,0.23557992
BSH2%UPI0008219BA0,0.87531763,0.9032481,-0.98322856,-0.9970743,0.691151
BSH2%UPI0008222B5A,-0.792015,-0.7126933,0.69684434,0.74645936,-0.10690123
BSH2%UPI000960BD65,0.42747575,0.25761092,-0.6365014,-0.46995878,0.85461855
BSH2%UPI000D7AF0AB,-1.0,-1.0,1.0,1.0,-0.58580154
BSH2%UPI000DC2EE55,0.5653094,0.6605038,-0.15571408,-0.471608,-0.8822156
BSH2%UPI000E40484B,1.0,0.9981092,-1.0,-0.9905753,0.259068
BSH2%UPI000E4BF981,0.6068832,0.5348041,-0.46791497,-0.670639,0.19814979
BSH2%UPI000E53DAEE,0.7115507,0.8081511,-0.48096922,-0.75014627,-0.2360221
BSH2%UPI000E9C22D0,0.19000597,0.08894247,0.10602895,-0.11793196,-0.4590104
BSH3%UPI000238BE2F,0.8972176,0.8653986,-0.6598527,-0.91800433,-0.035017207
BSH3%UPI00033CE23D,0.842343,0.9135762,-0.97993636,-0.7653186,0.23271647
BSH3%UPI00092A5378,1.0,0.98301154,-1.0,-0.9798654,0.30328244
BSH3%UPI0009648BEC,0.81083435,0.878485,-0.9412698,-0.8594415,0.477387
BSH3%UPI000C9D0DE6,-0.4083509,-0.46585122,0.9380574,0.7976644,-1.0
BSH3%UPI000EF23C17,-0.73424476,-0.8528724,0.6320347,0.5146718,0.6165573
BSH4%UPI0001653940,1.0,1.0,-1.0,-1.0,0.6611798
BSH4%UPI0001FAB233,-0.21204774,-0.24885912,0.011628394,-0.1334836,1.0
BSH4%UPI000822CCAE,-1.0,-1.0,1.0,1.0,-0.31436583
BSH4%UPI000E54B9B5,0.0068479283,-0.058896907,-0.2888907,-0.24621129,1.0
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,-0.6252979,-0.5545358,0.7217271,0.5335132,-0.27205136
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,-0.49520332,-0.48331133,0.4945848,0.49580798,-0.17265224
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,-0.6350777,-0.6192579,0.6679391,0.5883113,-0.18163754
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,-0.6250116,-0.62768793,0.6313444,0.6067578,-0.1653039
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,0.37307113,0.394192,-0.1627857,-0.24922065,-0.55434155
