Samples,Run_0,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Mean
LCA,0.42633414611562087,0.499988682778275,0.4431350761854789,0.4605059826949392,0.48083171291294996,0.4433819973867506,0.43334465055505833,0.47554348385238226,0.4248485035546365,0.46905151393561534,0.4556965749971706
CA,0.40039507392203466,0.42956264082224754,0.3765836394127391,0.41752111690690036,0.4322643702994948,0.41366297313703093,0.32953280451042727,0.44124201364239635,0.3995905223412245,0.3894255995555418,0.40297807545500375
CDCA,0.26909884049919236,0.40963609987962585,0.35556465506381185,0.36519028365073,0.359681883185695,0.31447061123285697,0.3878288424539852,0.3625276500303507,0.2938465178966429,0.350965564780806,0.3468810948673696
DCA,0.2503472329392883,0.39544430383653817,0.3480868751093141,0.30550737162669633,0.36314289535685257,0.27922466742800706,0.3108532156342274,0.3596551333888906,0.3056164284905913,0.33009249256664297,0.32479706163770483
UDCA,0.20163585295842462,-0.04102801526796094,0.1880675329485478,0.1955101494902106,-0.018323610811033262,0.17324814551889461,0.21955615914071422,0.01819397718036565,0.19924689033612147,0.09474983795796167,0.12308569194522465
