Sample,Run_0,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Mean
C18-neg_Cluster_2004: NA,0.7104219807682371,0.707032699634061,0.6964972730731831,0.7023468951554185,0.6988025949257083,0.68023318630007,0.6879559557866749,0.6983727692517275,0.7102458227051303,0.6964702621701735,0.6988379439770385
C18-neg_Cluster_1350: NA,0.6939054007713374,0.6934098094204635,0.6917421797563852,0.6979053631909506,0.700737984845709,0.6979347228681352,0.7057079909994974,0.698247109833378,0.6964115428158045,0.6993228484054173,0.6975324952907078
C18-neg_Cluster_0916: NA,0.6972688453895913,0.6954555917266778,0.6932947194859003,0.6992981862765824,0.6870622472131794,0.6859442307059946,0.7115411716625094,0.7004843172348352,0.701419129356389,0.7009517232956121,0.6972720162347271
C18-neg_Cluster_1825: NA,0.7039017836591083,0.6943657605095901,0.6973862840983291,0.6985876820887179,0.6944561883153183,0.6895237625483261,0.699120853826388,0.696949412101824,0.69082146027988,0.7003140311071652,0.6965427218534647
C18-neg_Cluster_1160: NA,0.7011842519389132,0.6907216373774527,0.6768450795529813,0.6958971612715326,0.685998252512014,0.6835120750480325,0.6989329518924075,0.7127930682976554,0.7032241623096906,0.7131794416494033,0.6962288081850083
C18-neg_Cluster_0110: NA,0.7046827510722156,0.6982071806724072,0.6947098559261922,0.7006957069105634,0.6911585093739578,0.69800870925464,0.6950539513427942,0.6953769077918235,0.6856118791602663,0.694142626962988,0.6957648078467848
C18-neg_Cluster_1641: NA,0.6985465785406597,0.6997338838859999,0.681589603385993,0.6986675404106597,0.6999452735617282,0.699659897499495,0.7007544262649323,0.6979394204164847,0.6869917839879367,0.6933428693564829,0.6957171277310372
C18-neg_Cluster_0023: NA,0.694337575219493,0.6974825838394942,0.6931044687777449,0.6880029312701702,0.7005125025249324,0.6930856785843469,0.6987638401518248,0.6901978607364817,0.6907686128609479,0.7100872804483341,0.695634333441377
C18-neg_Cluster_1177: NA,0.7013721538728938,0.6949940576013379,0.7026005627662923,0.6928801608440556,0.6859724159960918,0.6984561507349314,0.6973534012598824,0.6948507823766777,0.6909283295048315,0.6933781009691042,0.69527861159261
C18-neg_Cluster_0197: NA,0.6966276300398823,0.6919629645288125,0.6934908421294926,0.6949764417950272,0.6981613795759993,0.6937879620625996,0.6993287203408542,0.6938960056746384,0.6969517608759989,0.6934873189682305,0.6952671025991536
C18-neg_Cluster_0877: NA,0.6997597204019222,0.7041026038510503,0.7048037129422154,0.6892806644212386,0.6997385814343494,0.708411430074644,0.6855120562578392,0.6852677837436643,0.6792925022430794,0.6955507170807557,0.695171977245076
C18-neg_Cluster_0546: NA,0.7038583313368754,0.6959629269484257,0.6824398596372553,0.6846547536840523,0.6926875613617254,0.6925548556208516,0.6894532993230833,0.7077760866603721,0.6940498503830852,0.7043081215913416,0.6947745646547068
C18-neg_Cluster_0528: NA,0.7033874021148364,0.6887357488126947,0.6977526928695915,0.6866993616031792,0.7014332220014375,0.6937938339980364,0.6859465794801693,0.7017902356760007,0.6983610253808537,0.6866594324422085,0.6944559534379009
C18-neg_Cluster_1178: cholate,0.7011642873584276,0.6970645020363873,0.686153271607548,0.6902154765427924,0.6954180113398818,0.6927439319419196,0.6960110768190082,0.6997491509181359,0.6908519943441518,0.6947251229583281,0.694409682586658
C18-neg_Cluster_1653: NA,0.6927591989740556,0.6919242097549289,0.699179573180757,0.6891092039064811,0.6961954555917267,0.6936611282571626,0.693284150002114,0.6968942159087173,0.682302456348032,0.6947098559261922,0.6930019447850168
C18-neg_Cluster_0180: NA,0.6893111984855105,0.695691643531241,0.6722614467509407,0.6994226713078444,0.6965888752659988,0.6878890157226943,0.699951145497165,0.6948836652151242,0.6814897804835656,0.695939439206678,0.6913428881466762
C18-neg_Cluster_2135: NA,0.7042858082366813,0.6960686217862897,0.6915037791776473,0.6951984009545419,0.6831397943413332,0.6766195972322047,0.6862988956063831,0.6885513700399761,0.6998090446595923,0.6856365412891011,0.6907111853323751
isoUDCA,0.6919371280128901,0.7025946908308556,0.6812337640985171,0.6958114310141538,0.6754886624670584,0.6910246292459966,0.7028107780549332,0.6896611658375494,0.6807769275215266,0.6947286461195903,0.690606782320307
C18-neg_Cluster_1171: NA,0.6951690412773575,0.6899641577060932,0.6943399239936677,0.6911784739544431,0.6946851937973573,0.6946523109589106,0.6860640181889073,0.6867745223767716,0.6778855865123992,0.6936012345157062,0.6904314463281614
C18-neg_Cluster_2070: NA,0.6852302033568681,0.6815179657736627,0.6792607937917202,0.6940063980608521,0.6939500274806578,0.6996763389187184,0.6977068917731837,0.6912818200181325,0.6858620236098781,0.6929882044560944,0.6901480667239768
